Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (kPa absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
61586,14.48,7,1,29,0.81,1314,14.17,27008,43.86,1.02,0.6360,3.33,2.6855,33.33,15.00,29,17.75,9.41,0.0000
61690,14.48,7,1,29,0.80,1306,14.11,27008,43.94,1.02,0.6312,3.33,2.6885,33.33,15.00,29,17.64,9.41,0.0000
61795,14.48,7,1,29,0.81,1309,14.13,26944,44.02,1.02,0.6430,3.33,2.6913,33.33,15.00,29,17.56,9.41,0.0000
61900,14.48,7,1,29,0.81,1318,14.10,27072,43.94,1.02,0.6360,3.33,2.6913,33.33,15.00,29,17.82,9.41,0.0000
62005,14.40,7,1,29,0.81,1311,14.08,26880,44.02,1.02,0.6265,3.33,2.6930,33.33,15.00,29,17.84,9.41,0.0000
62108,14.48,7,1,29,0.81,1310,14.18,28672,43.94,1.02,0.6288,3.33,2.6932,33.33,15.00,29,17.66,9.41,0.0000
62214,14.48,7,1,29,0.81,1300,14.36,28544,44.20,1.02,0.6525,3.33,2.6943,33.33,15.00,29,17.73,9.41,0.0000
62317,14.48,7,1,29,0.81,1303,14.13,26944,44.02,1.02,0.6550,3.33,2.6983,33.33,15.00,29,17.80,9.41,0.0000
62421,14.48,7,1,29,0.81,1300,14.10,27072,44.02,1.02,0.6360,3.33,2.7035,33.33,15.00,29,17.75,9.41,0.0000
62526,14.40,7,1,29,0.81,1303,14.08,26816,44.02,1.02,0.6335,3.33,2.7083,33.33,15.00,29,17.71,9.41,0.0000
62629,14.48,7,1,29,0.81,1299,14.11,27008,44.10,1.02,0.6312,3.33,2.7077,33.33,15.00,29,17.77,9.41,0.0000
62733,14.48,7,1,29,0.82,1302,14.12,26944,44.25,1.02,0.6335,3.33,2.7262,33.33,15.00,29,17.48,9.41,0.0039
62838,14.24,7,1,29,0.81,1299,14.13,27008,44.25,1.02,0.6335,3.33,2.7098,33.33,15.00,29,17.86,9.41,0.0036
62941,14.40,7,1,29,0.82,1297,14.11,27072,44.41,1.02,0.6335,3.33,2.7203,33.33,15.00,29,17.84,9.41,0.0044
63045,14.40,7,1,29,0.82,1300,14.08,26880,44.41,1.02,0.6240,3.33,2.7378,33.33,15.00,29,17.85,9.41,0.0043
63148,14.48,7,1,29,0.82,1310,14.11,27008,44.25,1.02,0.6288,3.33,2.7397,33.33,15.00,29,17.85,9.41,0.0042
63252,14.40,7,1,29,0.82,1310,14.12,27008,44.33,1.02,0.6240,3.33,2.7243,33.33,15.00,29,17.99,9.41,0.0000
63357,14.32,7,1,29,0.82,1320,14.10,26816,44.10,1.02,0.6360,3.33,2.7183,33.33,15.00,29,17.85,9.41,0.0000
63461,14.40,7,1,29,0.82,1322,13.88,25472,43.94,1.02,0.6218,3.33,2.7090,33.33,15.00,29,17.58,9.41,0.0000
63564,14.40,7,1,29,0.81,1319,14.08,26944,43.70,1.02,0.6360,3.33,2.6957,33.33,15.00,29,17.72,9.41,0.0000
63668,14.48,7,1,29,0.81,1317,14.11,27136,43.70,1.02,0.6288,3.33,2.6898,33.33,15.00,29,17.87,9.41,0.0000
63772,14.48,7,1,29,0.81,1318,14.12,26880,43.70,1.02,0.6360,3.33,2.6865,33.33,15.00,29,17.72,9.41,0.0000
63877,14.48,7,1,29,0.81,1322,14.18,27008,43.62,1.02,0.6288,3.33,2.6805,33.33,15.00,29,17.69,9.41,0.0000
63980,14.48,7,1,29,0.81,1322,14.10,27072,43.27,1.02,0.6218,3.33,2.6757,33.33,15.00,29,17.78,9.41,0.0000
64085,14.24,7,1,29,0.80,1322,14.13,26944,43.46,1.02,0.6265,3.33,2.6705,33.33,15.00,29,17.54,9.41,0.0000
64188,14.48,7,1,29,0.80,1322,14.10,27200,43.54,1.02,0.6240,3.33,2.6675,33.33,15.00,29,17.71,9.41,0.0000
64292,14.40,7,1,29,0.80,1313,14.38,28544,43.62,1.02,0.6265,3.33,2.6685,33.33,15.00,29,17.67,9.41,0.0000
64396,14.40,7,1,29,0.80,1311,14.39,27008,43.70,1.02,0.6218,3.33,2.6688,33.33,15.00,29,17.68,9.41,0.0000
64499,14.48,7,1,29,0.80,1312,14.10,26944,43.70,1.02,0.6573,3.33,2.6732,33.33,15.00,29,17.63,9.41,0.0000
64604,14.48,7,1,29,0.80,1316,14.18,26880,43.70,1.02,0.6360,3.33,2.6760,33.33,15.00,29,17.61,9.41,0.0000
64709,14.48,7,1,29,0.81,1311,14.08,27072,43.78,1.02,0.6288,3.33,2.6785,33.33,15.00,29,17.74,9.41,0.0000
64813,14.48,7,1,29,0.81,1315,14.07,26880,43.86,1.02,0.6525,3.33,2.6787,33.33,15.00,29,17.62,9.41,0.0000
64917,14.48,7,1,29,0.81,1322,14.11,27072,43.70,1.02,0.6312,3.33,2.6810,33.33,15.00,29,17.68,9.41,0.0000
65021,14.40,7,1,29,0.81,1316,14.52,30144,43.78,1.02,0.6408,3.33,2.6795,33.33,15.00,29,17.90,9.41,0.0000
65126,14.40,7,1,29,0.81,1327,14.13,26880,43.70,1.02,0.6335,3.33,2.6783,33.33,15.00,29,17.84,9.41,0.0000
65230,14.40,7,1,29,0.81,1337,14.11,27072,43.46,1.02,0.6550,3.33,2.6738,33.33,15.00,29,17.51,9.41,0.0000
65335,14.48,7,1,29,0.80,1342,14.18,26944,43.38,1.02,0.6265,3.33,2.6625,33.33,15.00,29,17.54,9.41,0.0000
65439,14.40,7,1,29,0.80,1332,14.11,26880,43.14,1.02,0.6382,3.33,2.6498,33.33,15.00,29,17.65,9.41,0.0000
65543,14.48,7,1,29,0.79,1336,13.85,25472,42.98,1.02,0.6265,3.33,2.6378,33.33,15.00,29,17.56,9.41,0.0000
65647,14.48,7,1,29,0.79,1342,13.87,26944,42.98,1.02,0.6288,3.33,2.6292,33.33,15.00,29,17.38,9.41,0.0000
65751,14.48,7,1,29,0.79,1329,14.11,27008,43.17,1.02,0.6335,3.33,2.6215,33.33,15.00,29,17.55,9.41,0.0000
65855,14.48,7,1,29,0.79,1325,14.13,29184,42.98,1.02,0.6430,3.33,2.6160,33.33,15.00,29,17.53,9.41,0.0000
65959,14.48,7,1,29,0.79,1332,14.64,27328,42.98,1.02,0.6312,3.33,2.6147,33.33,15.00,29,17.45,9.41,0.0000
66064,14.48,7,1,29,0.79,1325,14.18,26944,43.06,1.02,0.6218,3.33,2.6168,33.33,15.00,29,17.50,9.41,0.0000
66167,14.24,7,1,29,0.79,1327,14.07,27072,43.06,1.02,0.6335,3.33,2.6185,33.33,15.00,29,17.46,9.41,0.0000
66271,14.48,7,1,29,0.79,1330,14.11,27200,43.06,1.02,0.6360,3.33,2.6187,33.33,15.00,29,17.47,9.41,0.0000
66375,14.40,7,1,29,0.79,1329,14.17,30016,43.06,1.02,0.6455,3.33,2.6198,33.33,15.00,29,17.53,9.41,0.0000
66478,14.40,7,1,29,0.79,1314,14.58,27584,43.06,1.02,0.6335,3.33,2.6195,33.33,15.00,29,17.41,9.41,0.0000
66583,14.40,7,1,29,0.79,1310,14.07,26880,43.14,1.02,0.6382,3.33,2.6250,33.33,15.00,29,17.35,9.41,0.0000
66686,14.48,7,1,29,0.79,1314,14.18,27008,43.30,1.02,0.6218,3.33,2.6335,33.33,15.00,29,17.60,9.41,0.0000
66790,14.48,7,1,29,0.79,1310,14.10,26944,43.38,1.02,0.6360,3.33,2.6385,33.33,15.00,29,17.53,9.41,0.0000
66895,14.48,7,1,29,0.80,1322,14.07,26944,43.46,1.02,0.6335,3.33,2.6442,33.33,15.00,29,17.39,9.41,0.0000
66999,14.40,7,1,29,0.80,1326,14.10,27136,43.46,1.02,0.6335,3.33,2.6470,33.33,15.00,29,17.59,9.41,0.0000
67104,14.48,7,1,29,0.80,1327,14.13,26880,43.46,1.02,0.6455,3.33,2.6473,33.33,15.00,29,17.67,9.41,0.0000
67207,14.48,7,1,29,0.80,1327,14.12,27136,43.38,1.02,0.6335,3.33,2.6452,33.33,15.00,29,17.51,9.41,0.0000
67311,14.40,7,1,29,0.80,1329,14.12,26944,43.14,1.02,0.6573,3.33,2.6400,33.33,15.00,29,17.44,9.41,0.0000
67415,14.40,7,1,29,0.79,1321,14.13,26880,43.14,1.02,0.6265,3.33,2.6372,33.33,15.00,29,17.47,9.41,0.0000
67519,14.40,7,1,29,0.79,1317,14.09,27008,43.14,1.02,0.6360,3.33,2.6328,33.33,15.00,29,17.45,9.41,0.0000
67623,14.48,7,1,29,0.79,1323,14.11,25344,43.14,1.02,0.6312,3.33,2.6320,33.33,15.00,29,17.55,9.41,0.0000
67728,14.48,7,1,29,0.79,1326,13.87,27264,43.38,1.02,0.6360,3.33,2.6322,33.33,15.00,29,17.46,9.41,0.0000
67831,14.48,7,1,29,0.79,1320,14.59,27392,43.30,1.02,0.6360,3.33,2.6340,33.33,15.00,29,17.47,9.41,0.0000
67935,14.48,7,1,29,0.79,1321,14.13,27072,43.22,1.02,0.6382,3.33,2.6338,33.33,15.00,29,17.45,9.41,0.0000
68039,14.40,7,1,29,0.79,1333,14.11,27072,43.14,1.02,0.6455,3.33,2.6318,33.33,15.00,29,17.61,9.41,0.0000
68144,14.48,7,1,29,0.79,1331,14.13,26944,43.06,1.02,0.6312,3.33,2.6298,33.33,15.00,29,17.58,9.41,0.0000
68248,14.24,7,1,29,0.79,1339,14.11,27136,42.98,1.02,0.6265,3.33,2.6252,33.33,15.00,29,17.55,9.41,0.0000
68352,14.48,7,1,29,0.79,1282,14.07,26944,42.82,1.02,0.6335,3.33,2.6187,33.33,15.00,29,17.45,9.41,0.0000
68455,14.40,7,1,29,0.79,1405,14.14,27456,42.75,1.02,0.6360,3.33,2.6085,33.33,15.00,29,17.52,9.41,0.0000
68560,14.48,7,1,29,0.78,1407,14.30,28736,42.59,1.02,0.6360,3.33,2.5990,33.33,15.00,29,17.38,9.41,0.0000
68663,14.40,7,1,29,0.78,1286,14.14,26944,42.51,1.02,0.6360,3.33,2.6067,33.33,15.00,29,17.31,9.41,0.0000
68768,14.48,7,1,30,0.78,1404,14.10,27072,42.43,1.02,0.6382,3.33,2.5827,33.33,15.00,29,17.36,9.41,0.0000
68871,14.40,7,1,30,0.78,1346,14.07,26880,42.51,1.02,0.6408,3.33,2.5793,33.33,15.00,29,17.34,9.41,0.0000
68975,14.48,7,1,30,0.78,1282,14.10,27072,42.43,1.02,0.6360,3.33,2.5755,33.33,15.00,29,17.29,9.41,0.0000
69080,14.40,7,1,30,0.78,1338,14.11,27072,42.43,1.02,0.6525,3.33,2.5730,33.33,15.00,29,17.31,9.41,0.0000
69183,14.40,7,1,30,0.77,1326,14.13,26880,42.43,1.02,0.6312,3.33,2.5728,33.33,15.00,29,17.27,9.41,0.0000
69288,14.40,7,1,30,0.77,1322,14.11,27072,42.51,1.02,0.6335,3.33,2.5730,33.33,15.00,29,17.12,9.41,0.0000
69392,14.48,7,1,30,0.78,1322,14.07,26880,42.67,1.02,0.6265,3.33,2.5780,33.33,15.00,29,17.21,9.41,0.0000
69496,14.48,7,1,30,0.78,1304,14.17,27072,42.75,1.02,0.6360,3.33,2.5853,33.33,15.00,29,17.23,9.41,0.0000
69601,14.48,7,1,30,0.78,1305,14.10,27008,43.06,1.02,0.6360,3.33,2.5980,33.33,15.00,29,17.07,9.41,0.0000
69706,14.48,7,1,30,0.78,1305,14.17,29440,42.96,1.02,0.6335,3.33,2.6223,33.33,15.00,29,17.24,9.41,0.0046
69809,14.24,7,1,30,0.79,1306,14.33,25664,43.38,1.02,0.6288,3.33,2.6265,33.33,15.00,29,17.45,9.41,0.0064
69914,14.40,7,1,30,0.79,1301,13.85,29888,43.38,1.02,0.6312,3.33,2.6522,33.33,15.00,29,17.59,9.41,0.0069
70018,14.48,7,1,30,0.80,1312,14.63,27072,43.46,1.02,0.6502,3.33,2.6640,33.33,15.00,29,17.48,9.41,0.0076
70122,14.48,7,1,30,0.80,1322,14.17,30016,43.38,1.02,0.6335,3.33,2.6680,33.33,15.00,29,17.51,9.41,0.0074
70227,14.48,7,1,30,0.80,1316,14.60,27008,43.38,1.02,0.6288,3.33,2.6645,33.33,15.00,29,17.44,9.41,0.0065
70330,14.48,7,1,30,0.80,1320,14.10,27072,43.30,1.02,0.6550,3.33,2.6583,33.33,15.00,29,17.52,9.41,0.0054
70434,14.48,7,1,30,0.80,1320,14.13,26880,43.22,1.02,0.6288,3.33,2.6715,33.33,15.00,29,17.35,9.41,0.0047
70538,14.40,7,1,30,0.79,1317,14.11,27200,43.14,1.02,0.6478,3.33,2.6478,33.33,15.00,29,17.58,9.41,0.0036
70642,14.40,7,1,30,0.79,1314,14.31,28544,43.22,1.02,0.6382,3.33,2.6362,33.33,15.00,29,17.56,9.41,0.0000
70747,14.40,7,1,30,0.79,1317,14.37,27008,43.06,1.02,0.6360,3.33,2.6365,33.33,15.00,29,17.40,9.41,0.0000
70850,14.48,7,1,30,0.79,1328,14.10,27008,43.14,1.02,0.6360,3.33,2.6330,33.33,15.00,29,17.42,9.41,0.0000
70954,14.48,7,1,30,0.79,1320,14.18,26880,43.06,1.02,0.6288,3.33,2.6290,33.33,15.00,29,17.49,9.41,0.0000
71059,14.48,7,1,30,0.79,1320,14.10,26944,43.06,1.02,0.6335,3.33,2.6265,33.33,15.00,29,17.22,9.41,0.0000
71163,14.48,7,1,30,0.79,1323,14.12,26944,43.14,1.02,0.6288,3.33,2.6270,33.33,15.00,29,17.21,9.41,0.0000
71267,14.40,7,1,30,0.79,1318,14.07,27072,42.98,1.02,0.6360,3.33,2.6265,33.33,15.00,29,17.44,9.41,0.0000
71370,14.40,7,1,30,0.79,1321,14.11,27008,42.98,1.02,0.6312,3.33,2.6252,33.33,15.00,29,17.44,9.41,0.0000
71475,14.40,7,1,30,0.79,1328,14.08,26880,42.98,1.02,0.6335,3.33,2.6202,33.33,15.00,29,17.28,9.41,0.0000
71578,14.48,7,1,30,0.79,1328,14.11,27072,42.98,1.02,0.6265,3.33,2.6183,33.33,15.00,29,17.41,9.41,0.0000
71683,14.48,7,1,30,0.79,1312,14.12,26944,42.98,1.02,0.6382,3.33,2.6162,33.33,15.00,29,17.42,9.41,0.0000
71786,14.48,7,1,30,0.79,1317,14.17,27008,42.98,1.02,0.6312,3.33,2.6170,33.33,15.00,29,17.36,9.41,0.0000
71891,14.48,7,1,30,0.79,1320,14.08,25600,43.06,1.02,0.6312,3.33,2.6198,33.33,15.00,29,17.40,9.41,0.0000
71995,14.24,7,1,30,0.79,1323,13.89,25408,43.06,1.02,0.6265,3.33,2.6220,33.33,15.00,29,17.46,9.41,0.0000
72100,14.40,7,1,30,0.79,1323,14.10,27136,43.06,1.02,0.6265,3.33,2.6210,33.33,15.00,29,17.46,9.41,0.0000
72203,14.40,7,1,30,0.79,1331,14.08,27072,42.98,1.02,0.6312,3.33,2.6190,33.33,15.00,29,17.30,9.41,0.0000
72307,14.40,7,1,30,0.79,1326,14.12,27008,42.82,1.02,0.6360,3.33,2.6128,33.33,15.00,29,17.48,9.41,0.0000
72412,14.40,7,1,30,0.79,1332,14.12,27008,42.82,1.02,0.6478,3.33,2.6100,33.33,15.00,29,17.21,9.41,0.0000
72515,14.48,7,1,30,0.78,1335,14.13,26944,42.67,1.02,0.6288,3.33,2.6040,33.33,15.00,29,17.36,9.41,0.0000
72619,14.48,7,1,30,0.78,1332,15.08,33664,42.75,1.02,0.6360,3.33,2.6015,33.33,15.00,29,17.36,9.41,0.0000
72724,14.56,7,1,30,0.78,1324,14.15,28480,42.75,1.02,0.6265,3.33,2.5995,33.33,15.00,29,17.33,9.41,0.0000
72827,14.56,7,1,30,0.78,1319,14.36,28672,42.75,1.02,0.6382,3.33,2.6002,33.33,15.00,29,17.27,9.41,0.0000
72931,14.40,7,1,30,0.78,1322,14.18,26944,42.75,1.02,0.6382,3.33,2.6010,33.33,15.00,29,17.06,9.41,0.0000
73035,14.48,7,1,30,0.78,1316,14.18,26944,42.90,1.02,0.6360,3.33,2.6012,33.33,15.00,29,17.25,9.41,0.0000
73138,14.40,7,1,30,0.78,1320,14.11,27072,42.90,1.02,0.6335,3.33,2.6018,33.33,15.00,29,17.21,9.41,0.0000
73243,14.48,7,1,30,0.78,1324,14.54,29888,42.82,1.02,0.6360,3.33,2.6005,33.33,15.00,29,17.24,9.41,0.0000
73347,14.40,7,1,30,0.78,1324,14.11,27072,42.82,1.02,0.6335,3.33,2.6012,33.33,15.00,29,17.26,9.41,0.0000
73451,14.48,7,1,30,0.78,1313,14.07,26880,42.82,1.02,0.6265,3.33,2.6023,33.33,15.00,29,17.39,9.41,0.0000
73554,14.48,7,1,30,0.78,1310,14.17,27008,42.98,1.02,0.6360,3.33,2.6050,33.33,15.00,29,17.35,9.41,0.0000
73659,14.48,7,1,30,0.79,1319,14.10,27072,43.06,1.02,0.6288,3.33,2.6125,33.33,15.00,29,17.16,9.41,0.0000
73764,14.48,7,1,30,0.79,1310,14.13,26944,42.98,1.02,0.6240,3.33,2.6138,33.33,15.00,29,17.39,9.41,0.0000
73868,14.24,7,1,30,0.79,1316,14.10,27136,43.06,1.02,0.6288,3.33,2.6145,33.33,15.00,29,17.33,9.41,0.0000
73973,14.40,7,1,30,0.79,1322,14.11,26688,43.06,1.02,0.6265,3.33,2.6183,33.33,15.00,29,17.18,9.41,0.0000
74076,14.40,7,1,30,0.79,1322,13.88,25408,43.06,1.02,0.6382,3.33,2.6190,33.33,15.00,29,17.38,9.41,0.0000
74180,14.48,7,1,30,0.79,1320,14.11,27008,43.06,1.02,0.6288,3.33,2.6200,33.33,15.00,29,17.44,9.41,0.0000
74285,14.48,7,1,30,0.79,1314,14.13,26944,43.17,1.02,0.6265,3.33,2.6165,33.33,15.00,29,17.39,9.41,0.0000
74388,14.48,7,1,30,0.79,1324,14.10,27072,42.98,1.02,0.6312,3.33,2.6180,33.33,15.00,29,17.22,9.41,0.0000
74493,14.48,7,1,30,0.79,1320,14.53,30016,42.90,1.02,0.6265,3.33,2.6165,33.33,15.00,29,17.28,9.41,0.0000
74596,14.32,7,1,30,0.79,1318,14.18,27072,42.98,1.02,0.6335,3.33,2.6153,33.33,15.00,29,17.21,9.41,0.0000
74700,14.40,7,1,30,0.79,1326,14.11,26880,42.75,1.02,0.6288,3.33,2.6110,33.33,15.00,29,17.27,9.41,0.0000
74804,14.40,7,1,30,0.79,1322,14.14,27008,42.75,1.02,0.6288,3.33,2.6103,33.33,15.00,29,17.31,9.41,0.0000
74908,14.48,7,1,30,0.79,1320,14.40,28672,42.82,1.02,0.6265,3.33,2.6065,33.33,15.00,29,17.28,9.41,0.0000
75012,14.48,7,1,30,0.79,1316,14.35,26880,42.75,1.02,0.6288,3.33,2.6048,33.33,15.00,29,17.30,9.41,0.0000
75116,14.48,7,1,30,0.78,1318,14.16,27008,42.75,1.02,0.6288,3.33,2.6040,33.33,15.00,29,17.17,9.41,0.0000
75220,14.48,7,1,30,0.78,1308,14.11,26944,42.82,1.02,0.6265,3.33,2.6035,33.33,15.00,29,17.18,9.41,0.0000
75325,14.24,7,1,30,0.79,1313,14.12,26880,43.06,1.02,0.6335,3.33,2.6075,33.33,15.00,29,17.29,9.41,0.0000
75429,14.40,7,1,30,0.79,1318,14.10,29696,43.06,1.02,0.6312,3.33,2.6120,33.33,15.00,29,17.30,9.41,0.0000
75532,14.40,7,1,30,0.79,1326,14.61,26944,43.06,1.02,0.6598,3.33,2.6162,33.33,15.00,29,17.40,9.41,0.0000
75636,14.48,7,1,30,0.79,1323,14.11,27008,42.98,1.02,0.6312,3.33,2.6158,33.33,15.00,29,17.34,9.41,0.0000
75741,14.48,7,1,30,0.79,1317,14.18,26880,42.98,1.02,0.6335,3.33,2.6145,33.33,15.00,29,17.42,9.41,0.0000
75845,14.56,7,1,30,0.79,1325,14.18,27008,42.82,1.02,0.6312,3.33,2.6113,33.33,15.00,29,17.23,9.41,0.0000
75949,14.48,7,1,30,0.79,1312,14.10,27136,42.82,1.02,0.6288,3.33,2.6080,33.33,15.00,29,17.27,9.41,0.0000
76053,14.24,7,1,30,0.79,1321,14.07,26752,42.82,1.02,0.6312,3.33,2.6065,33.33,15.00,29,17.22,9.41,0.0000
76157,14.40,7,1,30,0.79,1325,14.01,28608,42.90,1.02,0.6265,3.33,2.6080,33.33,15.00,29,17.11,9.41,0.0000
76260,14.40,7,1,30,0.79,1322,14.30,30016,42.82,1.02,0.6335,3.33,2.6088,33.33,15.00,29,17.25,9.41,0.0000
76364,14.48,7,1,30,0.79,1323,14.20,27008,42.75,1.02,0.6240,3.33,2.6060,33.33,15.00,29,17.35,9.41,0.0000
76469,14.40,7,1,30,0.78,1318,14.08,27008,42.75,1.02,0.6288,3.33,2.6015,33.33,15.00,29,17.30,9.41,0.0000
76572,14.48,7,1,30,0.78,1327,14.13,26880,42.75,1.02,0.6265,3.33,2.6027,33.33,15.00,29,17.09,9.41,0.0000
76677,14.48,7,1,30,0.78,1307,14.10,27136,42.82,1.02,0.6360,3.33,2.6008,33.33,15.00,29,17.23,9.41,0.0000
76780,14.24,7,1,30,0.78,1312,14.12,26880,43.06,1.02,0.6288,3.33,2.6055,33.33,15.00,29,17.30,9.41,0.0000
76885,14.40,7,1,30,0.79,1321,14.59,30144,43.06,1.02,0.6218,3.33,2.6103,33.33,15.00,29,17.37,9.41,0.0000
76988,14.40,7,1,30,0.79,1315,14.07,28608,43.06,1.02,0.6335,3.33,2.6132,33.33,15.00,29,17.23,9.41,0.0000
77093,14.48,7,1,30,0.79,1314,14.61,30272,43.06,1.02,0.6288,3.33,2.6158,33.33,15.00,29,17.38,9.41,0.0000
77197,14.40,7,1,30,0.79,1310,14.81,30144,43.06,1.02,0.6550,3.33,2.6193,33.33,15.00,29,17.21,9.41,0.0000
77302,14.48,7,1,30,0.79,1321,14.59,27392,42.98,1.02,0.6312,3.33,2.6190,33.33,15.00,29,17.19,9.41,0.0000
77405,14.48,7,1,30,0.79,1317,14.10,27008,43.06,1.02,0.6240,3.33,2.6178,33.33,15.00,29,17.44,9.41,0.0000
77510,14.48,7,1,30,0.79,1317,14.11,26944,42.75,1.02,0.6360,3.33,2.6170,33.33,15.00,29,17.34,9.41,0.0000
77613,14.40,7,1,30,0.79,1324,14.13,30016,42.98,1.02,0.6312,3.33,2.6172,33.33,15.00,29,17.25,9.41,0.0000
77718,14.40,7,1,30,0.79,1320,14.58,30144,42.90,1.02,0.6382,3.33,2.6140,33.33,15.00,29,17.27,9.41,0.0000
77821,14.40,7,1,30,0.79,1316,14.61,26816,42.75,1.02,0.6312,3.33,2.6095,33.33,15.00,29,17.31,9.41,0.0000
77925,14.40,7,1,30,0.79,1312,14.11,27072,42.75,1.02,0.6550,3.33,2.6073,33.33,15.00,29,17.21,9.41,0.0000
78032,14.48,7,1,30,0.79,1319,14.08,30016,42.82,1.02,0.6335,3.33,2.6075,33.33,15.00,29,17.19,9.41,0.0000
78133,14.48,7,1,30,0.78,1316,14.60,30080,42.82,1.02,0.6288,3.33,2.6065,33.33,15.00,29,17.28,9.41,0.0000
78237,14.48,7,1,30,0.79,1321,14.22,25600,42.75,1.02,0.6382,3.33,2.6055,33.33,15.00,29,17.22,9.41,0.0000
78341,14.40,7,1,30,0.78,1323,13.90,25344,42.75,1.02,0.6288,3.33,2.6045,33.33,15.00,29,17.26,9.41,0.0000
78445,14.40,7,1,30,0.78,1317,14.53,30208,42.82,1.02,0.6382,3.33,2.6040,33.33,15.00,29,17.27,9.41,0.0000
78549,14.40,7,1,31,0.78,1319,14.54,30016,42.75,1.02,0.6335,3.33,2.6012,33.33,15.00,29,17.32,9.41,0.0000
78652,14.40,7,1,31,0.78,1314,14.13,27008,42.67,1.02,0.6335,3.33,2.5987,33.33,15.00,29,17.24,9.41,0.0000
78757,14.48,7,1,31,0.78,1318,14.57,30144,42.75,1.02,0.6288,3.33,2.5998,33.33,15.00,29,17.16,9.41,0.0000
78860,14.48,7,1,31,0.78,1311,14.13,26944,42.75,1.02,0.6288,3.33,2.5995,33.33,15.00,29,17.23,9.41,0.0000
78964,14.48,7,1,31,0.78,1318,14.10,27072,42.90,1.02,0.6360,3.33,2.6015,33.33,15.00,29,17.20,9.41,0.0000
79069,14.40,7,1,31,0.78,1324,14.08,27776,42.90,1.02,0.6288,3.33,2.6038,33.33,15.00,29,17.23,9.41,0.0000
79172,14.40,7,1,31,0.78,1320,14.59,29120,42.82,1.02,0.6525,3.33,2.6038,33.33,15.00,29,17.46,9.41,0.0000
79277,14.40,7,1,31,0.78,1322,14.18,31232,42.75,1.02,0.6312,3.33,2.6035,33.33,15.00,29,17.31,9.41,0.0000
79380,14.40,7,1,31,0.79,1320,14.60,29952,42.75,1.02,0.6360,3.33,2.6052,33.33,15.00,29,17.28,9.41,0.0000
79485,14.48,7,1,31,0.78,1326,14.57,27072,42.75,1.02,0.6312,3.33,2.6015,33.33,15.00,29,17.23,9.41,0.0000
79588,14.48,7,1,31,0.78,1319,14.11,29952,42.75,1.02,0.6218,3.33,2.6008,33.33,15.00,29,17.31,9.41,0.0000
79692,14.48,7,1,31,0.78,1314,14.64,27072,42.67,1.02,0.6312,3.33,2.5987,33.33,15.00,29,17.18,9.41,0.0000
79798,14.48,7,1,31,0.78,1316,14.07,30080,42.75,1.02,0.6265,3.33,2.6012,33.33,15.00,29,17.04,9.41,0.0000
79902,14.40,7,1,31,0.78,1313,14.60,36544,42.90,1.02,0.6360,3.33,2.6012,33.33,15.00,29,17.22,9.41,0.0000
80006,14.40,7,1,31,0.78,1313,15.37,27008,42.82,1.02,0.6312,3.33,2.6030,33.33,15.00,29,17.41,9.41,0.0000
80110,14.40,7,1,31,0.79,1314,14.08,26816,42.75,1.02,0.6525,3.33,2.6067,33.33,15.00,29,17.25,9.41,0.0000
80215,14.48,7,1,31,0.79,1320,14.58,30144,42.90,1.02,0.6335,3.33,2.6085,33.33,15.00,29,17.20,9.41,0.0000
80318,14.40,7,1,31,0.79,1311,14.13,26752,42.75,1.02,0.6382,3.33,2.6067,33.33,15.00,29,17.23,9.41,0.0000
80424,14.48,7,1,31,0.79,1312,14.36,28416,42.90,1.02,0.6502,3.33,2.6065,33.33,15.00,29,17.14,9.41,0.0000
80528,14.48,7,1,31,0.79,1307,14.33,30208,43.06,1.02,0.6360,3.33,2.6085,33.33,15.00,29,17.13,9.41,0.0000
80633,14.24,7,1,31,0.79,1306,14.61,30016,43.06,1.02,0.6360,3.33,2.6145,33.33,15.00,29,17.30,9.41,0.0000
80736,14.40,7,1,31,0.79,1310,14.10,27008,43.06,1.02,0.6240,3.33,2.6225,33.33,15.00,29,17.36,9.41,0.0000
80841,14.40,7,1,31,0.79,1306,14.07,26880,43.22,1.02,0.6455,3.33,2.6255,33.33,15.00,29,17.43,9.41,0.0000
80945,14.48,7,1,31,0.79,1314,14.17,27072,43.41,1.02,0.6502,3.33,2.6288,33.33,15.00,29,17.28,9.41,0.0000
81049,14.48,7,1,31,0.79,1307,14.10,27008,43.14,1.02,0.6360,3.33,2.6285,33.33,15.00,29,17.36,9.41,0.0000
