Time (msec),AVCS Normal Output Duty Bank 0 (D2WD610H diagnostic)* (%),AVCS Normal Output Duty Bank 1 (D2WD610H diagnostic)* (%),Accelerator Pedal Angle (%),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Intake OCV Current Left (mA),Intake OCV Current Right (mA),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
179672,7.79,7.69,0.00,39,1255,14.10,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,36.709,7.45,0
179776,7.79,7.69,0.00,39,1241,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
179879,7.79,7.69,0.00,39,1241,13.89,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
179983,7.79,7.69,0.00,39,1254,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
180088,7.79,7.69,0.00,39,1252,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
180192,7.79,7.69,0.00,39,1248,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,37.027,7.45,0
180296,7.79,7.69,0.00,39,1243,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
180400,7.79,7.69,0.00,39,1242,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.345,7.45,0
180504,7.79,7.69,0.00,39,1247,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
180608,7.79,7.69,0.00,39,1249,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.345,7.45,0
180711,7.79,7.68,0.00,39,1250,14.37,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
180815,7.79,7.68,0.00,39,1247,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
180920,7.79,7.68,0.00,39,1248,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
181024,7.79,7.68,0.00,39,1246,14.47,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
181129,7.79,7.68,0.00,39,1249,14.13,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
181233,7.79,7.68,0.00,39,1259,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,37.027,7.45,0
181337,7.79,7.68,0.00,39,1253,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
181440,7.79,7.68,0.00,39,1247,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,37.027,7.45,0
181544,7.79,7.68,0.00,39,1248,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
181649,7.79,7.68,0.00,39,1245,14.57,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
181752,7.79,7.68,0.00,39,1244,14.60,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
181856,7.79,7.68,0.00,39,1252,14.57,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
181961,7.79,7.68,0.00,39,1256,13.89,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
182065,7.79,7.68,0.00,39,1249,13.84,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
182168,7.79,7.68,0.00,39,1252,14.13,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
182272,7.79,7.68,0.00,39,1252,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
182376,7.79,7.68,0.00,39,1252,14.13,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
182480,7.79,7.68,0.00,39,1259,14.56,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
182583,7.79,7.68,0.00,39,1256,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.45,0
182688,7.79,7.68,0.00,39,1246,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
182792,7.79,7.68,0.00,39,1238,14.35,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.45,0
182896,7.79,7.68,0.00,39,1241,14.51,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
182999,7.79,7.68,0.00,39,1232,14.19,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.074,7.45,0
183103,7.79,7.68,0.00,39,1232,14.09,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.709,7.45,0
183208,7.79,7.68,0.00,39,1234,14.12,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.709,7.45,0
183311,7.79,7.68,0.00,39,1233,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
183415,7.79,7.68,0.00,39,1233,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
183519,7.79,7.68,0.00,39,1227,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,35.756,7.45,0
183624,7.79,7.68,0.00,39,1218,14.58,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.074,7.45,0
183727,7.79,7.68,0.00,40,1210,14.58,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.392,7.45,0
183832,7.79,7.68,0.00,40,1205,14.12,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.074,7.45,0
183936,7.79,7.68,0.00,40,1197,14.09,0.00,0.00,2.82,0.0000,16.50,0,64,64,0,0,0,36.392,7.45,0
184040,7.79,7.68,0.00,40,1198,14.09,0.00,0.00,2.82,0.0000,16.50,0,64,64,0,0,0,37.027,7.45,0
184145,7.79,7.68,0.00,40,1200,13.86,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,37.027,7.45,0
184248,7.79,7.68,0.00,40,1204,14.10,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,37.027,7.45,0
184353,7.79,7.68,0.00,40,1212,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
184457,7.79,7.68,0.00,40,1210,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.345,7.45,0
184561,7.79,7.68,0.00,40,1212,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
184666,7.79,7.68,0.00,40,1214,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
184769,7.79,7.68,0.00,40,1219,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
184873,7.79,7.68,0.00,40,1221,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
184978,7.79,7.68,0.00,40,1220,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
185081,7.79,7.68,0.00,40,1222,14.81,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
185185,7.79,7.68,0.00,40,1220,14.60,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
185289,7.79,7.68,0.00,40,1222,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
185393,7.79,7.68,0.00,40,1218,14.58,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
185497,7.79,7.68,0.00,40,1211,14.56,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
185601,7.79,7.68,0.00,40,1212,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
185705,7.79,7.68,0.00,40,1211,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
185809,7.79,7.68,0.00,40,1210,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
185913,7.79,7.68,0.00,40,1207,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
186017,7.79,7.68,0.00,40,1214,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
186120,7.79,7.68,0.00,40,1214,14.08,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
186224,7.79,7.68,0.00,40,1214,13.89,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
186329,7.79,7.68,0.00,40,1218,14.05,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
186433,7.79,7.68,0.00,40,1211,14.13,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
186538,7.79,7.68,0.00,40,1210,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
186641,7.79,7.68,0.00,40,1206,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
186745,7.79,7.68,0.00,40,1212,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
186849,7.79,7.68,0.00,40,1214,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
186954,7.79,7.68,0.00,40,1210,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
187057,7.79,7.68,0.00,40,1214,14.37,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
187161,7.79,7.68,0.00,40,1215,14.35,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
187264,7.79,7.68,0.00,40,1216,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
187369,7.79,7.68,0.00,40,1211,14.56,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
187473,7.79,7.68,0.00,40,1212,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
187577,7.79,7.68,0.00,40,1214,14.57,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.45,0
187680,7.79,7.68,0.00,40,1211,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
187785,7.79,7.68,0.00,40,1208,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
187889,7.79,7.68,0.00,40,1207,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
187993,7.79,7.68,0.00,40,1203,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
188096,7.79,7.68,0.00,40,1205,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
188201,7.79,7.68,0.00,40,1199,14.58,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
188305,7.79,7.68,0.00,40,1205,13.93,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
188408,7.79,7.68,0.00,40,1208,13.88,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
188512,7.79,7.68,0.00,40,1203,14.33,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
188617,7.79,7.68,0.00,40,1198,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
188720,7.79,7.68,0.00,40,1198,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
188824,7.79,7.68,0.00,40,1202,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
188928,7.79,7.68,0.00,40,1204,14.56,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
189033,7.79,7.68,0.00,40,1208,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
189136,7.79,7.68,0.00,40,1207,14.56,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
189240,7.79,7.68,0.00,40,1206,14.36,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
189343,7.79,7.68,0.00,40,1209,14.81,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
189448,7.79,7.68,0.00,40,1208,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
189551,7.79,7.68,0.00,40,1208,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
189656,7.79,7.68,0.00,40,1209,14.59,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
189760,7.79,7.68,0.00,40,1205,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
189863,7.79,7.68,0.00,40,1195,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
189968,7.79,7.68,0.00,40,1196,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
190072,7.79,7.68,0.00,40,1196,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
190177,7.79,7.68,0.00,40,1196,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
190280,7.79,7.68,0.00,40,1203,14.60,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
190384,7.79,7.68,0.00,40,1205,14.07,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
190489,7.79,7.68,0.00,40,1209,13.89,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
190593,7.79,7.68,0.00,40,1206,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
190696,7.79,7.68,0.00,40,1204,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
190800,7.79,7.68,0.00,40,1201,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
190904,7.79,7.68,0.00,40,1195,14.59,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
191009,7.79,7.68,0.00,40,1194,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
191112,7.79,7.68,0.00,40,1198,14.13,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
191216,7.79,7.68,0.00,40,1199,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
191320,7.79,7.68,0.00,40,1202,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
191424,7.79,7.68,0.00,40,1202,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
191528,7.79,7.68,0.00,40,1198,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
191634,7.79,7.68,0.00,40,1202,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
191738,7.79,7.68,0.00,40,1199,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
191842,7.79,7.68,0.00,40,1198,14.58,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
191946,7.79,7.68,0.00,40,1198,14.13,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
192051,7.79,7.68,0.00,40,1192,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
192155,7.79,7.68,0.00,40,1197,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
192260,7.79,7.68,0.00,40,1203,14.38,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
192363,7.79,7.68,0.00,40,1204,14.18,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
192467,7.79,7.68,0.00,40,1207,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
192571,7.79,7.68,0.00,40,1194,13.89,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
192675,7.79,7.68,0.00,40,1186,13.87,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
192779,7.79,7.68,0.00,40,1188,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
192883,7.79,7.68,0.00,40,1188,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
192986,7.79,7.68,0.00,40,1191,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
193090,7.79,7.68,0.00,40,1203,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
193195,7.79,7.68,0.00,40,1206,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,37.027,7.45,0
193299,7.79,7.68,0.00,40,1210,14.11,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,36.709,7.45,0
193402,7.79,7.68,0.00,40,1217,14.57,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,36.709,7.45,0
193506,7.79,7.68,0.00,40,1207,14.37,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,37.027,7.45,0
193611,7.79,7.68,0.00,40,1204,14.65,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
193715,7.79,7.68,0.00,40,1202,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
193818,7.79,7.68,0.00,40,1207,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
193922,7.79,7.68,0.00,40,1204,14.59,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
194027,7.79,7.68,0.00,40,1210,14.09,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
194130,7.79,7.68,0.00,40,1209,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
194234,7.79,7.68,0.00,40,1207,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.027,7.45,0
194338,7.79,7.68,0.00,40,1206,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
194442,7.79,7.68,0.00,40,1208,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
194546,7.79,7.68,0.00,40,1210,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
194650,7.79,7.68,0.00,40,1212,14.07,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,37.027,7.45,0
194753,7.79,7.68,0.00,40,1218,14.35,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,36.709,7.45,0
194857,7.79,7.68,0.00,40,1217,14.08,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,36.709,7.45,0
194962,7.79,7.68,0.00,40,1219,14.14,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
195066,7.79,7.68,0.00,40,1217,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
195169,7.79,7.68,0.00,40,1214,14.13,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
195274,7.79,7.68,0.00,40,1222,14.57,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
195378,7.79,7.68,0.00,40,1218,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
195482,7.79,7.68,0.00,40,1220,14.55,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
195587,7.79,7.68,0.00,40,1210,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.027,7.45,0
195691,7.79,7.68,0.00,40,1210,14.82,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
195794,7.79,7.68,0.00,40,1213,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
195898,7.79,7.68,0.00,40,1220,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
196001,7.79,7.68,0.00,40,1225,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
196106,7.79,7.68,0.00,40,1222,14.08,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
196210,7.79,7.68,0.00,40,1223,14.55,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
196314,7.79,7.68,0.00,41,1222,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
196419,7.79,7.68,0.00,41,1219,14.59,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
196522,7.79,7.68,0.00,41,1219,14.57,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
196627,7.79,7.68,0.00,41,1217,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
196732,7.79,7.68,0.00,41,1211,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
196835,7.79,7.68,0.00,41,1212,13.89,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
196939,7.79,7.68,0.00,41,1212,14.07,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
197044,7.79,7.68,0.00,41,1224,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
197149,7.79,7.68,0.00,41,1222,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
197252,7.79,7.68,0.00,41,1220,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
197356,7.79,7.68,0.00,41,1213,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
197461,7.79,7.68,0.00,41,1216,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
197564,7.79,7.68,0.00,41,1216,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
197668,7.79,7.68,0.00,41,1220,14.35,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
197772,7.79,7.68,0.00,41,1221,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
197875,7.79,7.68,0.00,41,1222,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
197980,7.79,7.68,0.00,41,1228,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
198084,7.79,7.68,0.00,41,1222,14.08,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
198188,7.79,7.68,0.00,41,1222,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
198291,7.79,7.68,0.00,41,1222,14.56,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
198396,7.79,7.68,0.00,41,1216,14.58,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
198500,7.79,7.68,0.00,41,1223,14.08,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.45,0
198603,7.79,7.68,0.00,41,1218,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
198707,7.79,7.68,0.00,41,1218,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
198812,7.79,7.68,0.00,41,1221,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
198915,7.79,7.68,0.00,41,1230,13.93,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
199019,7.79,7.68,0.00,41,1230,13.87,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
199124,7.79,7.68,0.00,41,1217,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
199227,7.79,7.68,0.00,41,1211,14.60,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
199331,7.79,7.68,0.00,41,1207,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
199435,7.79,7.68,0.00,41,1211,14.13,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
199538,7.79,7.68,0.00,41,1211,14.56,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
199643,7.79,7.68,0.00,41,1216,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
199747,7.79,7.68,0.00,41,1214,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.709,7.45,0
199850,7.79,7.68,0.00,41,1220,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
199955,7.79,7.68,0.00,41,1225,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
200059,7.79,7.68,0.00,41,1226,14.57,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
200163,7.79,7.68,0.00,41,1225,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.45,0
200266,7.79,7.68,0.00,41,1228,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.45,0
200370,7.79,7.68,0.00,41,1222,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.709,7.45,0
200475,7.79,7.68,0.00,41,1222,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
200578,7.79,7.68,0.00,41,1217,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.45,0
