Time (msec),Accelerator Pedal Angle (%),Battery Voltage (V),CL/OL Fueling* (status),Combined Throttle Request (D2WD610H diagnostic)* (%),Coolant Temperature (C),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (kPa),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
20071,0.00,14.16,7,4.33,67,850.0,0.51,849,13.58,23360,1.00,1.6665,9,15.00,27,32,7.15,4.31,0.0000
20175,0.00,14.16,7,4.33,67,850.0,0.51,850,13.60,23552,1.00,1.6658,9,15.00,27,32,7.21,4.31,0.0000
20279,0.00,14.16,7,4.33,67,850.0,0.51,855,13.57,23424,1.00,1.6650,9,15.00,27,32,7.21,4.31,0.0000
20383,0.00,14.24,7,4.33,67,850.0,0.51,852,13.82,25024,1.00,1.6645,9,15.00,27,31,7.19,4.31,0.0000
20487,0.00,14.16,7,4.33,67,850.0,0.51,846,13.59,23552,1.00,1.6630,9,15.00,27,32,7.15,4.31,0.0000
20591,0.00,14.16,7,4.33,67,850.0,0.51,844,13.59,23616,1.00,1.6615,9,15.00,27,32,7.16,4.31,0.0000
20694,0.00,14.24,7,4.33,67,850.0,0.51,846,13.58,23296,1.00,1.6605,9,15.00,27,32,7.11,4.31,0.0000
20799,0.00,14.16,7,4.33,67,850.0,0.51,846,13.57,23424,1.00,1.6607,9,15.00,27,32,7.15,4.31,0.0000
20902,0.00,14.24,7,4.33,67,850.0,0.51,852,13.57,23488,1.00,1.6580,9,15.00,27,31,7.19,4.31,0.0000
21007,0.00,14.24,7,4.34,67,850.0,0.51,849,13.60,23744,1.00,1.6567,9,15.00,27,32,7.14,4.31,0.0000
21111,0.00,14.16,7,4.32,67,850.0,0.51,848,13.57,23424,1.00,1.6562,9,15.00,27,32,7.17,4.31,0.0000
21214,0.00,14.16,7,4.34,67,850.0,0.50,844,13.30,21504,1.00,1.6542,9,15.00,27,32,7.07,4.31,0.0000
21320,0.00,14.16,7,4.33,67,850.0,0.50,842,13.12,20224,1.00,1.6530,9,15.00,27,32,7.14,4.31,0.0000
21423,0.00,14.24,7,4.34,67,850.0,0.50,845,13.11,20288,1.00,1.6538,9,15.00,27,32,7.11,4.31,0.0000
21527,0.00,14.16,7,4.32,67,850.0,0.50,847,13.12,20224,1.00,1.6542,9,15.00,27,32,7.14,4.31,0.0000
21631,0.00,14.16,7,4.34,67,850.0,0.51,848,13.11,20416,1.00,1.6540,9,15.00,27,32,7.06,4.31,0.0000
21735,0.00,14.16,7,4.33,67,850.0,0.51,845,12.89,19072,1.00,1.6547,9,15.00,27,32,7.10,4.31,0.0000
21839,0.00,14.16,7,4.33,67,850.0,0.51,842,13.04,19776,1.00,1.6565,9,15.00,27,32,7.12,4.31,0.0000
21943,0.00,14.16,7,4.34,67,850.0,0.51,841,13.12,20416,1.00,1.6573,9,15.00,27,32,7.09,4.31,0.0000
22047,0.00,14.24,7,4.34,67,850.0,0.51,843,13.12,20672,1.00,1.6580,9,15.00,27,32,7.09,4.71,0.0000
22151,0.00,14.16,7,4.34,67,850.0,0.51,842,13.12,20288,1.00,1.6587,9,15.00,27,32,7.14,4.71,0.0000
22254,0.00,14.16,7,4.34,67,850.0,0.51,844,13.11,20352,1.00,1.6580,9,15.00,27,32,7.05,4.31,0.0000
22359,0.00,14.16,7,4.35,67,850.0,0.51,845,13.36,22080,1.00,1.6587,9,15.00,27,32,7.13,4.31,0.0000
22462,0.00,14.24,7,4.33,67,850.0,0.51,846,13.37,22208,1.00,1.6595,9,15.00,27,32,7.16,4.31,0.0000
22567,0.00,14.24,7,4.34,67,850.0,0.51,841,13.12,20672,1.00,1.6598,9,15.00,27,32,7.11,4.71,0.0000
22670,0.00,14.16,7,4.34,67,850.0,0.51,842,13.10,20352,1.00,1.6600,9,15.00,27,32,7.11,4.31,0.0000
22774,0.00,14.24,7,4.34,67,850.0,0.51,840,13.12,20480,1.00,1.6603,9,15.00,27,32,7.10,4.31,0.0000
22879,0.00,14.16,7,4.34,67,850.0,0.51,842,13.13,20672,1.00,1.6603,9,15.00,27,32,7.11,4.31,0.0000
22982,0.00,14.16,7,4.34,67,850.0,0.51,845,13.10,20224,1.00,1.6603,9,15.00,27,32,7.10,4.31,0.0000
23087,0.00,14.24,7,4.34,67,850.0,0.51,846,13.09,20352,1.00,1.6605,9,15.00,27,32,7.14,4.31,0.0000
23190,0.00,14.16,7,4.34,67,850.0,0.51,843,13.12,20544,1.00,1.6603,9,15.00,27,32,7.12,4.31,0.0000
23294,0.00,14.16,7,4.34,67,850.0,0.51,840,13.14,20544,1.00,1.6603,9,15.00,27,32,7.13,4.31,0.0000
23398,0.00,13.92,7,4.34,67,850.0,0.51,844,13.11,20288,1.00,1.6603,9,15.00,27,32,7.11,4.31,0.0000
23502,0.00,14.16,7,4.34,67,850.0,0.51,842,13.11,20352,1.00,1.6615,9,15.00,27,32,7.10,4.31,0.0000
23606,0.00,14.32,7,4.35,67,850.0,0.51,846,13.14,20672,1.00,1.6610,9,15.00,27,32,7.16,4.71,0.0000
23710,0.00,14.16,7,4.35,67,850.0,0.51,847,13.15,20608,1.00,1.6610,9,15.00,27,32,7.17,4.31,0.0000
23814,0.00,14.16,7,4.35,67,850.0,0.51,848,13.09,20224,1.00,1.6610,9,15.00,27,32,7.16,4.71,0.0000
23918,0.00,14.08,7,4.34,67,850.0,0.51,850,12.89,19136,1.00,1.6603,9,15.00,27,32,7.17,4.31,0.0000
24022,0.00,14.24,7,4.34,67,850.0,0.51,852,13.13,20608,1.00,1.6598,9,15.00,27,32,7.22,4.71,0.0000
24126,0.00,14.24,7,4.34,67,850.0,0.51,860,13.12,20608,1.00,1.6578,9,15.00,27,31,7.21,4.31,0.0000
24229,0.00,14.16,7,4.34,67,850.0,0.50,868,13.11,20288,1.00,1.6547,9,15.00,27,31,7.24,4.31,0.0000
24334,0.00,14.08,7,4.35,67,850.0,0.50,869,13.14,20544,1.00,1.6515,9,15.00,27,31,7.27,4.31,0.0000
24437,0.00,14.16,7,4.34,67,850.0,0.50,873,13.15,20544,1.00,1.6458,9,15.00,27,31,7.25,4.71,0.0000
24541,0.00,14.24,7,4.34,67,850.0,0.50,872,13.59,23744,1.00,1.6402,9,15.00,27,31,7.21,4.31,0.0000
24646,0.00,14.16,7,4.35,67,850.0,0.50,872,13.84,25152,1.00,1.6330,9,15.00,27,31,7.14,4.31,0.0000
24749,0.00,14.16,7,4.34,67,850.0,0.50,868,13.59,23552,1.00,1.6282,9,15.00,27,31,7.11,4.31,0.0000
24854,0.00,14.24,7,4.34,67,850.0,0.50,874,13.60,23680,1.00,1.6222,9,15.00,27,31,7.13,4.71,0.0000
24957,0.00,14.24,7,4.34,67,850.0,0.49,872,14.11,26944,1.00,1.6188,9,15.00,27,31,7.15,4.31,0.0000
25061,0.00,14.16,7,4.34,67,850.0,0.49,874,14.13,27072,1.00,1.6135,9,15.00,27,31,7.06,4.71,0.0000
25165,0.00,14.16,7,4.34,67,850.0,0.49,868,14.12,27072,1.00,1.6098,9,15.00,27,31,7.12,4.31,0.0000
25269,0.00,14.24,7,4.34,67,850.0,0.49,869,14.13,27008,1.00,1.6048,9,15.00,27,31,7.04,4.71,0.0000
25373,0.00,14.16,7,4.34,67,850.0,0.49,862,14.11,27008,1.00,1.6038,9,15.00,27,31,7.08,4.31,0.0000
25476,0.00,14.24,7,4.34,67,850.0,0.49,860,14.13,26880,1.00,1.6038,9,15.00,27,31,7.02,4.31,0.0000
25581,0.00,14.16,7,4.34,67,850.0,0.49,857,14.14,27264,1.00,1.6040,9,15.00,27,31,7.00,4.31,0.0000
25686,0.00,14.32,7,4.34,67,850.0,0.49,862,14.12,26944,1.00,1.6073,9,15.00,27,31,7.11,4.31,0.0000
25790,0.00,14.16,7,4.34,67,850.0,0.49,861,14.12,27072,1.00,1.6098,9,15.00,27,31,7.05,4.31,0.0000
25894,0.00,14.16,7,4.34,67,850.0,0.49,860,14.13,27008,1.00,1.6135,9,15.00,27,31,7.13,4.31,0.0000
25999,0.00,14.16,7,4.34,67,850.0,0.49,854,14.37,28544,1.00,1.6155,9,15.00,27,31,7.09,4.31,0.0000
26103,0.00,14.24,7,4.34,67,850.0,0.49,854,14.59,30080,1.00,1.6175,9,15.00,27,31,7.05,4.71,0.0000
26207,0.00,14.24,7,4.34,67,850.0,0.49,856,14.58,30080,1.00,1.6185,9,15.00,27,31,7.04,4.31,0.0000
26311,0.00,14.16,7,4.34,67,850.0,0.50,859,14.61,30336,1.00,1.6235,9,15.00,27,31,7.08,4.71,0.0000
26415,0.00,14.08,7,4.34,67,850.0,0.50,860,14.59,30080,1.00,1.6250,9,15.00,27,31,7.10,4.31,0.0000
26519,0.00,14.16,7,4.34,67,850.0,0.50,856,14.58,29952,1.00,1.6258,9,15.00,27,31,7.10,4.31,0.0000
26623,0.00,14.24,7,4.34,67,850.0,0.50,854,14.59,29952,1.00,1.6242,9,15.00,27,31,7.05,4.31,0.0000
26727,0.00,14.16,7,4.34,67,850.0,0.50,853,14.62,30272,1.00,1.6250,9,15.00,27,31,7.05,4.31,0.0000
26831,0.00,14.16,7,4.34,67,850.0,0.50,854,14.61,30336,1.00,1.6260,9,15.00,27,31,7.04,4.31,0.0000
26935,0.00,14.16,7,4.34,67,850.0,0.50,857,15.10,33280,1.00,1.6273,9,15.00,27,31,7.09,4.31,0.0000
27039,0.00,14.24,7,4.34,67,850.0,0.50,861,15.36,35264,1.00,1.6275,9,15.00,27,31,7.09,4.31,0.0000
27142,0.00,14.16,7,4.34,67,850.0,0.50,866,15.39,35328,1.00,1.6268,9,15.00,27,31,7.16,4.71,0.0000
27247,0.00,14.16,7,4.34,67,850.0,0.50,861,15.13,33728,1.00,1.6260,9,15.00,27,31,7.14,4.31,0.0000
27350,0.00,14.16,7,4.33,67,850.0,0.50,860,15.12,33728,1.00,1.6255,9,15.00,27,31,7.13,4.31,0.0000
27455,0.00,14.24,7,4.34,67,850.0,0.50,860,15.14,33728,1.00,1.6230,9,15.00,27,31,7.10,4.31,0.0000
27558,0.00,14.24,7,4.33,67,850.0,0.50,864,15.14,33536,1.00,1.6220,9,15.00,27,31,7.08,4.71,0.0000
27663,0.00,14.16,7,4.33,67,850.0,0.50,862,15.13,33664,1.00,1.6215,9,15.00,27,31,7.14,4.31,0.0000
27766,0.00,14.08,7,4.34,67,850.0,0.49,862,15.12,33536,1.00,1.6210,9,15.00,27,31,7.08,4.31,0.0000
27870,0.00,14.16,7,4.33,67,850.0,0.49,862,15.61,36800,1.00,1.6178,9,15.00,27,31,7.05,4.31,0.0000
27974,0.00,14.24,7,4.34,67,850.0,0.49,862,15.62,36736,1.00,1.6180,9,15.00,27,31,7.11,4.31,0.0000
28078,0.00,14.08,7,4.33,67,850.0,0.49,861,15.38,35136,1.00,1.6195,9,15.00,27,31,7.11,4.31,0.0000
28182,0.00,14.16,7,4.32,67,850.0,0.49,864,15.34,35008,1.00,1.6202,9,15.00,27,31,7.12,4.71,0.0000
28286,0.00,14.24,7,4.34,67,850.0,0.50,867,15.61,36672,1.00,1.6213,9,15.00,27,31,7.13,4.31,0.0000
28389,0.00,14.24,7,4.33,67,850.0,0.50,873,15.60,36672,1.00,1.6220,9,15.00,27,31,7.17,4.71,0.0000
28494,0.00,14.16,7,4.33,67,850.0,0.50,878,15.59,36736,1.00,1.6273,9,15.00,27,31,7.32,4.31,0.0000
28597,0.00,14.16,7,4.33,68,850.0,0.50,884,15.60,36672,1.00,1.6290,9,15.00,27,31,7.31,4.31,0.0000
28702,0.00,14.24,7,4.33,68,850.0,0.50,894,15.60,36736,1.00,1.6288,9,15.00,27,31,7.36,4.31,0.0000
28806,0.00,14.16,7,5.80,67,850.0,0.50,898,15.59,36800,1.00,1.6245,9,15.00,27,31,7.35,4.31,0.0000
28909,2.75,14.16,7,9.32,68,850.0,0.50,901,15.56,36480,1.05,1.6185,0,17.00,27,35,7.28,7.84,0.0000
29014,4.71,14.24,7,9.98,68,850.0,0.53,933,15.74,37824,1.16,1.8753,0,17.00,27,45,9.38,9.41,0.1049
29118,5.49,14.16,7,12.33,68,850.0,0.60,1004,16.13,40384,1.22,2.3258,0,17.00,27,54,12.89,10.98,0.2001
29222,8.63,14.08,7,15.75,68,850.0,0.69,1108,16.12,40064,1.24,2.7960,0,16.50,27,65,16.21,14.51,0.2276
29327,10.98,14.16,7,16.49,68,850.0,0.84,1199,16.13,40256,1.25,3.4253,0,15.50,27,73,22.44,16.86,0.2380
29432,10.98,14.24,7,16.54,68,850.0,1.01,1308,15.15,33600,1.27,4.1193,0,18.50,27,76,27.90,17.25,0.2116
29535,10.98,14.16,7,17.35,68,850.0,1.14,1387,15.57,36480,1.25,4.6087,0,18.00,27,77,31.23,17.65,0.1525
29640,10.98,14.16,7,17.96,68,850.0,1.22,1406,15.57,36480,1.23,4.8925,0,17.50,27,78,31.70,18.43,0.1183
29743,10.98,14.24,7,18.77,68,850.0,1.27,1450,16.12,40128,1.22,5.0907,0,17.00,27,79,32.50,19.22,0.0921
29847,10.98,14.16,7,19.73,68,850.0,1.31,1448,16.14,40256,1.21,5.1760,0,16.50,27,81,32.96,20.00,0.0748
29952,10.20,14.24,7,18.50,68,850.0,1.32,1382,16.11,40000,1.20,5.1865,0,16.50,27,83,31.73,20.39,0.0587
30055,7.45,14.16,7,17.64,68,850.0,1.32,1330,16.11,40128,1.19,5.1550,0,16.50,27,82,30.09,18.82,0.0498
30159,7.45,14.24,7,16.75,68,850.0,1.33,1266,16.11,40064,1.19,5.1402,0,16.50,27,82,28.44,18.43,0.0463
30263,6.27,14.16,7,16.20,68,850.0,1.32,1201,15.89,38464,1.19,5.1167,0,16.50,27,81,27.30,17.25,0.0436
30366,6.27,14.24,7,15.73,68,850.0,1.31,1129,16.09,40000,1.17,5.0347,0,16.50,27,82,25.45,16.86,0.0413
30471,6.27,14.32,7,15.25,68,850.0,1.30,1070,16.08,39808,1.15,4.9130,0,16.50,27,82,23.28,16.47,0.0187
30574,5.88,14.24,7,15.05,68,850.0,1.28,1134,18.12,53248,1.17,4.8550,0,17.00,27,81,22.42,15.69,0.0154
30679,5.88,14.24,7,15.17,68,850.0,1.29,1248,18.58,56064,1.18,4.9460,0,16.50,27,78,25.38,15.69,0.0280
30783,5.88,14.16,7,15.19,68,850.0,1.31,1304,18.11,53120,1.18,5.0235,0,16.50,27,77,28.76,15.69,0.0372
30886,5.88,14.24,7,15.15,68,850.0,1.32,1331,16.58,43072,1.18,5.0838,0,16.50,27,76,29.47,16.08,0.0347
30991,5.88,14.16,7,15.76,68,850.0,1.34,1417,16.40,41920,1.18,5.1505,0,16.50,27,75,31.39,16.08,0.0330
31094,7.84,14.16,7,17.41,68,850.0,1.36,1468,15.69,37120,1.18,5.2485,0,16.00,27,76,33.46,18.04,0.0334
31199,7.84,14.24,7,17.41,68,850.0,1.37,1512,14.87,31744,1.18,5.2815,0,2.50,27,77,34.60,18.43,0.0271
31303,7.84,14.16,7,17.27,68,850.0,1.38,1559,14.14,27328,1.18,5.3102,0,16.00,27,76,35.38,18.43,0.0230
31408,7.84,14.16,7,17.37,68,850.0,1.40,1640,14.12,26880,1.18,5.3785,0,12.00,27,75,38.22,18.43,0.0245
31511,7.84,14.16,7,17.32,68,850.0,1.41,1676,14.07,26752,1.17,5.4198,0,12.00,27,74,39.15,18.43,0.0201
31616,7.84,14.24,7,17.33,68,850.0,1.41,1745,14.11,27008,1.17,5.4160,0,12.00,26,73,40.16,18.43,0.0128
31721,7.84,14.16,7,17.27,68,850.0,1.40,1798,13.59,23552,1.15,5.3803,0,12.50,26,72,40.66,18.04,0.0105
31826,8.63,14.24,7,21.61,68,850.0,1.40,1816,13.10,20288,1.16,5.2248,0,16.50,26,74,41.26,20.00,-0.0092
31930,12.16,14.16,7,21.49,68,850.0,1.39,1817,13.10,20416,1.15,5.2687,0,17.00,26,81,41.78,22.35,0.0062
32035,12.16,14.08,7,22.51,68,850.0,1.37,1924,13.12,20544,1.16,5.1470,0,17.50,26,81,42.28,22.35,-0.0085
32138,14.12,14.24,7,26.52,68,850.0,1.36,2026,13.12,20480,1.15,5.1490,0,18.00,26,84,44.68,24.31,0.0028
32243,18.43,14.16,7,35.42,68,850.0,1.36,2044,13.57,23424,1.17,5.1040,0,18.00,26,91,45.27,29.41,0.0015
32347,27.45,14.00,7,36.53,68,850.0,1.39,2082,13.33,21952,1.19,5.3783,0,17.50,26,95,49.66,38.04,0.0271
32450,27.45,14.16,7,36.56,68,850.0,1.44,2186,13.89,25472,1.20,5.6147,0,17.00,26,95,53.47,38.43,0.0265
32555,27.45,14.16,7,36.59,68,850.0,1.48,2294,14.12,27072,1.20,5.7915,0,16.50,26,95,55.95,38.43,0.0202
32658,27.45,14.16,7,37.08,68,850.0,1.51,2349,14.57,29952,1.20,5.9013,0,16.50,26,96,58.35,38.43,0.0149
32764,30.98,14.16,7,50.45,68,850.0,1.53,2408,14.60,29952,1.21,5.9962,0,16.50,26,98,60.15,42.75,0.0130
32868,43.92,13.92,7,54.44,68,850.0,1.57,2466,14.13,27072,1.23,6.2530,0,16.00,26,100,64.67,55.29,0.0240
32972,45.10,14.16,7,54.54,68,850.0,1.62,2582,13.54,23232,1.24,6.4908,0,15.50,26,100,69.35,56.86,0.0233
33077,45.10,14.16,7,54.57,68,850.0,1.64,2634,13.34,21952,1.24,6.6322,0,15.50,26,101,72.67,57.25,0.0175
33180,45.10,14.16,7,54.01,68,850.0,1.67,2707,13.12,20224,1.24,6.7210,0,15.50,26,101,75.50,56.47,0.0170
33285,45.49,14.08,7,59.54,68,850.0,1.70,2796,13.12,20480,1.25,6.8815,0,15.50,26,101,80.08,56.86,0.0166
33388,53.73,14.16,7,66.06,68,850.0,1.74,2903,13.11,20352,1.27,7.1748,0,15.50,26,103,83.69,65.10,0.0219
33493,58.04,14.00,7,68.36,68,850.0,1.80,2941,13.12,20352,1.28,7.4793,0,15.00,26,104,91.61,70.20,0.0258
33597,59.22,14.16,7,68.44,68,850.0,1.87,3048,13.11,20224,1.29,7.7750,0,14.50,26,104,94.48,71.76,0.0304
33701,59.22,14.00,7,68.60,68,850.0,1.93,3126,13.10,20288,1.30,8.2120,0,14.50,26,105,100.72,71.76,0.0326
33805,59.22,14.16,7,68.70,68,850.0,2.01,3238,13.10,20416,1.32,8.5623,0,14.00,26,106,107.40,71.76,0.0243
33909,59.61,14.00,7,69.25,68,850.0,2.10,3264,12.57,16640,1.33,9.0663,0,14.00,26,110,114.26,72.55,0.0356
34013,60.00,14.00,7,68.98,68,850.0,2.28,3188,12.10,13760,1.32,9.8598,0,13.00,26,111,133.17,72.55,0.0499
34117,60.00,14.08,7,73.10,68,850.0,2.34,3079,12.58,16896,1.30,9.9223,0,12.00,26,110,121.85,72.55,0.0190
34222,69.80,14.08,7,85.06,68,850.0,2.33,3275,13.12,20352,1.27,9.7320,0,12.50,26,109,123.25,82.75,0.0095
34325,75.69,14.08,7,65.53,68,850.0,2.29,3316,14.13,26944,1.26,9.4253,0,13.00,26,108,124.08,89.02,-0.0257
34430,26.67,14.16,7,11.56,68,850.0,2.23,3167,14.09,26816,1.02,8.9612,0,13.00,26,91,118.99,43.53,-0.0373
34534,2.35,14.16,7,8.94,68,850.0,1.72,3046,14.32,28352,0.83,4.7140,0,16.00,26,58,71.75,12.16,-0.4241
34638,0.00,14.24,7,8.84,68,850.0,1.30,2952,15.10,33408,0.72,0.0000,0,16.50,26,41,51.18,9.41,-0.4176
34743,0.00,14.24,7,9.26,68,850.0,0.92,2768,15.20,34176,0.69,0.0000,0,24.50,26,29,30.70,9.02,-0.3529
34847,0.00,14.24,7,8.67,68,850.0,0.65,2679,15.60,36672,0.84,0.0000,13,31.00,26,26,21.03,9.41,-0.2408
34951,0.00,14.16,7,7.98,68,850.0,0.51,2648,14.27,28096,0.88,0.0000,13,32.00,26,23,18.51,8.63,-0.1471
35055,0.00,14.24,7,8.00,68,850.0,0.44,2619,12.86,18880,0.91,0.0000,13,30.00,26,21,15.99,8.24,-0.1171
35160,0.39,14.00,7,12.27,68,850.0,0.38,2520,12.58,16960,0.96,1.1872,4,27.50,26,22,14.63,8.63,-0.0728
35263,5.88,14.16,7,14.42,68,850.0,0.39,2450,13.12,20288,1.21,1.3505,4,28.50,26,34,16.79,14.51,0.0536
35367,7.06,14.00,7,14.25,68,850.0,0.53,2397,13.56,23296,1.25,2.1218,4,30.00,26,43,27.06,14.90,0.2594
35471,7.06,14.16,7,14.02,68,850.0,0.70,2201,14.10,26944,1.17,2.6612,4,30.00,26,49,33.25,14.90,0.2061
35574,7.06,14.24,7,13.77,68,850.0,0.83,2116,14.13,26944,1.11,3.0270,4,26.00,26,51,34.35,14.12,0.1293
35679,7.45,14.16,7,16.23,68,850.0,0.91,2190,14.10,26880,1.11,3.2828,4,6.00,26,52,36.10,14.90,0.0785
35782,10.20,14.16,7,20.48,68,850.0,0.97,2284,14.54,29760,1.16,3.5665,4,5.50,26,61,39.42,18.43,0.0662
35887,13.73,14.16,7,21.49,68,850.0,1.10,2253,14.59,30144,1.22,4.2817,4,21.50,26,72,47.32,21.57,0.1016
35990,15.69,14.24,7,26.68,68,850.0,1.23,2292,14.10,26944,1.20,4.8288,4,21.50,26,82,50.19,24.71,0.0903
36095,20.39,14.16,7,29.53,68,850.0,1.30,2361,14.57,30144,1.20,5.0275,4,20.00,26,89,52.52,29.02,0.0529
36198,24.71,14.16,7,37.45,68,850.0,1.36,2341,14.58,29952,1.21,5.3280,4,19.00,26,94,54.86,34.12,0.0504
36303,32.94,14.00,7,46.12,68,850.0,1.44,2424,14.59,30080,1.24,5.7548,4,17.50,26,98,59.67,43.14,0.0583
36406,40.39,14.16,7,53.29,68,850.0,1.53,2430,15.13,33600,1.24,6.1783,4,16.50,26,99,65.65,50.59,0.0518
36510,47.45,14.16,7,58.44,68,850.0,1.59,2461,15.56,36544,1.25,6.4588,4,15.50,26,100,66.82,57.65,0.0407
36614,52.94,13.92,7,66.82,68,850.0,1.64,2558,15.32,34944,1.26,6.6478,4,15.50,25,101,69.73,64.71,0.0321
36718,59.22,14.08,7,66.88,68,850.0,1.68,2552,14.29,28032,1.26,6.9485,4,15.00,25,102,74.29,70.20,0.0383
36823,59.22,14.16,7,70.00,68,850.0,1.73,2638,13.71,24384,1.27,7.1575,4,14.50,25,103,76.80,70.59,0.0352
36928,66.27,14.16,7,78.26,68,850.0,1.78,2659,13.15,20672,1.28,7.3398,4,14.50,25,103,81.58,77.65,0.0215
37033,71.37,14.16,7,84.47,68,850.0,1.81,2657,13.11,20416,1.28,7.5738,4,14.00,25,104,81.61,82.75,0.0252
37137,80.78,14.16,7,97.14,68,850.0,1.86,2782,12.56,16832,1.29,7.7938,4,14.00,25,105,86.07,93.33,0.0262
37240,92.16,14.16,7,100.00,68,850.0,1.91,2733,12.11,14016,1.29,7.9943,4,13.50,25,105,89.80,100.00,0.0202
37345,95.69,13.92,7,100.00,68,850.0,1.96,2823,11.58,10240,1.30,8.3045,4,13.50,25,106,90.85,100.00,0.0275
37449,95.69,14.16,7,100.00,68,850.0,2.00,2814,12.11,13824,1.30,8.4680,4,13.00,25,107,95.85,100.00,0.0093
37553,95.69,14.16,7,100.00,68,850.0,2.06,2874,12.11,14016,1.30,8.7472,4,13.00,25,107,99.04,100.00,0.0247
37656,91.37,14.16,7,88.53,68,850.0,2.11,2910,12.09,13696,1.30,8.8915,4,13.00,25,108,104.64,100.00,0.0194
37761,78.04,14.16,7,84.79,68,850.0,2.16,2964,12.12,13952,1.31,9.1575,4,12.50,25,109,105.06,91.37,0.0144
37865,72.16,14.16,7,69.45,68,850.0,2.22,2975,12.11,14016,1.30,9.4260,4,12.50,25,110,111.92,84.31,0.0250
37970,58.04,13.92,7,44.40,68,850.0,2.28,3038,12.11,13952,1.31,9.6990,4,12.00,25,110,115.42,69.80,0.0173
38074,16.08,14.16,7,10.96,68,850.0,2.22,3003,12.10,13568,0.92,8.7543,4,12.50,25,81,115.64,30.20,-0.0117
38179,2.35,14.24,7,10.32,68,850.0,1.66,2888,11.58,10368,0.71,4.4798,4,16.00,25,49,58.96,11.76,-0.4445
38283,1.57,14.16,7,9.70,68,850.0,1.17,3026,11.57,10240,0.63,0.0000,4,23.00,25,34,38.69,10.59,-0.4913
38388,1.18,14.24,7,9.76,68,850.0,0.78,3148,13.10,20352,0.75,0.0000,4,35.00,25,26,28.28,10.20,-0.3745
38491,0.78,14.24,7,9.12,68,850.0,0.56,2938,14.11,26880,0.86,0.0000,4,38.00,25,24,21.16,10.20,-0.1955
38596,0.00,14.16,7,8.43,68,850.0,0.46,2910,14.12,27072,0.90,0.0000,4,39.50,25,22,18.55,9.41,-0.1214
38700,0.00,14.24,7,8.94,68,850.0,0.38,3066,14.06,26816,0.90,0.0000,4,35.50,25,19,16.69,8.63,-0.1155
38805,0.00,14.24,7,8.73,68,850.0,0.33,2962,13.85,25216,1.01,0.0000,4,32.00,25,19,15.24,9.41,-0.0737
38908,0.00,14.00,7,8.53,68,850.0,0.32,2946,14.10,26944,1.01,0.0000,4,30.50,25,19,15.20,9.02,0.0000
39013,0.00,14.16,7,8.76,68,850.0,0.31,3026,14.13,27008,1.01,0.0000,4,28.50,25,18,14.99,9.02,0.0000
39116,0.00,14.24,7,8.55,68,850.0,0.30,2913,14.57,30016,1.01,0.0000,4,27.00,25,18,14.26,9.02,0.0000
39221,0.00,14.08,7,8.49,68,850.0,0.30,2936,15.58,36416,1.01,0.0000,4,25.50,25,18,14.08,9.02,0.0000
39325,0.00,14.16,7,8.56,68,850.0,0.31,2913,16.11,40128,1.01,0.0000,4,24.50,25,18,17.62,9.02,0.1383
39430,0.00,14.24,7,8.44,68,850.0,0.30,2844,11.11,7232,1.01,0.0000,4,23.00,25,18,13.91,9.02,0.0000
39533,0.00,14.16,7,8.41,68,850.0,0.30,2848,0.00,3712,1.01,0.0000,4,21.50,25,18,13.94,9.02,0.0000
39638,0.00,14.16,7,8.37,68,850.0,0.29,2863,12.11,13824,1.01,0.0000,4,20.00,25,18,13.76,8.63,0.0000
39741,0.00,14.24,7,8.23,68,850.0,0.29,2828,14.12,27072,1.01,0.0000,4,20.00,25,18,13.86,8.63,0.0000
39847,0.00,14.16,7,8.21,68,850.0,0.29,2824,14.13,27072,1.01,0.0000,4,20.00,25,18,13.52,8.63,0.0000
39950,0.00,14.00,7,8.16,68,850.0,0.29,2768,15.13,33664,1.00,0.0000,4,20.00,25,18,13.57,8.63,0.0000
40054,0.00,14.16,7,8.10,68,850.0,0.29,2714,15.57,36416,1.00,0.0000,13,20.00,25,18,13.39,8.63,0.0000
40158,0.00,14.16,7,7.85,68,850.0,0.29,2543,16.84,44864,1.00,0.0000,13,20.00,25,19,12.72,8.63,0.0000
40263,0.00,14.00,7,7.61,68,850.0,0.30,2300,17.38,48384,1.00,0.0000,13,20.00,25,20,12.40,8.24,0.0000
40366,0.00,14.16,7,7.12,68,850.0,0.31,2114,18.13,53248,1.00,0.0000,13,20.00,25,20,11.87,7.84,0.0000
40470,0.00,14.16,7,6.85,68,850.0,0.32,1911,0.00,60096,1.00,0.0000,13,20.00,25,21,11.30,7.45,0.0306
40574,0.00,14.24,7,8.31,68,850.0,0.33,1710,0.00,62848,1.00,0.0000,13,20.00,25,22,10.45,7.06,0.0000
