Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure Estimate (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Factory Processed MAP (4-byte)* (kPa absolute),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%)
16541,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,1050,14.58,29952,50.0,32.66,0.6740,2.56,1.7695,100.00,15.00,22,9.39,3.92
16646,0.00,0.00,0.00,0.00,712,14.40,7,50,0.57,997,14.56,30080,50.0,29.56,0.6360,2.30,1.5950,100.00,15.00,22,7.66,4.31
16750,0.00,0.00,0.00,0.00,712,14.40,7,50,0.52,942,14.59,30016,50.0,28.29,0.6408,2.05,1.4730,100.00,15.00,22,6.73,3.92
16854,0.00,0.00,0.00,0.00,712,14.40,7,50,0.49,890,14.58,29696,50.0,30.04,0.6335,2.30,1.5720,100.00,15.00,22,6.94,5.88
16959,0.00,0.00,0.00,0.00,712,14.32,7,50,0.49,860,14.31,28544,50.0,32.02,0.6360,2.30,1.6658,100.00,15.00,22,7.53,5.49
17063,0.00,0.00,0.00,0.00,712,14.24,7,50,0.50,835,14.34,30208,50.0,32.74,0.6360,2.30,1.7065,100.00,15.00,22,7.44,5.10
17168,0.00,0.00,0.00,0.00,712,14.24,7,50,0.51,816,14.59,27904,50.0,33.37,0.6288,2.30,1.7620,100.00,15.00,22,7.59,5.49
17271,0.00,0.00,0.00,0.00,712,14.40,7,50,0.52,804,14.10,26944,50.0,34.41,0.6288,2.56,1.8315,100.00,15.00,22,7.60,5.49
17376,0.00,0.00,0.00,0.00,712,14.48,7,50,0.53,800,14.13,27008,50.0,35.68,0.6335,2.56,1.9153,100.00,15.00,22,7.91,5.88
17479,0.00,0.00,0.00,0.00,712,14.48,7,50,0.55,798,14.13,23296,50.0,36.79,0.6335,2.56,1.9892,100.00,15.00,22,8.12,5.88
17584,0.00,0.00,0.00,0.00,712,14.48,7,50,0.56,804,13.56,23488,50.0,37.58,0.6288,2.56,2.0493,100.00,15.00,22,8.29,5.88
17688,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,820,13.99,27008,50.0,38.30,0.6645,2.82,2.1030,100.00,15.00,22,8.68,5.88
17793,0.00,0.00,0.00,0.00,712,14.24,7,50,0.59,830,14.36,28544,50.0,38.61,0.6360,2.82,2.1442,100.00,15.00,22,8.89,5.88
17897,0.00,0.00,0.00,0.00,712,14.32,7,50,0.61,846,14.34,27712,50.0,38.85,0.6360,2.82,2.1655,100.00,15.00,22,9.06,5.88
18000,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,869,14.11,26880,50.0,38.77,0.6265,2.82,2.1780,100.00,15.00,22,9.33,5.88
18104,0.00,0.00,0.00,0.00,712,14.48,7,50,0.63,886,14.13,26880,50.0,39.09,0.6288,2.82,2.1995,100.00,15.00,22,9.53,5.88
18209,0.00,0.00,0.00,0.00,712,14.32,7,50,0.63,902,14.56,29952,50.0,39.09,0.6382,2.82,2.2070,100.00,15.00,22,9.76,5.88
18312,0.00,0.00,0.00,0.00,712,14.32,7,50,0.64,926,14.56,30080,50.0,39.01,0.6620,2.82,2.1820,100.00,15.00,22,9.95,6.27
18416,0.00,0.00,0.00,0.00,712,14.40,7,50,0.65,946,14.60,29952,50.0,39.09,0.6408,2.82,2.1917,100.00,15.00,22,10.15,6.27
18520,0.00,0.00,0.00,0.00,712,14.08,7,50,0.65,970,14.57,29888,50.0,38.77,0.6430,2.82,2.1945,100.00,15.00,22,10.33,6.27
18624,0.00,0.00,0.00,0.00,712,14.40,7,50,0.65,988,15.10,33600,50.0,38.54,0.6430,2.82,2.1885,100.00,15.00,22,10.53,6.27
18728,0.00,0.00,0.00,0.00,712,14.40,7,50,0.65,1001,15.14,33472,50.0,38.22,0.6740,2.82,2.1720,100.00,15.00,22,10.50,6.27
18832,0.00,0.00,0.00,0.00,712,14.32,7,50,0.64,1008,15.11,33472,50.0,37.98,0.6715,2.82,2.1540,100.00,15.00,22,10.63,6.67
18935,0.00,0.00,0.00,0.00,712,14.32,7,50,0.64,1022,15.11,33600,50.0,38.06,0.6335,2.82,2.1450,100.00,16.50,22,10.79,6.67
19040,0.00,0.00,0.00,0.00,712,14.16,7,50,0.64,1030,15.10,31936,50.0,36.07,0.6573,2.82,2.0315,100.00,16.50,22,10.25,5.10
19144,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,1016,14.87,31872,50.0,34.41,0.6360,2.56,1.9405,100.00,17.00,22,9.59,5.88
19247,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,1007,15.11,33664,50.0,34.41,0.6408,2.56,1.9185,100.00,17.00,22,9.49,6.27
19352,0.00,0.00,0.00,0.00,712,14.40,7,50,0.59,998,15.12,30144,50.0,34.72,0.6408,2.56,1.9198,100.00,17.00,22,9.52,6.27
19455,0.00,0.00,0.00,0.00,712,14.40,7,50,0.59,994,14.59,29888,50.0,35.44,0.6430,2.56,1.9393,100.00,17.00,22,9.73,6.27
19560,0.00,0.00,0.00,0.00,712,14.40,7,50,0.59,996,14.55,30016,50.0,35.99,0.6668,2.56,1.9453,100.00,17.00,22,9.81,6.67
19664,0.00,0.00,0.00,0.00,712,14.32,7,50,0.59,996,14.21,27072,50.0,36.39,0.6715,2.56,1.9575,100.00,17.00,22,10.05,6.67
19767,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,1007,14.12,26688,50.0,36.87,0.6382,2.56,2.0217,100.00,17.00,22,10.21,7.06
19872,0.00,0.00,0.00,0.00,712,14.40,7,50,0.60,1025,14.08,27072,50.0,37.82,0.6693,2.82,2.0835,100.00,17.00,22,10.74,7.45
19975,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,1048,14.36,28608,50.0,39.33,0.6382,2.82,2.1738,100.00,16.50,22,11.35,7.84
20080,0.00,0.00,0.00,0.00,712,14.32,7,50,0.63,1086,14.12,26816,50.0,40.52,0.6408,2.82,2.2650,100.00,16.50,22,12.14,7.84
20183,0.00,0.00,0.00,0.00,712,14.40,7,50,0.65,1124,14.09,26880,50.0,41.55,0.6550,3.07,2.3240,100.00,16.50,22,12.94,8.24
20287,0.00,0.00,0.00,0.00,712,14.40,7,50,0.67,1169,14.58,30016,50.0,41.95,0.6620,3.07,2.3625,100.00,16.00,22,13.61,8.24
20391,0.00,0.00,0.00,0.00,712,14.40,7,50,0.69,1216,14.57,29952,50.0,41.95,0.6430,3.07,2.3788,100.00,16.00,22,14.16,8.24
20495,0.00,0.00,0.00,0.00,712,14.32,7,50,0.69,1257,15.10,33408,50.0,41.63,0.6455,3.07,2.3847,100.00,16.00,22,14.61,8.24
20599,0.00,0.00,0.00,0.00,712,14.32,7,50,0.70,1302,15.57,36672,50.0,41.08,0.6455,3.07,2.3635,100.00,16.50,22,14.90,8.24
20703,0.00,0.00,0.00,0.00,712,14.40,7,50,0.70,1333,15.60,36544,50.0,40.52,0.6455,3.07,2.3552,100.00,17.00,22,15.20,8.24
20806,0.00,0.00,0.00,0.00,712,14.40,7,50,0.70,1362,15.58,36480,50.0,39.57,0.6408,3.07,2.3287,100.00,17.50,22,15.48,8.24
20911,0.00,0.00,0.00,0.00,712,14.40,7,50,0.69,1386,15.59,36800,50.0,38.69,0.6478,2.82,2.2502,100.00,18.00,22,15.32,8.24
21015,0.00,0.00,0.00,0.00,712,14.32,7,50,0.68,1397,15.61,36672,50.0,37.90,0.6455,2.82,2.2018,100.00,19.00,22,15.08,8.24
21119,0.00,0.00,0.00,0.00,712,14.32,7,50,0.67,1409,15.57,36352,50.0,37.03,0.6455,2.82,2.1480,100.00,19.50,22,15.12,8.24
21224,0.00,0.00,0.00,0.00,712,14.40,7,50,0.66,1398,15.33,32320,50.0,35.04,0.6550,2.82,1.9498,33.33,15.00,22,14.27,4.31
21328,0.00,0.00,0.00,0.00,712,14.32,7,50,0.61,1338,15.10,30144,50.0,27.97,0.6502,2.30,1.5713,33.33,15.00,22,10.00,3.92
21432,0.00,0.00,0.00,0.00,712,14.32,7,50,0.53,1214,14.58,29888,50.0,24.40,0.6455,2.05,1.3155,33.33,15.00,22,7.59,3.92
21537,0.00,0.00,0.00,0.00,712,14.32,7,50,0.46,1108,14.57,30144,50.0,22.97,0.6360,1.79,1.1945,33.33,15.00,22,6.13,7.06
21640,0.00,0.00,0.00,0.00,712,14.40,7,50,0.42,1020,14.22,26944,50.0,27.02,0.6455,2.05,1.3125,33.33,15.00,22,6.80,6.27
21745,0.00,0.00,0.00,0.00,712,14.32,7,50,0.42,968,14.11,26944,50.0,28.53,0.6382,2.05,1.3613,33.33,15.00,22,7.01,5.10
21850,0.00,0.00,0.00,0.00,712,14.40,7,50,0.42,928,13.58,23552,50.0,28.61,0.6335,2.05,1.3685,33.33,15.00,22,6.62,5.88
21953,0.00,0.00,0.00,0.00,712,14.40,7,50,0.42,890,13.59,25088,50.0,29.88,0.6382,2.05,1.4590,33.33,15.00,22,6.90,5.88
22056,0.00,0.00,0.00,0.00,712,14.40,7,50,0.44,875,13.13,20416,50.0,31.31,0.6360,2.30,1.5645,33.33,15.00,22,7.18,5.88
22161,0.00,0.00,0.00,0.00,712,14.32,7,50,0.45,855,13.12,20416,50.0,32.42,0.6335,2.30,1.6470,33.33,15.00,22,7.43,5.88
22266,0.00,0.00,0.00,0.00,712,14.40,7,50,0.47,846,13.12,20352,50.0,33.69,0.6265,2.30,1.7637,33.33,15.00,22,7.81,5.88
22371,0.00,0.00,0.00,0.00,712,14.32,7,50,0.49,840,13.11,20352,50.0,34.57,0.6265,2.56,1.8373,33.33,15.00,22,7.97,5.88
22474,0.00,0.00,0.00,0.00,712,14.32,7,50,0.51,846,13.09,20416,50.0,35.28,0.6693,2.56,1.9070,33.33,15.00,22,8.15,5.88
22579,0.00,0.00,0.00,0.00,712,14.40,7,50,0.53,849,13.12,20480,50.0,35.99,0.6360,2.56,1.9565,33.33,15.00,22,8.37,5.88
22682,0.00,0.00,0.00,0.00,712,14.32,7,50,0.55,863,13.58,23296,50.0,36.31,0.6288,2.56,1.9975,33.33,15.00,22,8.64,5.88
22787,0.00,0.00,0.00,0.00,712,14.40,7,50,0.56,876,13.57,23552,50.0,37.27,0.6265,2.82,2.0573,33.33,15.00,22,8.90,5.88
22891,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,897,14.11,27136,50.0,37.66,0.6740,2.82,2.1033,33.33,15.00,22,9.29,5.88
22995,0.00,0.00,0.00,0.00,712,14.32,7,50,0.59,916,14.13,26816,50.0,37.74,0.6550,2.82,2.1225,33.33,15.00,22,9.46,5.88
23098,0.00,0.00,0.00,0.00,712,14.40,7,50,0.60,934,14.10,29760,50.0,37.90,0.6312,2.82,2.1398,33.33,15.00,22,9.68,6.27
23202,0.00,0.00,0.00,0.00,712,14.16,7,50,0.61,950,14.58,30080,50.0,38.06,0.6408,2.82,2.1532,33.33,15.00,22,9.99,6.27
23307,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,974,14.41,31808,50.0,37.98,0.6335,2.82,2.1575,33.33,15.00,22,10.18,6.27
23410,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,995,14.86,31936,50.0,37.82,0.6408,2.82,2.1275,33.33,16.50,22,10.31,7.06
23514,0.00,0.00,0.00,0.00,712,14.32,7,50,0.63,1018,15.13,33728,50.0,37.98,0.6335,2.82,2.1328,33.33,16.50,22,10.61,5.88
23618,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,1032,15.13,33408,50.0,37.27,0.6360,2.82,2.1248,33.33,16.50,22,10.50,7.45
23722,0.00,0.00,0.00,0.00,712,14.08,7,50,0.63,1058,15.09,33536,50.0,38.77,0.6408,2.82,2.2153,33.33,16.50,22,11.36,7.84
23825,0.00,0.00,0.00,0.00,712,14.32,7,50,0.64,1089,15.11,33664,50.0,40.44,0.6478,3.07,2.2982,33.33,16.50,22,12.11,8.24
23930,0.00,0.00,0.00,0.00,712,14.32,7,50,0.66,1133,15.13,33472,50.0,41.24,0.6382,3.07,2.3453,33.33,16.50,22,12.95,8.24
24034,0.00,0.00,0.00,0.00,712,14.40,7,50,0.67,1179,15.11,33472,50.0,41.47,0.6478,3.07,2.3662,33.33,16.00,22,13.62,8.24
24138,0.00,0.00,0.00,0.00,712,14.32,7,50,0.68,1234,15.11,33664,50.0,41.40,0.6335,3.07,2.3695,33.33,16.50,22,14.20,8.24
24242,0.00,0.00,0.00,0.00,712,14.24,7,50,0.69,1272,15.13,33472,50.0,41.00,0.6502,3.07,2.3485,33.33,16.50,22,14.67,8.24
24346,0.00,0.00,0.00,0.00,712,14.32,7,50,0.69,1314,15.58,36544,50.0,40.52,0.6620,3.07,2.3475,33.33,17.00,22,14.97,8.24
24450,0.00,0.00,0.00,0.00,712,14.32,7,50,0.69,1339,15.57,36736,50.0,38.85,0.6360,2.82,2.2015,33.33,15.00,22,14.76,4.71
24553,0.00,0.00,0.00,0.00,712,14.40,7,50,0.66,1299,15.86,37248,50.0,31.31,0.6573,2.56,1.7915,33.33,15.00,22,11.43,3.92
24658,0.00,0.00,0.00,0.00,712,14.32,7,50,0.59,1211,16.36,41664,50.0,27.18,0.6382,2.30,1.5272,33.33,15.00,22,8.85,3.92
24761,0.00,0.00,0.00,0.00,712,14.40,7,50,0.52,1104,15.57,36672,50.0,24.96,0.6430,2.05,1.3382,33.33,15.00,22,6.86,4.71
24865,0.00,0.00,0.00,0.00,712,14.40,7,50,0.47,1038,15.61,36608,50.0,26.86,0.6408,2.05,1.4165,33.33,15.00,22,7.20,5.88
24970,0.00,0.00,0.00,0.00,712,14.32,7,50,0.46,989,15.60,31680,50.0,28.69,0.6455,2.05,1.4013,33.33,15.00,22,7.10,5.10
25073,0.00,0.00,0.00,0.00,712,14.32,7,50,0.44,947,14.57,27328,50.0,28.77,0.6360,2.05,1.3993,33.33,15.00,22,6.85,5.10
25178,0.00,0.00,0.00,0.00,712,14.40,7,50,0.44,905,14.12,23616,50.0,29.01,0.6360,2.05,1.4267,33.33,15.00,22,6.68,5.88
25281,0.00,0.00,0.00,0.00,712,14.40,7,50,0.44,869,13.59,23424,50.0,30.44,0.6382,2.05,1.5230,33.33,15.00,22,6.92,5.88
25385,0.00,0.00,0.00,0.00,712,14.32,7,50,0.45,852,13.33,20352,50.0,32.18,0.6335,2.30,1.6308,33.33,15.00,22,7.37,5.88
25489,0.00,0.00,0.00,0.00,712,14.24,7,50,0.47,841,12.86,18880,50.0,33.37,0.6382,2.30,1.7558,33.33,15.00,22,7.73,5.88
25593,0.00,0.00,0.00,0.00,712,14.24,7,50,0.49,835,13.10,20352,50.0,34.57,0.6478,2.56,1.8293,33.33,15.00,22,7.94,5.49
25697,0.00,0.00,0.00,0.00,712,14.32,7,50,0.51,838,13.10,20352,50.0,35.36,0.6288,2.56,1.8873,33.33,15.00,22,8.10,5.88
25801,0.00,0.00,0.00,0.00,712,14.40,7,50,0.53,846,13.13,20416,50.0,35.99,0.6312,2.56,1.9585,33.33,15.00,22,8.38,5.88
25904,0.00,0.00,0.00,0.00,712,14.48,7,50,0.55,854,13.59,23296,50.0,36.47,0.6240,2.56,1.9912,33.33,15.00,22,8.53,5.88
26009,0.00,0.00,0.00,0.00,712,14.32,7,50,0.56,860,14.09,27008,50.0,36.87,0.6693,2.82,2.0398,33.33,15.00,22,8.74,5.88
26113,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,877,14.12,27072,50.0,37.11,0.6502,2.56,2.0547,33.33,15.00,22,8.85,5.88
26216,0.00,0.00,0.00,0.00,712,14.40,7,50,0.59,898,14.14,26944,50.0,37.58,0.6335,2.82,2.1052,33.33,15.00,22,9.28,5.88
26321,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,919,14.57,29952,50.0,37.82,0.6382,2.82,2.1220,33.33,15.00,22,9.46,5.88
26424,0.00,0.00,0.00,0.00,712,14.40,7,50,0.61,940,14.76,31744,50.0,37.98,0.6408,2.82,2.1310,33.33,15.00,22,9.70,5.88
26529,0.00,0.00,0.00,0.00,712,14.40,7,50,0.61,958,14.61,30016,50.0,37.90,0.6408,2.82,2.1365,33.33,15.00,22,9.94,6.27
26632,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,982,15.27,33408,50.0,37.98,0.6550,2.82,2.1128,33.33,15.00,22,10.14,6.27
26736,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,993,15.09,33536,50.0,37.82,0.6382,2.82,2.1183,33.33,15.00,22,10.32,6.27
26841,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,1007,15.13,33536,50.0,37.50,0.6645,2.82,2.1138,33.33,15.00,22,10.41,6.67
26944,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,1020,15.11,33472,50.0,37.58,0.6693,2.82,2.1118,33.33,15.00,22,10.50,6.67
27049,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,1038,15.11,33600,50.0,37.42,0.6360,2.82,2.1075,33.33,15.00,22,10.63,6.67
27152,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,1048,15.14,33536,50.0,37.27,0.6408,2.82,2.0975,33.33,15.00,22,10.71,6.67
27256,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,1063,15.12,33472,50.0,36.95,0.6525,2.82,2.0817,33.33,15.00,22,10.72,6.67
27360,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,1076,15.10,33600,50.0,37.03,0.6360,2.82,2.0737,33.33,15.00,22,11.00,6.67
27464,0.00,0.00,0.00,0.00,712,14.40,7,50,0.62,1090,15.13,33472,50.0,36.95,0.6360,2.82,2.0645,33.33,15.00,22,11.19,6.67
27567,0.00,0.00,0.00,0.00,712,14.32,7,50,0.62,1104,14.89,31808,50.0,36.71,0.6382,2.82,2.0503,33.33,15.00,22,11.06,6.67
27672,0.00,0.00,0.00,0.00,712,14.40,7,50,0.61,1119,14.85,32704,50.0,36.39,0.6715,2.56,2.0322,33.33,15.00,22,11.08,7.06
27776,0.00,0.00,0.00,0.00,712,14.40,7,50,0.61,1124,15.14,33728,50.0,36.31,0.6382,2.56,2.0200,33.33,15.00,22,11.19,7.06
27880,0.00,0.00,0.00,0.00,712,14.32,7,50,0.61,1138,15.14,33408,50.0,36.23,0.6430,2.56,2.0115,33.33,15.00,22,11.37,7.06
27984,0.00,0.00,0.00,0.00,712,14.32,7,50,0.61,1152,15.09,33536,50.0,36.23,0.6693,2.56,2.0010,33.33,15.00,22,11.39,7.06
28088,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,1157,15.14,33600,50.0,35.99,0.6620,2.56,1.9903,33.33,15.00,22,11.50,7.06
28191,0.00,0.00,0.00,0.00,712,14.40,7,50,0.60,1162,15.13,33408,50.0,35.76,0.6645,2.56,1.9763,33.33,15.00,22,11.43,7.06
28296,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,1167,15.10,33536,50.0,35.60,0.6693,2.56,1.9575,33.33,15.00,22,11.38,7.06
28399,0.00,0.00,0.00,0.00,712,14.24,7,50,0.59,1173,15.13,33600,50.0,35.36,0.6408,2.56,1.9460,33.33,15.00,22,11.29,7.06
28503,0.00,0.00,0.00,0.00,712,14.40,7,50,0.59,1175,15.14,33408,50.0,35.20,0.6430,2.56,1.9353,33.33,15.00,22,11.31,7.06
28607,0.00,0.00,0.00,0.00,712,14.40,7,50,0.59,1178,15.11,35072,50.0,34.96,0.6668,2.56,1.9213,33.33,15.00,22,11.36,7.06
28711,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,1180,15.37,35136,50.0,34.96,0.6408,2.56,1.9118,33.33,15.00,22,11.25,7.06
28815,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1173,15.13,32064,50.0,34.80,0.6668,2.56,1.9053,33.33,15.00,22,11.27,7.45
28919,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1174,14.56,30080,50.0,35.12,0.6430,2.56,1.9050,33.33,15.00,22,11.39,7.45
29024,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1178,14.58,30144,50.0,35.28,0.6430,2.56,1.9080,33.33,15.00,22,11.41,7.45
29127,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1184,14.60,33344,50.0,35.52,0.6430,2.56,1.9155,33.33,15.00,22,11.57,7.45
29231,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1189,15.11,30016,50.0,35.52,0.6382,2.56,1.9205,33.33,15.00,22,11.65,7.45
29335,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1195,14.57,30144,50.0,35.60,0.6430,2.56,1.9225,33.33,15.00,22,11.71,7.45
29439,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1203,15.03,33536,50.0,35.44,0.6408,2.56,1.9233,33.33,15.00,22,11.75,7.45
29543,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1209,15.11,33408,50.0,35.36,0.6502,2.56,1.9243,33.33,15.00,22,11.82,7.45
29647,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1215,15.09,33472,50.0,35.28,0.6550,2.56,1.9215,33.33,15.00,22,11.74,7.45
29751,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,1224,14.88,31808,50.0,35.28,0.6693,2.56,1.9180,33.33,15.00,22,11.81,7.45
29854,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1226,15.11,33472,50.0,35.12,0.6478,2.56,1.9163,33.33,15.00,22,11.87,7.45
29959,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,1229,15.12,33664,50.0,35.04,0.6455,2.56,1.9158,33.33,15.00,22,11.88,7.45
30062,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1230,15.14,33536,50.0,35.20,0.6430,2.56,1.9160,33.33,15.00,22,11.88,7.45
30166,0.00,0.00,0.00,0.00,712,14.24,7,50,0.58,1234,15.57,36480,50.0,35.28,0.6693,2.56,1.9183,33.33,15.00,22,11.95,7.45
30271,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,1236,15.58,36608,50.0,35.20,0.6502,2.56,1.9205,33.33,15.00,22,12.05,7.45
30374,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1240,15.13,33536,50.0,35.20,0.6455,2.56,1.9223,33.33,15.00,22,12.11,7.45
30478,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1243,15.10,33408,50.0,35.12,0.6430,2.56,1.9223,33.33,15.00,22,11.98,7.45
30583,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1249,15.56,36608,50.0,35.12,0.6382,2.56,1.9200,33.33,15.00,22,12.12,7.45
30686,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,1252,15.15,33664,50.0,34.88,0.6620,2.56,1.9160,33.33,15.00,22,12.06,7.45
30790,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1246,15.59,35840,50.0,34.80,0.6620,2.56,1.9140,33.33,15.00,22,12.08,7.45
30894,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1248,15.13,33600,50.0,34.64,0.6408,2.56,1.9075,33.33,15.00,22,12.12,7.45
30998,0.00,0.00,0.00,0.00,712,14.32,7,50,0.58,1250,15.11,33472,50.0,34.64,0.6455,2.56,1.9040,33.33,20.50,22,12.14,7.45
31102,0.00,0.00,0.00,0.00,712,14.40,7,50,0.58,1251,15.13,33408,50.0,32.98,0.6693,2.56,1.7848,33.33,21.50,22,11.26,6.67
31205,0.00,0.00,0.00,0.00,712,14.32,7,50,0.56,1252,15.10,33664,50.0,33.45,0.6693,2.56,1.8993,33.33,21.00,22,11.40,10.59
31310,0.00,0.00,0.00,0.00,712,14.32,7,50,0.59,1298,15.12,33664,50.0,47.19,0.6455,3.07,2.6827,33.33,18.00,22,16.66,14.51
31414,0.00,0.00,0.00,0.00,712,14.32,7,50,0.70,1408,15.51,36352,50.0,54.58,0.6620,3.84,3.1033,33.33,15.50,22,22.21,9.02
31517,0.00,0.00,0.00,0.00,712,14.32,7,50,0.79,1488,14.63,30080,50.0,44.02,0.6360,3.58,2.6467,33.33,15.00,22,20.14,4.71
31622,0.00,0.00,0.00,0.00,712,14.40,7,50,0.76,1476,15.58,36736,50.0,34.57,0.6455,2.82,2.0088,33.33,15.00,22,14.94,3.92
31726,0.00,0.00,0.00,0.00,712,14.24,7,50,0.67,1390,17.11,46400,50.0,27.26,0.6668,2.30,1.6382,33.33,15.00,22,10.29,3.92
31829,0.00,0.00,0.00,0.00,712,14.16,7,50,0.55,1256,17.84,51456,50.0,24.48,0.6408,2.05,1.5050,33.33,21.50,22,7.88,16.86
31934,0.00,0.00,0.00,0.00,712,14.32,7,50,0.60,1420,16.87,46528,50.0,91.67,0.6668,5.63,5.5550,33.33,11.50,22,32.85,63.53
32037,0.00,0.00,0.00,0.00,712,14.40,7,50,0.99,1676,16.60,43136,50.0,95.16,0.6455,6.91,6.5545,66.67,10.00,22,44.39,100.00
32141,0.00,0.00,0.00,0.00,712,14.32,7,50,1.33,1967,14.57,30080,50.0,95.16,0.6550,7.42,6.7942,66.67,8.00,22,50.67,100.00
32246,0.00,0.00,0.00,0.00,712,14.32,7,50,1.47,2262,16.58,43328,50.0,95.00,0.6620,7.42,6.8220,66.67,8.00,22,54.56,100.00
32349,0.00,0.00,0.00,0.00,712,14.32,7,50,1.53,2515,0.00,59968,0.0,95.64,0.6645,7.42,6.8182,66.67,8.00,22,61.49,91.37
32453,0.00,0.00,0.00,0.00,712,14.40,7,50,1.55,2675,16.58,43200,50.0,84.04,0.6430,6.66,5.2375,66.67,10.00,22,63.61,8.24
32557,0.00,0.00,0.00,0.00,712,14.40,7,50,1.30,2520,16.59,43136,50.0,41.16,0.6382,0.51,0.0000,33.33,15.00,22,34.55,4.71
32661,0.00,0.00,0.00,0.00,712,14.32,7,50,0.89,2408,13.62,23424,50.0,25.43,0.6478,0.77,0.0000,33.33,15.00,22,15.95,4.31
32765,0.00,0.00,0.00,0.00,712,14.40,7,50,0.55,2239,13.56,23424,50.0,17.49,0.6408,0.77,1.0052,33.33,35.00,22,8.79,7.06
32869,0.00,0.00,0.00,0.00,712,14.24,7,50,0.39,2123,13.56,23552,50.0,20.11,0.6598,1.79,1.5245,33.33,33.50,22,8.90,20.78
32973,0.00,0.00,0.00,0.00,712,14.32,7,50,0.57,2306,13.58,20608,50.0,84.68,0.6382,5.38,4.8753,33.33,18.00,22,49.01,54.51
33077,0.00,0.00,0.00,0.00,712,14.32,7,50,1.05,2579,13.10,23296,50.0,96.35,0.6408,6.40,6.0838,66.67,10.50,22,62.84,93.33
33181,0.00,0.00,0.00,0.00,712,14.32,7,50,1.37,2865,13.60,36480,50.0,96.67,0.6478,7.17,6.7788,66.67,9.00,22,72.97,100.00
33285,0.00,0.00,0.00,0.00,712,14.16,7,50,1.54,3140,16.18,43072,50.0,96.51,0.6478,7.68,7.2495,66.67,8.00,22,82.65,100.00
33388,0.00,0.00,0.00,0.00,712,14.32,7,50,1.64,3405,17.79,53184,50.0,96.83,0.6645,7.94,7.4060,66.67,8.50,22,92.88,100.00
33493,0.00,0.00,0.00,0.00,712,14.32,7,50,1.71,3655,14.39,27072,50.0,98.18,0.6525,8.19,7.4870,66.67,9.50,22,101.85,73.73
