Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure Estimate (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Factory Processed MAP (4-byte)* (kPa absolute),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%)
53034,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1357,14.93,32128,50.0,39.89,0.6550,3.07,2.3148,33.33,15.00,21,15.81,8.63
53138,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1348,14.88,32064,50.0,39.89,0.6408,3.07,2.3138,33.33,15.00,21,15.68,8.63
53242,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1350,15.14,33600,50.0,39.97,0.6408,3.07,2.3155,33.33,15.00,21,15.77,8.63
53346,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1358,14.57,30144,50.0,39.89,0.6430,3.07,2.3178,33.33,15.00,21,15.72,9.02
53449,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1356,14.60,30208,50.0,39.89,0.6382,3.07,2.3195,33.33,15.00,21,15.77,8.63
53554,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1356,14.60,30016,50.0,39.89,0.6360,3.07,2.3182,33.33,15.00,21,15.90,8.63
53657,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1359,14.58,30016,50.0,39.97,0.6550,3.07,2.3167,33.33,15.00,21,15.75,8.63
53761,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1348,14.57,30144,50.0,39.89,0.6382,3.07,2.3153,33.33,15.00,21,15.72,8.63
53866,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1349,15.14,33664,50.0,39.97,0.6382,3.07,2.3140,33.33,15.00,21,15.76,8.63
53970,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1356,15.15,33472,50.0,39.89,0.6408,3.07,2.3135,33.33,15.00,21,15.67,8.63
54073,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1344,14.85,30528,50.0,40.04,0.6360,3.07,2.3165,33.33,15.00,21,15.89,8.63
54178,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1346,15.39,35264,50.0,39.97,0.6502,3.07,2.3213,33.33,15.00,21,15.90,8.63
54281,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1348,15.12,33536,50.0,40.20,0.6360,3.07,2.3222,33.33,15.00,21,15.75,8.63
54385,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1343,15.12,33472,50.0,40.28,0.6455,3.07,2.3253,33.33,15.00,21,15.69,8.63
54490,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1337,15.11,30336,50.0,40.20,0.6360,3.07,2.3287,33.33,15.00,21,15.82,8.63
54594,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1349,14.60,30080,50.0,40.20,0.6430,3.07,2.3315,33.33,15.00,21,15.66,9.02
54697,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1342,14.61,29952,50.0,40.28,0.6360,3.07,2.3340,33.33,15.00,21,15.82,8.63
54801,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1339,14.57,30144,50.0,40.28,0.6382,3.07,2.3335,33.33,15.00,21,15.92,8.63
54904,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1347,14.59,30208,50.0,40.36,0.6382,3.07,2.3378,33.33,15.00,21,15.66,8.63
55009,0.00,0.00,0.00,0.00,712,14.40,7,35,0.71,1346,15.12,33472,50.0,40.36,0.6382,3.07,2.3422,33.33,15.00,21,15.83,8.63
55113,0.00,0.00,0.00,0.00,712,14.40,7,35,0.71,1340,15.10,33344,50.0,40.44,0.6430,3.07,2.3435,33.33,15.00,21,15.93,8.63
55216,0.00,0.00,0.00,0.00,712,14.32,7,35,0.71,1351,14.85,32064,50.0,40.44,0.6360,3.07,2.3450,33.33,15.00,21,15.86,9.02
55321,0.00,0.00,0.00,0.00,712,14.40,7,35,0.71,1346,15.14,33664,50.0,40.36,0.6573,3.07,2.3453,33.33,15.00,21,15.81,8.63
55425,0.00,0.00,0.00,0.00,712,14.32,7,35,0.71,1355,15.15,33472,50.0,40.28,0.6382,3.07,2.3438,33.33,15.00,21,16.04,9.02
55529,0.00,0.00,0.00,0.00,712,14.40,7,35,0.71,1362,15.11,33600,50.0,40.28,0.6382,3.07,2.3435,33.33,15.00,21,15.95,8.63
55633,0.00,0.00,0.00,0.00,712,14.32,7,35,0.71,1362,15.14,33664,50.0,40.12,0.6455,3.07,2.3390,33.33,15.00,21,15.94,8.63
55736,0.00,0.00,0.00,0.00,712,14.40,7,35,0.71,1365,15.15,33536,50.0,39.97,0.6335,3.07,2.3327,33.33,15.00,21,15.99,8.63
55840,0.00,0.00,0.00,0.00,712,14.16,7,35,0.70,1358,15.13,33472,50.0,39.89,0.6408,3.07,2.3275,33.33,15.00,21,15.79,8.63
55945,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1361,15.12,33664,50.0,39.89,0.6360,3.07,2.3225,33.33,15.00,21,15.91,8.63
56048,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1361,14.61,30144,50.0,39.89,0.6502,3.07,2.3167,33.33,15.00,21,15.85,9.02
56153,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1359,14.74,31552,50.0,39.89,0.6382,3.07,2.3133,33.33,15.00,21,15.76,8.63
56257,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1352,14.58,30208,50.0,39.89,0.6382,3.07,2.3105,33.33,15.00,21,15.89,8.63
56361,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1352,14.59,30144,50.0,39.89,0.6382,3.07,2.3100,33.33,15.00,21,15.73,8.63
56466,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1347,14.60,29952,50.0,39.97,0.6430,2.82,2.3100,33.33,15.00,21,15.66,9.02
56570,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1350,14.58,30016,50.0,39.97,0.6312,3.07,2.3123,33.33,15.00,21,15.79,8.63
56673,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1350,14.58,30208,50.0,40.05,0.6478,3.07,2.3173,33.33,15.00,21,15.78,9.02
56778,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1350,14.60,30144,50.0,40.20,0.6360,3.07,2.3190,33.33,15.00,21,15.76,8.63
56882,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1352,14.60,30016,50.0,40.20,0.6550,3.07,2.3235,33.33,15.00,21,15.93,9.02
56987,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1359,15.09,33600,50.0,40.12,0.6312,3.07,2.3243,33.33,15.00,21,15.86,8.63
57090,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1352,15.13,33600,50.0,40.12,0.6408,3.07,2.3270,33.33,15.00,21,15.92,9.02
57194,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1355,14.60,29888,50.0,40.12,0.6408,3.07,2.3258,33.33,15.00,21,15.98,8.63
57299,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1366,14.88,31872,50.0,40.04,0.6335,3.07,2.3240,33.33,15.00,21,15.79,8.63
57403,0.00,0.00,0.00,0.00,712,14.24,7,35,0.70,1354,14.87,32832,50.0,39.89,0.6408,3.07,2.3213,33.33,15.00,21,15.81,8.63
57506,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1358,15.16,33664,50.0,39.89,0.6430,3.07,2.3165,33.33,15.00,21,15.69,8.63
57610,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1355,14.60,29888,50.0,39.81,0.6408,3.07,2.3138,33.33,15.00,21,15.83,8.63
57715,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1359,14.58,30144,50.0,39.89,0.6335,3.07,2.3120,33.33,15.00,21,15.87,8.63
57820,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1360,15.14,33536,50.0,39.81,0.6408,3.07,2.3098,33.33,15.00,21,15.68,8.63
57923,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1355,14.60,30016,50.0,39.89,0.6408,3.07,2.3090,33.33,15.00,21,15.72,8.63
58027,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1350,14.58,30080,50.0,39.89,0.6360,3.07,2.3095,33.33,15.00,21,15.65,8.63
58132,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1358,14.58,30208,50.0,39.89,0.6360,3.07,2.3095,33.33,15.00,21,15.58,8.63
58235,0.00,0.00,0.00,0.00,712,14.48,7,35,0.70,1345,14.61,30080,50.0,39.89,0.6430,2.82,2.3102,33.33,15.00,21,15.65,8.63
58339,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1348,14.84,30080,50.0,39.97,0.6335,3.07,2.3140,33.33,15.00,21,15.87,8.63
58443,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1347,14.58,30208,50.0,39.97,0.6478,3.07,2.3157,33.33,15.00,21,15.62,8.63
58547,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1346,14.76,33600,50.0,40.05,0.6360,3.07,2.3180,33.33,15.00,21,15.72,8.63
58652,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1346,14.75,30016,50.0,40.20,0.6525,3.07,2.3182,33.33,15.00,21,15.75,8.63
58756,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1350,14.57,30080,50.0,39.97,0.6382,3.07,2.3185,33.33,15.00,21,15.60,8.63
58859,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1344,15.10,33728,50.0,39.97,0.6502,3.07,2.3188,33.33,15.00,21,15.64,8.63
58964,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1346,14.61,30080,50.0,40.04,0.6360,3.07,2.3193,33.33,15.00,21,15.82,8.63
59068,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1353,15.12,33536,50.0,39.97,0.6573,3.07,2.3180,33.33,15.00,21,15.64,8.63
59172,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1349,15.11,33664,50.0,40.04,0.6335,3.07,2.3155,33.33,15.00,21,15.63,8.63
59275,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1348,15.14,33728,50.0,40.04,0.6573,3.07,2.3153,33.33,15.00,21,15.75,8.63
59379,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1352,15.11,33344,50.0,39.89,0.6382,3.07,2.3140,33.33,15.00,21,15.65,8.63
59484,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1346,14.86,32000,50.0,39.89,0.6430,3.07,2.3127,33.33,15.00,21,15.66,8.63
59588,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1350,15.11,33728,50.0,39.89,0.6382,3.07,2.3133,33.33,15.00,21,15.91,8.63
59691,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1351,14.60,30080,50.0,39.89,0.6430,3.07,2.3125,33.33,15.00,21,15.68,8.63
59795,0.00,0.00,0.00,0.00,712,14.32,7,35,0.70,1345,15.12,33472,50.0,39.89,0.6430,3.07,2.3105,33.33,15.00,21,15.57,8.63
59899,0.00,0.00,0.00,0.00,712,14.40,7,35,0.70,1332,15.11,33664,50.0,39.89,0.6430,3.07,2.3105,33.33,15.00,21,15.65,8.63
60003,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1342,14.60,30976,50.0,40.12,0.6382,3.07,2.3153,33.33,15.00,21,15.59,8.63
60107,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1335,15.14,31104,50.0,40.12,0.6598,3.07,2.3178,33.33,15.00,21,15.54,8.63
60210,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1340,14.57,30080,50.0,40.20,0.6360,3.07,2.3203,33.33,15.00,21,15.70,8.63
60315,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1337,14.59,33600,50.0,40.28,0.6430,3.07,2.3253,33.33,15.00,21,15.80,8.63
60419,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1336,15.15,31744,50.0,40.28,0.6430,3.07,2.3277,33.33,15.00,21,15.55,8.63
60523,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1330,14.78,35136,50.0,40.36,0.6408,3.07,2.3298,33.33,15.00,21,15.80,8.63
60626,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1343,15.12,33600,50.0,40.36,0.6335,3.07,2.3342,33.33,15.00,21,15.72,8.63
60730,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1339,15.12,33600,50.0,40.20,0.6550,3.07,2.3345,33.33,15.00,21,15.71,8.63
60835,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1346,15.14,33472,50.0,40.28,0.6360,3.07,2.3355,33.33,15.00,21,15.96,8.63
60938,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1351,15.12,33600,50.0,40.28,0.6455,3.07,2.3340,33.33,15.00,21,15.75,8.63
61042,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1349,15.12,33728,50.0,40.20,0.6360,3.07,2.3338,33.33,15.00,21,15.77,8.63
61147,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1346,14.62,30080,50.0,40.20,0.6573,3.07,2.3317,33.33,15.00,21,15.91,8.63
61250,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1347,14.59,30016,50.0,39.97,0.6335,3.07,2.3262,33.33,15.00,21,15.76,8.63
61354,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1344,15.12,33664,50.0,40.04,0.6525,3.07,2.3265,33.33,15.00,21,15.73,8.63
61459,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1350,14.60,30016,50.0,40.04,0.6335,3.07,2.3243,33.33,15.00,21,15.88,8.63
61562,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1356,14.37,28352,50.0,39.89,0.6573,3.07,2.3218,33.33,15.00,21,15.70,8.63
61666,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1347,14.34,30080,50.0,39.97,0.6360,3.07,2.3185,33.33,15.00,21,15.81,8.63
61770,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1346,14.59,30208,50.0,39.89,0.6408,3.07,2.3160,33.33,15.00,21,15.74,8.63
61874,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1348,15.15,33600,50.0,39.89,0.6430,3.07,2.3150,33.33,15.00,21,15.62,8.63
61978,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1340,14.59,30016,50.0,39.89,0.6408,3.07,2.3125,33.33,15.00,21,15.59,8.63
62081,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1347,14.57,30144,50.0,39.97,0.6360,3.07,2.3138,33.33,15.00,21,15.82,8.63
62186,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1348,14.60,30208,50.0,39.89,0.6408,3.07,2.3155,33.33,15.00,21,15.79,8.63
62290,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1345,14.60,30016,50.0,39.89,0.6408,3.07,2.3142,33.33,15.00,21,15.58,8.63
62394,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1344,14.59,30016,50.0,39.97,0.6408,3.07,2.3160,33.33,15.00,21,15.71,8.63
62497,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1352,14.58,30208,50.0,39.89,0.6408,3.07,2.3150,33.33,15.00,21,15.61,8.63
62602,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1348,14.70,30080,50.0,39.97,0.6382,3.07,2.3160,33.33,15.00,21,15.69,8.63
62706,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1355,15.28,35072,50.0,39.97,0.6430,3.07,2.3150,33.33,15.00,21,15.79,8.63
62809,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1360,14.60,30144,50.0,39.89,0.6360,3.07,2.3123,33.33,15.00,21,15.60,8.63
62913,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1353,14.60,30144,50.0,39.89,0.6360,3.07,2.3085,33.33,15.00,21,15.72,8.63
63018,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1353,15.13,33536,50.0,39.65,0.6478,3.07,2.3070,33.33,15.00,21,15.81,8.63
63121,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1356,15.12,33472,50.0,39.57,0.6288,3.07,2.3015,33.33,15.00,21,15.56,8.63
63225,0.00,0.00,0.00,0.00,712,14.40,7,36,0.69,1346,15.11,33728,50.0,39.73,0.6382,2.82,2.2995,33.33,15.00,21,15.61,8.63
63329,0.00,0.00,0.00,0.00,712,14.32,7,36,0.69,1347,14.60,30080,50.0,39.81,0.6408,2.82,2.3015,33.33,15.00,21,15.72,8.63
63433,0.00,0.00,0.00,0.00,712,14.40,7,36,0.69,1346,14.59,30080,50.0,39.89,0.6408,2.82,2.3020,33.33,15.00,21,15.50,8.63
63538,0.00,0.00,0.00,0.00,712,14.32,7,36,0.69,1341,15.10,33600,50.0,39.89,0.6408,2.82,2.3028,33.33,15.00,21,15.49,8.63
63641,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1346,14.57,28800,50.0,39.89,0.6408,3.07,2.3050,33.33,15.00,21,15.66,8.63
63745,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1356,14.35,28416,50.0,39.97,0.6382,2.82,2.3060,33.33,15.00,21,15.63,8.63
63849,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1346,14.58,30080,50.0,39.89,0.6430,3.07,2.3087,33.33,15.00,21,15.74,8.63
63953,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1348,14.57,30208,50.0,39.89,0.6382,3.07,2.3095,33.33,15.00,21,15.73,8.63
64056,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1353,14.61,30144,50.0,39.89,0.6455,3.07,2.3095,33.33,15.00,21,15.62,8.63
64160,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1348,14.59,29952,50.0,39.89,0.6430,2.82,2.3100,33.33,15.00,21,15.64,8.63
64265,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1348,14.57,33408,50.0,39.89,0.6382,3.07,2.3062,33.33,15.00,21,15.60,8.63
64369,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1348,15.12,30208,50.0,39.89,0.6382,3.07,2.3075,33.33,15.00,21,15.60,8.63
64472,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1338,14.72,33536,50.0,39.89,0.6408,3.07,2.3045,33.33,15.00,21,15.48,8.63
64577,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1345,14.75,30016,50.0,39.89,0.6382,3.07,2.3083,33.33,15.00,21,15.61,8.63
64681,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1349,14.82,31808,50.0,39.89,0.6382,3.07,2.3087,33.33,15.00,21,15.61,8.63
64786,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1340,14.59,30016,50.0,39.97,0.6408,3.07,2.3095,33.33,15.00,21,15.68,8.63
64891,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1336,15.11,33472,50.0,40.12,0.6360,3.07,2.3113,33.33,15.00,21,15.63,8.63
64996,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1338,14.55,30144,50.0,40.12,0.6382,3.07,2.3150,33.33,15.00,21,15.58,8.63
65099,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1341,14.60,30208,50.0,40.20,0.6550,3.07,2.3173,33.33,15.00,21,15.50,8.63
65203,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1347,14.60,29952,50.0,40.20,0.6335,3.07,2.3213,33.33,15.00,21,15.81,8.63
65307,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1351,14.57,30080,50.0,40.12,0.6573,3.07,2.3233,33.33,15.00,21,15.80,8.63
65410,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1345,14.58,30144,50.0,39.89,0.6360,3.07,2.3207,33.33,15.00,21,15.57,8.63
65515,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1340,14.60,30016,50.0,40.04,0.6573,3.07,2.3190,33.33,15.00,21,15.84,8.63
65619,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1350,15.11,33472,50.0,39.97,0.6312,3.07,2.3175,33.33,15.00,21,15.56,8.63
65723,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1336,15.10,33536,50.0,39.97,0.6525,3.07,2.3175,33.33,15.00,21,15.57,8.63
65827,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1340,14.35,28480,50.0,40.05,0.6360,3.07,2.3193,33.33,15.00,21,15.71,8.63
65932,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1347,14.96,32256,50.0,40.12,0.6408,3.07,2.3207,33.33,15.00,21,15.68,8.63
66036,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1347,14.58,30144,50.0,40.12,0.6408,3.07,2.3200,33.33,15.00,21,15.58,8.63
66139,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1343,14.59,30144,50.0,39.89,0.6408,3.07,2.3185,33.33,15.00,21,15.54,8.63
66243,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1356,14.60,29952,50.0,39.89,0.6360,3.07,2.3157,33.33,15.00,21,15.48,8.63
66347,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1345,14.58,30016,50.0,39.89,0.6430,3.07,2.3140,33.33,15.00,21,15.69,8.63
66452,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1350,14.57,30144,50.0,39.89,0.6382,3.07,2.3133,33.33,15.00,21,15.77,8.63
66556,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1357,14.60,30016,50.0,39.89,0.6382,3.07,2.3117,33.33,15.00,21,15.57,8.63
66659,0.00,0.00,0.00,0.00,712,14.24,7,36,0.70,1353,14.58,29952,50.0,39.89,0.6430,3.07,2.3085,33.33,15.00,21,15.69,8.63
66763,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1351,14.57,31552,50.0,39.81,0.6408,3.07,2.3080,33.33,15.00,21,15.77,8.63
66868,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1352,14.59,30144,50.0,39.73,0.6382,2.82,2.3050,33.33,15.00,21,15.70,8.63
66971,0.00,0.00,0.00,0.00,712,14.32,7,36,0.69,1342,14.60,29952,50.0,39.81,0.6382,3.07,2.3037,33.33,15.00,21,15.50,8.63
67075,0.00,0.00,0.00,0.00,712,14.32,7,36,0.69,1345,14.55,29952,50.0,39.81,0.6382,2.82,2.3047,33.33,15.00,21,15.66,8.63
67179,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1344,14.59,30208,50.0,39.89,0.6408,3.07,2.3058,33.33,15.00,21,15.56,8.63
67282,0.00,0.00,0.00,0.00,712,14.24,7,36,0.70,1341,14.59,30016,50.0,39.97,0.6408,3.07,2.3108,33.33,15.00,21,15.48,8.63
67387,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1344,14.58,30016,50.0,39.89,0.6408,3.07,2.3090,33.33,15.00,21,15.62,8.63
67491,0.00,0.00,0.00,0.00,712,14.24,7,36,0.70,1349,14.57,30144,50.0,39.89,0.6408,3.07,2.3102,33.33,15.00,21,15.59,8.63
67594,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1346,14.60,30144,50.0,39.89,0.6408,3.07,2.3090,33.33,15.00,21,15.51,8.63
67698,0.00,0.00,0.00,0.00,712,14.24,7,36,0.70,1347,14.58,29952,50.0,39.81,0.6408,2.82,2.3065,33.33,15.00,21,15.76,8.63
67803,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1344,14.57,30144,50.0,39.89,0.6430,3.07,2.3060,33.33,15.00,21,15.61,8.63
67907,0.00,0.00,0.00,0.00,712,14.24,7,36,0.70,1340,14.56,28544,50.0,39.89,0.6408,2.82,2.3053,33.33,15.00,21,15.49,8.63
68010,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1344,14.36,28416,50.0,39.89,0.6382,2.82,2.3055,33.33,15.00,21,15.50,8.63
68114,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1354,14.57,30016,50.0,39.97,0.6430,3.07,2.3070,33.33,15.00,21,15.62,8.63
68219,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1349,14.58,30208,50.0,39.89,0.6455,2.82,2.3075,33.33,15.00,21,15.58,8.63
68322,0.00,0.00,0.00,0.00,712,14.24,7,36,0.70,1351,14.60,30016,50.0,39.73,0.6382,3.07,2.3073,33.33,15.00,21,15.77,8.63
68426,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1355,14.82,33472,50.0,39.81,0.6382,3.07,2.3053,33.33,15.00,21,15.52,8.63
68530,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1348,14.70,30144,50.0,39.81,0.6408,2.82,2.3018,33.33,15.00,21,15.67,8.63
68635,0.00,0.00,0.00,0.00,712,14.32,7,36,0.69,1347,14.60,30080,50.0,39.57,0.6335,3.07,2.3010,33.33,15.00,21,15.58,8.63
68738,0.00,0.00,0.00,0.00,712,14.40,7,36,0.69,1342,14.60,29952,50.0,39.73,0.6478,2.82,2.2982,33.33,15.00,21,15.66,8.63
68843,0.00,0.00,0.00,0.00,712,14.40,7,36,0.69,1342,14.57,30080,50.0,39.81,0.6360,3.07,2.2978,33.33,15.00,21,15.49,8.63
68947,0.00,0.00,0.00,0.00,712,14.40,7,36,0.69,1349,14.85,31552,50.0,39.81,0.6455,2.82,2.2975,33.33,15.00,21,15.72,8.63
69052,0.00,0.00,0.00,0.00,712,14.48,7,36,0.69,1348,14.60,29952,50.0,39.89,0.6335,3.07,2.3000,33.33,15.00,21,15.60,8.63
69155,0.00,0.00,0.00,0.00,712,14.32,7,36,0.69,1348,14.58,29952,50.0,39.89,0.6430,2.82,2.3035,33.33,15.00,21,15.58,8.63
69259,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1352,14.57,30144,50.0,39.81,0.6360,3.07,2.3053,33.33,15.00,21,15.74,8.63
69363,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1340,14.61,29952,50.0,39.89,0.6478,3.07,2.3065,33.33,15.00,21,15.60,8.63
69466,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1339,14.59,29952,50.0,39.89,0.6335,3.07,2.3073,33.33,15.00,21,15.62,8.63
69571,0.00,0.00,0.00,0.00,712,14.32,7,36,0.70,1353,14.58,30080,50.0,39.89,0.6430,2.82,2.3080,33.33,15.00,21,15.69,8.63
69675,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1349,14.61,30144,50.0,39.89,0.6335,3.07,2.3065,33.33,15.00,21,15.66,8.63
69778,0.00,0.00,0.00,0.00,712,14.40,7,36,0.70,1350,14.61,29888,50.0,39.89,0.6550,2.82,2.3062,33.33,15.00,21,15.63,8.63
69882,0.00,0.00,0.00,0.00,712,14.48,7,36,0.70,1365,14.58,30080,50.0,39.73,0.6335,3.07,2.3043,33.33,15.00,21,15.79,8.63
69986,0.00,0.00,0.00,0.00,712,14.48,7,37,0.70,1354,14.57,30016,50.0,39.57,0.6382,2.82,2.3003,33.33,15.00,21,15.69,8.63
