Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (4-byte)* (kPa absolute),Mass Airflow (g/s),Throttle Opening Angle (%)
16637,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,950,14.11,27328,50.0,0.6502,2.82,2.1378,33.33,15.00,21,38.46,10.17,6.27
16741,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,951,14.13,26688,50.0,0.6382,2.82,2.1343,33.33,15.00,21,38.46,10.22,6.27
16844,0.00,0.00,0.00,0.00,712,14.24,7,47,0.65,953,14.13,26944,50.0,0.6763,2.82,2.1318,33.33,15.00,21,38.46,10.19,6.27
16948,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,956,14.10,27072,50.0,0.6408,2.82,2.1303,33.33,15.00,21,38.46,10.25,6.27
17053,0.00,0.00,0.00,0.00,712,14.24,7,47,0.65,950,14.12,26944,50.0,0.6478,2.82,2.1288,33.33,15.00,21,38.46,10.23,6.27
17156,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,955,14.14,27904,50.0,0.6360,2.82,2.1278,33.33,15.00,21,38.46,10.23,6.27
17260,0.00,0.00,0.00,0.00,712,14.24,7,47,0.64,943,14.36,28416,50.0,0.6787,2.82,2.1267,33.33,15.00,21,38.46,10.20,6.27
17365,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,948,14.10,26944,50.0,0.6382,2.82,2.1285,33.33,15.50,21,38.70,10.93,6.27
17468,0.00,0.00,0.00,0.00,712,14.40,7,47,0.66,959,14.13,26880,50.0,0.6502,3.07,3.1030,33.33,14.00,21,90.40,24.34,30.59
17572,0.00,0.00,0.00,0.00,712,14.32,7,47,0.84,1179,14.11,26944,50.0,0.6335,5.12,5.3152,33.33,6.00,21,94.93,35.33,76.47
17677,0.00,0.00,0.00,0.00,712,14.24,7,47,1.13,1365,14.08,27072,50.0,0.6502,6.66,6.4565,33.33,0.00,21,94.69,41.99,100.00
17782,0.00,0.00,0.00,0.00,712,14.32,7,47,1.35,1532,14.60,30080,50.0,0.6430,7.68,7.3160,66.67,0.00,21,94.76,48.74,100.00
17886,0.00,0.00,0.00,0.00,712,14.24,7,47,1.52,1757,0.00,60032,0.0,0.6455,8.19,7.5823,66.67,0.00,21,90.08,47.09,58.43
17990,0.00,0.00,0.00,0.00,712,14.24,7,47,1.54,1990,0.00,60032,0.0,0.6430,6.91,4.4855,66.67,15.00,21,56.09,27.53,6.27
18093,0.00,0.00,0.00,0.00,712,14.24,7,47,1.24,1946,17.59,49728,50.0,0.6502,3.58,2.2548,33.33,15.00,21,36.71,17.16,4.31
18198,0.00,0.00,0.00,0.00,712,14.32,7,47,0.93,1765,15.60,36800,50.0,0.6455,2.30,1.4347,33.33,15.00,21,28.05,12.02,3.92
18301,0.00,0.00,0.00,0.00,712,14.32,7,47,0.72,1598,13.58,23552,50.0,0.6525,2.05,1.4338,33.33,15.00,21,28.93,11.82,7.06
18406,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1456,13.09,20352,50.0,0.6478,1.79,1.0575,33.33,15.00,21,26.54,9.29,4.71
18510,0.00,0.00,0.00,0.00,712,14.32,7,47,0.54,1299,13.35,21760,50.0,0.6668,1.54,0.8110,33.33,15.00,21,26.15,8.19,5.10
18613,0.00,0.00,0.00,0.00,712,14.32,7,47,0.49,1168,13.54,22720,50.0,0.6408,1.28,0.6558,33.33,15.00,21,26.70,7.34,4.71
18717,0.00,0.00,0.00,0.00,712,14.32,7,47,0.46,1069,13.11,20480,50.0,0.6715,1.28,0.6000,33.33,15.00,21,27.26,6.77,4.71
18821,0.00,0.00,0.00,0.00,712,14.24,7,47,0.44,982,13.13,20416,50.0,0.6408,1.28,0.6000,33.33,15.00,21,27.66,6.33,4.31
18926,0.00,0.00,0.00,0.00,712,14.32,7,47,0.42,927,13.12,20224,50.0,0.6740,1.28,0.6000,33.33,15.00,21,27.73,5.81,4.31
19029,0.00,0.00,0.00,0.00,712,14.32,7,47,0.42,863,13.11,20544,50.0,0.6430,1.28,0.6000,33.33,15.00,21,28.29,5.63,4.31
19134,0.00,0.00,0.00,0.00,712,14.40,7,47,0.41,805,13.36,17088,50.0,0.6312,1.28,0.6000,33.33,15.00,21,29.72,6.03,5.10
19238,0.00,0.00,0.00,0.00,712,14.40,7,47,0.42,754,12.60,16768,50.0,0.6335,1.28,1.5365,33.33,15.00,21,32.02,6.47,5.49
19342,0.00,0.00,0.00,0.00,712,14.40,7,47,0.44,724,12.58,16960,50.0,0.6763,2.30,1.7603,33.33,15.00,21,34.88,7.03,5.88
19447,0.00,0.00,0.00,0.00,712,14.16,7,47,0.47,694,12.57,17088,50.0,0.6573,2.56,1.9630,33.33,15.00,21,38.06,7.50,5.88
19550,0.00,0.00,0.00,0.00,712,14.08,7,48,0.51,684,12.61,16704,50.0,0.6857,2.82,2.1090,33.33,15.00,21,39.97,7.80,5.88
19654,0.00,0.00,0.00,0.00,712,14.24,7,48,0.54,684,13.11,20224,50.0,0.6382,2.82,2.2800,33.33,15.00,21,41.87,8.25,5.88
19758,0.00,0.00,0.00,0.00,712,14.32,7,48,0.58,690,13.08,20352,50.0,0.6360,3.07,2.3805,33.33,15.00,21,42.98,8.73,5.88
19862,0.00,0.00,0.00,0.00,712,14.40,7,48,0.62,710,13.59,23744,50.0,0.6763,3.07,2.5090,33.33,15.00,21,44.17,9.17,5.49
19966,0.00,0.00,0.00,0.00,712,14.16,7,48,0.64,738,14.12,27072,50.0,0.6763,3.33,2.5813,33.33,15.00,21,44.57,9.56,5.49
20070,0.00,0.00,0.00,0.00,712,14.16,7,48,0.67,768,14.10,27136,50.0,0.6645,3.33,2.6202,33.33,15.00,21,44.33,9.92,5.49
20174,0.00,0.00,0.00,0.00,712,14.16,7,48,0.69,802,14.10,27136,50.0,0.6455,3.33,2.6338,33.33,15.00,21,44.17,10.26,5.49
20278,0.00,0.00,0.00,0.00,712,14.32,7,48,0.71,834,14.59,30144,50.0,0.6335,3.33,2.6265,33.33,15.00,21,43.46,10.37,5.49
20382,0.00,0.00,0.00,0.00,712,14.40,7,48,0.72,865,14.59,30080,50.0,0.6312,3.33,2.5518,33.33,15.00,21,42.35,10.53,5.49
20486,0.00,0.00,0.00,0.00,712,14.24,7,48,0.72,888,14.59,30016,50.0,0.6455,3.07,2.5370,33.33,15.00,21,41.63,10.49,5.49
20591,0.00,0.00,0.00,0.00,712,14.32,7,48,0.71,914,14.42,28416,50.0,0.6430,3.07,2.4722,33.33,15.00,21,40.68,10.48,5.49
20694,0.00,0.00,0.00,0.00,712,14.32,7,48,0.71,929,14.36,28416,50.0,0.6335,3.07,2.3880,33.33,15.00,21,39.41,10.18,5.49
20798,0.00,0.00,0.00,0.00,712,14.32,7,48,0.69,926,14.58,29952,50.0,0.6478,3.07,2.3070,33.33,15.00,21,38.46,9.87,5.49
20902,0.00,0.00,0.00,0.00,712,14.32,7,48,0.68,914,14.59,27264,50.0,0.6408,2.82,2.2570,33.33,15.00,21,37.90,9.57,5.49
21006,0.00,0.00,0.00,0.00,712,14.24,7,48,0.67,900,14.13,26688,50.0,0.6430,2.82,2.2055,33.33,15.00,21,37.66,9.42,5.49
21110,0.00,0.00,0.00,0.00,712,14.00,7,48,0.66,892,14.11,26880,50.0,0.6715,2.82,2.1820,33.33,15.00,21,37.82,9.37,5.88
21215,0.00,0.00,0.00,0.00,712,14.40,7,48,0.65,882,14.10,27008,50.0,0.6360,2.82,2.2027,33.33,15.00,21,38.06,9.34,5.88
21318,0.00,0.00,0.00,0.00,712,14.32,7,48,0.65,874,14.13,27008,50.0,0.6312,2.82,2.1863,33.33,15.00,21,38.38,9.41,5.88
21422,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,872,13.87,23552,50.0,0.6693,2.82,2.1820,33.33,15.00,21,38.77,9.54,5.88
21526,0.00,0.00,0.00,0.00,712,14.32,7,48,0.65,880,13.56,23616,50.0,0.6478,2.82,2.1870,33.33,15.00,21,39.17,9.70,5.88
21629,0.00,0.00,0.00,0.00,712,14.40,7,48,0.65,877,13.59,23360,50.0,0.6382,2.82,2.2000,33.33,15.00,21,39.57,9.70,5.88
21733,0.00,0.00,0.00,0.00,712,14.24,7,48,0.66,881,13.59,23424,50.0,0.6502,2.82,2.2102,33.33,15.00,21,39.73,9.91,5.88
21838,0.00,0.00,0.00,0.00,712,14.32,7,48,0.66,892,13.57,23552,50.0,0.6763,2.82,2.2240,33.33,15.00,21,40.20,10.32,6.27
21941,0.00,0.00,0.00,0.00,712,14.32,7,48,0.68,902,13.56,23680,50.0,0.6360,3.07,3.2390,33.33,14.00,21,93.26,21.25,29.02
22045,0.00,0.00,0.00,0.00,712,14.40,7,48,0.81,1106,13.61,23360,50.0,0.6550,5.38,5.0542,33.33,7.00,21,95.00,33.17,83.53
22150,0.00,0.00,0.00,0.00,712,14.40,7,48,1.06,1302,13.58,23552,50.0,0.6382,6.66,6.1925,33.33,0.00,21,95.08,38.34,100.00
22253,0.00,0.00,0.00,0.00,712,14.32,7,48,1.29,1442,14.11,26880,50.0,0.6478,7.42,7.1200,66.67,0.00,21,95.08,46.05,100.00
22357,0.00,0.00,0.00,0.00,712,14.32,7,48,1.49,1696,18.37,54912,50.0,0.6502,8.19,7.6510,66.67,0.00,21,95.00,50.25,100.00
22462,0.00,0.00,0.00,0.00,712,14.32,7,48,1.60,1866,0.00,62784,0.0,0.6810,8.19,7.1932,66.67,15.00,21,77.69,39.43,23.92
22566,0.00,0.00,0.00,0.00,712,14.32,7,48,1.46,2029,18.58,51520,50.0,0.6525,4.86,3.2458,33.33,0.50,21,46.24,22.27,5.49
22669,0.00,0.00,0.00,0.00,712,14.32,7,48,1.13,1890,16.56,30976,50.0,0.6502,3.07,1.9360,33.33,15.00,21,32.82,14.98,4.31
22773,0.00,0.00,0.00,0.00,712,14.32,7,48,0.84,1673,13.91,22144,50.0,0.6598,2.05,1.3685,33.33,15.00,21,27.34,11.65,3.92
22877,0.00,0.00,0.00,0.00,712,14.32,7,48,0.67,1494,13.57,23360,50.0,0.6693,2.05,1.2663,33.33,15.00,21,28.93,11.52,6.27
22981,0.00,0.00,0.00,0.00,712,14.24,7,48,0.60,1387,13.57,27008,50.0,0.6502,1.79,1.0308,33.33,15.00,21,27.34,9.19,4.71
23084,0.00,0.00,0.00,0.00,712,14.32,7,48,0.53,1240,14.13,26944,50.0,0.6740,1.54,0.7442,33.33,15.00,21,26.38,7.66,4.31
23189,0.00,0.00,0.00,0.00,712,14.32,7,48,0.49,1105,13.99,23488,50.0,0.6408,1.28,0.6058,33.33,15.00,21,27.58,7.30,5.10
23292,0.00,0.00,0.00,0.00,712,14.24,7,48,0.46,1018,13.57,23552,50.0,0.6408,1.28,0.6000,33.33,15.00,21,28.53,6.85,4.71
23397,0.00,0.00,0.00,0.00,712,14.24,7,48,0.45,952,13.41,22016,50.0,0.6430,1.28,0.6000,33.33,15.00,21,28.37,6.25,3.92
23501,0.00,0.00,0.00,0.00,712,14.24,7,48,0.44,883,13.15,20672,50.0,0.6430,1.28,0.6000,33.33,15.00,21,28.69,5.98,4.31
23604,0.00,0.00,0.00,0.00,712,14.40,7,48,0.43,836,12.59,16960,50.0,0.6430,1.28,0.6000,33.33,15.00,21,29.24,5.95,4.31
23709,0.00,0.00,0.00,0.00,712,14.40,7,48,0.43,781,12.58,16896,50.0,0.6335,1.28,0.6525,33.33,15.00,21,31.07,6.49,5.49
23812,0.00,0.00,0.00,0.00,712,14.40,7,48,0.45,741,12.59,16768,50.0,0.6360,2.30,1.6693,33.33,15.00,21,33.45,6.90,5.49
23917,0.00,0.00,0.00,0.00,712,14.40,7,48,0.47,712,12.58,16960,50.0,0.6740,2.30,1.8353,33.33,15.00,21,35.68,7.10,5.88
24020,0.00,0.00,0.00,0.00,712,14.16,7,48,0.50,689,12.56,17024,50.0,0.6880,2.56,2.0078,33.33,15.00,21,38.46,7.55,5.88
24125,0.00,0.00,0.00,0.00,712,14.24,7,48,0.53,677,13.14,20288,50.0,0.6360,2.82,2.1492,33.33,15.00,21,40.28,7.74,5.88
24228,0.00,0.00,0.00,0.00,712,14.24,7,48,0.56,679,13.12,20416,50.0,0.6265,2.82,2.2975,33.33,15.00,21,41.95,8.26,5.49
24333,0.00,0.00,0.00,0.00,712,14.40,7,48,0.59,682,13.09,20608,50.0,0.6382,3.07,2.4055,33.33,15.00,21,43.30,8.57,5.49
24437,0.00,0.00,0.00,0.00,712,14.40,7,48,0.62,706,13.59,23616,50.0,0.6668,3.07,2.5192,33.33,15.00,21,44.41,9.06,5.49
24541,0.00,0.00,0.00,0.00,712,14.16,7,48,0.65,731,14.13,27008,50.0,0.6715,3.33,2.6107,33.33,15.00,21,45.05,9.64,5.49
24645,0.00,0.00,0.00,0.00,712,14.16,7,48,0.68,761,14.11,26880,50.0,0.6835,3.33,2.6525,33.33,15.00,21,45.05,9.98,5.49
24749,0.00,0.00,0.00,0.00,712,14.24,7,48,0.70,794,14.12,27008,50.0,0.6478,3.33,2.6827,33.33,15.00,21,44.81,10.34,5.49
24853,0.00,0.00,0.00,0.00,712,14.24,7,48,0.72,828,13.90,25472,50.0,0.6598,3.33,2.6685,33.33,15.00,21,44.25,10.63,5.49
24958,0.00,0.00,0.00,0.00,712,14.40,7,48,0.73,858,13.88,26624,50.0,0.6312,3.33,2.6303,33.33,15.00,21,43.14,10.59,5.49
25063,0.00,0.00,0.00,0.00,712,14.40,7,48,0.73,886,14.09,26880,50.0,0.6360,3.33,2.5720,33.33,15.00,21,41.87,10.55,5.49
25166,0.00,0.00,0.00,0.00,712,14.32,7,48,0.72,908,14.14,26944,50.0,0.6715,3.07,2.4798,33.33,15.00,21,40.68,10.44,5.49
25270,0.00,0.00,0.00,0.00,712,14.40,7,48,0.71,919,14.12,26880,50.0,0.6430,3.07,2.3918,33.33,15.00,21,39.41,10.07,5.49
25375,0.00,0.00,0.00,0.00,712,14.24,7,48,0.70,918,14.11,27008,50.0,0.6478,3.07,2.3245,33.33,15.00,21,38.54,9.84,5.49
25480,0.00,0.00,0.00,0.00,712,14.32,7,48,0.69,918,14.10,27008,50.0,0.6502,2.82,2.2542,33.33,15.00,21,37.98,9.67,5.49
25583,0.00,0.00,0.00,0.00,712,14.32,7,48,0.67,900,14.13,27072,50.0,0.6430,2.82,2.2070,33.33,15.00,21,37.74,9.48,5.49
25687,0.00,0.00,0.00,0.00,712,14.32,7,48,0.66,890,14.16,28416,50.0,0.6763,2.82,2.1738,33.33,15.00,21,37.74,9.21,5.49
25791,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,874,14.36,28672,50.0,0.6668,2.82,2.1695,33.33,15.00,21,37.98,9.22,5.88
25895,0.00,0.00,0.00,0.00,712,14.32,7,48,0.65,866,13.60,23360,50.0,0.6312,2.82,2.1823,33.33,15.00,21,38.38,9.39,5.88
25999,0.00,0.00,0.00,0.00,712,14.32,7,48,0.65,861,13.59,23488,50.0,0.6430,2.82,2.1823,33.33,15.00,21,39.01,9.45,5.88
26103,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,854,13.57,23296,50.0,0.6810,2.82,2.1877,33.33,15.00,21,39.33,9.50,5.88
26207,0.00,0.00,0.00,0.00,712,14.32,7,48,0.65,860,13.59,23552,50.0,0.6525,2.82,2.2440,33.33,15.00,21,40.04,9.78,6.27
26311,0.00,0.00,0.00,0.00,712,14.40,7,48,0.66,868,13.60,23360,50.0,0.6360,2.82,2.2772,33.33,15.00,21,40.52,10.03,6.27
26415,0.00,0.00,0.00,0.00,712,14.32,7,48,0.67,879,13.58,23552,50.0,0.6430,2.82,2.3025,33.33,15.00,21,40.76,10.16,6.27
26519,0.00,0.00,0.00,0.00,712,14.32,7,48,0.67,899,13.59,23616,50.0,0.6620,3.07,2.3207,33.33,15.00,21,40.84,10.46,6.27
26622,0.00,0.00,0.00,0.00,712,14.24,7,48,0.68,917,13.59,23360,50.0,0.6360,3.07,2.2890,33.33,15.00,21,40.68,10.63,6.27
26727,0.00,0.00,0.00,0.00,712,14.24,7,48,0.68,932,13.59,23296,50.0,0.6502,2.82,2.2953,33.33,15.00,21,40.36,10.58,6.27
26830,0.00,0.00,0.00,0.00,712,14.32,7,48,0.68,948,13.56,27072,50.0,0.6455,3.07,2.2875,33.33,15.00,21,39.97,10.64,6.27
26935,0.00,0.00,0.00,0.00,712,14.24,7,48,0.68,956,14.10,26048,50.0,0.6763,2.82,2.2700,33.33,15.00,21,39.49,10.61,5.88
27039,0.00,0.00,0.00,0.00,712,14.24,7,48,0.68,966,13.89,25536,50.0,0.6455,2.82,2.2480,33.33,15.00,21,39.01,10.49,5.88
27143,0.00,0.00,0.00,0.00,712,14.32,7,48,0.67,972,14.11,26880,50.0,0.6740,2.82,2.1833,33.33,15.00,21,38.54,10.42,5.88
27247,0.00,0.00,0.00,0.00,712,14.32,7,48,0.66,970,14.10,27008,50.0,0.6430,2.82,2.1595,33.33,15.00,21,38.14,10.22,5.88
27351,0.00,0.00,0.00,0.00,712,14.32,7,48,0.66,960,14.14,26624,50.0,0.6455,2.82,2.1330,33.33,15.00,21,37.90,10.13,5.88
27456,0.00,0.00,0.00,0.00,712,14.32,7,48,0.65,959,14.12,27008,50.0,0.6360,2.82,2.1085,33.33,15.00,21,37.90,9.97,5.88
27559,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,946,14.11,27072,50.0,0.6810,2.82,2.1193,33.33,15.00,21,37.74,9.98,5.88
27663,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,944,14.13,26944,50.0,0.6715,2.82,2.1080,33.33,15.00,21,37.82,9.90,5.88
27767,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,940,14.14,27072,50.0,0.6408,2.82,2.0793,33.33,15.00,21,37.82,9.99,6.27
27871,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,940,14.37,28736,50.0,0.6573,2.82,2.0765,33.33,15.00,21,37.98,9.90,6.27
27975,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,923,14.12,26944,50.0,0.6382,2.82,2.0998,33.33,15.00,21,38.22,9.85,6.27
28079,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,921,14.13,26944,50.0,0.6573,2.82,2.1015,33.33,15.00,21,38.30,9.87,6.27
28183,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,924,14.10,27008,50.0,0.6455,2.82,2.1075,33.33,15.00,21,38.46,9.93,6.27
28287,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,928,14.10,27072,50.0,0.6430,2.82,2.1153,33.33,15.00,21,38.62,9.96,6.27
28390,0.00,0.00,0.00,0.00,712,14.08,7,48,0.64,934,14.13,27008,50.0,0.6835,2.82,2.1208,33.33,15.00,21,38.62,10.15,6.27
28495,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,934,14.11,26944,50.0,0.6360,2.82,2.1263,33.33,15.00,21,38.46,10.18,6.27
28598,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,938,14.11,26880,50.0,0.6668,2.82,2.1288,33.33,15.00,21,38.54,10.12,6.27
28702,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,940,14.12,26880,50.0,0.6455,2.82,2.1318,33.33,15.00,21,38.62,10.13,6.27
28807,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,946,14.13,26944,50.0,0.6598,2.82,2.1322,33.33,15.00,21,38.54,10.15,6.27
28911,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,951,14.10,27072,50.0,0.6455,2.82,2.1300,33.33,15.00,21,38.46,10.30,6.27
29015,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,950,14.12,26880,50.0,0.6835,2.82,2.1292,33.33,15.00,21,38.38,10.24,6.27
29118,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,956,13.89,25344,50.0,0.6455,2.82,2.1265,33.33,15.00,21,38.38,10.28,6.27
29223,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,959,13.87,27072,50.0,0.6668,2.82,2.1233,33.33,15.00,21,38.22,10.18,6.27
29326,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,962,14.10,27264,50.0,0.6430,2.82,2.1178,33.33,15.00,21,38.14,10.24,6.27
29431,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,966,14.13,26880,50.0,0.6693,2.82,2.1135,33.33,15.00,21,37.98,10.12,6.27
29534,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,966,14.11,26944,50.0,0.6430,2.82,2.1082,33.33,15.00,21,37.98,10.26,6.27
29638,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,958,14.10,27072,50.0,0.6645,2.82,2.1042,33.33,15.00,21,37.90,10.10,6.27
29742,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,960,14.12,26880,50.0,0.6455,2.82,2.0980,33.33,15.00,21,37.82,10.20,6.27
29845,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,950,14.13,27008,50.0,0.6573,2.82,2.0745,33.33,15.00,21,37.90,9.96,6.27
29950,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,952,14.32,28672,50.0,0.6408,2.82,2.0725,33.33,15.00,21,37.98,9.99,6.27
30053,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,951,14.36,27584,50.0,0.6715,2.82,2.0710,33.33,15.00,21,37.98,10.07,6.27
30159,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,952,14.13,26880,50.0,0.6455,2.82,2.0953,33.33,15.00,21,37.98,10.00,6.27
30263,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,951,14.11,27008,50.0,0.6455,2.82,2.0938,33.33,15.00,21,37.98,10.12,6.27
30367,0.00,0.00,0.00,0.00,712,14.08,7,48,0.64,953,14.11,26944,50.0,0.6455,2.82,2.0960,33.33,15.00,21,38.14,10.07,6.27
30470,0.00,0.00,0.00,0.00,712,14.40,7,48,0.64,948,14.13,26880,50.0,0.6525,2.82,2.0953,33.33,15.00,21,37.98,10.12,6.27
30575,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,952,14.12,27008,50.0,0.6620,2.82,2.0970,33.33,15.00,21,37.98,10.09,6.27
30679,0.00,0.00,0.00,0.00,712,14.40,7,48,0.64,950,14.10,27008,50.0,0.6455,2.82,2.0983,33.33,15.00,21,38.06,10.10,6.27
30782,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,952,14.13,26944,50.0,0.6857,2.82,2.0980,33.33,15.00,21,37.98,10.10,6.27
30887,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,950,14.11,26880,50.0,0.6430,2.82,2.0990,33.33,15.00,21,37.98,10.13,6.27
30990,0.00,0.00,0.00,0.00,712,14.16,7,48,0.64,955,14.11,26880,50.0,0.6525,2.82,2.0985,33.33,15.00,21,37.98,10.07,6.27
31094,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,946,14.11,27008,50.0,0.6478,2.82,2.0995,33.33,15.00,21,38.06,10.09,6.27
31200,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,952,14.11,25408,50.0,0.6763,2.82,2.1002,33.33,15.00,21,38.06,10.08,6.27
31303,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,954,13.86,25408,50.0,0.6430,2.82,2.1008,33.33,15.00,21,38.06,10.11,6.27
31408,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,949,14.12,27136,50.0,0.6502,2.82,2.1010,33.33,15.00,21,38.14,10.12,6.27
31512,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,954,14.13,26880,50.0,0.6502,2.82,2.1012,33.33,15.00,21,38.06,10.13,6.27
31616,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,949,14.12,27072,50.0,0.6715,2.82,2.1015,33.33,15.00,21,38.06,10.06,6.27
31719,0.00,0.00,0.00,0.00,712,14.16,7,48,0.64,952,14.09,26880,50.0,0.6455,2.82,2.1015,33.33,15.00,21,37.98,10.14,6.27
31824,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,954,14.13,26944,50.0,0.6525,2.82,2.1018,33.33,15.00,21,37.98,10.11,6.27
31928,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,956,14.12,26624,50.0,0.6502,2.82,2.0995,33.33,15.00,21,37.98,10.11,6.27
32033,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,949,14.12,27392,50.0,0.6715,2.82,2.1000,33.33,15.00,21,37.98,10.12,6.27
32136,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,953,14.36,28864,50.0,0.6455,2.82,2.0995,33.33,15.00,21,37.98,10.14,6.27
32241,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,953,14.14,26880,50.0,0.6525,2.82,2.0993,33.33,15.00,21,37.98,10.13,6.27
32346,0.00,0.00,0.00,0.00,712,14.24,7,48,0.64,958,14.10,27008,50.0,0.6455,2.82,2.0968,33.33,15.00,21,37.98,10.09,6.27
32450,0.00,0.00,0.00,0.00,712,14.32,7,48,0.64,959,14.10,27072,50.0,0.6835,2.82,2.0935,33.33,15.00,21,37.82,10.06,6.27
32553,0.00,0.00,0.00,0.00,712,14.24,7,48,0.63,960,14.10,26880,50.0,0.6455,2.82,2.0900,33.33,15.00,21,37.90,10.08,6.27
32657,0.00,0.00,0.00,0.00,712,14.32,7,48,0.63,955,14.13,26688,50.0,0.6787,2.82,2.0875,33.33,15.00,21,37.82,10.10,6.27
32761,0.00,0.00,0.00,0.00,712,14.24,7,48,0.63,960,14.10,27328,50.0,0.6455,2.82,2.0857,33.33,15.00,21,37.82,10.09,6.27
32865,0.00,0.00,0.00,0.00,712,14.32,7,48,0.63,952,14.13,26944,50.0,0.6620,2.82,2.0845,33.33,15.00,21,37.82,10.00,6.27
32970,0.00,0.00,0.00,0.00,712,14.00,7,48,0.63,953,14.12,26944,50.0,0.6408,2.82,2.0845,33.33,15.00,21,37.82,10.05,6.27
33073,0.00,0.00,0.00,0.00,712,14.24,7,48,0.63,953,14.11,27072,50.0,0.6408,2.82,2.0835,33.33,15.00,21,37.82,10.00,6.27
33177,0.00,0.00,0.00,0.00,712,14.16,7,48,0.63,954,14.11,27136,50.0,0.6880,2.82,2.0840,33.33,15.00,21,37.90,10.07,6.27
33281,0.00,0.00,0.00,0.00,712,14.32,7,48,0.63,952,14.12,26688,50.0,0.6430,2.82,2.0842,33.33,16.00,21,37.74,10.26,5.49
33385,0.00,0.00,0.00,0.00,712,14.24,7,48,0.65,962,13.89,25472,50.0,0.6787,3.07,3.1970,33.33,15.00,21,91.35,23.22,30.59
33489,0.00,0.00,0.00,0.00,712,14.40,7,48,0.84,1135,14.02,26880,50.0,0.6550,5.38,5.3190,33.33,6.00,21,94.76,34.06,74.51
33593,0.00,0.00,0.00,0.00,712,14.24,7,48,1.10,1359,14.13,26944,50.0,0.6455,6.66,6.4210,66.67,0.00,21,94.76,41.72,100.00
33697,0.00,0.00,0.00,0.00,712,14.24,7,48,1.35,1534,15.14,33536,50.0,0.6455,7.42,7.2032,66.67,0.00,21,94.84,48.08,100.00
