Time (msec),AVLS Bank 0 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),AVLS Bank 1 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Oil Switching Solenoid Valve (OSV) Current (Left) (mA),Oil Switching Solenoid Valve (OSV) Current (Right) (mA),Oil Switching Solenoid Valve (OSV) Duty (Left) (%),Oil Switching Solenoid Valve (OSV) Duty (Right) (%),Oil Temperature (C),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Selected Barometric Estimate (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
17890,1,1,0.00,1,51,919,14.16,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
17993,1,1,0.00,1,51,921,14.09,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
18097,1,1,0.00,1,51,916,14.07,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.749,95.162,5.10,0
18201,1,1,0.00,1,51,922,14.09,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.749,95.162,5.10,0
18306,1,1,0.00,1,51,922,14.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
18409,1,1,0.00,1,51,924,14.07,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
18514,1,1,0.00,1,51,924,14.10,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
18618,1,1,0.00,1,51,922,14.09,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.483,95.162,5.10,0
18722,1,1,0.00,1,51,925,14.09,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
18827,1,1,0.00,1,51,921,14.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
18930,1,1,0.00,1,51,924,14.57,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.268,95.162,5.10,0
19035,1,1,0.00,1,51,924,13.86,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
19138,1,1,0.00,1,51,924,13.86,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.483,95.162,5.10,0
19243,1,1,0.00,1,51,926,14.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.749,95.162,5.10,0
19348,1,1,0.00,1,51,921,14.08,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
19452,1,1,0.00,1,51,923,14.11,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
19555,1,1,0.00,1,51,926,14.09,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
19660,1,1,0.00,1,51,918,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.749,95.162,5.10,0
19764,1,1,0.00,1,51,923,14.10,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
19868,1,1,0.00,1,51,924,14.26,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
19973,1,1,0.00,1,51,928,14.36,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
20076,1,1,0.00,1,51,930,14.76,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
20180,1,1,0.00,1,51,928,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
20284,1,1,0.00,1,51,934,14.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
20387,1,1,0.00,1,51,934,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.317,95.162,5.10,0
20492,1,1,0.00,1,51,936,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
20596,1,1,0.00,1,51,939,14.54,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.215,95.162,5.10,0
20699,1,1,0.00,1,51,938,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
20804,1,1,0.00,1,51,938,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
20907,1,1,0.00,1,51,934,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
21011,1,1,0.00,1,51,934,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
21116,1,1,0.00,1,51,935,14.53,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
21219,1,1,0.00,1,51,930,14.32,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
21323,1,1,0.00,1,51,929,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
21428,1,1,0.00,1,51,936,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
21531,1,1,0.00,1,51,936,14.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
21635,1,1,0.00,1,51,940,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
21739,1,1,0.00,1,51,944,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
21844,1,1,0.00,1,51,942,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
21947,1,1,0.00,1,51,944,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.49,0
22051,1,1,0.00,1,51,940,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
22156,1,1,0.00,1,51,943,14.82,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
22261,1,1,0.00,1,51,948,14.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
22365,1,1,0.00,1,51,947,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
22469,1,1,0.00,1,51,945,14.53,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
22574,1,1,0.00,1,51,944,14.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
22678,1,1,0.00,1,51,944,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
22781,1,1,0.00,1,51,945,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
22885,1,1,0.00,1,51,945,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
22990,1,1,0.00,1,51,940,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
23093,1,1,0.00,1,51,946,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
23197,1,1,0.00,1,51,943,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
23301,1,1,0.00,1,51,943,14.33,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
23405,1,1,0.00,1,51,945,14.37,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
23509,1,1,0.00,1,51,944,14.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
23613,1,1,0.00,1,51,943,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
23717,1,1,0.00,1,51,948,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.215,95.162,5.10,0
23820,1,1,0.00,1,51,947,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
23925,1,1,0.00,1,51,947,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
24029,1,1,0.00,1,51,948,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.215,95.162,5.10,0
24133,1,1,0.00,1,51,945,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
24237,1,1,0.00,1,51,947,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
24341,1,1,0.00,1,51,939,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
24444,1,1,0.00,1,51,942,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
24549,1,1,0.00,1,51,941,14.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
24652,1,1,0.00,1,51,943,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
24756,1,1,0.00,1,51,940,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
24860,1,1,0.00,1,51,944,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
24964,1,1,0.00,1,51,938,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
25068,1,1,0.00,1,51,929,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
25171,1,1,0.00,1,51,930,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
25276,1,1,0.00,1,51,926,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.749,95.162,5.10,0
25379,1,1,0.00,1,51,932,14.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.749,95.162,5.10,0
25483,1,1,0.00,1,51,930,14.30,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
25588,1,1,0.00,1,51,934,14.59,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
25692,1,1,0.00,1,51,939,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,34.370,95.162,5.10,0
25795,1,1,0.00,1,51,938,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
25899,1,1,0.00,1,51,945,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.850,95.162,5.10,0
26004,1,1,0.00,1,51,944,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
26107,1,1,0.00,1,51,948,14.55,0.00,0.00,2.56,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
26211,1,1,0.00,1,51,952,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
26316,1,1,0.00,1,51,952,14.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
26420,1,1,0.00,1,51,949,14.81,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
26523,1,1,0.00,1,51,953,14.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
26627,1,1,0.00,1,51,948,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.266,95.162,5.10,0
26731,1,1,0.00,1,51,952,15.08,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.215,95.162,5.10,0
26835,1,1,0.00,1,51,945,15.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.215,95.162,5.10,0
26938,1,1,0.00,1,51,945,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
27043,1,1,0.00,1,51,946,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.482,95.162,5.10,0
27147,1,1,0.00,1,51,942,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
27250,1,1,0.00,1,51,938,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
27355,1,1,0.00,1,51,940,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
27459,1,1,0.00,1,51,938,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.584,95.162,5.10,0
27562,1,1,0.00,1,51,933,14.88,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.317,95.162,5.10,0
27667,1,1,0.00,1,51,943,14.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
27770,1,1,0.00,1,51,940,14.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
27874,1,1,0.00,1,51,946,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
27978,1,1,0.00,1,51,948,15.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
28082,1,1,0.00,1,51,945,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.748,95.162,5.10,0
28186,1,1,0.00,1,51,948,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
28290,1,1,0.00,1,51,944,15.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.799,95.162,5.10,0
28394,1,1,0.00,1,51,946,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.215,95.162,5.10,0
28498,1,1,0.00,1,51,948,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
28603,1,1,0.00,1,51,946,15.34,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,50,33.533,95.162,5.10,0
28707,1,1,0.00,1,51,944,15.37,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.317,95.162,5.10,0
28810,1,1,0.00,1,51,950,15.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.266,95.162,5.10,0
28915,1,1,0.00,1,51,948,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.266,95.162,5.10,0
29019,1,1,0.00,1,51,948,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.215,95.162,5.10,0
29122,1,1,0.00,1,51,944,15.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.215,95.162,5.10,0
29227,1,1,0.00,1,51,944,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
29332,1,1,0.00,1,51,938,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
29435,1,1,0.00,1,51,938,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.799,95.162,5.10,0
29540,1,1,0.00,1,51,938,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.799,95.162,5.10,0
29643,1,1,0.00,1,51,941,14.94,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.799,95.162,5.10,0
29747,1,1,0.00,1,51,943,14.86,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.584,95.162,5.10,0
29851,1,1,0.00,1,51,944,15.39,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.584,95.162,5.10,0
29956,1,1,0.00,1,51,947,15.14,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.317,95.162,5.10,0
30059,1,1,0.00,1,51,943,15.54,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
30163,1,1,0.00,1,51,945,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
30266,1,1,0.00,1,51,944,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
30371,1,1,0.00,1,51,946,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
30475,1,1,0.00,1,51,949,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.215,95.162,5.10,0
30579,1,1,0.00,1,51,942,15.14,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.748,95.162,5.10,0
30683,1,1,0.00,1,51,945,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.482,95.162,5.10,0
30787,1,1,0.00,1,51,950,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.482,95.162,5.10,0
30890,1,1,0.00,1,51,948,15.84,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
30994,1,1,0.00,1,51,942,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.266,95.162,5.10,0
31099,1,1,0.00,1,51,947,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.266,95.162,5.10,0
31202,1,1,0.00,1,51,942,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.266,95.162,5.10,0
31306,1,1,0.00,1,51,940,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
31410,1,1,0.00,1,51,939,15.08,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
31514,1,1,0.00,1,51,941,15.17,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.799,95.162,5.10,0
31619,1,1,0.00,1,51,941,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
31722,1,1,0.00,1,51,940,15.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.799,95.162,5.10,0
31826,1,1,0.00,1,51,950,14.89,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.482,95.162,5.10,0
31930,1,1,0.00,1,51,950,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.533,95.162,5.10,0
32033,1,1,0.00,1,51,956,15.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.215,95.162,5.10,0
32138,1,1,0.00,1,51,953,15.15,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.266,95.162,5.10,0
32242,1,1,0.00,1,51,957,15.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.215,95.162,5.10,0
32346,1,1,0.00,1,51,960,15.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.815,95.162,5.10,0
32449,1,1,0.00,1,51,967,15.15,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
32553,1,1,0.00,1,51,972,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
32657,1,1,0.00,1,51,972,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
32762,1,1,0.00,1,51,968,15.62,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
32865,1,1,0.00,1,51,971,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.928,95.162,5.10,0
32969,1,1,0.00,1,51,964,15.67,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
33073,1,1,0.00,1,51,968,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
33178,1,1,0.00,1,51,966,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
33281,1,1,0.00,1,51,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
33385,1,1,0.00,1,51,958,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
33489,1,1,0.00,1,51,964,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
33592,1,1,0.00,1,51,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
33697,1,1,0.00,1,51,966,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
33801,1,1,0.00,1,51,967,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.928,95.162,5.10,0
33905,1,1,0.00,1,51,968,15.34,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
34008,1,1,0.00,1,51,967,15.37,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
34112,1,1,0.00,1,51,969,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
34216,1,1,0.00,1,51,971,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
34321,1,1,0.00,1,51,968,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
34425,1,1,0.00,1,51,968,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
34528,1,1,0.00,1,51,968,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
34633,1,1,0.00,1,51,969,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
34737,1,1,0.00,1,51,966,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
34842,1,1,0.00,1,51,964,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
34947,1,1,0.00,1,51,959,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
35051,1,1,0.00,1,51,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
35155,1,1,0.00,1,51,964,15.84,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
35258,1,1,0.00,1,51,967,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
35363,1,1,0.00,1,51,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
35468,1,1,0.00,1,51,965,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
35572,1,1,0.00,1,51,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
35676,1,1,0.00,1,51,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
35779,1,1,0.00,1,51,958,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
35883,1,1,0.00,1,51,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
35987,1,1,0.00,1,51,960,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
36092,1,1,0.00,1,51,969,15.36,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
36195,1,1,0.00,1,51,968,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
36299,1,1,0.00,1,51,970,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
36404,1,1,0.00,1,51,977,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
36507,1,1,0.00,1,51,976,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
36611,1,1,0.00,1,51,970,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
