Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (kPa absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
69166,14.40,7,1,33,0.63,1278,15.87,38592,39.89,1.01,0.6455,2.82,2.1002,33.33,15.00,25,13.35,8.24,0.0000
69270,14.48,7,1,33,0.63,1283,16.12,41728,39.89,1.01,0.6408,2.82,2.0998,33.33,15.00,25,13.51,8.24,0.0000
69374,14.48,7,1,33,0.63,1334,16.60,40704,39.89,1.01,0.6288,2.82,2.1000,33.33,15.00,25,13.44,8.24,0.0000
69477,14.40,7,1,34,0.63,1275,16.12,40256,39.89,1.01,0.6360,2.82,2.0975,33.33,15.00,25,13.34,8.24,0.0000
69581,14.40,7,1,34,0.63,1276,16.16,43072,39.81,1.01,0.6288,2.82,2.0932,33.33,15.00,25,13.49,8.24,0.0000
69686,14.48,7,1,34,0.63,1277,16.60,40192,39.54,1.01,0.6430,2.82,2.0800,33.33,15.00,25,13.50,8.24,0.0000
69789,14.40,7,1,34,0.63,1275,16.12,40128,39.73,1.01,0.6478,2.82,2.0947,33.33,15.00,25,13.51,8.24,0.0000
69894,14.48,7,1,34,0.63,1274,16.14,43136,39.99,1.01,0.6360,2.82,2.0943,33.33,15.00,25,13.40,8.24,0.0000
69997,14.40,7,1,34,0.63,1272,16.63,40256,39.81,1.01,0.6288,2.82,2.0907,33.33,15.00,25,13.38,8.24,0.0000
70101,14.40,7,1,34,0.63,1272,16.02,40064,39.73,1.01,0.6360,2.82,2.0903,33.33,15.00,25,13.52,8.24,0.0000
70205,14.48,7,1,34,0.63,1280,16.13,40128,39.54,1.01,0.6573,2.82,2.0913,33.33,15.00,25,13.38,8.24,0.0000
70310,14.40,7,1,34,0.63,1338,16.12,40320,39.81,1.01,0.6408,2.82,2.0888,33.33,15.00,25,13.44,8.24,0.0000
70413,14.40,7,1,34,0.63,1272,16.38,41664,39.73,1.01,0.6382,2.82,2.0905,33.33,15.00,25,13.41,8.24,0.0000
70518,14.48,7,1,34,0.63,1279,16.26,40192,39.99,1.01,0.6430,2.82,2.0900,33.33,15.00,25,13.38,8.24,0.0000
70621,14.40,7,1,34,0.63,1285,16.12,40128,39.65,1.01,0.6408,2.82,2.0903,33.33,15.00,25,13.43,8.24,0.0000
70726,14.40,7,1,34,0.63,1283,16.14,40000,39.57,1.01,0.6598,2.82,2.0870,33.33,15.00,25,13.41,8.24,0.0000
70829,14.40,7,1,34,0.63,1282,16.10,40256,39.65,1.01,0.6382,2.82,2.0867,33.33,15.00,25,13.48,8.24,0.0000
70933,14.40,7,1,34,0.63,1282,16.12,40064,39.57,1.01,0.6408,2.82,2.0852,33.33,15.00,25,13.46,8.24,0.0000
71038,14.40,7,1,34,0.63,1279,16.14,40128,39.57,1.01,0.6598,2.82,2.0810,33.33,15.00,25,13.43,8.24,0.0000
71142,14.48,7,1,34,0.63,1222,16.10,40128,39.49,1.01,0.6382,2.82,2.0817,33.33,15.00,25,13.42,8.24,0.0000
71245,14.40,7,1,34,0.63,1271,15.89,38656,39.57,1.01,0.6382,2.82,2.0820,33.33,15.00,25,13.41,8.24,0.0000
71350,14.40,7,1,34,0.63,1272,15.87,40128,39.57,1.01,0.6382,2.82,2.0805,33.33,15.00,25,13.40,8.24,0.0000
71453,14.48,7,1,34,0.63,1274,16.11,40064,39.91,1.01,0.6382,2.82,2.0810,33.33,15.00,25,13.35,8.24,0.0000
71558,14.40,7,1,34,0.63,1278,16.15,40000,39.81,1.01,0.6360,2.82,2.0855,33.33,15.00,25,13.52,8.24,0.0000
71664,14.40,7,1,34,0.63,1280,16.02,40320,39.81,1.01,0.6382,2.82,2.0903,33.33,15.00,25,13.41,8.24,0.0000
71768,14.48,7,1,34,0.63,1274,16.24,40064,39.54,1.01,0.6455,2.82,2.0880,33.33,15.00,25,13.54,8.24,0.0000
71872,14.32,7,1,34,0.63,1274,16.13,40128,39.73,1.01,0.6408,2.82,2.0903,33.33,15.00,25,13.39,8.24,0.0000
71976,14.40,7,1,34,0.63,1272,16.04,36736,39.65,1.01,0.6525,2.82,2.0905,33.33,15.00,25,13.38,8.24,0.0000
72080,14.32,7,1,34,0.63,1216,15.71,40064,39.99,1.01,0.6382,2.82,2.0913,33.33,15.00,25,13.38,8.24,0.0000
72184,14.40,7,1,34,0.63,1343,16.12,40128,39.73,1.01,0.6288,2.82,2.0888,33.33,15.00,25,13.41,8.24,0.0000
72289,14.40,7,1,34,0.63,1275,16.02,40128,39.73,1.01,0.6478,2.82,2.0880,33.33,15.00,25,13.48,8.24,0.0000
72393,14.48,7,1,34,0.63,1277,16.14,40128,39.65,1.01,0.6382,2.82,2.0873,33.33,15.00,25,13.37,8.24,0.0000
72496,14.40,7,1,34,0.63,1279,16.16,41664,39.73,1.01,0.6288,2.82,2.0848,33.33,15.00,25,13.35,8.24,0.0000
72601,14.40,7,1,34,0.63,1274,16.36,40448,39.73,1.01,0.6382,2.82,2.0857,33.33,15.00,25,13.37,8.24,0.0000
72706,14.48,7,1,34,0.63,1269,15.60,36608,39.89,1.01,0.6408,2.82,2.0910,33.33,15.00,25,13.48,8.24,0.0000
72810,14.40,7,1,34,0.63,1269,15.58,36736,39.81,1.01,0.6335,2.82,2.0802,33.33,15.00,25,13.35,8.24,0.0000
72914,14.48,7,1,34,0.63,1260,16.03,40128,39.81,1.01,0.6382,2.82,2.0950,33.33,15.00,25,13.41,8.24,0.0000
73017,14.40,7,1,34,0.63,1266,16.13,40192,39.89,1.01,0.6408,2.82,2.0950,33.33,15.00,25,13.39,8.24,0.0000
73122,14.48,7,1,34,0.63,1269,16.02,40192,39.89,1.01,0.6525,2.82,2.0978,33.33,15.00,25,13.40,8.24,0.0000
73226,14.48,7,1,34,0.63,1265,16.13,40064,39.81,1.01,0.6408,2.82,2.0998,33.33,15.00,25,13.47,8.24,0.0000
73329,14.40,7,1,34,0.63,1264,16.09,38656,39.89,1.01,0.6382,2.82,2.0998,33.33,15.00,25,13.48,8.24,0.0000
73434,14.48,7,1,34,0.63,1270,15.88,38528,39.89,1.01,0.6573,2.82,2.1000,33.33,15.00,25,13.29,8.24,0.0000
73537,14.32,7,1,34,0.63,1272,16.13,40064,39.81,1.01,0.6430,2.82,2.0960,33.33,15.00,25,13.29,8.24,0.0000
73640,14.40,7,1,34,0.63,1264,16.10,40256,39.81,1.01,0.6382,2.82,2.0940,33.33,15.00,25,13.42,8.24,0.0000
73745,14.24,7,1,34,0.63,1262,16.03,40192,39.89,1.01,0.6573,2.82,2.0978,33.33,15.00,25,13.43,8.24,0.0000
73849,14.48,7,1,34,0.63,1265,16.24,40128,39.97,1.01,0.6430,2.82,2.1008,33.33,15.00,25,13.45,8.24,0.0000
73952,14.40,7,1,34,0.63,1261,16.23,40256,39.89,1.01,0.6360,2.82,2.1020,33.33,15.00,25,13.43,8.24,0.0000
74057,14.40,7,1,34,0.64,1264,16.15,40064,39.89,1.01,0.6550,2.82,2.1035,33.33,15.00,25,13.43,8.24,0.0000
74161,14.48,7,1,34,0.63,1272,16.22,40256,39.81,1.01,0.6408,2.82,2.1010,33.33,15.00,25,13.30,8.24,0.0000
74265,14.40,7,1,34,0.63,1268,15.61,36608,39.89,1.01,0.6360,2.82,2.1115,33.33,15.00,25,13.36,8.24,0.0000
74368,14.40,7,1,34,0.63,1266,16.02,40128,39.81,1.01,0.6408,2.82,2.0943,33.33,15.00,25,13.49,8.24,0.0000
74473,14.40,7,1,34,0.63,1262,16.11,40256,39.81,1.01,0.6360,2.82,2.0940,33.33,15.00,25,13.24,8.24,0.0000
74576,14.40,7,1,34,0.63,1265,16.15,40960,39.81,1.01,0.6312,2.82,2.0962,33.33,15.00,25,13.39,8.24,0.0000
74681,14.48,7,1,34,0.63,1272,16.46,41792,39.81,1.01,0.6382,2.82,2.0978,33.33,15.00,25,13.33,8.24,0.0000
74784,14.32,7,1,34,0.63,1273,16.02,40192,39.81,1.01,0.6360,2.82,2.0935,33.33,15.00,25,13.23,8.24,0.0000
74888,14.40,7,1,34,0.63,1269,16.13,40000,39.99,1.01,0.6573,2.82,2.0910,33.33,15.00,25,13.36,8.24,0.0000
74992,14.48,7,1,34,0.63,1265,16.10,40320,39.81,1.01,0.6382,2.82,2.0913,33.33,15.00,25,13.32,8.24,0.0000
75097,14.40,7,1,34,0.63,1266,16.02,40064,39.73,1.01,0.6478,2.82,2.0913,33.33,15.00,25,13.47,8.24,0.0000
75203,14.48,7,1,34,0.63,1273,16.13,40128,39.54,1.01,0.6360,2.82,2.0913,33.33,15.00,25,13.30,8.24,0.0000
75306,14.32,7,1,34,0.63,1269,16.11,40320,39.81,1.01,0.6360,2.82,2.0892,33.33,15.00,25,13.37,8.24,0.0000
75410,14.40,7,1,34,0.63,1274,16.12,39872,39.81,1.01,0.6408,2.82,2.0878,33.33,15.00,25,13.42,8.24,0.0000
75514,14.48,7,1,34,0.63,1279,15.88,38592,39.65,1.01,0.6408,2.82,2.0875,33.33,15.00,25,13.38,8.24,0.0000
75618,14.40,7,1,34,0.63,1217,15.98,40128,39.57,1.01,0.6430,2.82,2.0850,33.33,15.00,25,13.28,8.24,0.0000
75722,14.40,7,1,34,0.63,1282,16.13,40064,39.57,1.01,0.6573,2.82,2.0802,33.33,15.00,25,13.41,8.24,0.0000
75826,14.32,7,1,34,0.63,1281,16.23,40256,39.22,1.01,0.6335,2.82,2.0950,33.33,15.00,25,13.47,8.24,0.0000
75929,14.40,7,1,34,0.63,1342,16.05,40064,39.41,1.01,0.6382,2.82,2.0780,33.33,15.00,25,13.47,8.24,0.0000
76034,14.40,7,1,34,0.63,1276,16.24,40128,39.41,1.01,0.6525,2.82,2.0740,33.33,15.00,25,13.28,8.24,0.0000
76138,14.24,7,1,34,0.63,1278,16.11,40256,39.41,1.01,0.6382,2.82,2.0725,33.33,15.00,25,13.23,8.24,0.0000
76242,14.40,7,1,34,0.63,1267,16.04,40064,39.49,1.01,0.6312,2.82,2.0728,33.33,15.00,25,13.32,8.24,0.0000
76345,14.40,7,1,34,0.63,1273,16.24,40192,39.57,1.01,0.6408,2.82,2.0733,33.33,15.00,25,13.28,8.24,0.0000
76449,14.40,7,1,34,0.63,1279,16.12,40192,39.49,1.01,0.6478,2.82,2.0720,33.33,15.00,25,13.38,8.24,0.0000
76553,14.40,7,1,34,0.63,1280,16.14,40000,39.49,1.01,0.6382,2.82,2.0747,33.33,15.00,25,13.27,8.24,0.0000
76657,14.48,7,1,34,0.63,1283,16.10,40384,39.57,1.01,0.6312,2.82,2.0735,33.33,15.00,25,13.41,8.24,0.0000
76762,14.40,7,1,34,0.63,1281,16.24,41600,39.49,1.01,0.6408,2.82,2.0695,33.33,15.00,25,13.34,8.24,0.0000
76866,14.40,7,1,34,0.63,1281,16.39,40064,39.41,1.01,0.6360,2.82,2.0690,33.33,15.00,25,13.47,8.24,0.0000
76970,14.40,7,1,34,0.63,1280,16.11,40256,39.33,1.01,0.6288,2.82,2.0678,33.33,15.00,25,13.31,8.24,0.0000
77074,14.40,7,1,34,0.62,1280,16.03,40128,39.41,1.01,0.6408,2.82,2.0657,33.33,15.00,25,13.11,8.24,0.0000
77178,14.40,7,1,34,0.62,1282,16.13,40192,39.41,1.01,0.6408,2.82,2.0640,33.33,15.00,25,13.27,8.24,0.0000
77283,14.40,7,1,34,0.62,1276,16.11,40128,39.41,1.01,0.6312,2.82,2.0648,33.33,15.00,25,13.31,8.24,0.0000
77387,14.32,7,1,34,0.62,1277,16.14,40000,39.68,1.01,0.6430,2.82,2.0650,33.33,15.00,25,13.24,8.24,0.0000
77491,14.40,7,1,34,0.62,1281,16.12,40128,39.25,1.01,0.6288,2.82,2.0645,33.33,15.00,25,13.41,8.24,0.0000
77594,14.40,7,1,34,0.62,1287,16.05,38464,39.41,1.01,0.6360,2.82,2.0657,33.33,15.00,25,13.33,8.24,0.0000
77699,14.24,7,1,34,0.62,1284,15.83,36352,39.41,1.01,0.6360,2.82,2.0645,33.33,15.00,25,13.38,8.24,0.0000
77803,14.40,7,1,34,0.62,1284,15.65,40192,39.33,1.01,0.6360,2.82,2.0615,33.33,15.00,25,13.37,8.24,0.0000
77906,14.40,7,1,34,0.62,1279,16.14,40064,39.25,1.01,0.6335,2.82,2.0617,33.33,15.00,25,13.31,8.24,0.0000
78010,14.32,7,1,34,0.62,1290,16.57,43328,39.17,1.01,0.6360,2.82,2.0605,33.33,15.00,25,13.20,8.24,0.0000
78115,14.40,7,1,34,0.62,1289,16.13,40128,39.33,1.01,0.6408,2.56,2.0583,33.33,15.00,25,13.32,8.24,0.0000
78219,14.40,7,1,34,0.62,1283,16.13,40192,39.17,1.01,0.6312,2.82,2.0583,33.33,15.00,25,13.37,8.24,0.0000
78323,14.40,7,1,34,0.62,1284,16.11,40256,39.17,1.01,0.6408,2.82,2.0575,33.33,15.00,25,13.18,8.24,0.0000
78428,14.40,7,1,34,0.62,1288,16.03,40000,39.17,1.01,0.6382,2.82,2.0550,33.33,15.00,25,13.33,8.24,0.0000
78531,14.40,7,1,34,0.62,1288,16.24,40128,39.09,1.01,0.6360,2.82,2.0573,33.33,15.00,25,13.21,8.24,0.0000
78635,14.48,7,1,34,0.62,1281,16.10,40192,39.25,1.01,0.6455,2.56,2.0518,33.33,15.00,25,13.33,8.24,0.0000
78740,14.32,7,1,34,0.62,1342,16.14,40000,39.17,1.01,0.6430,2.82,2.0525,33.33,15.00,25,13.31,8.24,0.0000
78843,14.40,7,1,34,0.62,1278,16.24,41728,39.25,1.01,0.6360,2.82,2.0555,33.33,15.00,25,13.30,8.24,0.0000
78946,14.48,7,1,34,0.62,1222,16.25,41728,39.17,1.01,0.6408,2.82,2.0555,33.33,15.00,25,13.29,8.24,0.0000
79051,14.32,7,1,34,0.62,1280,16.14,40000,39.17,1.01,0.6455,2.82,2.0547,33.33,15.00,25,13.35,8.24,0.0000
79154,14.48,7,1,34,0.62,1281,16.12,40256,39.09,1.01,0.6360,2.82,2.0570,33.33,15.00,25,13.37,8.24,0.0000
79259,14.40,7,1,34,0.62,1218,16.13,40064,39.17,1.01,0.6430,2.82,2.0535,33.33,15.00,25,13.14,8.24,0.0000
79362,14.32,7,1,34,0.62,1283,16.24,40128,39.09,1.01,0.6360,2.82,2.0547,33.33,15.00,25,13.19,8.24,0.0000
79467,14.40,7,1,34,0.62,1286,16.11,40192,39.25,1.01,0.6360,2.56,2.0562,33.33,15.00,25,13.19,8.24,0.0000
79570,14.40,7,1,34,0.62,1284,16.14,40064,39.09,1.01,0.6502,2.82,2.0520,33.33,15.00,25,13.38,8.24,0.0000
79675,14.40,7,1,34,0.62,1343,16.09,39552,39.09,1.01,0.6382,2.82,2.0503,33.33,15.00,25,13.34,8.24,0.0000
79778,14.40,7,1,34,0.62,1275,15.78,38528,39.09,1.01,0.6360,2.56,2.0530,33.33,15.00,25,13.17,8.24,0.0000
79883,14.40,7,1,34,0.62,1223,16.14,40064,39.09,1.01,0.6478,2.82,2.0503,33.33,15.00,25,13.30,8.24,0.0000
79986,14.32,7,1,34,0.62,1283,16.11,40256,39.09,1.01,0.6360,2.82,2.0525,33.33,15.00,25,13.25,8.24,0.0000
80090,14.40,7,1,35,0.62,1279,16.03,40064,39.09,1.01,0.6382,2.56,2.0522,33.33,15.00,25,13.20,8.24,0.0000
80195,14.48,7,1,35,0.62,1218,16.13,40128,39.09,1.01,0.6550,2.82,2.0500,33.33,15.00,25,13.29,8.24,0.0000
80298,14.32,7,1,35,0.62,1288,16.11,40256,39.17,1.01,0.6382,2.82,2.0522,33.33,15.00,25,13.33,8.24,0.0000
80403,14.40,7,1,35,0.62,1288,16.14,40064,39.17,1.01,0.6382,2.56,2.0533,33.33,15.00,25,13.21,8.24,0.0000
80506,14.48,7,1,35,0.62,1342,16.23,40192,39.17,1.01,0.6525,2.82,2.0503,33.33,15.00,25,13.18,8.24,0.0000
80610,14.32,7,1,35,0.62,1275,16.12,40128,39.17,1.01,0.6382,2.82,2.0510,33.33,15.00,25,13.16,8.24,0.0000
80713,14.40,7,1,35,0.62,1272,16.23,40000,39.17,1.01,0.6382,2.56,2.0540,33.33,15.00,25,13.11,8.24,0.0000
80818,14.40,7,1,35,0.62,1274,16.10,40256,39.25,1.01,0.6360,2.82,2.0520,33.33,15.00,25,13.06,8.24,0.0000
80921,14.40,7,1,35,0.62,1270,16.02,40128,39.33,1.01,0.6265,2.56,2.0540,33.33,15.00,25,13.15,8.24,0.0000
81026,14.40,7,1,35,0.62,1269,16.25,41728,39.33,1.01,0.6408,2.82,2.0577,33.33,15.00,25,13.25,8.24,0.0000
81129,14.32,7,1,35,0.62,1276,16.33,40256,39.33,1.01,0.6550,2.82,2.0613,33.33,15.00,25,13.23,8.24,0.0000
81234,14.40,7,1,35,0.62,1275,16.15,40064,39.41,1.01,0.6408,2.82,2.0620,33.33,15.00,25,13.23,8.24,0.0000
81337,14.48,7,1,35,0.62,1217,16.24,40192,39.41,1.01,0.6312,2.82,2.0627,33.33,15.00,25,13.27,8.24,0.0000
81442,14.40,7,1,35,0.62,1342,16.12,40192,39.33,1.01,0.6382,2.82,2.0627,33.33,15.00,25,13.31,8.24,0.0000
81546,14.48,7,1,35,0.62,1278,16.14,40000,39.25,1.01,0.6382,2.82,2.0630,33.33,15.00,25,13.31,8.24,0.0000
81649,14.40,7,1,35,0.62,1276,16.22,40256,39.44,1.01,0.6360,2.82,2.0610,33.33,15.00,25,13.16,8.24,0.0000
81754,14.40,7,1,35,0.62,1287,16.02,39936,39.17,1.01,0.6360,2.82,2.0608,33.33,15.00,25,13.32,8.24,0.0000
81857,14.48,7,1,35,0.62,1284,15.90,38464,39.17,1.01,0.6265,2.82,2.0600,33.33,15.00,25,13.27,8.24,0.0000
81963,14.48,7,1,35,0.62,1341,15.86,40256,39.09,1.01,0.6360,2.82,2.0555,33.33,15.00,25,13.19,8.24,0.0000
82066,14.40,7,1,35,0.62,1216,16.14,40064,39.09,1.01,0.6360,2.82,2.0562,33.33,15.00,25,13.13,8.24,0.0000
82171,14.40,7,1,35,0.62,1282,16.13,40192,39.17,1.01,0.6265,2.82,2.0555,33.33,15.00,25,13.14,8.24,0.0000
82275,14.40,7,1,35,0.62,1282,16.12,40320,39.09,1.01,0.6430,2.82,2.0535,33.33,15.00,25,13.17,8.24,0.0000
82379,14.24,7,1,35,0.62,1274,16.14,40000,39.09,1.01,0.6550,2.82,2.0507,33.33,15.00,25,13.28,8.24,0.0000
82483,14.40,7,1,35,0.62,1275,16.11,40256,39.17,1.01,0.6360,2.82,2.0530,33.33,15.00,25,13.28,8.24,0.0000
82587,14.48,7,1,35,0.62,1269,16.12,40128,39.17,1.01,0.6288,2.82,2.0568,33.33,15.00,25,13.25,8.24,0.0000
82692,14.40,7,1,35,0.62,1278,16.14,40128,39.17,1.01,0.6360,2.82,2.0562,33.33,15.00,25,13.11,8.24,0.0000
82796,14.40,7,1,35,0.62,1276,16.11,40256,39.17,1.01,0.6573,2.82,2.0568,33.33,15.00,25,13.20,8.24,0.0000
82899,14.48,7,1,35,0.62,1270,16.13,40064,39.25,1.01,0.6382,2.82,2.0583,33.33,15.00,25,13.26,8.24,0.0000
83004,14.40,7,1,35,0.62,1273,16.24,43136,39.33,1.01,0.6668,2.82,2.0602,33.33,15.00,25,13.27,8.24,0.0000
83107,14.48,7,1,35,0.62,1278,16.69,41728,39.25,1.01,0.6360,2.82,2.0602,33.33,15.00,25,13.12,8.24,0.0000
83212,14.40,7,1,35,0.62,1278,16.39,41728,39.06,1.01,0.6430,2.82,2.0595,33.33,15.00,25,13.28,8.24,0.0000
83315,14.40,7,1,35,0.62,1280,16.11,40192,39.17,1.01,0.6430,2.82,2.0595,33.33,15.00,25,13.12,8.24,0.0000
83420,14.48,7,1,35,0.62,1342,16.12,40128,39.17,1.01,0.6382,2.82,2.0577,33.33,15.00,25,13.32,8.24,0.0000
83523,14.40,7,1,35,0.62,1274,16.14,40320,39.09,1.01,0.6360,2.82,2.0535,33.33,15.00,25,13.27,8.24,0.0000
83627,14.40,7,1,35,0.62,1271,16.10,40192,39.01,1.01,0.6360,2.82,2.0533,33.33,15.00,25,13.12,8.24,0.0000
83731,14.48,7,1,35,0.62,1279,16.02,40064,39.09,1.01,0.6573,2.82,2.0530,33.33,15.00,25,13.10,8.24,0.0000
83835,14.32,7,1,35,0.62,1268,16.24,40064,39.09,1.01,0.6382,2.82,2.0510,33.33,15.00,25,13.07,8.24,0.0000
83939,14.40,7,1,35,0.62,1266,16.08,38656,39.17,1.01,0.6335,2.56,2.0490,33.33,15.00,25,13.24,8.24,0.0000
84043,14.24,7,1,35,0.62,1273,15.78,38464,39.17,1.01,0.6382,2.82,2.0545,33.33,15.00,25,13.21,8.24,0.0000
84147,14.40,7,1,35,0.62,1271,16.12,40256,39.25,1.01,0.6335,2.82,2.0568,33.33,15.00,25,13.20,8.24,0.0000
84251,14.48,7,1,35,0.62,1275,16.11,40192,39.44,1.01,0.6408,2.56,2.0595,33.33,15.00,25,13.07,8.24,0.0000
84354,14.40,7,1,35,0.62,1269,16.15,40128,39.17,1.01,0.6360,2.82,2.0583,33.33,15.00,25,13.20,8.24,0.0000
84459,14.40,7,1,35,0.62,1275,16.24,40192,39.25,1.01,0.6620,2.82,2.0593,33.33,15.00,25,13.28,8.24,0.0000
84562,14.48,7,1,35,0.62,1270,15.60,37440,39.25,1.01,0.6408,2.82,2.0610,33.33,15.00,25,13.22,8.24,0.0000
84667,14.40,7,1,35,0.62,1270,16.13,40128,39.25,1.01,0.6573,2.82,2.0623,33.33,15.00,25,13.23,8.24,0.0000
84770,14.48,7,1,35,0.62,1276,16.10,40192,39.25,1.01,0.6382,2.82,2.0585,33.33,15.00,25,13.08,8.24,0.0000
84875,14.40,7,1,35,0.62,1269,16.14,40192,39.25,1.01,0.6265,2.82,2.0577,33.33,15.00,25,13.25,8.24,0.0000
84979,14.40,7,1,35,0.62,1268,16.11,40256,39.25,1.01,0.6382,2.82,2.0575,33.33,15.00,25,13.25,8.24,0.0000
85083,14.48,7,1,35,0.62,1273,16.11,40128,39.17,1.01,0.6478,2.82,2.0590,33.33,15.00,25,13.06,8.24,0.0000
85187,14.40,7,1,35,0.62,1270,16.15,40064,39.17,1.01,0.6408,2.82,2.0600,33.33,15.00,25,13.15,8.24,0.0000
85292,14.40,7,1,35,0.62,1271,16.33,41856,39.25,1.01,0.6382,2.82,2.0598,33.33,15.00,25,13.05,8.24,0.0000
85395,14.24,7,1,35,0.62,1269,16.15,40064,39.25,1.01,0.6573,2.82,2.0608,33.33,15.00,25,13.23,8.24,0.0000
85500,14.40,7,1,35,0.62,1266,16.24,40128,39.33,1.01,0.6455,2.82,2.0623,33.33,15.00,25,13.33,8.24,0.0000
85603,14.48,7,1,35,0.62,1262,16.11,40256,39.41,1.01,0.6382,2.82,2.0655,33.33,15.00,25,13.17,8.24,0.0000
85707,14.40,7,1,35,0.62,1267,16.49,43072,39.41,1.01,0.6620,2.82,2.0665,33.33,15.00,25,13.33,8.24,0.0000
85810,14.48,7,1,35,0.62,1278,16.23,40192,39.22,1.01,0.6360,2.82,2.0667,33.33,15.00,25,13.22,8.24,0.0000
85915,14.40,7,1,35,0.62,1270,16.12,40128,39.33,1.01,0.6265,2.82,2.0640,33.33,15.00,25,13.25,8.24,0.0000
86018,14.40,7,1,35,0.62,1268,16.13,39936,39.33,1.01,0.6408,2.82,2.0640,33.33,15.00,25,13.26,8.24,0.0000
86123,14.48,7,1,35,0.62,1268,15.86,38656,39.25,1.01,0.6430,2.82,2.0642,33.33,15.00,25,13.16,8.24,0.0000
86226,14.40,7,1,35,0.62,1271,15.79,40000,39.33,1.01,0.6408,2.82,2.0648,33.33,15.00,25,13.15,8.24,0.0000
86331,14.40,7,1,35,0.62,1272,16.24,40192,39.33,1.01,0.6430,2.82,2.0635,33.33,15.00,25,13.07,8.24,0.0000
86435,14.32,7,1,35,0.62,1269,16.12,40192,39.25,1.01,0.6550,2.82,2.0623,33.33,15.00,25,13.24,8.24,0.0000
86539,14.40,7,1,35,0.62,1270,16.16,40128,39.25,1.01,0.6430,2.82,2.0630,33.33,15.00,25,13.26,8.24,0.0000
86643,14.48,7,1,35,0.62,1271,16.10,37440,39.33,1.01,0.6265,2.82,2.0635,33.33,15.00,25,13.26,8.24,0.0000
86746,14.40,7,1,35,0.62,1276,15.60,39872,39.25,1.01,0.6360,2.82,2.0625,33.33,15.00,25,13.25,8.24,0.0000
86850,14.48,7,1,35,0.62,1273,16.13,40064,39.17,1.01,0.6525,2.82,2.0590,33.33,15.00,25,13.18,8.24,0.0000
86955,14.48,7,1,35,0.62,1264,16.11,40256,39.33,1.01,0.6408,2.82,2.0602,33.33,15.00,25,13.23,8.24,0.0000
87058,14.40,7,1,35,0.62,1268,16.04,40000,39.33,1.01,0.6382,2.82,2.0633,33.33,15.00,25,13.23,8.24,0.0000
87162,14.48,7,1,35,0.62,1272,16.23,40192,39.25,1.01,0.6573,2.82,2.0638,33.33,15.00,25,13.21,8.24,0.0000
87266,14.32,7,1,35,0.62,1279,16.12,40192,39.25,1.01,0.6382,2.82,2.0617,33.33,15.00,25,13.12,8.24,0.0000
87370,14.40,7,1,35,0.62,1276,16.21,41536,39.17,1.01,0.6382,2.82,2.0605,33.33,15.00,25,13.11,8.24,0.0000
87475,14.40,7,1,35,0.62,1272,16.36,40448,39.44,1.01,0.6360,2.82,2.0610,33.33,15.00,25,13.26,8.24,0.0000
87579,14.48,7,1,35,0.62,1270,16.02,39936,39.17,1.01,0.6288,2.82,2.0623,33.33,15.00,25,13.25,8.24,0.0000
87682,14.40,7,1,35,0.62,1266,16.23,40128,39.17,1.01,0.6430,2.82,2.0598,33.33,15.00,25,13.05,8.24,0.0000
87787,14.32,7,1,35,0.62,1276,16.11,40192,39.17,1.01,0.6502,2.82,2.0558,33.33,15.00,25,13.20,8.24,0.0000
87890,14.48,7,1,35,0.62,1272,16.14,40000,39.25,1.01,0.6360,2.82,2.0562,33.33,15.00,25,13.17,8.24,0.0000
87995,14.48,7,1,35,0.62,1264,16.11,40320,39.17,1.01,0.6382,2.82,2.0593,33.33,15.00,25,13.22,8.24,0.0000
88099,14.40,7,1,35,0.62,1270,16.12,40064,39.25,1.01,0.6598,2.82,2.0615,33.33,15.00,25,13.22,8.24,0.0000
88203,14.48,7,1,35,0.62,1272,15.58,34944,39.25,1.01,0.6360,2.82,2.0605,33.33,15.00,25,13.07,8.24,0.0000
88307,14.40,7,1,35,0.62,1275,15.86,38656,39.44,1.01,0.6360,2.82,2.0580,33.33,15.00,25,13.21,8.24,0.0000
88410,14.40,7,1,35,0.62,1273,16.03,40000,39.25,1.01,0.6408,2.82,2.0600,33.33,15.00,25,13.22,8.24,0.0000
88514,14.40,7,1,35,0.62,1268,16.24,40128,39.25,1.01,0.6408,2.82,2.0617,33.33,15.00,25,13.21,8.24,0.0000
88619,14.40,7,1,35,0.62,1256,16.11,40256,39.17,1.01,0.6335,2.82,2.0633,33.33,15.00,25,13.16,8.24,0.0000
