Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (psi absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
74909,14.48,7,1,34,0.70,1356,15.11,33600,5.85,1.01,0.6382,3.07,2.3333,33.33,15.00,22,15.83,9.02,0.0000
75013,14.40,7,1,34,0.70,1364,15.14,33664,5.84,1.01,0.6335,3.07,2.3518,33.33,15.00,22,16.16,9.02,0.0000
75117,14.40,7,1,34,0.70,1362,15.23,33664,5.85,1.01,0.6335,3.07,2.3380,33.33,15.00,22,15.97,9.02,0.0000
75222,14.40,7,1,34,0.71,1365,15.36,35264,5.84,1.01,0.6430,3.07,2.3378,33.33,15.00,22,16.02,9.02,0.0000
75326,14.40,7,1,34,0.71,1368,15.14,33984,5.84,1.01,0.6382,3.07,2.3375,33.33,15.00,22,16.07,9.02,0.0000
75430,14.32,7,1,34,0.71,1364,15.12,33344,5.83,1.01,0.6550,3.07,2.3360,33.33,15.00,22,16.00,9.02,0.0000
75534,14.40,7,1,34,0.70,1370,15.11,33344,5.83,1.01,0.6360,3.07,2.3348,33.33,15.00,22,16.08,9.02,0.0000
75638,14.48,7,1,34,0.70,1372,15.60,33664,5.82,1.01,0.6265,3.07,2.3325,33.33,15.00,22,16.12,9.02,0.0000
75742,14.40,7,1,34,0.70,1364,15.13,36736,5.80,1.01,0.6335,3.07,2.3295,33.33,15.00,22,15.86,9.02,0.0000
75845,14.40,7,1,34,0.70,1371,15.11,33536,5.82,1.01,0.6312,3.07,2.3285,33.33,15.00,22,16.02,9.02,0.0000
75950,14.40,7,1,34,0.70,1361,14.59,32256,5.83,1.01,0.6382,3.07,2.3287,33.33,15.00,22,15.96,9.02,0.0000
76054,14.40,7,1,34,0.70,1361,15.13,32768,5.83,1.01,0.6335,3.07,2.3287,33.33,15.00,22,15.96,9.02,0.0000
76157,14.32,7,1,34,0.70,1367,15.19,33536,5.82,1.01,0.6478,3.07,2.3265,33.33,15.00,22,16.04,9.02,0.0000
76262,14.40,7,1,34,0.70,1364,14.78,32064,5.83,1.01,0.6382,3.07,2.3280,33.33,15.00,22,16.01,9.02,0.0000
76366,14.24,7,1,34,0.70,1361,15.14,31936,5.83,1.01,0.6382,3.07,2.3290,33.33,15.00,22,15.96,9.02,0.0000
76469,14.48,7,1,34,0.70,1368,15.11,33600,5.83,1.01,0.6335,3.07,2.3280,33.33,15.00,22,16.06,9.02,0.0000
76574,14.48,7,1,34,0.70,1361,15.13,33664,5.83,1.01,0.6408,3.07,2.3298,33.33,15.00,22,15.96,9.02,0.0000
76678,14.40,7,1,34,0.70,1366,15.14,33280,5.83,1.01,0.6382,3.07,2.3302,33.33,15.00,22,15.87,9.02,0.0000
76781,14.48,7,1,34,0.70,1372,15.11,33472,5.82,1.01,0.6408,3.07,2.3305,33.33,15.00,22,16.12,9.02,0.0000
76885,14.40,7,1,34,0.70,1362,15.12,33600,5.82,1.01,0.6408,3.07,2.3293,33.33,15.00,22,15.98,9.02,0.0000
76989,14.48,7,1,34,0.70,1365,15.13,33728,5.83,1.01,0.6335,3.07,2.3305,33.33,15.00,22,15.91,9.02,0.0000
77093,14.40,7,1,34,0.70,1357,15.57,33728,5.83,1.01,0.6360,3.07,2.3310,33.33,15.00,22,15.89,9.02,0.0000
77197,14.40,7,1,35,0.70,1365,15.13,36672,5.84,1.01,0.6360,3.07,2.3327,33.33,15.00,22,16.02,9.02,0.0000
77301,14.40,7,1,35,0.70,1366,15.38,34432,5.83,1.01,0.6573,3.07,2.3327,33.33,15.00,22,16.03,9.02,0.0000
77405,14.40,7,1,35,0.70,1361,15.12,35072,5.83,1.01,0.6382,3.07,2.3305,33.33,15.00,22,15.96,9.02,0.0000
77509,14.24,7,1,35,0.70,1366,14.98,33728,5.82,1.01,0.6408,3.07,2.3310,33.33,15.00,22,16.03,9.02,0.0000
77613,14.48,7,1,35,0.70,1373,15.14,33536,5.82,1.01,0.6360,3.07,2.3302,33.33,15.00,22,15.99,9.02,0.0000
77716,14.48,7,1,35,0.70,1363,15.11,33472,5.82,1.01,0.6408,3.07,2.3298,33.33,15.00,22,15.84,9.02,0.0000
77820,14.40,7,1,35,0.70,1361,15.12,33664,5.81,1.01,0.6382,3.07,2.3298,33.33,15.00,22,15.81,9.02,0.0000
77925,14.48,7,1,35,0.70,1367,15.14,33536,5.83,1.01,0.6360,3.07,2.3293,33.33,15.00,22,16.05,9.02,0.0000
78030,14.40,7,1,35,0.70,1363,15.11,33472,5.83,1.01,0.6502,3.07,2.3293,33.33,15.00,22,15.98,9.02,0.0000
78133,14.48,7,1,35,0.70,1370,15.57,36352,5.82,1.01,0.6382,3.07,2.3310,33.33,15.00,22,16.08,9.02,0.0000
78238,14.24,7,1,35,0.70,1361,15.12,33600,5.82,1.01,0.6382,3.07,2.3310,33.33,15.00,22,15.95,9.02,0.0000
78343,14.40,7,1,35,0.70,1369,15.34,36416,5.83,1.01,0.6312,3.07,2.3315,33.33,15.00,22,15.92,9.02,0.0000
78448,14.40,7,1,35,0.70,1382,14.95,32064,5.82,1.01,0.6360,3.07,2.3290,33.33,15.00,22,16.28,9.02,0.0000
78551,14.48,7,1,35,0.70,1375,15.16,33600,5.80,1.01,0.6382,3.07,2.3270,33.33,15.00,22,16.01,9.02,0.0000
78655,14.40,7,1,35,0.70,1377,15.11,33728,5.78,1.01,0.6288,3.07,2.3233,33.33,15.00,22,16.04,9.02,0.0000
78760,14.40,7,1,35,0.70,1368,15.12,33664,5.78,1.01,0.6382,3.07,2.3342,33.33,15.00,22,15.91,9.02,0.0000
78864,14.32,7,1,35,0.70,1364,15.13,33728,5.78,1.01,0.6312,3.07,2.3138,33.33,15.00,22,15.70,8.63,0.0000
78968,14.40,7,1,35,0.70,1369,15.12,33472,5.75,1.01,0.6408,3.07,2.3108,33.33,15.00,22,15.93,9.02,0.0000
79072,14.48,7,1,35,0.70,1358,15.59,33728,5.77,1.01,0.6360,2.82,2.3068,33.33,15.00,22,15.77,9.02,0.0000
79176,14.16,7,1,35,0.70,1350,15.14,36608,5.78,1.01,0.6408,2.82,2.3080,33.33,15.00,22,15.79,9.02,0.0000
79279,14.48,7,1,35,0.70,1352,14.64,33280,5.81,1.01,0.6335,3.07,2.3130,33.33,15.00,22,15.83,9.02,0.0000
79384,14.40,7,1,35,0.70,1342,14.64,31808,5.83,1.01,0.6502,3.07,2.3188,33.33,15.00,22,15.68,9.02,0.0000
79487,14.48,7,1,35,0.70,1349,14.61,30080,5.84,1.01,0.6335,3.07,2.3233,33.33,15.00,22,15.78,9.02,0.0000
79592,14.40,7,1,35,0.70,1356,14.56,29696,5.85,1.01,0.6598,3.07,2.3247,33.33,15.00,22,15.88,8.63,0.0000
79695,14.48,7,1,35,0.70,1351,14.54,30080,5.82,1.01,0.6382,3.07,2.3230,33.33,15.00,22,15.66,8.63,0.0000
79801,14.48,7,1,35,0.70,1349,14.60,30016,5.81,1.01,0.6382,3.07,2.3178,33.33,15.00,22,15.63,8.63,0.0000
79903,14.48,7,1,35,0.70,1356,15.13,32576,5.78,1.01,0.6408,3.07,2.3120,33.33,15.00,22,15.73,8.63,0.0000
80007,14.48,7,1,35,0.70,1346,15.11,33600,5.78,1.01,0.6335,3.07,2.3105,33.33,15.00,22,15.59,8.63,0.0000
80111,14.48,7,1,35,0.70,1347,15.15,33600,5.81,1.01,0.6408,3.07,2.3127,33.33,15.00,22,15.60,9.02,0.0000
80215,14.48,7,1,35,0.70,1353,15.12,33472,5.83,1.01,0.6360,3.07,2.3173,33.33,15.00,22,15.84,9.02,0.0000
80319,14.48,7,1,35,0.70,1350,14.58,30144,5.84,1.01,0.6382,3.07,2.3215,33.33,15.00,22,15.79,9.02,0.0000
80423,14.48,7,1,35,0.70,1348,14.58,29952,5.83,1.01,0.6360,3.07,2.3237,33.33,15.00,22,15.77,9.02,0.0000
80527,14.40,7,1,35,0.70,1361,14.35,28352,5.83,1.01,0.6382,3.07,2.3230,33.33,15.00,22,15.81,8.63,0.0000
80630,14.48,7,1,35,0.70,1353,15.11,32000,5.78,1.01,0.6360,3.07,2.3173,33.33,15.00,22,15.68,8.63,0.0000
80735,14.40,7,1,35,0.70,1352,15.14,33536,5.77,1.01,0.6335,3.07,2.3108,33.33,15.00,22,15.52,8.63,0.0000
80838,14.48,7,1,35,0.70,1348,15.13,33408,5.75,1.01,0.6408,2.82,2.3030,33.33,15.00,22,15.46,8.63,0.0000
80943,14.40,7,1,35,0.69,1340,15.11,33600,5.76,1.01,0.6360,3.07,2.3007,33.33,15.00,22,15.51,8.63,0.0000
81048,14.48,7,1,35,0.69,1326,15.13,33600,5.80,1.01,0.6360,2.82,2.3015,33.33,15.00,22,15.44,8.63,0.0000
81151,14.48,7,1,35,0.70,1335,14.59,33472,5.83,1.01,0.6525,3.07,2.3083,33.33,15.00,22,15.57,9.02,0.0000
81256,14.48,7,1,35,0.70,1334,14.57,30080,5.87,1.01,0.6360,2.82,2.3180,33.33,15.00,22,15.70,9.02,0.0000
81359,14.48,7,1,35,0.70,1342,14.54,30144,5.89,1.01,0.6360,3.07,2.3283,33.33,15.00,22,15.82,9.02,0.0000
81463,14.48,7,1,35,0.70,1354,15.15,29952,5.87,1.01,0.6430,3.07,2.3330,33.33,15.00,22,16.00,9.02,0.0030
81567,14.40,7,1,35,0.70,1350,15.35,34944,5.85,1.01,0.6408,3.07,2.3315,33.33,15.00,22,15.79,8.63,0.0000
81671,14.48,7,1,35,0.70,1348,15.12,35264,5.81,1.01,0.6430,3.07,2.3277,33.33,15.00,22,15.77,8.63,0.0000
81776,14.48,7,1,35,0.70,1355,15.14,33408,5.78,1.01,0.6382,3.07,2.3195,33.33,15.00,22,15.71,8.63,0.0000
81879,14.48,7,1,35,0.70,1349,15.11,33472,5.78,1.01,0.6335,3.07,2.3105,33.33,15.00,22,15.48,8.63,0.0000
81984,14.48,7,1,35,0.70,1344,15.13,33664,5.77,1.01,0.6478,3.07,2.3058,33.33,15.00,22,15.56,8.63,0.0000
82087,14.48,7,1,35,0.70,1344,15.13,33728,5.78,1.01,0.6360,2.82,2.3028,33.33,15.00,22,15.56,8.63,0.0000
82191,14.48,7,1,35,0.70,1338,15.11,33472,5.78,1.01,0.6408,2.82,2.3043,33.33,15.00,22,15.47,8.63,0.0000
82295,14.40,7,1,35,0.70,1334,14.54,29952,5.78,1.01,0.6382,2.82,2.3053,33.33,15.00,22,15.56,8.63,0.0000
82399,14.48,7,1,35,0.70,1342,14.61,30016,5.81,1.01,0.6360,3.07,2.3087,33.33,15.00,22,15.68,8.63,0.0000
82503,14.40,7,1,35,0.70,1332,14.56,30016,5.82,1.01,0.6573,2.82,2.3083,33.33,15.00,22,15.53,8.63,0.0000
82607,14.48,7,1,35,0.70,1329,14.35,29952,5.82,1.01,0.6288,2.82,2.3117,33.33,15.00,22,15.48,8.63,0.0000
82710,14.24,7,1,35,0.70,1342,14.62,28416,5.83,1.01,0.6408,3.07,2.3145,33.33,15.00,22,15.67,8.63,0.0000
82815,14.40,7,1,35,0.70,1340,14.57,30016,5.83,1.01,0.6408,3.07,2.3163,33.33,15.00,22,15.64,8.63,0.0000
82918,14.32,7,1,35,0.70,1341,15.12,29952,5.84,1.01,0.6382,3.07,2.3178,33.33,15.00,22,15.66,8.63,0.0000
83022,14.40,7,1,35,0.70,1346,15.14,33536,5.81,1.01,0.6408,3.07,2.3182,33.33,15.00,22,15.58,8.63,0.0000
83126,14.40,7,1,35,0.70,1336,14.64,33472,5.82,1.01,0.6382,3.07,2.3178,33.33,15.00,22,15.44,8.63,0.0000
83230,14.40,7,1,35,0.70,1341,14.58,29952,5.78,1.01,0.6288,3.07,2.3150,33.33,15.00,22,15.51,8.63,0.0000
83334,14.40,7,1,35,0.70,1352,15.14,30016,5.80,1.01,0.6550,3.07,2.3140,33.33,15.00,22,15.68,8.63,0.0000
83438,14.40,7,1,35,0.70,1342,14.57,33280,5.82,1.01,0.6288,3.07,2.3130,33.33,15.00,22,15.67,8.63,0.0000
83544,14.40,7,1,35,0.70,1336,14.64,30144,5.78,1.01,0.6573,3.07,2.3108,33.33,15.00,22,15.45,8.63,0.0000
83649,14.48,7,1,35,0.70,1343,15.38,32000,5.78,1.01,0.6312,3.07,2.3090,33.33,15.00,22,15.55,8.63,0.0000
83752,14.24,7,1,35,0.70,1338,14.58,31680,5.81,1.01,0.6382,3.07,2.3085,33.33,15.00,22,15.47,8.63,0.0000
83855,14.48,7,1,35,0.70,1338,15.00,33088,5.82,1.01,0.6335,2.82,2.3085,33.33,15.00,22,15.46,8.63,0.0000
83960,14.24,7,1,35,0.70,1345,15.14,33536,5.82,1.01,0.6312,3.07,2.3098,33.33,15.00,22,15.72,8.63,0.0000
84064,14.40,7,1,35,0.70,1341,14.64,30016,5.80,1.01,0.6408,2.82,2.3098,33.33,15.00,22,15.51,8.63,0.0000
84169,14.32,7,1,35,0.70,1339,14.55,29952,5.80,1.01,0.6382,3.07,2.3125,33.33,15.00,22,15.64,8.63,0.0000
84274,14.40,7,1,35,0.70,1350,15.15,33600,5.80,1.01,0.6360,3.07,2.3098,33.33,15.00,22,15.65,8.63,0.0000
84378,14.32,7,1,35,0.70,1336,15.12,33472,5.78,1.01,0.6382,3.07,2.3065,33.33,15.00,22,15.44,8.63,0.0000
84482,14.40,7,1,35,0.70,1338,15.14,33728,5.82,1.01,0.6288,2.82,2.3083,33.33,15.00,22,15.47,8.63,0.0000
84585,14.40,7,1,35,0.70,1344,14.71,33600,5.80,1.01,0.6550,3.07,2.3080,33.33,15.00,22,15.71,8.63,0.0000
84690,14.32,7,1,35,0.70,1332,14.98,29824,5.82,1.01,0.6288,3.07,2.3085,33.33,15.00,22,15.39,8.63,0.0000
84793,14.40,7,1,35,0.70,1332,14.98,32000,5.82,1.01,0.6408,3.07,2.3090,33.33,15.00,22,15.53,8.63,0.0000
84898,14.40,7,1,35,0.70,1332,14.60,33536,5.82,1.01,0.6430,3.07,2.3105,33.33,15.00,22,15.39,8.63,0.0000
85001,14.40,7,1,35,0.70,1328,14.63,29952,5.83,1.01,0.6525,3.07,2.3115,33.33,15.00,22,15.47,8.63,0.0000
85105,14.40,7,1,35,0.70,1334,14.57,30144,5.84,1.01,0.6360,3.07,2.3140,33.33,15.00,22,15.56,8.63,0.0000
85209,14.40,7,1,35,0.70,1335,14.60,30080,5.83,1.01,0.6360,3.07,2.3160,33.33,15.00,22,15.57,8.63,0.0000
85314,14.48,7,1,35,0.70,1342,14.64,30144,5.83,1.01,0.6408,3.07,2.3188,33.33,15.00,22,15.68,8.63,0.0000
85417,14.40,7,1,35,0.70,1340,14.58,30080,5.83,1.01,0.6382,3.07,2.3197,33.33,15.00,22,15.65,8.63,0.0000
85522,14.48,7,1,35,0.70,1333,14.60,30016,5.82,1.01,0.6312,3.07,2.3180,33.33,15.00,22,15.55,8.63,0.0000
85626,14.40,7,1,35,0.70,1342,15.12,32384,5.82,1.01,0.6502,3.07,2.3157,33.33,15.00,22,15.67,8.63,0.0000
85731,14.40,7,1,35,0.70,1338,15.13,33664,5.81,1.01,0.6360,3.07,2.3135,33.33,15.00,22,15.61,8.63,0.0000
85836,14.40,7,1,35,0.70,1344,15.38,35200,5.81,1.01,0.6382,3.07,2.3142,33.33,15.00,22,15.55,8.63,0.0000
85939,14.48,7,1,35,0.70,1344,15.12,35072,5.80,1.01,0.6360,2.82,2.3087,33.33,15.00,22,15.41,8.63,0.0000
86044,14.48,7,1,35,0.70,1337,15.11,33536,5.78,1.01,0.6382,3.07,2.3105,33.33,15.00,22,15.46,8.63,0.0000
86148,14.48,7,1,35,0.70,1336,14.60,30336,5.81,1.01,0.6408,2.82,2.3100,33.33,15.00,22,15.59,8.63,0.0000
86253,14.40,7,1,35,0.70,1348,15.60,36480,5.80,1.01,0.6382,3.07,2.3085,33.33,15.00,22,15.62,8.63,0.0000
86357,14.40,7,1,35,0.70,1341,14.83,33600,5.78,1.01,0.6360,3.07,2.3073,33.33,15.00,22,15.51,8.63,0.0000
86462,14.40,7,1,35,0.70,1343,14.54,30336,5.78,1.01,0.6408,2.82,2.3060,33.33,15.00,22,15.54,8.63,0.0000
86565,14.40,7,1,35,0.70,1352,15.12,29952,5.78,1.01,0.6312,2.82,2.3035,33.33,15.00,22,15.67,8.63,0.0000
86669,14.40,7,1,35,0.69,1350,14.58,33600,5.78,1.01,0.6360,2.82,2.3000,33.33,15.00,22,15.49,8.63,0.0000
86774,14.40,7,1,35,0.69,1345,15.57,30080,5.77,1.01,0.6382,2.82,2.2990,33.33,15.00,22,15.56,8.63,0.0000
86877,14.40,7,1,35,0.69,1346,14.40,35200,5.77,1.01,0.6408,2.82,2.2965,33.33,15.00,22,15.58,8.63,0.0000
86981,14.40,7,1,35,0.69,1342,14.57,28480,5.77,1.01,0.6382,2.82,2.2950,33.33,15.00,22,15.53,8.63,0.0000
87085,14.40,7,1,35,0.69,1343,14.60,30400,5.77,1.01,0.6382,2.82,2.2948,33.33,15.00,22,15.54,8.63,0.0000
87189,14.48,7,1,35,0.69,1348,14.59,30144,5.77,1.01,0.6335,2.82,2.2935,33.33,15.00,22,15.61,8.63,0.0000
87293,14.40,7,1,35,0.69,1341,14.57,30080,5.78,1.01,0.6598,2.82,2.2957,33.33,15.00,22,15.51,8.63,0.0000
87397,14.40,7,1,35,0.69,1340,14.60,30336,5.78,1.01,0.6312,2.82,2.2953,33.33,15.00,22,15.50,8.63,0.0000
87501,14.40,7,1,36,0.69,1350,14.59,29952,5.78,1.01,0.6502,2.82,2.2953,33.33,15.00,22,15.64,8.63,0.0000
87606,14.48,7,1,36,0.69,1337,14.56,30080,5.78,1.01,0.6335,2.82,2.2960,33.33,15.00,22,15.45,8.63,0.0000
87710,14.40,7,1,36,0.69,1338,15.13,33408,5.78,1.01,0.6408,2.82,2.2975,33.33,15.00,22,15.47,8.63,0.0000
87814,14.48,7,1,36,0.69,1344,14.83,30144,5.78,1.01,0.6382,2.82,2.2982,33.33,15.00,22,15.70,8.63,0.0000
87918,14.40,7,1,36,0.69,1330,14.57,31616,5.78,1.01,0.6382,2.82,2.2980,33.33,15.00,22,15.35,8.63,0.0000
88023,14.48,7,1,36,0.69,1333,14.60,30080,5.78,1.01,0.6265,2.82,2.3010,33.33,15.00,22,15.54,8.63,0.0000
88126,14.40,7,1,36,0.70,1345,15.18,33408,5.80,1.01,0.6360,2.82,2.3058,33.33,15.00,22,15.57,8.63,0.0000
88231,14.48,7,1,36,0.70,1336,14.67,30080,5.80,1.01,0.6335,3.07,2.3055,33.33,15.00,22,15.43,8.63,0.0000
88334,14.48,7,1,36,0.70,1334,15.13,33664,5.81,1.01,0.6382,3.07,2.3083,33.33,15.00,22,15.42,8.63,0.0000
88438,14.48,7,1,36,0.70,1343,15.14,33472,5.82,1.01,0.6408,2.82,2.3050,33.33,15.00,22,15.54,8.63,0.0000
88542,14.40,7,1,36,0.70,1333,15.11,33344,5.81,1.01,0.6288,3.07,2.3055,33.33,15.00,22,15.55,8.63,0.0000
88646,14.40,7,1,36,0.70,1332,15.14,33664,5.80,1.01,0.6478,2.82,2.3073,33.33,15.00,22,15.52,8.63,0.0000
88750,14.40,7,1,36,0.70,1339,15.14,33728,5.82,1.01,0.6360,3.07,2.3095,33.33,15.00,22,15.63,8.63,0.0000
88854,14.32,7,1,36,0.70,1325,15.11,33344,5.83,1.01,0.6408,3.07,2.3110,33.33,15.00,22,15.42,8.63,0.0000
88957,14.40,7,1,36,0.70,1326,14.34,33728,5.83,1.01,0.6265,3.07,2.3130,33.33,15.00,22,15.43,8.63,0.0000
89062,14.40,7,1,36,0.70,1333,14.31,28608,5.84,1.01,0.6408,3.07,2.3140,33.33,15.00,22,15.54,8.63,0.0000
89165,14.40,7,1,36,0.70,1334,14.57,30080,5.83,1.01,0.6408,3.07,2.3165,33.33,15.00,22,15.61,8.63,0.0000
89270,14.40,7,1,36,0.70,1332,14.60,30336,5.83,1.01,0.6408,3.07,2.3188,33.33,15.00,22,15.58,8.63,0.0000
89374,14.48,7,1,36,0.70,1344,14.59,30144,5.83,1.01,0.6335,3.07,2.3185,33.33,15.00,22,15.59,8.63,0.0000
89478,14.40,7,1,36,0.70,1330,15.58,34112,5.82,1.01,0.6478,3.07,2.3173,33.33,15.00,22,15.65,8.63,0.0000
89582,14.48,7,1,36,0.70,1330,15.12,34176,5.83,1.01,0.6382,2.82,2.3165,33.33,15.00,22,15.50,8.63,0.0000
89685,14.40,7,1,36,0.70,1334,15.14,33728,5.82,1.01,0.6408,3.07,2.3165,33.33,15.00,22,15.56,8.63,0.0000
89789,14.48,7,1,36,0.70,1343,15.10,33280,5.83,1.01,0.6360,3.07,2.3182,33.33,15.00,22,15.69,8.63,0.0000
89893,14.40,7,1,36,0.70,1339,15.60,36736,5.82,1.01,0.6335,3.07,2.3182,33.33,15.00,22,15.63,8.63,0.0000
89997,14.48,7,1,36,0.70,1335,15.27,33536,5.81,1.01,0.6382,3.07,2.3173,33.33,15.00,22,15.57,8.63,0.0000
90101,14.48,7,1,36,0.70,1342,14.57,30144,5.81,1.01,0.6360,3.07,2.3153,33.33,15.00,22,15.52,8.63,0.0000
90205,14.48,7,1,36,0.70,1338,14.97,30144,5.82,1.01,0.6382,3.07,2.3153,33.33,15.00,22,15.62,8.63,0.0000
90310,14.48,7,1,36,0.70,1339,14.98,36480,5.81,1.01,0.6408,3.07,2.3120,33.33,15.00,22,15.48,8.63,0.0000
90413,14.48,7,1,36,0.70,1345,14.57,30080,5.81,1.01,0.6382,3.07,2.3090,33.33,15.00,22,15.57,8.63,0.0000
90516,14.48,7,1,36,0.70,1338,14.54,29952,5.80,1.01,0.6288,3.07,2.3055,33.33,15.00,22,15.47,8.63,0.0000
90621,14.40,7,1,36,0.70,1337,15.14,30016,5.78,1.01,0.6502,2.82,2.3043,33.33,15.00,22,15.45,8.63,0.0000
90724,14.40,7,1,36,0.70,1345,15.11,33344,5.81,1.01,0.6312,2.82,2.3050,33.33,15.00,22,15.58,8.63,0.0000
90829,14.24,7,1,36,0.70,1339,14.59,33664,5.80,1.01,0.6408,3.07,2.3045,33.33,15.00,22,15.48,8.63,0.0000
90933,14.48,7,1,36,0.70,1344,16.15,30080,5.80,1.01,0.6335,2.82,2.3047,33.33,15.00,22,15.70,8.63,0.0000
91036,14.24,7,1,36,0.70,1354,15.07,40000,5.80,1.01,0.6430,2.82,2.3053,33.33,15.00,22,15.70,8.63,0.0000
91141,14.48,7,1,36,0.70,1352,14.30,32000,5.78,1.01,0.6335,2.82,2.3015,33.33,15.00,22,15.52,8.63,0.0000
91244,14.32,7,1,36,0.69,1352,14.60,28416,5.75,1.01,0.6550,2.82,2.2985,33.33,15.00,22,15.52,8.63,0.0000
91349,14.48,7,1,36,0.69,1354,15.12,30656,5.74,1.01,0.6312,2.82,2.2940,33.33,15.00,22,15.55,8.63,0.0000
91452,14.40,7,1,36,0.69,1344,15.12,33664,5.75,1.01,0.6598,2.82,2.2902,33.33,15.00,22,15.40,8.63,0.0000
91556,14.48,7,1,36,0.69,1349,14.60,30656,5.75,1.01,0.6360,2.82,2.2883,33.33,15.00,22,15.48,8.63,0.0000
91660,14.48,7,1,36,0.69,1348,14.57,30016,5.75,1.01,0.6382,2.82,2.2877,33.33,15.00,22,15.47,8.63,0.0000
91764,14.48,7,1,36,0.69,1344,14.54,29952,5.75,1.01,0.6382,2.82,2.2893,33.33,15.00,22,15.40,8.63,0.0000
91868,14.40,7,1,36,0.69,1339,14.60,30016,5.75,1.01,0.6382,2.82,2.2883,33.33,15.00,22,15.49,8.63,0.0000
91972,14.48,7,1,36,0.69,1348,14.58,30016,5.77,1.01,0.6288,2.82,2.2905,33.33,15.00,22,15.46,8.63,0.0000
92075,14.48,7,1,36,0.69,1344,14.83,29952,5.77,1.01,0.6620,2.82,2.2938,33.33,15.00,22,15.41,8.63,0.0000
92180,14.48,7,1,36,0.69,1346,14.94,30912,5.76,1.01,0.6335,2.82,2.2935,33.33,15.00,22,15.43,8.63,0.0000
92284,14.48,7,1,36,0.69,1352,14.69,34816,5.76,1.01,0.6360,2.82,2.2890,33.33,15.00,22,15.52,8.63,0.0000
92388,14.48,7,1,36,0.69,1352,14.57,29952,5.76,1.01,0.6360,2.82,2.2902,33.33,15.00,22,15.53,8.63,0.0000
92492,14.48,7,1,36,0.69,1341,14.60,30016,5.75,1.01,0.6382,2.82,2.3037,33.33,15.00,22,15.36,8.63,0.0000
92595,14.40,7,1,36,0.69,1349,14.53,29760,5.76,1.01,0.6382,2.82,2.2870,33.33,15.00,22,15.48,8.63,0.0000
92700,14.40,7,1,36,0.69,1337,14.58,30144,5.78,1.01,0.6382,2.82,2.2895,33.33,15.00,22,17.86,8.63,0.0000
92803,14.48,7,1,36,0.69,1344,15.15,30080,5.78,1.01,0.6335,2.82,2.2923,33.33,15.00,22,12.99,8.63,0.0000
92908,14.40,7,1,36,0.69,1348,14.64,33472,5.77,1.01,0.6598,2.82,2.2945,33.33,15.00,22,15.47,8.63,0.0000
93012,14.48,7,1,36,0.69,1339,14.53,29952,5.78,1.01,0.6360,2.82,2.2960,33.33,15.00,22,15.49,8.63,0.0000
93115,14.32,7,1,36,0.69,1335,14.58,30080,5.78,1.01,0.6502,2.82,2.2960,33.33,15.00,22,15.42,8.63,0.0000
93220,14.48,7,1,36,0.69,1342,14.88,29824,5.78,1.01,0.6335,2.82,2.2970,33.33,15.00,22,15.52,8.63,0.0000
93323,14.16,7,1,36,0.69,1338,14.93,32064,5.78,1.01,0.6382,2.82,2.2970,33.33,15.00,22,15.47,8.63,0.0000
93427,14.40,7,1,36,0.69,1342,15.17,33664,5.81,1.01,0.6360,2.82,2.2975,33.33,15.00,22,15.53,8.63,0.0000
93531,14.24,7,1,36,0.69,1348,15.59,36288,5.78,1.01,0.6382,3.07,2.2978,33.33,15.00,22,15.61,8.63,0.0000
93635,14.40,7,1,36,0.69,1349,15.11,33664,5.78,1.01,0.6408,2.82,2.2995,33.33,15.00,22,15.63,8.63,0.0000
93739,14.24,7,1,36,0.69,1342,15.61,36672,5.78,1.01,0.6408,3.07,2.3007,33.33,15.00,22,15.53,8.63,0.0000
93843,14.40,7,1,36,0.69,1345,14.64,30016,5.78,1.01,0.6360,2.82,2.2997,33.33,15.00,22,15.57,8.63,0.0000
93947,14.32,7,1,36,0.69,1332,15.13,33664,5.78,1.01,0.6335,2.82,2.3015,33.33,15.00,22,15.39,8.63,0.0000
94051,14.40,7,1,36,0.69,1338,14.62,30080,5.80,1.01,0.6382,2.82,2.2880,33.33,15.00,22,15.47,8.63,0.0000
94154,14.40,7,1,36,0.70,1340,15.12,33472,5.83,1.01,0.6573,2.82,2.3073,33.33,15.00,22,15.65,8.63,0.0000
94259,14.32,7,1,36,0.70,1338,15.34,33728,5.80,1.01,0.6335,3.07,2.3098,33.33,15.00,22,15.62,8.63,0.0000
94363,14.40,7,1,36,0.70,1337,15.38,35264,5.82,1.01,0.6335,3.07,2.3117,33.33,15.00,22,15.60,8.63,0.0000
94467,14.40,7,1,36,0.70,1345,15.10,33344,5.81,1.01,0.6382,3.07,2.3130,33.33,15.00,22,15.72,8.63,0.0000
