Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure Estimate (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Factory Processed MAP (4-byte)* (kPa absolute),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%)
47739,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1384,16.60,43072,50.0,46.95,0.6430,3.07,2.5695,33.33,16.00,35,17.66,10.59
47844,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1386,16.58,43200,50.0,47.11,0.6170,3.07,2.5693,33.33,16.00,35,17.66,10.59
47947,0.00,0.00,0.00,0.00,712,14.40,7,18,0.76,1384,16.60,43264,50.0,47.19,0.6218,3.33,2.5697,33.33,15.50,35,17.53,10.59
48052,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1397,16.60,44672,50.0,47.19,0.6312,3.07,2.5697,33.33,16.00,35,17.69,10.59
48155,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1384,17.11,44032,50.0,47.11,0.6192,3.07,2.5722,33.33,16.00,35,17.65,10.59
48259,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1388,16.58,43200,50.0,47.11,0.6240,3.33,2.5745,33.33,16.00,35,17.65,10.59
48364,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1385,16.61,43200,50.0,47.35,0.6145,3.07,2.5770,33.33,15.50,35,17.63,10.59
48467,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1384,16.58,43264,50.0,47.19,0.6312,3.33,2.5770,33.33,15.00,35,17.66,10.59
48571,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1393,16.60,43136,50.0,47.35,0.6455,3.33,2.5787,33.33,16.00,35,17.67,10.59
48676,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1387,16.57,43136,50.0,47.19,0.6192,3.33,2.5785,33.33,15.50,35,17.66,10.59
48779,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1392,16.81,44928,50.0,47.19,0.6240,3.33,2.5775,33.33,15.50,35,17.72,10.59
48883,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1395,17.28,48256,50.0,47.11,0.6240,3.07,2.5760,33.33,15.00,35,17.57,10.59
48986,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1393,16.63,43136,50.0,47.03,0.6122,3.07,2.5710,33.33,14.50,35,17.72,10.59
49091,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1399,16.58,43264,50.0,47.03,0.6240,3.33,2.5688,33.33,15.50,35,17.67,10.59
49194,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1389,16.61,43136,50.0,47.11,0.6170,3.07,2.5697,33.33,15.50,35,17.72,10.59
49299,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1388,18.11,53248,50.0,47.11,0.6240,3.07,2.5703,33.33,15.50,35,17.54,10.59
49403,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1388,16.59,43072,50.0,47.11,0.6192,3.07,2.5703,33.33,15.50,35,17.65,10.59
49506,0.00,0.00,0.00,0.00,712,14.40,7,18,0.76,1386,16.37,41536,50.0,47.19,0.6240,3.07,2.5725,33.33,15.00,35,17.71,10.59
49611,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1386,16.33,43200,50.0,47.19,0.6478,3.07,2.5725,33.33,15.50,35,17.55,10.59
49714,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1391,16.59,43264,50.0,47.19,0.6122,3.07,2.5730,33.33,15.00,35,17.82,10.59
49819,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1397,16.61,43136,50.0,47.19,0.6335,3.07,2.5697,33.33,15.50,35,17.60,10.59
49922,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1396,17.11,46720,50.0,47.11,0.6240,3.07,2.5657,33.33,15.00,35,17.71,10.59
50027,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1400,16.59,43264,50.0,46.95,0.6240,3.07,2.5653,33.33,15.50,35,17.61,10.59
50130,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1394,16.58,46144,50.0,47.11,0.6455,3.07,2.5625,33.33,15.50,35,17.56,10.59
50234,0.00,0.00,0.00,0.00,712,14.48,7,18,0.76,1392,17.11,43520,50.0,47.03,0.6122,3.07,2.5590,33.33,15.50,35,17.77,10.59
50338,0.00,0.00,0.00,0.00,712,14.24,7,18,0.76,1390,16.60,43136,50.0,47.11,0.6265,3.07,2.5615,33.33,16.00,35,17.68,10.59
50442,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1390,16.58,43200,50.0,47.11,0.6430,3.07,2.5648,33.33,15.50,35,17.70,10.59
50546,0.00,0.00,0.00,0.00,712,14.56,7,18,0.76,1392,16.58,43328,50.0,47.19,0.6145,3.07,2.5675,33.33,16.00,35,17.67,10.59
50652,0.00,0.00,0.00,0.00,712,14.40,7,18,0.76,1386,16.61,43072,50.0,47.27,0.6240,3.33,2.5695,33.33,15.50,35,17.66,10.59
50757,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1389,16.58,43008,50.0,47.19,0.6312,3.07,2.5697,33.33,15.50,35,17.78,10.59
50861,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1390,16.59,44224,50.0,47.11,0.6170,3.07,2.5700,33.33,15.50,35,17.71,10.59
50965,0.00,0.00,0.00,0.00,712,14.40,7,19,0.76,1395,16.68,43200,50.0,47.11,0.6218,3.33,2.5670,33.33,14.50,35,17.67,10.59
51069,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1408,16.57,43200,50.0,46.95,0.6502,3.07,2.5602,33.33,15.00,35,17.79,10.59
51174,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1397,16.59,43200,50.0,46.95,0.6170,3.07,2.5573,33.33,15.00,35,17.68,10.59
51279,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1397,16.58,43136,50.0,46.95,0.6455,3.07,2.5545,33.33,15.00,35,17.59,10.59
51382,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1396,16.58,43264,50.0,47.11,0.6170,3.07,2.5537,33.33,15.00,35,17.73,10.59
51487,0.00,0.00,0.00,0.00,712,14.24,7,19,0.76,1396,16.60,43200,50.0,47.03,0.6240,3.07,2.5547,33.33,15.00,35,17.67,10.59
51590,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1396,16.57,41600,50.0,46.95,0.6240,3.07,2.5540,33.33,15.00,35,17.58,10.59
51695,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1393,16.34,41728,50.0,47.03,0.6240,3.07,2.5547,33.33,15.00,35,17.62,10.59
51798,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1392,16.61,43136,50.0,47.11,0.6430,3.07,2.5570,33.33,15.00,35,17.68,10.59
51902,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1387,16.59,43136,50.0,47.11,0.6240,3.07,2.5590,33.33,15.00,35,17.69,10.59
52006,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1400,16.59,43392,50.0,47.19,0.6145,3.07,2.5633,33.33,15.00,35,17.71,10.59
52111,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1394,16.59,43136,50.0,47.11,0.6408,3.07,2.5623,33.33,15.00,35,17.59,10.59
52214,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1396,16.59,43136,50.0,47.11,0.6122,3.07,2.5595,33.33,15.00,35,17.86,10.59
52318,0.00,0.00,0.00,0.00,712,14.40,7,19,0.76,1398,16.58,43328,50.0,46.95,0.6192,3.07,2.5575,33.33,15.00,35,17.59,10.59
52421,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1399,16.60,43200,50.0,46.95,0.6218,3.07,2.5565,33.33,15.00,35,17.69,10.59
52526,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1344,16.58,43264,50.0,47.11,0.6218,3.07,2.5528,33.33,15.00,35,17.64,10.59
52629,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1400,16.60,43200,50.0,46.80,0.6170,3.07,2.5503,33.33,15.00,35,17.52,10.59
52734,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1402,16.60,43200,50.0,46.88,0.6430,3.07,2.5463,33.33,15.00,35,17.66,10.59
52839,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1402,17.11,46784,50.0,46.80,0.6122,3.07,2.5455,33.33,15.00,35,17.66,10.59
52942,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1400,17.11,46656,50.0,46.88,0.6192,3.07,2.5455,33.33,15.00,35,17.66,10.59
53047,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1408,16.84,44736,50.0,46.80,0.6192,3.07,2.5430,33.33,15.00,35,17.68,10.59
53150,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1404,18.12,53312,50.0,46.88,0.6145,3.07,2.5417,33.33,15.00,35,17.64,10.59
53255,0.00,0.00,0.00,0.00,712,14.32,7,19,0.75,1406,16.61,43136,50.0,46.80,0.6240,3.07,2.5387,33.33,15.00,35,17.65,10.59
53358,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.59,43072,50.0,46.80,0.6265,3.07,2.5370,33.33,15.00,35,17.70,10.59
53462,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1350,16.58,43328,50.0,46.64,0.6218,3.07,2.5347,33.33,15.00,35,17.54,10.59
53567,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1468,16.61,43072,50.0,46.72,0.6218,3.07,2.5310,33.33,15.00,35,17.58,10.59
53670,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1405,16.56,43008,50.0,46.64,0.6502,3.07,2.5307,33.33,15.00,35,17.60,10.59
53774,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1401,16.35,41728,50.0,46.72,0.6170,3.07,2.5310,33.33,15.00,35,17.65,10.59
53878,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1401,16.59,43136,50.0,46.72,0.6265,3.07,2.5335,33.33,15.00,35,17.68,10.59
53982,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1412,16.59,43136,50.0,46.72,0.6288,3.07,2.5325,33.33,15.00,35,17.72,10.59
54085,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.59,46656,50.0,46.72,0.6145,3.07,2.5305,33.33,15.00,35,17.72,10.59
54190,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1406,17.14,46656,50.0,46.72,0.6382,3.07,2.5293,33.33,15.00,35,17.51,10.59
54293,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1399,17.12,43264,50.0,46.80,0.6218,3.07,2.5312,33.33,15.00,35,17.63,10.59
54398,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1397,16.58,43264,50.0,46.80,0.6192,3.07,2.5345,33.33,15.00,35,17.66,10.59
54502,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1396,16.59,43136,50.0,46.80,0.6240,3.07,2.5377,33.33,15.00,35,17.51,10.59
54605,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1402,16.58,43264,50.0,46.80,0.6192,3.07,2.5362,33.33,15.00,35,17.69,10.59
54709,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1400,16.60,43200,50.0,46.88,0.6170,3.07,2.5393,33.33,15.00,35,17.63,10.59
54814,0.00,0.00,0.00,0.00,712,14.56,7,19,0.76,1396,16.59,43136,50.0,46.88,0.6335,3.07,2.5413,33.33,15.00,35,17.69,10.59
54918,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1347,16.58,43264,50.0,46.80,0.6145,3.07,2.5402,33.33,15.00,35,17.68,10.59
55021,0.00,0.00,0.00,0.00,712,14.48,7,19,0.76,1401,16.59,43008,50.0,46.72,0.6192,3.07,2.5408,33.33,15.00,35,17.54,10.59
55126,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.58,44736,50.0,46.72,0.6192,3.07,2.5337,33.33,15.00,35,17.55,10.59
55229,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1468,16.58,43328,50.0,46.64,0.6170,3.07,2.5320,33.33,15.00,35,17.68,10.59
55333,0.00,0.00,0.00,0.00,712,14.32,7,19,0.75,1402,17.38,46656,50.0,46.72,0.6265,3.07,2.5312,33.33,15.00,35,17.67,10.59
55437,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.58,43136,50.0,46.80,0.6265,3.07,2.5320,33.33,15.00,35,17.50,10.59
55541,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1398,16.59,43328,50.0,46.88,0.6288,3.07,2.5340,33.33,15.00,35,17.72,10.59
55645,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1405,16.62,43200,50.0,46.80,0.6240,3.07,2.5355,33.33,15.00,35,17.66,10.59
55749,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.58,43136,50.0,46.80,0.6288,3.07,2.5340,33.33,15.00,35,17.69,10.59
55853,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1349,16.40,41664,50.0,46.72,0.6170,3.07,2.5318,33.33,15.00,35,17.56,10.59
55956,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1466,16.36,42240,50.0,46.64,0.6430,3.07,2.5280,33.33,15.00,35,17.54,10.59
56061,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1403,16.59,43264,50.0,46.64,0.6218,3.07,2.5265,33.33,15.00,35,17.59,10.59
56164,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1405,16.59,43264,50.0,46.88,0.6170,3.07,2.5257,33.33,15.00,35,17.63,10.59
56268,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1400,16.59,43200,50.0,46.80,0.6240,3.07,2.5270,33.33,15.00,35,17.71,10.59
56373,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1348,16.58,43264,50.0,46.80,0.6265,3.07,2.5268,33.33,15.00,35,17.68,10.59
56476,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1402,16.60,43200,50.0,46.80,0.6240,3.07,2.5265,33.33,15.00,35,17.52,10.59
56581,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1407,17.05,46656,50.0,46.72,0.6240,3.07,2.5250,33.33,15.00,35,17.53,10.59
56684,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1471,16.61,43264,50.0,46.88,0.6170,3.07,2.5253,33.33,15.00,35,17.69,10.59
56788,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.60,43072,50.0,46.72,0.6192,3.07,2.5250,33.33,15.00,35,17.59,10.59
56892,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1467,16.57,43264,50.0,46.72,0.6288,3.07,2.5248,33.33,15.00,35,17.53,10.59
56996,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1406,16.59,43264,50.0,46.72,0.6192,3.07,2.5232,33.33,15.00,35,17.79,10.59
57100,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1410,17.14,46592,50.0,46.64,0.6145,3.07,2.5210,33.33,15.00,35,17.54,10.59
57205,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1408,17.10,46720,50.0,46.56,0.6455,3.07,2.5210,33.33,15.00,35,17.61,10.59
57308,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1417,16.84,43456,50.0,46.56,0.6218,3.07,2.5185,33.33,15.00,35,17.59,10.59
57411,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1410,16.60,43072,50.0,46.56,0.6218,3.07,2.5140,33.33,15.00,35,17.45,10.59
57516,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1416,16.58,43328,50.0,46.48,0.6265,3.07,2.5110,33.33,15.00,35,17.63,10.59
57620,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1416,16.60,43200,50.0,46.48,0.6192,3.07,2.5078,33.33,15.00,35,17.63,10.59
57723,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1412,16.59,43136,50.0,46.32,0.6240,3.07,2.5042,33.33,15.00,35,17.64,10.59
57828,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1409,16.56,43328,50.0,46.48,0.6240,3.07,2.5042,33.33,15.00,35,17.46,10.59
57931,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1411,16.57,42944,50.0,46.40,0.6218,3.07,2.5028,33.33,15.00,35,17.52,10.59
58036,0.00,0.00,0.00,0.00,712,14.56,7,19,0.75,1414,16.35,41600,50.0,46.48,0.6218,3.07,2.5045,33.33,15.00,35,17.59,10.59
58140,0.00,0.00,0.00,0.00,712,14.48,7,19,0.75,1413,16.58,46784,50.0,46.48,0.6265,3.07,2.5045,33.33,15.00,35,17.54,10.59
58244,0.00,0.00,0.00,0.00,712,14.56,7,19,0.74,1428,17.14,43072,50.0,46.40,0.6218,3.07,2.5000,33.33,15.00,35,17.50,10.59
58348,0.00,0.00,0.00,0.00,712,14.56,7,19,0.74,1416,16.58,43200,50.0,46.24,0.6218,3.07,2.4952,33.33,15.00,35,17.73,10.59
58453,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1421,16.60,43264,50.0,46.32,0.6288,3.07,2.4935,33.33,15.00,35,17.48,10.59
58557,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1414,17.09,46528,50.0,46.32,0.6408,3.07,2.4905,33.33,15.00,35,17.51,10.59
58662,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1427,17.14,46784,50.0,46.24,0.6240,3.07,2.4908,33.33,15.00,35,17.49,10.59
58766,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1413,16.59,43200,50.0,46.32,0.6170,3.07,2.4915,33.33,15.00,35,17.47,10.59
58870,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1420,16.60,43136,50.0,46.24,0.6265,3.07,2.4912,33.33,15.00,35,17.51,10.59
58974,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1414,17.12,46720,50.0,46.32,0.6240,3.07,2.4897,33.33,15.00,35,17.50,10.59
59078,0.00,0.00,0.00,0.00,712,14.32,7,20,0.74,1413,17.13,46720,50.0,46.40,0.6218,3.07,2.4908,33.33,15.00,35,17.47,10.59
59181,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1465,17.59,49664,50.0,46.48,0.6240,3.07,2.4950,33.33,15.00,35,17.51,10.59
59286,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1405,18.11,53184,50.0,46.56,0.6218,3.07,2.5005,33.33,15.00,35,17.65,10.59
59389,0.00,0.00,0.00,0.00,712,14.40,7,20,0.75,1416,16.73,44736,50.0,46.48,0.6265,3.07,2.5023,33.33,15.00,35,17.57,10.59
59494,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1408,17.36,48320,50.0,46.56,0.6265,3.07,2.5048,33.33,15.00,35,17.60,10.59
59599,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1353,16.58,44352,50.0,46.64,0.6192,3.07,2.5060,33.33,15.00,35,17.60,10.59
59703,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1406,17.13,52928,50.0,46.64,0.6265,3.07,2.5080,33.33,15.00,35,17.59,10.59
59808,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1417,18.36,44096,50.0,46.56,0.6240,3.07,2.5065,33.33,15.00,35,17.55,10.59
59912,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1408,16.59,43200,50.0,46.56,0.6455,3.07,2.5085,33.33,15.00,35,17.58,10.59
60017,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1417,16.60,43008,50.0,46.56,0.6240,3.07,2.5108,33.33,15.00,35,17.62,10.59
60122,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1412,16.34,41664,50.0,46.56,0.6240,3.07,2.5088,33.33,15.00,35,17.62,10.59
60225,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1412,16.75,49728,50.0,46.48,0.6288,3.07,2.5070,33.33,15.00,35,17.69,10.59
60330,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1413,16.80,43136,50.0,46.56,0.6218,3.07,2.5042,33.33,15.00,35,17.61,10.59
60434,0.00,0.00,0.00,0.00,712,14.40,7,20,0.75,1410,18.01,53312,50.0,46.48,0.6265,3.07,2.5040,33.33,15.00,35,17.47,10.59
60538,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1419,17.16,46528,50.0,46.56,0.6240,3.07,2.5038,33.33,15.00,35,17.56,10.59
60642,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1346,16.60,43200,50.0,46.56,0.6170,3.07,2.5040,33.33,15.00,35,17.52,10.59
60746,0.00,0.00,0.00,0.00,712,14.32,7,20,0.75,1410,17.13,46848,50.0,46.48,0.6240,3.07,2.5040,33.33,15.00,35,17.59,10.59
60849,0.00,0.00,0.00,0.00,712,14.56,7,20,0.75,1416,18.58,56256,50.0,46.48,0.6218,3.07,2.5035,33.33,15.00,35,17.66,10.59
60954,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1424,17.12,46656,50.0,46.40,0.6192,3.07,2.5035,33.33,15.00,35,17.65,10.59
61058,0.00,0.00,0.00,0.00,712,14.48,7,20,0.75,1420,17.13,46720,50.0,46.40,0.6170,3.07,2.4998,33.33,15.00,35,17.53,10.59
61161,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1422,18.13,53248,50.0,46.32,0.6455,3.07,2.4935,33.33,15.00,35,17.48,10.59
61266,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1416,17.12,46720,50.0,46.40,0.6218,3.07,2.4905,33.33,15.00,35,17.52,10.59
61369,0.00,0.00,0.00,0.00,712,14.40,7,20,0.74,1418,17.12,46592,50.0,46.24,0.6288,3.07,2.4880,33.33,15.00,35,17.54,10.59
61473,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1415,17.13,46592,50.0,46.24,0.6192,3.07,2.4850,33.33,15.00,35,17.36,10.59
61577,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1415,17.13,48256,50.0,46.24,0.6265,3.07,2.4828,33.33,15.00,35,17.57,10.59
61681,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1422,17.36,48320,50.0,46.16,0.6170,3.07,2.4800,33.33,15.00,35,17.48,10.59
61785,0.00,0.00,0.00,0.00,712,14.40,7,20,0.74,1413,17.11,46592,50.0,46.24,0.6382,3.07,2.4798,33.33,15.00,35,17.51,10.59
61889,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1422,17.11,43328,50.0,46.24,0.6192,3.07,2.4802,33.33,15.00,35,17.34,10.59
61993,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1417,16.60,43136,50.0,46.24,0.6145,3.07,2.4785,33.33,15.00,35,17.56,10.59
62097,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1420,16.59,43200,50.0,46.16,0.6240,3.07,2.4800,33.33,15.00,35,17.51,10.59
62201,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1417,16.55,41728,50.0,46.16,0.6455,3.07,2.4792,33.33,15.00,35,17.51,10.59
62305,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1426,17.62,51584,50.0,46.16,0.6218,3.07,2.4773,33.33,15.00,35,17.38,10.59
62409,0.00,0.00,0.00,0.00,712,14.40,7,20,0.74,1418,17.19,46592,50.0,46.08,0.6265,3.07,2.4783,33.33,15.00,35,17.35,10.59
62513,0.00,0.00,0.00,0.00,712,14.56,7,20,0.74,1420,17.11,46656,50.0,46.08,0.6240,3.07,2.4743,33.33,15.00,35,17.39,10.59
62617,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1421,17.14,46656,50.0,46.00,0.6145,3.07,2.4690,33.33,15.00,35,17.42,10.59
62720,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1424,16.58,43200,50.0,46.00,0.6170,3.07,2.4657,33.33,15.00,35,17.47,10.59
62825,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1425,17.11,46784,50.0,45.84,0.6240,3.07,2.4630,33.33,15.00,35,17.25,10.59
62929,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1420,17.16,46528,50.0,45.84,0.6240,3.07,2.4617,33.33,15.00,35,17.45,10.59
63033,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1421,17.11,46784,50.0,45.92,0.6145,3.07,2.4632,33.33,15.00,35,17.51,10.59
63136,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1418,17.12,46720,50.0,46.00,0.6455,3.07,2.4635,33.33,15.00,35,17.41,10.59
63241,0.00,0.00,0.00,0.00,712,14.48,7,20,0.73,1430,17.13,46528,50.0,46.08,0.6430,3.07,2.4628,33.33,15.00,35,17.43,10.59
63344,0.00,0.00,0.00,0.00,712,14.48,7,20,0.74,1422,17.58,49792,50.0,46.08,0.6218,3.07,2.4635,33.33,15.00,35,17.49,10.59
63448,0.00,0.00,0.00,0.00,712,14.32,7,20,0.73,1427,17.13,46592,50.0,45.92,0.6218,3.07,2.4628,33.33,15.00,35,17.40,10.59
63552,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1426,17.10,46656,50.0,45.92,0.6335,3.07,2.4607,33.33,15.00,35,17.50,10.59
63656,0.00,0.00,0.00,0.00,712,14.48,7,20,0.73,1439,17.12,44992,50.0,45.84,0.6240,3.07,2.4585,33.33,15.00,35,17.46,10.59
63760,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1430,16.60,48064,50.0,45.84,0.6218,3.07,2.4550,33.33,15.00,35,17.54,10.59
63864,0.00,0.00,0.00,0.00,712,14.40,7,20,0.73,1432,17.13,43200,50.0,45.84,0.6525,3.07,2.4540,33.33,15.00,35,17.43,10.59
63967,0.00,0.00,0.00,0.00,712,14.48,7,20,0.73,1430,16.58,46720,50.0,45.84,0.6455,3.07,2.4503,33.33,15.00,35,17.32,10.59
64072,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1441,17.13,46592,50.0,45.76,0.6218,3.07,2.4493,33.33,15.00,35,17.28,10.59
64175,0.00,0.00,0.00,0.00,712,14.32,7,20,0.73,1423,17.12,46656,50.0,45.84,0.6218,3.07,2.4483,33.33,15.00,35,17.25,10.59
64280,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1428,17.10,46592,50.0,45.84,0.6430,3.07,2.4493,33.33,15.00,35,17.41,10.59
64383,0.00,0.00,0.00,0.00,712,14.48,7,20,0.73,1428,17.83,51584,50.0,45.84,0.6192,3.07,2.4520,33.33,15.00,35,17.41,10.59
64488,0.00,0.00,0.00,0.00,712,14.56,7,20,0.73,1422,16.91,46656,50.0,45.92,0.6240,3.07,2.4533,33.33,15.00,35,17.45,10.59
64592,0.00,0.00,0.00,0.00,712,14.48,7,20,0.73,1418,16.58,43264,50.0,46.00,0.6335,3.07,2.4555,33.33,15.00,35,17.40,10.59
64695,0.00,0.00,0.00,0.00,712,14.48,7,20,0.73,1423,17.14,46656,50.0,45.84,0.6240,3.07,2.4573,33.33,15.00,35,17.49,10.59
