Time (msec),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
21012,8.24,1,81,2542,15.57,0.00,0.00,2.82,1.0000,35.00,36.392,12.94,0,7,0.62,1.00,39,0.0012
21116,8.24,1,81,2541,15.34,0.00,0.00,2.56,1.0000,35.50,35.756,12.94,0,7,0.62,1.00,39,0.0009
21220,8.63,1,81,2496,15.48,0.00,0.00,2.82,1.0000,35.50,36.709,13.73,0,7,0.61,1.00,39,0.0006
21325,8.63,1,81,2591,15.15,0.00,0.00,2.82,1.0000,35.50,38.298,14.12,0,7,0.62,1.03,39,0.0008
21430,8.63,1,81,2580,14.59,0.00,0.00,2.82,1.0000,35.50,38.615,14.12,0,7,0.64,1.01,39,0.0013
21533,8.63,1,81,2653,14.62,0.00,0.00,2.82,1.0000,36.00,37.980,13.73,0,7,0.65,1.01,39,0.0013
21638,8.63,1,81,2639,15.12,0.00,0.00,2.82,1.0000,36.00,37.345,13.73,0,7,0.65,1.01,39,0.0009
21741,8.63,1,81,2705,15.13,0.00,0.00,2.82,1.0000,36.50,36.709,13.73,0,7,0.64,1.00,39,0.0004
21846,8.63,1,81,2729,15.10,0.00,0.00,2.82,1.0000,36.50,36.074,13.73,0,7,0.63,1.00,39,0.0000
21951,8.63,1,81,2815,14.64,0.00,0.00,2.56,1.0000,37.00,36.074,13.73,0,7,0.61,1.00,39,0.0000
22055,8.63,1,81,2770,14.56,0.00,0.00,2.56,1.0000,37.00,35.439,13.73,0,7,0.60,1.00,39,-0.0004
22159,8.63,1,81,2810,14.15,0.00,0.00,2.56,1.0000,37.50,35.756,13.73,0,7,0.59,1.00,39,-0.0004
22264,8.63,1,81,2763,14.59,0.00,0.00,2.56,1.0000,37.50,34.803,13.73,0,7,0.59,1.00,39,0.0000
22367,9.02,1,81,2753,14.55,0.00,0.00,2.56,1.0000,37.50,34.803,13.73,0,7,0.58,1.00,39,0.0000
22471,9.02,1,81,2830,14.60,0.00,0.00,2.56,1.0000,38.00,34.803,14.12,0,7,0.57,1.00,39,0.0000
22576,9.02,1,81,2848,15.10,0.00,0.00,2.56,1.0000,38.00,34.803,14.12,0,7,0.57,1.00,39,0.0000
22679,9.02,1,81,2867,15.13,0.00,0.00,2.56,1.0000,38.00,34.803,14.51,0,7,0.57,1.00,39,0.0000
22784,9.02,1,81,2884,15.13,0.00,0.00,2.56,1.0000,38.00,34.803,14.51,0,7,0.57,1.00,39,0.0000
22887,9.02,1,81,2902,15.11,0.00,0.00,2.56,1.0000,38.00,34.486,14.12,0,7,0.57,1.00,39,0.0000
22991,9.02,1,81,2918,15.60,0.00,0.00,2.56,1.0000,38.00,34.486,14.12,0,7,0.57,1.00,39,0.0000
23096,9.02,1,81,2894,15.58,0.00,0.00,2.56,1.0000,38.00,33.850,14.12,0,7,0.56,1.00,39,0.0000
23200,9.02,1,81,2905,15.35,0.00,0.00,2.56,1.0000,38.00,33.533,14.12,0,7,0.55,1.00,39,0.0000
23304,9.02,1,81,2981,15.33,0.00,0.00,2.56,1.0000,38.00,33.850,14.51,0,7,0.55,1.00,39,0.0000
23407,9.02,1,81,2966,15.58,0.00,0.00,2.56,1.0000,38.00,33.533,14.51,0,7,0.55,1.00,39,0.0000
23512,9.02,1,81,2974,15.61,0.00,0.00,2.56,1.0000,38.00,33.533,14.51,0,7,0.55,1.00,39,0.0000
23616,9.02,1,81,3046,15.58,0.00,0.00,2.56,1.0000,38.00,33.215,14.51,0,7,0.54,1.01,39,0.0000
23719,9.02,1,82,2992,16.02,0.00,0.00,2.56,1.0000,38.00,33.215,14.51,0,7,0.54,1.01,39,0.0000
23824,9.80,1,82,2966,15.57,0.00,0.00,2.30,1.0000,38.00,33.215,14.51,0,7,0.54,1.01,39,0.0000
23928,9.80,1,82,3016,15.56,0.00,0.00,2.56,1.0000,38.00,34.486,14.90,0,7,0.54,1.01,39,0.0000
24032,9.80,1,82,3033,16.19,0.00,0.00,2.56,1.0000,38.00,34.803,14.90,0,7,0.55,1.01,39,0.0004
24136,9.80,1,82,3049,15.58,0.00,0.00,2.56,1.0000,38.00,35.121,14.90,0,7,0.56,1.01,39,0.0006
24241,9.80,1,82,3032,16.12,0.00,0.00,2.56,1.0000,38.00,34.803,14.90,0,7,0.57,1.01,39,0.0006
24344,9.80,1,82,3086,16.11,0.00,0.00,2.56,1.0000,38.00,34.486,14.90,0,7,0.57,1.01,39,0.0005
24449,9.80,1,82,3130,16.02,0.00,0.00,2.56,1.0000,38.00,33.533,14.90,0,7,0.58,1.01,39,0.0005
24554,9.80,1,82,3180,15.60,0.00,0.00,2.56,1.0000,38.00,33.850,14.90,0,7,0.57,1.01,39,0.0003
24658,9.80,1,82,3126,15.57,0.00,0.00,2.56,1.0000,38.00,33.850,14.90,0,7,0.57,1.01,39,0.0000
24762,9.80,1,82,3138,15.60,0.00,0.00,2.56,1.0000,38.00,33.533,14.90,0,7,0.57,1.01,39,0.0000
24866,9.80,1,82,3148,15.57,0.00,0.00,2.56,1.0000,38.00,32.897,14.90,0,7,0.57,1.01,39,0.0000
24970,9.80,1,82,3161,15.59,0.00,0.00,2.56,1.0000,38.00,33.533,14.90,0,7,0.57,1.01,39,0.0000
25074,9.80,1,82,3167,15.61,0.00,0.00,2.56,1.0000,38.00,32.580,14.90,0,7,0.57,1.01,39,0.0000
25177,9.80,3,82,3178,15.57,0.00,0.00,2.56,1.0000,38.00,33.215,14.90,0,7,0.56,1.01,39,0.0000
25282,9.80,3,82,3193,15.57,0.00,0.00,2.56,1.0000,38.00,35.756,14.90,0,7,0.56,1.04,39,0.0000
25385,9.80,3,82,3260,14.85,0.00,0.00,2.82,1.0000,38.00,38.615,14.90,0,7,0.61,1.07,39,0.0651
25490,9.80,3,82,3235,14.59,0.00,0.00,3.07,1.0000,37.50,40.204,14.90,0,7,0.66,1.05,39,0.0470
25595,9.80,3,82,3215,16.24,0.00,0.00,3.07,1.0000,37.50,39.886,14.90,0,7,0.70,1.01,39,0.0024
25700,9.80,3,82,3257,14.10,0.00,0.00,3.07,1.0000,37.00,40.204,14.90,0,7,0.71,1.01,39,0.0022
25804,9.80,3,82,3236,13.58,0.00,0.00,3.07,1.0000,41.50,40.204,14.90,0,7,0.72,1.01,39,0.0018
25908,9.80,3,82,3312,13.43,0.00,0.00,3.07,1.0000,41.50,40.204,14.90,0,7,0.72,1.01,39,0.0014
26014,9.80,3,82,3256,13.37,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.72,1.01,39,0.0011
26118,9.80,3,82,3226,12.64,0.00,0.00,3.07,1.0000,41.50,40.521,14.90,0,7,0.72,1.01,39,0.0008
26222,9.80,3,82,3326,12.57,0.00,0.00,3.07,1.0000,41.50,39.886,14.90,0,7,0.72,1.01,39,0.0006
26325,9.80,3,82,3201,12.57,0.00,0.00,3.07,1.0000,41.50,39.886,14.90,0,7,0.72,1.01,39,0.0005
26430,9.80,3,82,3300,12.56,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.72,1.01,39,0.0003
26535,9.80,3,82,3272,12.58,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.72,1.01,39,0.0002
26638,9.80,3,82,3277,12.55,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
26743,9.80,3,82,3308,12.58,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
26847,9.80,3,82,3280,12.58,0.00,0.00,3.07,1.0000,41.50,39.886,14.90,0,7,0.71,1.01,39,0.0000
26950,9.80,3,82,3280,12.56,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27055,9.80,3,82,3312,12.58,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27158,9.80,3,82,3314,12.57,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27263,9.80,3,82,3282,12.58,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27368,9.80,3,82,3289,12.08,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
27471,9.80,3,82,3318,11.85,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27575,9.80,3,82,3288,11.87,0.00,0.00,3.07,1.0000,41.50,39.886,14.90,0,7,0.71,1.01,39,0.0000
27680,9.80,3,82,3291,12.55,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27783,9.80,3,82,3289,12.22,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
27888,9.80,3,82,3320,12.57,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
27992,9.80,3,82,3290,12.35,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
28097,9.80,3,82,3295,12.10,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
28200,9.80,3,82,3326,12.09,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
28304,9.80,3,82,3327,12.58,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
28407,9.80,3,82,3359,12.10,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
28512,9.80,3,82,3363,12.09,0.00,0.00,3.07,1.0000,41.50,38.933,14.90,0,7,0.71,1.01,39,0.0000
28616,9.80,3,82,3267,12.10,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
28719,9.80,3,82,3298,12.08,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
28824,9.80,3,82,3365,12.11,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
28928,9.80,3,82,3367,12.10,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29031,9.80,3,82,3271,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29136,9.80,3,82,3302,12.11,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29239,9.80,3,82,3362,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29344,9.80,3,82,3302,12.11,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29447,9.80,3,82,3268,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29551,9.80,3,82,3300,12.11,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29656,9.80,3,82,3368,11.86,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
29759,9.80,3,82,3306,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29863,9.80,3,82,3270,12.10,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
29968,9.80,3,82,3303,12.11,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30071,9.80,3,82,3370,12.40,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30175,9.80,3,82,3306,12.81,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
30280,9.80,3,82,3273,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30384,9.80,3,82,3304,12.11,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30489,9.80,3,82,3369,12.10,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
30593,9.80,3,83,3372,12.11,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30696,9.80,3,83,3274,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30800,9.80,3,83,3307,12.10,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
30905,9.80,3,83,3369,12.09,0.00,0.00,3.07,1.0000,41.50,38.933,14.90,0,7,0.71,1.01,39,0.0000
31008,9.80,3,83,3373,12.08,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
31112,9.80,3,83,3274,12.12,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
31217,9.80,3,83,3305,12.09,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
31320,9.80,3,83,3369,12.58,0.00,0.00,3.07,1.0000,41.50,39.886,14.90,0,7,0.71,1.01,39,0.0000
31424,9.80,3,83,3372,12.12,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
31529,9.80,3,83,3274,12.55,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
31632,9.80,3,83,3306,12.56,0.00,0.00,3.07,1.0000,41.50,39.568,14.90,0,7,0.71,1.01,39,0.0000
31736,9.80,3,83,3367,11.98,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
31840,9.80,3,83,3370,12.04,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
31944,9.41,3,83,3274,12.57,0.00,0.00,3.07,1.0000,41.50,39.251,14.90,0,7,0.71,1.01,39,0.0000
32048,3.53,3,83,3300,12.12,0.00,0.00,2.82,1.0000,41.50,35.439,11.76,0,7,0.71,1.00,39,0.0000
32154,2.75,3,83,3145,12.31,0.00,0.00,2.30,1.0000,42.00,24.955,8.24,0,7,0.64,0.87,39,-0.1111
32256,2.35,3,83,2994,12.29,0.00,0.00,2.05,1.0000,43.00,21.461,7.84,0,7,0.49,0.88,39,-0.1343
32361,1.96,1,83,2816,13.37,0.00,0.00,1.79,1.0000,38.50,65.512,7.06,0,7,0.40,0.90,39,-0.0975
32466,1.96,1,83,2687,14.07,0.00,0.00,1.54,1.0000,34.00,13.837,6.27,0,7,0.31,0.89,39,-0.1189
32569,1.96,1,83,2499,14.56,0.00,0.00,1.28,1.0000,32.50,12.884,6.27,0,7,0.26,0.94,39,-0.0726
32674,1.57,1,83,2401,14.40,0.00,0.00,1.28,1.0000,32.00,12.566,6.27,0,7,0.23,1.00,39,-0.0366
32778,1.18,1,83,2289,13.55,0.00,0.00,1.28,1.0000,31.50,12.884,6.27,0,7,0.21,1.00,39,-0.0010
32881,0.39,1,83,2185,12.58,0.00,0.00,1.28,1.0000,31.00,12.566,5.88,0,7,0.21,1.00,39,-0.0006
32985,0.00,1,83,2072,12.57,0.00,0.00,1.28,1.0000,31.00,10.978,5.10,0,7,0.20,1.00,39,-0.0005
33090,0.00,1,83,1973,12.56,0.00,0.00,1.28,1.0000,15.00,10.660,4.71,0,7,0.19,1.00,39,-0.0268
33193,0.00,1,83,1796,12.64,0.00,0.00,0.77,1.0000,15.00,11.931,5.88,0,7,0.18,1.00,39,0.0000
33297,0.00,1,83,1619,13.05,0.00,0.00,0.77,1.0000,15.00,14.790,5.88,0,7,0.18,1.04,39,0.0322
33401,0.00,1,83,1483,13.12,0.00,0.00,1.54,1.0000,15.00,17.649,6.27,0,7,0.20,1.07,39,0.0613
33505,0.00,1,83,1417,13.26,0.00,0.00,1.54,1.0000,15.00,19.555,5.88,0,7,0.23,1.08,39,0.0841
33609,0.00,1,83,1366,14.20,0.00,0.00,1.54,1.0000,15.00,18.284,4.31,0,7,0.25,1.05,39,0.0553
33713,0.00,1,83,1303,15.98,0.00,0.00,1.54,1.0000,15.00,17.649,4.31,0,7,0.26,1.00,39,0.0048
33816,0.00,1,83,1226,17.87,0.00,0.00,1.54,1.0000,15.00,17.966,4.31,0,7,0.27,1.00,39,0.0048
33921,0.00,1,83,1166,0.00,0.00,0.00,1.54,1.0000,15.00,18.919,4.71,0,7,0.27,1.00,39,0.0050
34024,0.00,1,83,1114,0.00,0.00,0.00,1.54,1.0000,15.00,20.190,4.71,0,7,0.28,1.04,39,0.0336
34129,0.00,1,83,1077,0.00,0.00,0.00,1.54,1.0000,15.00,21.461,4.71,0,7,0.29,1.04,39,0.0393
34233,0.00,1,83,1033,0.00,0.00,0.00,1.79,1.0000,15.00,22.732,4.71,0,7,0.30,1.05,39,0.0439
34336,0.00,1,83,1000,0.00,0.00,0.00,1.79,1.0000,15.00,24.002,4.31,0,7,0.31,1.05,39,0.0537
34440,0.00,1,83,973,0.00,0.00,0.00,1.79,1.0000,15.00,24.320,4.31,0,7,0.32,1.05,39,0.0532
34545,0.00,1,83,951,0.00,0.00,0.00,1.79,1.0000,15.00,25.273,4.31,0,7,0.34,1.05,39,0.0516
34648,0.00,1,83,929,17.58,0.00,0.00,1.79,1.0000,15.00,25.908,4.31,0,7,0.35,1.05,39,0.0470
34752,0.00,1,83,913,16.49,0.00,0.00,1.79,1.0000,15.00,26.544,4.31,0,7,0.36,1.05,39,0.0489
34856,0.00,1,83,901,16.59,0.00,0.00,2.05,1.0000,15.00,26.544,4.31,0,7,0.37,1.04,39,0.0447
34960,0.00,1,83,889,16.58,0.00,0.00,2.05,1.0000,15.00,26.861,4.31,0,7,0.38,1.04,39,0.0409
35064,0.00,1,83,881,16.60,0.00,0.00,2.05,1.0000,15.00,27.179,4.31,0,7,0.38,1.03,39,0.0340
35168,0.00,1,83,871,16.58,0.00,0.00,2.05,1.0000,15.00,27.179,4.31,0,7,0.39,1.01,39,0.0300
35272,0.00,1,83,862,16.06,0.00,0.00,2.05,1.0000,15.00,27.814,4.31,0,7,0.40,1.03,39,0.0291
35376,0.00,1,83,851,16.70,0.00,0.00,2.05,1.0000,15.00,27.814,3.92,0,7,0.40,1.03,39,0.0306
35480,0.00,1,83,843,16.58,0.00,0.00,2.05,1.0000,15.00,28.132,3.92,0,7,0.40,1.01,39,0.0116
35583,0.00,1,83,836,16.62,0.00,0.00,2.05,1.0000,15.00,28.450,3.92,0,7,0.41,1.01,39,0.0284
35688,0.00,1,83,830,16.70,0.00,0.00,2.05,1.0000,15.00,28.450,4.31,0,7,0.41,1.01,39,0.0113
35793,0.00,1,83,823,16.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.42,1.01,39,0.0112
35896,0.00,1,83,822,16.10,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.42,1.03,39,0.0110
36001,0.00,1,83,818,15.86,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.43,1.03,39,0.0271
36105,0.00,1,83,818,16.14,0.00,0.00,2.05,1.0000,15.00,30.356,4.31,0,7,0.43,1.03,39,0.0296
36209,0.00,1,83,824,16.11,0.00,0.00,2.30,1.0000,15.00,30.673,4.31,0,7,0.44,1.03,39,0.0313
36312,0.00,1,83,828,16.03,0.00,0.00,2.05,1.0000,15.00,30.673,4.31,0,7,0.45,1.03,39,0.0325
36416,0.00,1,83,835,16.14,0.00,0.00,2.30,1.0000,15.00,30.991,4.31,0,7,0.45,1.03,39,0.0299
36520,2.35,1,83,842,15.58,0.00,0.00,2.05,1.0000,15.00,32.262,5.10,0,7,0.46,1.01,39,0.0109
36624,2.35,1,83,861,15.61,0.00,0.00,2.30,1.0000,16.00,37.980,7.06,0,7,0.47,1.06,39,0.0452
36729,2.35,1,83,910,16.11,0.00,0.00,2.56,1.0000,16.50,42.110,7.45,0,7,0.49,1.13,39,0.1225
36832,2.35,1,83,988,16.14,0.00,0.00,2.82,1.0000,17.00,44.334,7.45,0,7,0.54,1.13,39,0.1335
36935,2.35,1,83,1067,16.12,0.00,0.00,2.82,1.0000,17.50,44.334,7.45,0,7,0.59,1.11,39,0.1159
37040,2.35,1,83,1158,15.59,0.00,0.00,2.82,1.0000,18.00,43.063,7.45,0,7,0.63,1.07,39,0.0857
37144,2.35,1,83,1239,15.74,0.00,0.00,2.82,1.0000,18.00,41.157,7.45,0,7,0.65,1.04,39,0.0497
37248,2.75,1,83,1318,16.56,0.00,0.00,2.82,1.0000,18.50,38.933,7.45,0,7,0.66,1.02,39,0.0184
37352,2.75,1,83,1369,16.82,0.00,0.00,2.82,1.0000,19.50,37.345,7.45,0,7,0.65,1.00,39,0.0050
37455,3.14,1,83,1414,17.65,0.00,0.00,2.82,1.0000,21.00,36.074,7.84,0,7,0.64,1.00,39,-0.0021
37560,3.14,1,83,1458,16.61,0.00,0.00,2.56,1.0000,22.00,35.121,8.24,0,7,0.63,0.99,39,-0.0087
37663,3.14,1,83,1507,15.62,0.00,0.00,2.56,1.0000,22.50,34.486,8.24,0,7,0.61,1.00,39,-0.0056
37767,3.53,1,83,1532,16.55,0.00,0.00,2.56,1.0000,23.50,33.850,8.24,0,7,0.60,0.99,39,-0.0076
37872,3.53,1,83,1561,15.13,0.00,0.00,2.56,1.0000,24.50,33.215,8.24,0,7,0.59,0.99,39,-0.0097
37975,3.53,1,83,1595,14.57,0.00,0.00,2.56,1.0000,25.00,32.262,8.24,0,7,0.58,0.99,39,-0.0088
38080,3.92,1,83,1611,13.90,0.00,0.00,2.56,1.0000,25.50,31.944,8.24,0,7,0.57,0.99,39,-0.0121
38183,4.31,1,83,1636,13.87,0.00,0.00,2.56,1.0000,26.50,32.580,9.02,0,7,0.56,1.00,39,0.0005
38288,4.31,1,83,1663,14.10,0.00,0.00,2.56,1.0000,26.50,32.897,9.02,0,7,0.55,1.00,39,0.0000
38391,4.31,1,83,1702,14.12,0.00,0.00,2.56,1.0000,26.50,33.533,9.41,0,7,0.56,1.00,39,0.0005
38495,4.71,1,83,1733,14.09,0.00,0.00,2.56,1.0000,27.00,33.533,9.41,0,7,0.56,1.00,39,0.0008
38600,4.71,1,83,1769,14.12,0.00,0.00,2.56,1.0000,27.00,33.215,9.80,0,7,0.57,1.00,39,0.0008
38703,5.10,1,83,1808,14.10,0.00,0.00,2.56,1.0000,27.00,34.168,9.80,0,7,0.57,1.00,39,0.0009
38807,5.10,1,83,1839,14.57,0.00,0.00,2.56,1.0000,27.00,34.168,9.80,0,7,0.57,1.00,39,0.0010
38910,5.10,1,83,1884,14.64,0.00,0.00,2.56,1.0000,27.50,33.533,9.80,0,7,0.57,1.00,39,0.0009
39015,5.10,1,83,1906,14.57,0.00,0.00,2.56,1.0000,27.50,32.580,10.20,0,7,0.57,1.00,39,0.0005
39119,5.10,1,83,1932,14.84,0.00,0.00,2.56,1.0000,28.00,32.262,10.20,0,7,0.57,1.00,39,0.0000
39222,5.10,1,83,1972,15.41,0.00,0.00,2.56,1.0000,28.50,32.580,10.20,0,7,0.56,1.00,39,0.0000
39327,5.49,1,83,1985,14.58,0.00,0.00,2.56,1.0000,28.50,32.580,10.20,0,7,0.56,1.00,39,0.0000
39432,5.49,1,83,2024,14.59,0.00,0.00,2.56,1.0000,29.00,31.627,10.20,0,7,0.55,1.00,39,0.0000
39537,5.49,1,83,2030,14.57,0.00,0.00,2.56,1.0000,29.00,31.944,10.20,0,7,0.55,1.00,39,0.0000
39642,5.49,1,83,1996,14.64,0.00,0.00,2.30,1.0000,30.00,31.627,10.20,0,7,0.54,1.00,39,0.0000
39745,5.49,1,83,2065,14.57,0.00,0.00,2.30,1.0000,30.50,31.309,10.20,0,7,0.53,1.00,39,0.0000
39850,5.49,1,83,2079,14.58,0.00,0.00,2.30,1.0000,30.50,30.991,10.20,0,7,0.53,1.00,39,0.0000
39954,5.49,1,83,2089,14.60,0.00,0.00,2.30,1.0000,31.00,30.991,10.20,0,7,0.52,1.00,39,0.0000
40058,5.88,1,83,2104,14.57,0.00,0.00,2.30,1.0000,31.50,31.627,10.59,0,7,0.52,1.00,39,0.0000
40162,5.88,1,83,2132,14.58,0.00,0.00,2.30,1.0000,31.50,32.580,10.98,0,7,0.52,1.00,39,0.0000
40266,5.88,1,83,2155,14.33,0.00,0.00,2.56,1.0000,31.50,32.897,10.98,0,7,0.53,1.00,39,0.0005
40371,5.88,1,83,2163,14.54,0.00,0.00,2.56,1.0000,31.50,32.580,10.98,0,7,0.54,1.00,39,0.0008
40474,5.88,1,83,2182,14.64,0.00,0.00,2.56,1.0000,31.50,32.897,10.98,0,7,0.55,1.00,39,0.0009
40579,6.27,1,83,2202,15.11,0.00,0.00,2.56,1.0000,32.00,32.897,11.37,0,7,0.55,1.00,39,0.0008
40683,6.27,1,83,2240,15.60,0.00,0.00,2.56,1.0000,32.00,33.215,11.37,0,7,0.55,1.00,39,0.0008
40786,6.27,1,83,2260,15.11,0.00,0.00,2.56,1.0000,32.00,33.215,11.37,0,7,0.56,1.00,39,0.0009
40891,6.27,1,83,2282,15.14,0.00,0.00,2.56,1.0000,32.50,33.850,11.37,0,7,0.56,1.00,39,0.0009
40994,6.67,1,83,2282,15.64,0.00,0.00,2.56,1.0000,32.50,33.850,11.37,0,7,0.56,1.00,39,0.0008
41099,6.67,1,83,2255,15.12,0.00,0.00,2.56,1.0000,33.00,34.168,11.76,0,7,0.56,1.00,39,0.0007
41204,6.67,1,83,2340,14.87,0.00,0.00,2.56,1.0000,33.50,33.850,11.76,0,7,0.57,1.00,39,0.0006
41308,6.67,1,83,2359,14.58,0.00,0.00,2.56,1.0000,33.50,33.533,11.76,0,7,0.57,1.00,39,0.0006
41413,6.67,1,83,2309,15.01,0.00,0.00,2.56,1.0000,34.00,33.215,11.76,0,7,0.57,1.00,39,0.0004
41516,6.67,1,83,2322,14.56,0.00,0.00,2.56,1.0000,34.00,33.215,11.76,0,7,0.57,1.00,39,0.0000
41621,7.06,1,83,2380,15.12,0.00,0.00,2.56,1.0000,34.50,32.897,11.76,0,7,0.56,1.00,39,0.0000
41724,7.06,1,83,2391,14.59,0.00,0.00,2.56,1.0000,35.00,33.533,12.16,0,7,0.56,1.00,39,0.0000
41828,7.06,1,83,2408,14.54,0.00,0.00,2.56,1.0000,34.50,34.486,12.16,0,7,0.56,1.00,39,0.0000
41933,7.06,1,83,2422,14.54,0.00,0.00,2.56,1.0000,35.00,34.486,12.16,0,7,0.57,1.00,39,0.0004
42037,7.45,1,83,2458,14.57,0.00,0.00,2.56,1.0000,35.00,34.168,12.55,0,7,0.57,1.00,39,0.0004
42140,7.45,1,83,2456,14.54,0.00,0.00,2.56,1.0000,35.00,34.803,12.55,0,7,0.58,1.00,39,0.0004
42245,7.84,1,83,2475,15.11,0.00,0.00,2.56,1.0000,35.50,35.439,12.55,0,7,0.58,1.00,39,0.0005
42349,7.84,1,83,2451,14.32,0.00,0.00,2.56,1.0000,35.00,36.074,12.94,0,7,0.59,1.00,39,0.0007
