Time (msec),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
62837,0.00,1,66,2016,18.61,0.00,0.00,0.77,1.0000,20.00,15.743,6.67,27,7,0.24,1.01,39,0.0000
62941,0.00,1,66,2002,18.61,0.00,0.00,0.77,1.0000,20.00,15.743,6.27,26,7,0.24,1.01,39,0.0000
63044,0.00,1,66,1933,18.62,0.00,0.00,0.77,1.0000,20.00,16.060,6.27,26,7,0.24,1.01,39,0.0000
63149,0.00,1,66,1896,18.61,0.00,0.00,0.77,1.0000,20.00,16.696,6.27,25,7,0.24,1.01,39,0.0000
63252,0.00,1,66,1884,18.61,0.00,0.00,0.77,1.0000,20.00,16.696,6.27,25,7,0.25,1.01,39,0.0000
63357,0.00,1,66,1819,18.61,0.00,0.00,0.77,1.0000,20.00,16.378,6.27,24,7,0.25,1.01,39,0.0000
63460,0.00,1,66,1804,18.60,0.00,0.00,0.77,1.0000,20.00,4.333,6.27,24,7,0.26,1.01,39,0.0000
63564,0.00,1,66,1776,18.61,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,24,7,0.26,1.01,39,0.0000
63668,0.00,1,66,1750,18.63,0.00,0.00,0.77,1.0000,20.00,17.649,5.88,23,7,0.26,1.01,39,0.0000
63772,0.00,1,66,1743,18.60,0.00,0.00,0.77,1.0000,20.00,17.966,5.88,23,7,0.27,1.01,39,0.0000
63877,0.00,1,66,1712,18.85,0.00,0.00,0.77,1.0000,20.00,17.966,5.88,23,7,0.27,1.01,39,0.0000
63982,0.00,1,66,1694,18.61,0.00,0.00,0.77,1.0000,20.00,17.966,5.88,22,7,0.27,1.01,39,0.0000
64086,1.18,1,66,1676,18.57,0.00,0.00,0.77,1.0000,20.00,17.966,5.88,22,7,0.27,1.01,39,0.0000
64191,2.35,1,66,1677,18.34,0.00,0.00,1.54,1.0000,20.00,19.872,7.45,22,7,0.28,1.01,39,0.0000
64294,2.75,1,66,1677,18.61,0.00,0.00,1.79,1.0000,21.00,23.685,7.84,22,7,0.29,1.09,39,0.0709
64399,2.75,1,66,1646,18.60,0.00,0.00,2.05,1.0000,22.00,26.544,8.63,22,7,0.32,1.13,39,0.1161
64502,3.92,1,66,1657,18.62,0.00,0.00,2.05,1.0000,23.00,28.767,8.63,22,7,0.37,1.13,39,0.1238
64607,5.88,1,66,1680,18.59,0.00,0.00,2.30,1.0000,24.00,34.803,10.98,22,7,0.41,1.15,39,0.1340
64711,7.06,1,66,1702,18.59,0.00,0.00,2.82,1.0000,24.50,41.792,12.16,22,7,0.49,1.22,39,0.2052
64816,8.24,1,66,1671,18.60,0.00,0.00,3.33,1.0000,24.00,49.099,14.12,22,7,0.59,1.21,39,0.2082
64919,10.59,1,66,1684,18.61,0.00,0.00,3.84,1.0000,23.00,55.452,14.90,22,7,0.72,1.20,39,0.2046
65023,10.59,1,66,1666,18.58,0.00,0.00,4.35,1.0000,20.00,63.394,17.25,23,7,0.86,1.18,39,0.1738
65128,10.98,1,66,1716,18.61,0.00,0.00,4.86,1.0000,20.00,66.889,17.65,23,7,1.00,1.22,39,0.1489
65231,11.37,1,66,1670,18.60,0.00,0.00,5.12,1.0000,25.50,17.199,17.65,23,7,1.09,1.23,39,0.1214
65335,11.37,1,66,1752,18.58,-1.05,0.00,5.38,1.0000,22.50,69.112,18.04,23,7,1.17,1.21,39,0.0951
65439,13.73,1,66,1757,0.00,-1.05,0.00,5.63,1.0000,21.50,70.701,18.43,24,7,1.23,1.21,39,0.0778
65543,18.82,1,66,1828,18.14,-1.05,0.00,5.89,1.0000,20.50,75.466,20.39,24,7,1.27,1.21,39,0.0762
65647,21.57,1,66,1834,16.48,-1.05,0.00,6.14,1.0000,19.50,87.220,28.24,24,7,1.32,1.24,39,0.0853
65751,21.96,1,66,1858,15.62,-1.05,0.00,6.66,1.0000,17.50,88.808,28.63,25,7,1.43,1.24,39,0.1012
65855,21.96,1,66,1881,15.58,-1.05,0.00,6.91,1.0000,17.00,88.491,29.41,25,7,1.50,1.22,39,0.0773
65959,23.14,1,66,1906,15.59,-1.05,0.00,6.91,1.0000,16.00,89.761,29.41,26,7,1.55,1.21,39,0.0610
66063,27.06,1,66,1952,15.28,-1.05,0.00,6.91,1.0000,15.50,90.397,32.16,26,7,1.58,1.21,39,0.0486
66167,27.84,1,66,1956,14.22,-1.05,0.00,7.17,1.0000,15.50,92.303,35.29,26,7,1.61,1.21,39,0.0479
66272,28.24,1,66,1920,13.86,-0.70,0.00,7.17,1.0000,15.50,93.891,35.69,26,7,1.64,1.20,39,0.0427
66375,29.02,1,66,1994,13.90,-0.70,0.00,7.17,1.0000,15.50,94.527,36.08,26,7,1.66,1.19,39,0.0334
66480,30.20,1,66,2022,13.58,-0.70,0.00,7.17,1.0000,15.50,93.891,37.65,27,7,1.67,1.18,38,0.0302
66584,30.20,1,66,2045,13.14,-0.70,0.00,7.17,1.0000,15.50,94.844,38.04,27,7,1.68,1.18,38,0.0216
66689,30.20,1,66,2058,13.12,-0.70,0.00,7.17,1.0000,15.50,95.797,38.43,27,7,1.69,1.18,38,0.0188
66794,30.98,1,66,2072,13.10,-0.70,0.00,7.17,1.0000,15.50,95.162,38.82,27,7,1.70,1.18,38,0.0167
66897,34.12,1,66,2156,13.37,-0.70,0.00,7.17,1.0000,15.50,95.797,39.61,27,7,1.71,1.18,38,0.0140
67002,38.04,1,66,2054,13.38,-0.70,0.00,7.42,1.0000,15.50,96.750,43.14,28,7,1.72,1.19,38,0.0127
67106,39.61,1,66,2141,13.12,-0.70,0.00,7.42,1.0000,15.50,97.386,47.84,28,7,1.73,1.18,38,0.0182
67210,39.61,1,66,2159,12.59,-0.70,0.00,7.42,1.0000,15.50,98.656,48.24,28,7,1.75,1.18,38,0.0104
67313,39.61,1,66,2117,13.12,-0.35,0.00,7.42,1.0000,16.00,99.609,48.63,29,7,1.76,1.18,38,0.0094
67418,39.61,1,66,2221,12.53,-0.35,0.00,7.42,1.0000,16.00,98.339,48.63,29,7,1.77,1.18,38,0.0084
67522,39.61,1,66,2215,12.64,-0.35,0.00,7.42,1.0000,16.00,99.609,48.63,29,7,1.77,1.18,38,0.0072
67625,39.61,1,66,2248,12.64,-0.35,0.00,7.42,1.0000,16.00,98.656,48.63,29,7,1.78,1.17,38,0.0063
67730,40.39,1,66,2276,12.53,-0.35,0.00,7.42,1.0000,16.00,99.927,49.02,30,7,1.78,1.17,38,0.0052
67834,44.31,1,66,2273,12.60,-0.35,0.00,7.42,1.0000,16.00,100.562,50.59,30,7,1.78,1.17,38,0.0045
67937,45.49,1,66,2311,12.25,-0.35,0.00,7.42,1.0000,16.00,101.198,54.12,30,7,1.79,1.17,38,0.0041
68042,45.88,1,66,2318,12.12,-0.35,0.00,7.68,1.0000,16.00,101.515,54.90,31,7,1.80,1.17,38,0.0036
68145,45.88,1,66,2332,12.07,-0.35,0.00,7.68,1.0000,16.00,101.198,55.29,31,7,1.80,1.17,38,0.0032
68250,46.27,1,66,2374,12.11,-0.35,0.00,7.68,1.0000,16.00,99.927,55.29,31,7,1.81,1.17,38,0.0029
68353,47.84,1,67,2378,12.07,0.00,0.00,7.68,1.0000,16.50,101.198,55.69,31,7,1.81,1.17,38,0.0024
68457,50.20,1,67,2368,11.87,0.00,0.00,7.68,1.0000,16.50,100.562,58.43,32,7,1.81,1.17,38,0.0022
68561,50.20,1,67,2432,12.09,0.00,0.00,7.68,1.0000,16.50,102.151,60.00,32,7,1.82,1.17,38,0.0021
68664,50.59,1,67,2451,12.07,0.00,0.00,7.68,1.0000,17.00,100.880,60.00,32,7,1.82,1.17,38,0.0019
68769,50.98,1,67,2485,12.18,0.00,0.00,7.68,1.0000,16.50,100.880,60.78,33,7,1.83,1.17,38,0.0019
68874,51.76,1,67,2442,12.35,0.00,0.00,7.68,1.0000,17.00,100.880,61.18,33,7,1.83,1.17,38,0.0017
68979,52.55,1,67,2541,12.12,0.00,0.00,7.68,1.0000,17.00,101.198,61.96,33,7,1.84,1.17,38,0.0016
69082,52.55,1,67,2555,12.12,0.00,0.00,7.68,1.0000,17.00,102.786,62.35,34,7,1.84,1.17,38,0.0016
69186,52.55,1,67,2572,12.09,0.00,0.00,7.68,1.0000,17.00,102.468,62.35,34,7,1.85,1.17,38,0.0016
69290,52.55,1,67,2613,12.18,0.00,0.00,7.68,1.0000,17.00,101.833,62.75,34,7,1.86,1.17,38,0.0015
69394,52.55,1,67,2599,12.12,0.00,0.00,7.94,1.0000,17.00,102.786,63.14,34,7,1.86,1.17,38,0.0017
69498,52.94,1,67,2677,12.11,0.00,0.00,7.94,1.0000,17.00,103.104,63.14,35,7,1.87,1.17,38,0.0015
69603,53.33,1,67,2647,12.18,0.00,0.00,7.94,1.0000,17.00,102.786,63.53,35,7,1.87,1.18,38,0.0013
69706,58.04,1,67,2685,12.11,0.00,0.00,7.94,1.0000,17.00,102.786,65.10,35,7,1.88,1.18,38,0.0016
69811,59.22,1,67,2742,12.12,0.00,0.00,7.94,1.0000,17.00,102.786,69.80,36,7,1.89,1.18,38,0.0083
69915,60.39,1,67,2707,12.12,0.00,0.00,7.94,1.0000,17.00,103.739,70.59,36,7,1.89,1.18,38,0.0016
70018,60.39,1,67,2762,12.10,0.00,0.00,7.94,1.0000,17.00,104.375,71.37,36,7,1.90,1.18,38,0.0017
70123,60.39,1,67,2765,12.07,0.00,0.00,7.94,1.0000,17.00,103.104,71.37,37,7,1.91,1.18,38,0.0018
70226,60.39,1,67,2816,12.18,0.00,0.00,8.19,1.0000,17.00,104.692,71.37,37,7,1.92,1.18,38,0.0081
70330,60.39,1,67,2780,12.11,0.00,0.00,8.19,1.0000,17.00,103.422,71.76,37,7,1.93,1.18,38,0.0016
70435,63.53,1,67,2858,12.09,0.00,0.00,8.19,1.0000,17.00,103.739,71.76,37,7,1.93,1.18,38,0.0015
70540,69.41,1,67,2904,11.86,0.00,0.00,8.19,1.0000,17.00,103.739,78.43,38,7,1.94,1.18,38,0.0017
70645,69.41,1,67,2842,12.12,0.00,0.00,8.19,1.0000,17.00,104.375,81.57,38,7,1.96,1.18,38,0.0087
70750,69.41,1,67,2896,12.07,0.00,0.00,8.45,1.0000,17.00,104.692,81.57,38,7,1.97,1.18,38,0.0095
70854,69.41,1,66,2891,12.18,0.00,0.00,8.45,1.0000,17.00,105.645,81.57,39,7,1.99,1.19,37,0.0021
70958,69.41,1,66,2970,12.30,0.00,0.00,8.45,1.0000,17.00,105.963,81.57,39,7,2.01,1.19,37,0.0026
71062,69.41,1,66,3022,12.13,0.00,0.00,8.70,1.0000,17.00,107.234,81.57,39,7,2.03,1.19,37,0.0125
71165,68.63,1,66,3012,12.11,0.00,0.00,8.70,1.0000,17.00,106.598,81.57,40,7,2.05,1.19,37,0.0143
71270,67.06,1,66,3024,12.09,0.00,0.00,8.96,1.0000,16.50,107.234,80.00,40,7,2.07,1.20,37,0.0032
71373,65.49,1,66,3076,12.17,0.00,0.00,8.96,1.0000,16.50,108.187,79.22,41,7,2.10,1.22,37,0.0036
71477,65.10,1,66,3092,12.10,0.00,0.00,9.22,1.0000,16.50,108.822,77.25,41,7,2.13,1.23,37,0.0110
71582,64.31,1,66,3096,12.08,0.00,0.00,9.47,1.0000,16.50,109.457,77.25,41,7,2.17,1.22,37,0.0046
71686,63.92,1,66,3184,11.58,0.00,0.00,9.73,1.0000,16.50,109.775,76.47,41,7,2.21,1.24,37,0.0118
71790,63.92,1,66,3193,11.56,0.00,0.00,9.73,1.0000,16.00,110.093,76.47,42,7,2.24,1.25,37,0.0117
71894,63.92,3,66,3258,11.57,0.00,0.00,9.98,1.0000,16.00,110.728,76.47,42,7,2.28,1.25,37,0.0050
71998,63.92,3,66,3092,11.11,0.00,0.00,10.75,1.0000,16.00,112.952,76.47,42,7,2.32,1.29,37,0.0215
72103,64.31,3,66,3030,11.55,0.00,0.00,10.50,1.0000,15.50,111.046,76.47,42,7,2.40,1.25,37,0.0076
72207,83.53,3,66,3262,13.07,0.00,0.00,9.73,1.0000,15.50,109.140,78.82,42,7,2.35,1.20,37,-0.0406
72311,58.04,3,66,3189,14.07,0.00,0.00,9.22,1.0000,16.00,107.869,96.86,41,7,2.27,1.17,37,-0.0608
72416,26.67,3,66,3021,14.63,0.00,0.00,8.45,1.0000,16.50,105.010,52.94,41,7,2.17,1.15,37,-0.0569
72519,23.92,3,66,3182,15.12,0.00,0.00,7.17,1.0000,17.00,99.927,37.25,41,7,2.00,1.03,37,-0.1644
72624,0.00,3,66,3196,13.35,0.00,0.00,6.14,1.0000,18.00,81.502,20.00,41,7,1.81,1.04,37,-0.0921
72728,0.00,1,66,2899,11.33,0.00,0.00,3.84,1.0000,20.00,47.510,8.24,40,7,1.50,0.71,37,-0.3580
72833,0.00,1,66,2694,12.07,0.00,0.00,0.77,1.0000,21.00,30.673,8.63,40,7,1.09,0.62,37,-0.4536
72936,0.00,1,66,2572,13.59,0.00,0.00,0.77,1.0000,27.00,25.591,8.63,40,7,0.75,0.76,37,-0.2885
73041,0.00,1,66,2554,14.58,0.00,0.00,0.77,1.0000,29.50,23.367,7.84,40,7,0.56,0.85,37,-0.1709
73146,0.00,1,66,2377,14.13,0.00,0.00,0.77,1.0000,30.50,21.461,7.84,40,7,0.45,0.89,37,-0.1227
73249,5.49,1,66,2335,13.23,0.00,0.00,1.79,1.0000,28.00,20.825,7.84,40,7,0.40,0.93,37,-0.0834
73354,10.59,1,66,2197,12.09,0.00,0.00,2.30,1.0000,26.50,35.439,15.69,39,7,0.36,1.10,37,0.0000
73457,10.98,1,66,2294,12.13,0.00,0.00,3.58,1.0000,28.00,54.817,17.65,39,7,0.50,1.43,37,0.4496
73561,11.37,1,66,2245,12.35,0.00,0.00,4.10,1.0000,15.00,63.077,18.82,39,7,0.77,1.22,37,0.2441
73665,11.37,1,66,2120,13.35,0.00,0.00,4.86,1.0000,24.50,66.889,18.82,39,7,0.98,1.22,37,0.1510
73769,13.33,1,66,2226,14.48,0.00,0.00,5.12,1.0000,26.50,68.795,18.82,39,7,1.10,1.20,37,0.0987
73875,20.78,1,66,2199,15.12,0.00,0.00,5.38,1.0000,24.50,78.325,23.92,39,7,1.18,1.20,37,0.0724
73978,27.84,1,66,2300,15.11,0.00,0.00,6.40,1.0000,22.50,89.761,30.20,39,7,1.29,1.26,37,0.1210
74082,29.41,1,66,2227,14.60,0.00,0.00,6.91,1.0000,19.00,94.844,36.86,40,7,1.46,1.25,37,0.1090
74186,34.90,1,66,2267,14.64,0.00,0.00,7.17,1.0000,17.50,95.480,39.61,40,7,1.58,1.23,37,0.0806
74290,37.25,1,66,2188,14.11,0.00,0.00,7.42,1.0000,17.00,98.021,44.31,40,7,1.66,1.22,37,0.0646
74394,41.18,1,66,2269,13.59,0.00,0.00,7.42,1.0000,16.50,98.974,48.24,40,7,1.71,1.21,37,0.0494
74498,41.57,1,66,2264,13.57,0.00,0.00,7.68,1.0000,16.50,99.292,50.20,40,7,1.74,1.21,37,0.0406
74604,42.75,1,66,2293,13.12,0.00,0.00,7.68,1.0000,16.50,98.656,51.37,41,7,1.76,1.20,37,0.0334
74707,42.75,1,66,2278,12.57,0.00,0.00,7.68,1.0000,16.50,98.974,51.76,41,7,1.78,1.19,37,0.0225
74811,43.14,1,66,2313,12.33,0.00,0.00,7.68,1.0000,16.50,99.292,51.76,41,7,1.79,1.19,37,0.0195
74915,43.14,1,66,2308,12.59,0.00,0.00,7.68,1.0000,16.50,99.292,52.16,41,7,1.80,1.19,37,0.0164
75018,44.71,1,66,2332,12.18,0.00,0.00,7.68,1.0000,16.50,99.609,51.76,41,7,1.80,1.18,37,0.0138
75123,51.37,1,66,2322,12.10,0.00,0.00,7.68,1.0000,16.50,101.198,56.08,42,7,1.80,1.18,37,0.0115
75227,52.55,1,66,2364,12.37,0.00,0.00,7.68,1.0000,16.50,101.833,61.57,42,7,1.81,1.18,37,0.0100
75332,52.55,1,66,2387,12.12,0.00,0.00,7.68,1.0000,16.50,100.880,62.35,42,7,1.83,1.18,37,0.0090
75437,52.55,1,66,2313,12.10,0.00,0.00,7.68,1.0000,16.50,101.515,62.35,42,7,1.84,1.18,37,0.0078
75541,52.55,1,66,2392,12.12,0.00,0.00,7.68,1.0000,16.50,102.151,62.35,42,7,1.84,1.18,37,0.0068
75645,52.55,1,66,2398,12.12,0.00,0.00,7.68,1.0000,16.50,101.515,62.35,43,7,1.85,1.18,37,0.0058
75749,52.55,1,66,2392,12.11,0.00,0.00,7.94,1.0000,16.50,102.151,62.35,43,7,1.85,1.18,37,0.0049
75854,52.55,1,66,2406,12.12,0.00,0.00,7.94,1.0000,16.50,101.833,62.35,43,7,1.86,1.18,37,0.0043
75958,52.55,1,66,2373,12.11,0.00,0.00,7.94,1.0000,16.50,101.515,62.35,43,7,1.86,1.18,37,0.0037
76062,52.55,1,66,2432,12.10,0.00,0.00,7.94,1.0000,16.50,102.786,62.35,43,7,1.86,1.18,37,0.0033
76166,57.25,1,66,2447,12.12,0.00,0.00,7.94,1.0000,16.50,102.151,63.14,43,7,1.87,1.18,37,0.0028
76271,57.25,1,66,2449,12.10,0.00,0.00,7.94,1.0000,16.50,102.151,67.45,44,7,1.87,1.18,37,0.0026
76374,57.25,1,66,2482,12.12,0.00,0.00,7.94,1.0000,16.50,102.151,67.45,44,7,1.88,1.18,37,0.0024
76479,58.82,1,66,2464,12.14,0.00,0.00,7.94,1.0000,16.50,102.151,68.24,44,7,1.88,1.18,37,0.0022
76584,58.82,1,66,2471,11.57,0.00,0.00,7.94,1.0000,16.50,103.104,69.02,44,7,1.88,1.18,37,0.0018
76689,58.82,1,66,2438,12.11,0.00,0.00,7.94,1.0000,16.50,102.468,69.02,44,7,1.89,1.18,37,0.0019
76793,58.82,1,66,2554,12.10,0.00,0.00,7.94,1.0000,16.50,102.786,69.02,44,7,1.90,1.18,37,0.0019
76898,58.43,1,66,2503,11.86,0.00,0.00,7.94,1.0000,16.50,102.786,69.02,44,7,1.90,1.18,37,0.0016
77003,58.43,1,66,2514,11.91,0.00,0.00,7.94,1.0000,16.50,102.786,68.63,45,7,1.90,1.18,37,0.0015
77106,58.04,1,66,2516,11.57,0.00,0.00,7.94,1.0000,16.50,102.786,68.63,45,7,1.91,1.18,37,0.0014
77211,58.43,1,66,2516,11.65,0.00,0.00,7.94,1.0000,16.50,102.786,68.63,45,7,1.91,1.18,37,0.0013
77314,58.43,1,66,2548,11.88,0.00,0.00,7.94,1.0000,16.50,102.786,68.63,45,7,1.91,1.18,37,0.0011
77418,58.43,1,66,2536,11.58,0.00,0.00,7.94,1.0000,16.50,104.057,68.63,45,7,1.91,1.18,37,0.0010
77522,58.43,1,66,2502,12.09,0.00,0.00,7.94,1.0000,16.50,104.692,68.63,45,7,1.92,1.18,37,0.0011
77627,58.43,1,66,2542,12.12,0.00,0.00,8.19,1.0000,16.50,103.422,69.02,45,7,1.92,1.18,37,0.0011
77730,58.43,1,66,2548,11.58,0.00,0.00,8.19,1.0000,16.50,103.422,69.02,45,7,1.93,1.18,37,0.0013
77835,58.43,1,66,2574,11.56,0.00,0.00,8.19,1.0000,16.50,104.692,69.02,46,7,1.93,1.18,37,0.0010
77938,58.43,1,66,2528,12.12,0.00,0.00,8.19,1.0000,16.50,104.057,69.02,45,7,1.93,1.18,37,0.0010
78043,58.43,1,66,2577,12.12,0.00,0.00,8.19,1.0000,16.50,103.422,69.02,45,7,1.94,1.18,37,0.0012
78147,58.43,1,66,2544,11.55,0.00,0.00,8.19,1.0000,16.50,105.328,68.63,46,7,1.94,1.18,37,0.0011
78251,58.43,1,66,2608,12.12,0.00,0.00,8.19,1.0000,16.50,103.739,69.02,46,7,1.94,1.18,37,0.0009
78356,58.43,1,66,2576,11.57,0.00,0.00,8.19,1.0000,16.50,105.328,69.02,46,7,1.95,1.18,37,0.0010
78461,58.43,1,66,2601,11.59,0.00,0.00,8.19,1.0000,16.50,104.057,69.02,46,7,1.95,1.18,37,0.0010
78564,58.43,1,66,2584,11.57,0.00,0.00,8.19,1.0000,16.50,105.010,69.02,46,7,1.96,1.18,37,0.0009
78669,58.43,1,66,2602,11.56,0.00,0.00,8.19,1.0000,16.50,104.057,69.02,46,7,1.96,1.18,37,0.0009
78773,58.82,1,66,2608,11.58,0.00,0.00,8.19,1.0000,16.50,105.645,69.41,46,7,1.96,1.17,37,0.0009
78877,58.82,1,66,2596,11.58,0.00,0.00,8.19,1.0000,16.50,104.057,69.02,46,7,1.97,1.18,37,0.0009
78982,58.82,1,66,2607,11.58,0.00,0.00,8.19,1.0000,16.50,105.645,69.02,46,7,1.97,1.18,37,0.0008
79085,58.82,1,66,2602,11.33,0.00,0.00,8.19,1.0000,16.50,104.057,69.02,47,7,1.97,1.18,37,0.0006
79188,58.82,1,67,2609,11.58,0.00,0.00,8.19,1.0000,16.50,104.692,69.02,46,7,1.97,1.18,37,0.0007
79293,58.82,1,67,2682,11.57,0.00,0.00,8.19,1.0000,16.50,105.010,69.41,46,7,1.97,1.18,37,0.0006
79398,58.82,1,67,2578,11.84,0.00,0.00,8.19,1.0000,16.50,104.375,69.41,47,7,1.98,1.18,37,0.0008
79502,58.82,1,67,2628,11.58,0.00,0.00,8.45,1.0000,16.50,104.375,69.02,47,7,1.98,1.18,37,0.0006
79607,58.82,1,67,2656,11.55,0.00,0.00,8.45,1.0000,16.50,105.010,69.41,47,7,1.98,1.18,37,0.0007
79712,58.82,1,67,2629,11.57,0.00,0.00,8.45,1.0000,16.50,105.645,69.02,47,7,1.99,1.18,37,0.0007
79816,58.82,1,67,2648,11.57,0.00,0.00,8.45,1.0000,16.50,105.645,69.02,47,7,1.99,1.18,37,0.0008
79921,58.82,1,67,2671,11.56,0.00,0.00,8.45,1.0000,16.50,105.010,69.41,47,7,1.99,1.18,37,0.0006
80024,66.67,1,67,2656,11.58,0.00,0.00,8.45,1.0000,16.50,104.692,69.80,48,7,1.99,1.19,37,0.0006
80129,73.33,1,67,2573,11.57,0.00,0.00,8.45,1.0000,16.50,105.328,81.57,47,7,2.00,1.18,37,0.0009
80232,77.25,1,67,2712,11.57,0.00,0.00,8.45,1.0000,16.50,105.328,87.45,47,7,2.01,1.18,37,0.0013
80337,79.22,1,67,2628,11.06,0.00,0.00,8.45,1.0000,16.50,105.645,89.02,48,7,2.02,1.19,37,0.0012
80442,80.00,1,67,2744,11.57,0.00,0.00,8.45,1.0000,16.00,105.645,91.76,48,7,2.02,1.20,37,0.0014
80547,77.65,1,67,2656,11.58,0.00,0.00,8.45,1.0000,16.50,105.963,91.76,48,7,2.03,1.19,37,0.0013
80652,74.51,1,67,2700,11.58,0.00,0.00,8.45,1.0000,16.00,105.645,87.06,48,7,2.03,1.19,37,0.0011
80755,69.41,1,67,2642,11.57,0.00,0.00,8.45,1.0000,16.00,105.645,84.31,48,7,2.03,1.19,37,0.0009
80859,68.24,1,67,2707,11.58,0.00,0.00,8.70,1.0000,16.00,105.645,80.39,48,7,2.03,1.19,37,0.0010
80964,64.31,1,67,2695,11.58,0.00,0.00,8.45,1.0000,16.00,105.963,78.43,48,7,2.04,1.19,37,0.0010
81067,54.90,1,67,2706,11.60,0.00,0.00,8.70,1.0000,16.00,105.645,72.94,48,7,2.04,1.19,37,0.0007
81171,40.39,1,67,2731,11.33,0.00,0.00,8.45,1.0000,16.50,105.328,60.78,48,7,2.04,1.20,37,0.0005
81275,36.86,1,67,2708,11.58,0.00,0.00,8.19,1.0000,16.50,104.375,48.63,48,7,2.02,1.14,37,-0.0292
81380,35.69,1,67,2794,11.55,0.00,0.00,8.19,1.0000,16.50,104.375,45.49,49,7,1.97,1.15,37,-0.0345
81483,35.69,1,67,2745,11.83,0.00,0.00,7.94,1.0000,17.00,102.786,45.49,49,7,1.94,1.18,37,-0.0261
81586,35.69,1,67,2707,11.58,0.00,0.00,7.94,1.0000,17.00,102.468,45.49,49,7,1.92,1.18,37,-0.0009
81691,35.69,1,67,2750,11.56,0.00,0.00,7.94,1.0000,17.00,103.104,45.10,49,7,1.91,1.17,36,-0.0006
81794,35.29,1,67,2732,12.12,0.00,0.00,7.94,1.0000,17.00,103.422,45.49,49,7,1.90,1.18,36,0.0000
81899,35.29,1,67,2773,12.11,0.00,0.00,7.94,1.0000,17.00,102.151,45.10,49,7,1.90,1.18,36,0.0000
82002,35.29,1,67,2706,12.10,0.00,0.00,7.94,1.0000,17.00,103.104,45.10,49,7,1.89,1.17,36,0.0000
82106,35.29,1,67,2780,12.12,0.00,0.00,7.94,1.0000,17.00,102.786,45.10,49,7,1.89,1.17,36,0.0000
82210,35.29,1,67,2690,12.12,0.00,0.00,7.94,1.0000,17.00,102.786,45.10,49,7,1.89,1.17,36,0.0000
82314,36.08,1,67,2871,12.10,0.00,0.00,7.94,1.0000,17.00,102.786,45.49,50,7,1.89,1.17,36,0.0000
82418,38.43,1,67,2767,12.11,0.00,0.00,7.94,1.0000,17.00,102.786,46.27,50,7,1.89,1.17,36,0.0000
82522,41.96,1,67,2764,12.10,0.00,0.00,8.19,1.0000,17.00,103.422,50.98,50,7,1.90,1.18,36,0.0004
82627,42.35,1,67,2763,12.10,0.00,0.00,8.19,1.0000,17.00,105.010,52.16,50,7,1.92,1.18,36,0.0099
82731,42.35,1,67,2772,12.12,0.00,0.00,8.19,1.0000,17.00,103.739,52.55,50,7,1.94,1.18,36,0.0020
82835,42.35,1,67,2785,12.17,0.00,0.00,8.19,1.0000,17.00,104.692,52.94,50,7,1.95,1.18,36,0.0021
82938,45.49,1,67,2826,12.11,0.00,0.00,8.19,1.0000,16.50,105.645,53.33,50,7,1.97,1.18,36,0.0090
83043,47.45,1,67,2800,12.12,0.00,0.00,8.45,1.0000,16.50,105.010,56.08,50,7,1.97,1.19,36,0.0021
83147,52.16,1,67,2833,12.10,0.00,0.00,8.45,1.0000,16.50,105.328,59.22,50,7,2.00,1.18,36,0.0026
83252,54.12,1,67,2822,11.87,0.00,0.00,8.70,1.0000,16.50,106.281,64.31,50,7,2.01,1.19,36,0.0107
83358,61.96,1,67,2829,11.87,0.00,0.00,8.70,1.0000,16.50,107.234,65.88,50,7,2.04,1.20,36,0.0033
83463,62.35,1,67,2826,12.11,0.00,0.00,8.70,1.0000,16.50,107.869,73.73,50,7,2.06,1.20,36,0.0103
83566,69.41,1,67,2831,11.58,0.00,0.00,8.96,1.0000,16.50,107.234,74.51,50,7,2.08,1.20,36,0.0115
83670,73.33,1,67,2824,11.63,0.00,0.00,8.96,1.0000,16.00,107.234,83.92,50,7,2.09,1.20,36,0.0100
83774,73.33,1,67,2852,11.56,0.00,0.00,8.96,1.0000,16.00,108.187,85.49,50,7,2.11,1.21,36,0.0034
83878,73.33,1,67,2842,11.57,0.00,0.00,8.96,1.0000,16.00,108.822,85.49,50,7,2.12,1.21,36,0.0032
83982,73.33,1,67,2868,11.57,0.00,0.00,9.22,1.0000,16.00,107.869,85.49,50,7,2.13,1.21,36,0.0031
84086,73.33,1,67,2835,11.57,0.00,0.00,9.22,1.0000,16.00,108.187,85.49,50,7,2.14,1.21,36,0.0029
