Time (msec),CL/OL Fueling* (status),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Fuel Injector #1 Pulse Width (ms),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Engine Load (4-Byte)* (g/rev),Ignition Total Timing (degrees),Throttle Opening Angle (%),Accelerator Pedal Angle (%),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Vehicle Speed (km/h)
122645,7,30,1330,14.68,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
122749,7,30,1336,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
122853,7,31,1328,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.475,0
122957,7,31,1334,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.526,0
123060,7,31,1339,14.57,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.526,0
123165,7,31,1338,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.526,0
123268,7,31,1334,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.526,0
123373,7,31,1337,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.475,0
123477,7,31,1334,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.526,0
123580,7,31,1331,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.526,0
123685,7,31,1331,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,9.02,0.00,0.00,0.00,0.0000,41.741,0
123788,7,31,1319,14.37,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,42.059,0
123893,7,31,1312,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,42.059,0
123997,7,31,1317,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.792,0
124101,7,31,1317,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
124205,7,31,1310,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.259,0
124310,7,31,1316,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.792,0
124413,7,31,1319,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,42.059,0
124517,7,31,1318,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,42.059,0
124621,7,31,1322,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,42.008,0
124725,7,31,1323,14.84,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
124828,7,31,1332,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
124933,7,31,1324,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
125037,7,31,1321,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
125140,7,31,1325,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
125244,7,31,1321,15.12,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.690,0
125349,7,31,1322,14.63,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
125453,7,31,1327,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
125556,7,31,1325,15.14,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
125660,7,31,1321,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
125765,7,31,1323,15.10,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
125868,7,31,1326,14.37,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.259,0
125972,7,31,1318,14.48,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
126077,7,31,1317,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
126180,7,31,1325,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.690,0
126284,7,31,1324,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
126389,7,31,1318,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
126492,7,31,1320,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
126595,7,31,1326,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
126700,7,31,1320,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
126804,7,31,1318,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
126907,7,31,1325,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
127012,7,31,1312,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
127115,7,31,1315,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.690,0
127220,7,31,1320,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
127324,7,31,1328,15.13,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
127427,7,31,1315,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
127533,7,31,1310,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
127636,7,31,1318,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
127741,7,31,1308,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
127845,7,31,1312,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
127949,7,31,1317,14.57,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
128052,7,31,1315,14.36,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
128156,7,31,1319,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
128260,7,31,1322,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
128364,7,31,1326,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
128468,7,31,1308,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
128571,7,31,1304,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
128676,7,31,1305,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
128780,7,31,1316,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
128884,7,31,1314,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.792,0
128987,7,31,1312,14.82,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
129092,7,31,1323,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
129195,7,31,1325,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
129299,7,31,1316,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
129404,7,31,1320,14.62,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
129507,7,31,1330,14.58,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,40.941,0
129611,7,31,1324,14.61,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
129714,7,31,1320,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
129819,7,31,1332,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
129924,7,31,1321,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
130029,7,31,1319,14.56,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
130134,7,31,1319,14.37,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
130239,7,31,1317,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
130344,7,31,1315,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
130448,7,31,1314,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
130552,7,31,1319,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
130657,7,31,1308,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
130762,7,31,1310,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
130865,7,31,1312,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
130969,7,31,1308,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
131074,7,31,1302,14.78,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
131178,7,31,1306,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
131283,7,31,1314,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
131386,7,31,1309,14.57,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
131491,7,31,1315,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
131596,7,31,1314,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
131699,7,31,1313,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
131804,7,31,1308,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
131908,7,31,1300,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
132012,7,31,1303,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
132118,7,31,1300,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
132223,7,31,1299,14.36,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
132328,7,31,1302,14.37,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
132431,7,31,1308,14.57,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
132535,7,31,1301,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
132640,7,31,1304,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
132744,7,31,1304,14.60,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
132847,7,31,1313,14.59,1.01,28,0.0000,3.07,1,0.72,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
132952,7,31,1307,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
133055,7,32,1308,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
133159,7,32,1307,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
133263,7,32,1310,14.76,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
133367,7,32,1308,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
133470,7,32,1310,14.95,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
133575,7,32,1316,14.66,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
133679,7,32,1311,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
133783,7,32,1319,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
133886,7,32,1319,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
133990,7,32,1315,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
134095,7,32,1311,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
134199,7,32,1305,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
134302,7,32,1314,14.56,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
134407,7,32,1300,14.37,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
134512,7,32,1305,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
134615,7,32,1309,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
134719,7,32,1302,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
134823,7,32,1299,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.741,0
134928,7,32,1301,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
135031,7,32,1301,15.15,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.526,0
135135,7,32,1314,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
135239,7,32,1306,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
135343,7,32,1304,14.84,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
135447,7,32,1303,15.23,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
135551,7,32,1305,14.65,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
135655,7,32,1308,14.56,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
135760,7,32,1309,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
135864,7,32,1316,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
135968,7,32,1308,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
136071,7,32,1308,14.63,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
136176,7,32,1312,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
136280,7,32,1308,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
136383,7,32,1304,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
136487,7,32,1300,14.35,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
136591,7,32,1297,14.46,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
136694,7,32,1308,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
136799,7,32,1297,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.475,0
136903,7,32,1306,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
137007,7,32,1306,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
137110,7,32,1308,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.208,0
137215,7,32,1306,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
137319,7,32,1302,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
137423,7,32,1312,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.423,0
137526,7,32,1318,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
137631,7,32,1315,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
137735,7,32,1323,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
137838,7,32,1322,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
137942,7,32,1314,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
138046,7,32,1309,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
138151,7,32,1314,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
138254,7,32,1320,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
138358,7,32,1308,14.57,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
138462,7,32,1306,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
138566,7,32,1310,14.56,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
138670,7,32,1306,14.35,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
138774,7,32,1301,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
138878,7,32,1306,14.57,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
138982,7,32,1314,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
139085,7,32,1306,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
139190,7,32,1309,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
139293,7,32,1314,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
139397,7,32,1319,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
139502,7,32,1310,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
139606,7,32,1305,14.86,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
139710,7,32,1313,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
139815,7,32,1312,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
139919,7,32,1310,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
140023,7,32,1315,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
140127,7,32,1318,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
140230,7,32,1312,14.57,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
140335,7,32,1308,14.61,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
140439,7,32,1314,14.60,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,41.055,0
140543,7,32,1313,14.59,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.306,0
140646,7,32,1308,14.59,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
140751,7,32,1314,14.34,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
140855,7,32,1318,14.61,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.306,0
140958,7,32,1309,15.16,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
141063,7,32,1301,14.59,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
141167,7,32,1302,14.62,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
141273,7,32,1309,14.58,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
141377,7,32,1303,14.60,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
141481,7,32,1309,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
141585,7,32,1318,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
141689,7,32,1310,14.68,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
141792,7,32,1311,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
141897,7,32,1307,14.57,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
142001,7,32,1312,14.59,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
142105,7,32,1300,14.58,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
142208,7,32,1303,14.61,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
142313,7,32,1302,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
142417,7,32,1314,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
142522,7,32,1310,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.157,0
142627,7,32,1308,14.58,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
142732,7,32,1313,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
142835,7,32,1303,14.37,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
142940,7,32,1300,14.35,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
143043,7,32,1306,14.62,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
143147,7,32,1315,14.59,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
143252,7,32,1307,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.106,0
143357,7,32,1308,14.61,1.01,28,0.0000,3.07,1,0.71,15.00,8.63,0.00,0.00,0.00,0.0000,41.055,0
143460,7,32,1309,14.59,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
143564,7,33,1318,14.61,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.306,0
143669,7,33,1313,14.58,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.357,0
143773,7,33,1312,14.60,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.890,0
143878,7,33,1318,14.85,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,40.839,0
143983,7,33,1319,14.58,1.01,28,0.0000,3.07,1,0.70,15.00,8.63,0.00,0.00,0.00,0.0000,41.321,0
