Time (msec),CL/OL Fueling* (status),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Fuel Injector #1 Pulse Width (ms),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Engine Load (4-Byte)* (g/rev),Ignition Total Timing (degrees),Throttle Opening Angle (%),Accelerator Pedal Angle (%),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Vehicle Speed (km/h)
21006,7,50,988,13.55,1.00,36,-0.0038,2.56,1,0.58,15.00,5.49,0.00,0.00,0.00,0.0000,34.803,0
21109,7,50,996,13.56,1.00,36,-0.0087,2.56,1,0.57,15.00,5.49,0.00,0.00,0.00,0.0000,34.435,0
21214,7,50,990,13.57,1.00,36,-0.0116,2.56,1,0.56,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
21318,7,50,992,14.08,1.00,36,-0.0124,2.56,1,0.56,15.00,5.49,0.00,0.00,0.00,0.0000,33.799,0
21421,7,50,988,14.11,1.01,36,-0.0110,2.56,1,0.55,15.00,5.49,0.00,0.00,0.00,0.0000,33.317,0
21525,7,50,984,14.11,1.02,36,0.0024,2.56,1,0.55,15.00,5.49,0.00,0.00,0.00,0.0000,33.533,0
21630,7,50,974,14.08,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.317,0
21733,7,50,974,14.11,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.266,0
21838,7,50,964,15.12,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.266,0
21941,7,50,960,14.33,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.533,0
22045,7,50,957,14.34,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
22149,7,50,955,14.56,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
22254,7,50,944,14.09,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
22357,7,50,946,14.11,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
22461,7,50,944,14.09,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
22565,7,50,946,14.09,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
22669,7,50,946,14.12,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
22774,7,50,946,14.10,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
22878,7,50,944,14.35,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
22982,7,50,946,14.11,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.799,0
23087,7,50,943,14.08,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.748,0
23191,7,50,945,14.11,1.01,36,0.0000,2.56,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.533,0
23296,7,50,942,14.10,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.482,0
23401,7,50,940,14.09,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.533,0
23504,7,50,938,14.11,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.317,0
23608,7,50,930,14.11,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
23713,7,50,928,14.55,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.533,0
23816,7,50,928,14.11,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
23920,7,50,928,14.59,1.01,36,0.0000,2.56,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
24024,7,50,925,14.53,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
24128,7,50,924,14.34,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
24232,7,50,924,14.58,1.01,36,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
24335,7,50,926,14.57,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
24439,7,50,926,14.14,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.168,0
24544,7,50,923,14.56,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
24647,7,50,923,14.57,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
24752,7,50,926,14.58,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
24855,7,50,930,14.57,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
24960,7,50,930,14.57,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
25063,7,50,927,14.82,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
25168,7,50,929,14.58,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
25272,7,50,925,14.56,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
25376,7,50,926,14.57,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
25481,7,50,926,14.56,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.799,0
25586,7,50,918,14.58,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
25689,7,50,920,14.60,1.01,36,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.168,0
25793,7,50,920,14.55,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
25897,7,50,920,14.59,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
26001,7,50,922,14.59,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
26104,7,50,921,14.57,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.168,0
26209,7,50,926,14.35,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
26312,7,50,926,14.34,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
26417,7,50,928,15.10,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
26521,7,50,927,14.59,1.01,36,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
26624,7,50,920,14.58,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
26729,7,50,924,15.11,1.01,36,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
26833,7,50,921,14.59,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
26936,7,50,923,14.56,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
27040,7,50,923,14.56,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
27144,7,50,919,14.60,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
27248,7,50,923,14.65,1.01,36,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
27351,7,50,917,14.55,1.01,36,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
27456,7,50,919,15.13,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
27560,7,50,922,14.57,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.168,0
27664,7,50,920,14.57,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
27768,7,50,920,14.60,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.168,0
27872,7,50,922,14.56,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
27975,7,50,926,15.02,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
28080,7,50,927,14.95,1.01,35,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
28184,7,50,927,15.10,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
28287,7,50,930,15.10,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.168,0
28392,7,50,928,14.88,1.01,36,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
28496,7,50,928,15.10,1.01,36,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.483,0
28599,7,50,927,15.13,1.01,36,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
28704,7,50,922,15.13,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
28807,7,50,926,15.11,1.01,35,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
28911,7,50,922,15.13,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
29016,7,50,926,15.11,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.749,0
29119,7,50,927,15.10,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
29223,7,50,922,15.14,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
29327,7,50,926,15.13,1.01,35,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
29431,7,50,923,15.34,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
29535,7,50,923,15.14,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
29639,7,50,925,15.09,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
29742,7,50,922,15.11,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
29847,7,50,926,15.14,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
29950,7,50,925,15.10,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
30055,7,50,928,15.12,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
30159,7,50,928,15.12,1.01,35,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
30262,7,50,929,15.11,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
30366,7,50,933,15.11,1.01,35,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.799,0
30471,7,50,930,14.87,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.799,0
30574,7,50,930,14.98,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
30678,7,50,931,15.14,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.483,0
30782,7,50,928,15.13,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
30886,7,50,932,15.10,1.01,35,0.0000,2.56,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,33.799,0
30990,7,50,928,15.13,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.799,0
31094,7,50,927,15.13,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
31197,7,50,931,15.10,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
31302,7,50,926,15.14,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,33.483,0
31406,7,50,930,15.12,1.01,35,0.0000,2.56,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
31509,7,50,925,15.33,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,33.533,0
31614,7,50,925,15.38,1.01,35,0.0000,2.56,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
31717,7,50,928,15.09,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
31821,7,50,925,15.11,1.01,35,0.0000,2.56,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.749,0
31926,7,50,931,15.13,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
32029,7,50,925,15.10,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
32134,7,50,928,15.11,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.370,0
32237,7,50,928,15.13,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
32341,7,50,929,15.13,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
32445,7,50,930,15.13,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.483,0
32549,7,50,928,15.12,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.483,0
32652,7,50,926,14.86,1.01,35,0.0000,2.56,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
32757,7,50,928,15.61,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
32860,7,50,928,15.15,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,34.370,0
32965,7,50,928,15.12,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
33069,7,50,926,15.15,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.584,0
33172,7,50,925,15.14,1.01,35,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.850,0
33276,7,50,927,15.12,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.850,0
33381,7,50,932,15.62,1.01,35,0.0000,2.56,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,34.268,0
33484,7,50,936,15.11,1.01,35,0.0000,2.30,1,0.54,15.00,5.49,0.00,0.00,0.00,0.0000,33.799,0
33588,7,50,942,15.60,1.01,35,0.0000,2.30,1,0.54,15.00,5.10,0.00,0.00,0.00,0.0000,33.799,0
33693,7,50,942,15.61,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.482,0
33798,7,50,946,15.84,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,33.317,0
33901,7,50,950,15.56,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,33.266,0
34005,7,50,947,15.61,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,33.266,0
34109,7,50,952,15.58,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,32.815,0
34214,7,50,949,15.60,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,32.815,0
34318,7,50,950,15.61,1.01,35,0.0000,2.30,1,0.53,15.00,5.49,0.00,0.00,0.00,0.0000,32.815,0
34421,7,50,947,15.58,1.01,35,0.0000,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,0.0000,32.631,0
34526,7,50,944,15.59,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,0.0000,32.662,0
34629,7,50,938,15.59,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,0.0000,32.611,0
34734,7,50,936,15.34,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,0.0000,32.611,0
34837,7,50,926,15.58,1.01,35,0.0000,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,0.0000,32.211,0
34941,7,50,920,15.61,1.00,35,-0.0020,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,0.0000,31.678,0
35045,7,50,910,15.58,1.00,35,-0.0022,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,1.0000,31.627,0
35150,7,50,899,15.61,1.01,35,-0.0021,2.30,1,0.50,15.00,4.71,0.00,0.00,0.00,1.0000,31.893,0
35253,7,50,895,15.60,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.995,0
35357,7,50,888,15.58,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,32.580,0
35462,7,50,890,15.15,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,33.297,0
35565,7,50,885,15.13,1.01,35,0.0000,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,33.266,0
35669,7,50,892,15.11,1.01,35,0.0019,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,33.482,0
35774,7,50,896,15.36,1.01,35,0.0024,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.748,0
35877,7,50,898,15.37,1.01,35,0.0029,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.584,0
35981,7,50,904,15.10,1.01,35,0.0032,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.482,0
36084,7,50,904,15.58,1.01,35,0.0032,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.482,0
36189,7,50,908,15.59,1.01,35,0.0031,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.266,0
36293,7,50,912,15.58,1.01,35,0.0028,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.215,0
36396,7,50,914,15.61,1.01,35,0.0024,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.297,0
36501,7,50,915,15.58,1.01,35,0.0021,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.297,0
36604,7,50,916,15.60,1.01,35,0.0018,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.548,0
36709,7,50,911,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.897,0
36812,7,50,910,15.36,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.897,0
36917,7,50,911,15.33,1.01,35,0.0000,2.30,1,0.52,15.00,4.71,0.00,0.00,0.00,1.0000,32.846,0
37021,7,50,906,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.631,0
37125,7,50,906,16.11,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.631,0
37229,7,50,900,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.846,0
37333,7,50,900,15.60,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.815,0
37437,7,50,901,15.57,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.815,0
37541,7,50,897,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.897,0
37646,7,50,901,15.60,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.215,0
37751,7,50,895,15.57,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.815,0
37854,7,50,897,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.297,0
37957,7,50,898,15.60,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.266,0
38062,7,50,900,15.82,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.266,0
38166,7,50,900,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.297,0
38269,7,50,905,15.59,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.482,0
38376,7,50,915,15.59,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.815,0
38478,7,50,920,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.897,0
38581,7,50,931,15.58,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.928,0
38685,7,50,933,15.60,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.662,0
38790,7,50,935,15.62,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.611,0
38893,7,50,936,15.56,1.01,35,0.0000,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
38997,7,50,932,15.36,1.01,35,0.0000,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,31.995,0
39102,7,50,936,16.13,1.01,35,0.0000,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
39205,7,50,935,15.59,1.01,35,0.0000,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,31.678,0
39309,7,50,935,15.62,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.893,0
39413,7,50,939,15.61,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.893,0
39517,7,50,939,15.60,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
39621,7,50,930,15.61,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
39726,7,50,930,15.61,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.729,0
39829,7,50,932,15.58,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
39934,7,50,932,15.62,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.678,0
40037,7,50,932,15.59,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.627,0
40142,7,50,922,15.80,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
40246,7,50,916,15.61,1.01,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,32.897,0
40349,7,50,915,15.59,1.00,35,0.0000,2.30,1,0.50,15.00,5.10,0.00,0.00,0.00,1.0000,32.866,0
40454,7,50,922,15.60,1.03,35,0.0232,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,33.533,0
40557,7,50,932,15.62,1.03,35,0.0032,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,33.850,0
40661,7,50,936,15.59,1.01,35,0.0041,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.850,0
40765,7,50,950,15.61,1.01,35,0.0047,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,33.799,0
40869,7,50,958,15.61,1.01,35,0.0045,2.30,1,0.53,15.00,5.10,0.00,0.00,0.00,1.0000,33.297,0
40973,7,50,964,15.59,1.01,35,0.0040,2.30,1,0.52,15.00,4.71,0.00,0.00,0.00,1.0000,33.297,0
41078,7,50,968,15.88,1.01,35,0.0031,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,32.662,0
41181,7,50,967,15.37,1.01,35,0.0021,2.30,1,0.52,15.00,4.71,0.00,0.00,0.00,1.0000,32.211,0
41285,7,50,960,15.61,1.01,35,0.0000,2.30,1,0.52,15.00,5.10,0.00,0.00,0.00,1.0000,31.944,0
41389,7,50,959,15.62,1.01,35,0.0000,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,1.0000,31.893,0
41492,7,50,949,16.14,1.01,35,0.0000,2.30,1,0.51,15.00,5.10,0.00,0.00,0.00,1.0000,32.160,0
41597,7,50,946,16.13,1.01,35,0.0000,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,1.0000,32.262,0
41701,7,50,943,15.80,1.01,35,0.0000,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,1.0000,32.211,0
41805,7,50,940,15.61,1.01,35,0.0000,2.30,1,0.51,15.00,4.71,0.00,0.00,0.00,1.0000,31.944,0
41910,7,50,934,15.59,1.01,35,0.0000,2.30,1,0.50,15.00,4.71,0.00,0.00,0.00,1.0000,31.627,0
42015,7,50,925,15.62,1.01,35,0.0000,2.30,1,0.50,15.00,4.71,0.00,0.00,0.00,1.0000,31.227,0
42118,7,50,918,15.58,1.01,35,0.0000,2.30,1,0.50,15.00,4.71,2.75,0.00,0.00,1.0000,31.678,0
42222,7,50,906,15.58,1.29,35,0.0969,2.56,1,0.50,16.50,11.76,7.45,0.00,0.00,1.0000,46.228,0
42327,7,50,950,15.87,1.28,35,0.3335,3.33,1,0.58,15.00,9.80,0.78,0.00,0.00,1.0000,55.935,0
42430,7,50,1026,15.56,1.13,35,0.2115,3.33,1,0.66,15.00,5.10,0.00,0.00,0.00,1.0000,47.942,0
42535,7,50,1086,15.59,1.01,35,0.0350,3.07,1,0.69,15.00,5.10,1.18,0.00,0.00,1.0000,40.419,0
42640,7,50,1084,15.62,1.01,35,-0.0022,2.82,1,0.68,17.00,6.67,2.35,0.00,0.00,1.0000,39.302,0
