Time (msec),AVLS Bank 0 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),AVLS Bank 1 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Oil Switching Solenoid Valve (OSV) Current (Left) (mA),Oil Switching Solenoid Valve (OSV) Current (Right) (mA),Oil Switching Solenoid Valve (OSV) Duty (Left) (%),Oil Switching Solenoid Valve (OSV) Duty (Right) (%),Oil Temperature (C),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Selected Barometric Estimate (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
17885,1,1,0.00,1,49,943,14.55,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.172,95.162,5.49,0
17989,1,1,0.00,1,49,948,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.172,95.162,5.49,0
18093,1,1,0.00,1,49,952,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.121,95.162,5.49,0
18198,1,1,0.00,1,49,952,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,34.905,95.162,5.88,0
18302,1,1,0.00,1,49,950,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,34.854,95.162,5.49,0
18405,1,1,0.00,1,49,954,14.55,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.121,95.162,5.88,0
18509,1,1,0.00,1,49,952,14.30,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,34.854,95.162,5.88,0
18614,1,1,0.00,1,49,955,14.53,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.121,95.162,5.88,0
18717,1,1,0.00,1,49,954,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,34.803,95.162,5.88,0
18821,1,1,0.00,1,49,953,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.121,95.162,5.88,0
18925,1,1,0.00,1,49,952,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.070,95.162,5.88,0
19030,1,1,0.00,1,49,954,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.070,95.162,5.88,0
19133,1,1,0.00,1,49,954,14.55,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,34.803,95.162,5.88,0
19237,1,1,0.00,1,49,956,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.070,95.162,5.88,0
19340,1,1,0.00,1,49,956,14.34,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.121,95.162,5.88,0
19445,1,1,0.00,1,49,954,14.34,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,48,35.070,95.162,5.88,0
19549,1,1,0.00,1,49,959,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.49,0
19653,1,1,0.00,1,49,955,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.121,95.162,5.88,0
19757,1,1,0.00,1,49,958,14.54,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
19860,1,1,0.00,1,49,964,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
19964,1,1,0.00,1,49,962,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.49,0
20069,1,1,0.00,1,49,961,14.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
20173,1,1,0.00,1,49,967,14.53,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
20276,1,1,0.00,1,49,962,14.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.019,95.162,5.88,0
20380,1,1,0.00,1,49,964,14.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.019,95.162,5.88,0
20485,1,1,0.00,1,49,964,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
20588,1,1,0.00,1,49,963,14.53,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
20692,1,1,0.00,1,49,962,14.32,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
20796,1,1,0.00,1,49,958,14.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
20900,1,1,0.00,1,49,956,14.10,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
21004,1,1,0.00,1,49,958,14.55,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
21107,1,1,0.00,1,49,960,14.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.121,95.162,5.88,0
21212,1,1,0.00,1,49,964,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.121,95.162,5.88,0
21316,1,1,0.00,1,49,962,14.10,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.121,95.162,5.88,0
21420,1,1,0.00,1,49,965,14.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
21523,1,1,0.00,1,49,964,14.35,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
21627,1,1,0.00,1,49,968,14.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
21732,1,1,0.00,1,49,970,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.019,95.162,5.88,0
21835,1,1,0.00,1,49,973,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
21939,1,1,0.00,1,49,970,14.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
22043,1,1,0.00,1,49,972,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
22148,1,1,0.00,1,49,978,14.51,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
22252,1,1,0.00,1,49,973,14.08,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
22355,1,1,0.00,1,49,974,14.51,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
22459,1,1,0.00,1,49,971,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.270,95.162,5.88,0
22563,1,1,0.00,1,49,972,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
22667,1,1,0.00,1,49,966,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.588,95.162,5.88,0
22771,1,1,0.00,1,49,970,14.34,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
22875,1,1,0.00,1,49,964,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.588,95.162,5.88,0
22979,1,1,0.00,1,49,968,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
23083,1,1,0.00,1,49,971,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
23186,1,1,0.00,1,49,971,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
23290,1,1,0.00,1,49,965,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
23395,1,1,0.00,1,49,970,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
23498,1,1,0.00,1,49,966,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
23602,1,1,0.00,1,49,970,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.019,95.162,5.88,0
23706,1,1,0.00,1,49,970,14.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
23811,1,1,0.00,1,49,970,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
23914,1,1,0.00,1,49,966,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
24018,1,1,0.00,1,49,966,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
24122,1,1,0.00,1,49,965,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
24225,1,1,0.00,1,49,964,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
24330,1,1,0.00,1,49,968,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
24434,1,1,0.00,1,49,969,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
24538,1,1,0.00,1,49,968,14.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
24642,1,1,0.00,1,49,973,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
24746,1,1,0.00,1,49,978,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
24851,1,1,0.00,1,49,974,14.37,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
24954,1,1,0.00,1,49,979,14.34,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
25059,1,1,0.00,1,49,982,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
25164,1,1,0.00,1,49,980,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
25268,1,1,0.00,1,49,976,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
25371,1,1,0.00,1,49,976,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
25476,1,1,0.00,1,49,972,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
25580,1,1,0.00,1,49,972,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
25685,1,1,0.00,1,49,972,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
25788,1,1,0.00,1,49,972,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
25891,1,1,0.00,1,49,973,14.82,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
25996,1,1,0.00,1,49,972,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
26101,1,1,0.00,1,49,978,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
26205,1,1,0.00,1,49,976,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
26309,1,1,0.00,1,49,976,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
26412,1,1,0.00,1,49,978,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
26518,1,1,0.00,1,49,976,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
26621,1,1,0.00,1,49,972,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
26725,1,1,0.00,1,49,974,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
26829,1,1,0.00,1,49,970,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
26933,1,1,0.00,1,49,972,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
27037,1,1,0.00,1,49,974,14.35,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
27142,1,1,0.00,1,49,974,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
27246,1,1,0.00,1,49,971,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
27349,1,1,0.00,1,49,973,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
27453,1,1,0.00,1,49,979,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
27557,1,1,0.00,1,49,980,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
27661,1,1,0.00,1,49,982,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
27764,1,1,0.00,1,49,984,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
27868,1,1,0.00,1,49,980,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
27973,1,1,0.00,1,49,976,14.83,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
28077,1,1,0.00,1,49,979,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
28181,1,1,0.00,1,49,973,14.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
28284,1,1,0.00,1,49,974,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
28389,1,1,0.00,1,49,974,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
28492,1,1,0.00,1,49,972,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
28596,1,1,0.00,1,49,972,15.14,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
28700,1,1,0.00,1,49,968,14.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
28805,1,1,0.00,1,49,974,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
28909,1,1,0.00,1,49,974,14.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
29013,1,1,0.00,1,49,978,14.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
29116,1,1,0.00,1,49,980,14.89,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
29220,1,1,0.00,1,49,978,14.35,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
29324,1,1,0.00,1,49,970,14.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
29428,1,1,0.00,1,49,976,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
29532,1,1,0.00,1,49,975,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
29636,1,1,0.00,1,49,979,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
29739,1,1,0.00,1,49,981,15.14,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
29843,1,1,0.00,1,49,981,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
29947,1,1,0.00,1,49,985,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
30051,1,1,0.00,1,49,980,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
30156,1,1,0.00,1,49,984,15.26,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
30260,1,1,0.00,1,49,978,15.35,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
30365,1,1,0.00,1,49,975,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
30469,1,1,0.00,1,49,976,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
30573,1,1,0.00,1,49,976,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
30678,1,1,0.00,1,49,971,15.14,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
30782,1,1,0.00,1,49,974,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
30886,1,1,0.00,1,49,973,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
30990,1,1,0.00,1,49,974,15.14,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
31095,1,1,0.00,1,49,976,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
31198,1,1,0.00,1,49,977,15.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
31302,1,1,0.00,1,49,976,14.89,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
31406,1,1,0.00,1,49,975,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
31510,1,1,0.00,1,49,984,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
31613,1,1,0.00,1,49,980,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
31717,1,1,0.00,1,49,980,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
31821,1,1,0.00,1,49,978,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
31925,1,1,0.00,1,49,978,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
32029,1,1,0.00,1,49,972,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
32133,1,1,0.00,1,49,976,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
32237,1,1,0.00,1,49,968,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
32341,1,1,0.00,1,49,969,15.34,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
32446,1,1,0.00,1,49,968,15.14,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,35.070,95.162,5.88,0
32549,1,1,0.00,1,49,974,15.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
32653,1,1,0.00,1,49,976,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
32757,1,1,0.00,1,49,971,15.11,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.537,95.162,5.88,0
32861,1,1,0.00,1,49,978,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
32965,1,1,0.00,1,49,972,15.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.854,95.162,5.88,0
33069,1,1,0.00,1,49,975,15.16,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.854,95.162,5.88,0
33172,1,1,0.00,1,49,976,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.854,95.162,5.88,0
33276,1,1,0.00,1,49,976,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
33380,1,1,0.00,1,49,977,14.91,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.803,95.162,5.88,0
33484,1,1,0.00,1,49,981,15.01,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
33589,1,1,0.00,1,49,975,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
33693,1,1,0.00,1,49,978,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.752,95.162,5.88,0
33797,1,1,0.00,1,49,983,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
33901,1,1,0.00,1,49,984,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
34004,1,1,0.00,1,49,989,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.486,95.162,5.88,0
34108,1,1,0.00,1,49,990,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
34212,1,1,0.00,1,49,997,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
34316,1,1,0.00,1,49,995,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
34420,1,1,0.00,1,49,1001,15.35,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
34523,1,1,0.00,1,49,1004,15.37,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
34628,1,1,0.00,1,49,1007,15.15,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
34732,1,1,0.00,1,49,1006,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
34836,1,1,0.00,1,49,1002,15.13,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
34940,1,1,0.00,1,49,1000,15.15,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
35044,1,1,0.00,1,49,996,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
35147,1,1,0.00,1,49,992,15.13,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
35251,1,1,0.00,1,49,988,15.62,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
35356,1,1,0.00,1,49,986,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
35459,1,1,0.00,1,49,987,15.09,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
35563,1,1,0.00,1,49,983,15.37,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
35667,1,1,0.00,1,49,988,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
35771,1,1,0.00,1,49,991,15.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
35875,1,1,0.00,1,49,985,15.15,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.49,0
35979,1,1,0.00,1,49,987,15.12,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
36082,1,1,0.00,1,49,989,15.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
36187,1,1,0.00,1,49,982,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
36292,1,1,0.00,1,49,979,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
36395,1,1,0.00,1,49,991,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
36498,1,1,0.00,1,49,987,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
