Time (msec),Accelerator Pedal Angle (%),Auxiliary Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Battery Voltage (V),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Crank Synchronization State (D2WD610H diagnostic)* (raw state),Engine Signal Runtime Flags (D2WD610H diagnostic)* (raw flags),Engine Signal Timeout State (D2WD610H diagnostic)* (raw state),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Scheduler Mode (D2WD610H diagnostic)* (raw mode),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Missed Airflow Task Activations (D2WD610H diagnostic)* (missed activations),Missed Crank Output Task Activations (D2WD610H diagnostic)* (missed activations),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Throttle Opening Angle (%),Vehicle Speed (km/h)
18098,0.00,4032,14.16,1,54,1,0,0,966,14.10,0.00,0.00,2.30,1.0000,2,18.50,0,0,0,0,30.356,0,4.71,0
18202,0.00,4032,14.24,1,54,1,0,0,956,14.09,0.00,0.00,2.30,1.0000,2,18.50,0,0,0,0,30.356,0,5.10,0
18306,0.00,4032,14.24,1,54,1,0,0,946,13.88,0.00,0.00,2.30,1.0000,2,18.50,0,0,0,0,30.673,0,5.10,0
18410,0.00,4032,14.24,1,54,1,0,0,934,14.03,0.00,0.00,2.30,1.0000,2,18.50,0,0,0,0,30.673,0,5.10,0
18514,0.00,4032,14.24,1,54,1,0,0,933,14.12,0.00,0.00,2.30,1.0000,2,18.50,0,0,0,0,30.991,0,5.10,0
18618,0.00,4032,14.16,1,54,1,0,0,927,14.10,0.00,0.00,2.30,1.0000,2,18.50,0,0,0,0,30.991,0,5.10,0
18722,0.00,4032,14.16,1,54,1,0,0,930,14.59,0.00,0.00,2.30,1.0000,2,18.00,0,0,0,0,31.627,0,5.10,0
18826,0.00,4032,14.16,1,54,1,0,0,934,14.12,0.00,0.00,2.30,1.0000,2,17.50,0,0,0,0,31.627,0,5.10,0
18931,0.00,4032,14.24,1,54,1,0,0,936,14.53,0.00,0.00,2.30,1.0000,2,17.50,0,0,0,0,31.627,0,5.10,0
19035,0.00,4032,14.24,1,54,1,0,0,933,14.10,0.00,0.00,2.30,1.0000,2,17.00,0,0,0,0,31.627,0,5.10,0
19138,0.00,4032,14.16,1,54,1,0,0,934,14.36,0.00,0.00,2.30,1.0000,2,17.00,0,0,0,0,30.991,0,4.71,0
19242,0.00,4032,14.16,1,54,1,0,0,934,14.39,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.991,0,4.71,0
19346,0.00,4032,14.16,1,54,1,0,0,932,14.11,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.673,0,4.71,0
19451,0.00,4032,14.24,1,54,1,0,0,928,14.14,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.673,0,4.71,0
19555,0.00,4032,14.08,1,54,1,0,0,925,14.56,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.673,0,4.71,0
19659,0.00,4032,14.32,1,54,1,0,0,923,14.59,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.991,0,4.71,0
19763,0.00,4032,14.16,1,54,1,0,0,922,14.98,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.673,0,4.71,0
19868,0.00,4032,14.24,1,54,1,0,0,928,15.13,0.00,0.00,2.30,1.0000,2,16.00,0,0,0,0,30.673,0,4.71,0
19973,0.00,4032,14.16,1,54,1,0,0,926,14.57,0.00,0.00,2.30,1.0000,2,16.00,0,0,0,0,30.673,0,4.71,0
20078,0.00,4032,14.24,1,54,1,0,0,918,14.61,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.673,0,4.71,0
20182,0.00,4032,14.24,1,54,1,0,0,916,14.63,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.356,0,4.71,0
20286,0.00,4032,14.16,1,54,1,0,0,910,14.53,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.038,0,4.71,0
20392,0.00,4032,14.16,1,54,1,0,0,899,13.96,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,30.038,0,4.71,0
20494,0.00,4032,14.24,1,54,1,0,0,890,13.88,0.00,0.00,2.30,1.0000,2,17.00,0,0,0,0,30.356,0,4.71,0
20598,0.00,4032,14.16,1,54,1,0,0,886,14.59,0.00,0.00,2.30,1.0000,2,17.00,0,0,0,0,30.673,0,4.71,0
20701,0.00,4032,14.16,1,54,1,0,0,878,14.62,0.00,0.00,2.30,1.0000,2,17.00,0,0,0,0,30.673,0,4.71,0
20806,0.00,4032,14.32,1,54,1,0,0,876,14.60,0.00,0.00,2.30,1.0000,2,17.00,0,0,0,0,31.309,0,4.71,0
20910,0.00,4032,14.16,1,54,1,0,0,880,14.57,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,31.309,0,4.71,0
21015,0.00,4032,13.92,1,54,1,0,0,881,14.61,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,31.627,0,4.71,0
21119,0.00,4032,14.16,1,54,1,0,0,882,14.64,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,31.309,0,4.71,0
21223,0.00,4032,14.16,1,54,1,0,0,886,14.58,0.00,0.00,2.30,1.0000,2,16.00,0,0,0,0,31.627,0,4.71,0
21326,0.00,4032,14.16,1,54,1,0,0,888,14.62,0.00,0.00,2.30,1.0000,2,16.00,0,0,0,0,31.627,0,4.71,0
21430,0.00,4032,14.08,1,54,1,0,0,885,14.82,0.00,0.00,2.30,1.0000,2,16.00,0,0,0,0,31.309,0,4.71,0
21535,0.00,4032,14.16,1,54,1,0,0,884,14.60,0.00,0.00,2.30,1.0000,2,16.00,0,0,0,0,31.627,0,4.71,0
21639,36.08,4032,14.16,1,54,1,0,0,874,14.55,0.00,0.00,2.30,1.0000,2,16.50,0,0,0,0,56.723,0,8.24,0
21743,41.57,4032,14.16,1,54,1,0,0,934,14.60,0.00,0.00,3.07,1.0000,2,15.50,0,0,0,0,93.257,0,49.02,0
21846,0.00,4032,14.16,1,54,1,0,0,1184,15.11,0.00,0.00,4.86,1.0000,2,17.00,0,0,0,0,86.266,0,33.33,0
21950,0.00,4032,14.16,1,54,1,0,0,1507,14.54,0.00,0.00,5.38,1.0000,2,24.50,0,0,0,0,59.582,0,7.06,0
22054,0.00,4032,14.16,1,54,1,0,0,1624,14.59,0.00,0.00,4.86,1.0000,2,22.00,0,0,0,0,42.428,0,6.27,0
22158,2.75,4032,14.24,1,54,1,0,0,1564,14.57,0.00,0.00,3.58,1.0000,2,18.50,0,0,0,0,32.897,0,5.49,0
22262,3.92,4032,14.16,1,54,1,0,0,1397,16.61,0.00,0.00,2.82,1.0000,2,18.50,0,0,0,0,35.756,0,9.02,0
22366,4.31,4032,14.08,1,54,1,0,0,1162,16.59,0.00,0.00,2.82,1.0000,2,16.50,0,0,0,0,41.474,0,9.80,0
22470,3.92,4032,14.08,1,54,1,0,0,1036,15.59,0.00,0.00,3.07,1.0000,2,16.00,0,0,0,0,47.828,0,9.80,0
22574,4.31,4032,13.92,1,54,1,0,0,926,13.88,0.00,0.00,3.33,1.0000,2,15.50,0,0,0,0,54.182,0,9.80,0
22678,6.27,4032,14.24,1,54,1,0,0,834,13.59,0.00,0.00,3.33,1.0000,2,15.50,0,0,0,0,63.077,0,10.59,0
22782,8.24,4032,14.16,1,54,1,0,0,797,13.12,0.00,0.00,3.58,1.0000,2,16.00,0,0,0,0,78.642,0,15.69,0
22885,1.96,4032,14.16,1,54,1,0,0,816,13.12,0.00,0.00,3.84,1.0000,2,18.50,0,0,0,0,84.680,0,18.04,0
22989,0.00,4032,14.08,1,54,1,0,0,871,13.13,0.00,0.00,4.10,1.0000,2,22.50,0,0,0,0,74.514,0,9.02,0
23093,0.00,4032,14.16,1,54,1,0,0,912,13.11,0.00,0.00,4.35,1.0000,2,21.00,0,0,0,0,62.441,0,5.88,2
23197,1.57,4032,14.16,1,54,1,0,0,934,14.09,0.00,0.00,4.10,1.0000,2,12.50,0,0,0,0,54.499,0,5.49,2
23302,3.14,4032,14.16,1,54,1,0,0,885,15.84,0.00,0.00,3.84,1.0000,2,20.00,0,0,0,0,55.135,0,7.84,2
23405,2.75,4032,14.16,1,54,1,0,0,834,18.87,0.00,0.00,3.84,1.0000,2,19.50,0,0,0,0,57.358,0,8.24,3
23509,0.00,4032,14.16,1,54,1,0,0,796,0.00,0.00,0.00,3.84,1.0000,2,19.50,0,0,0,0,57.994,0,8.24,3
23614,0.00,4032,14.16,1,54,1,0,0,807,0.00,0.00,0.00,3.84,1.0000,2,12.50,0,0,0,0,54.182,0,5.49,3
23718,0.00,4032,14.24,1,54,1,0,0,827,0.00,0.00,0.00,3.58,1.0000,2,12.50,0,0,0,0,50.369,0,5.49,3
23821,0.00,4032,14.24,1,54,1,0,0,862,16.70,0.00,0.00,3.58,1.0000,2,12.50,0,0,0,0,46.875,0,5.10,3
23925,0.00,4032,13.84,1,54,1,0,0,898,16.60,0.00,0.00,3.33,1.0000,2,12.50,0,0,0,0,43.063,0,5.10,3
24029,0.00,4032,13.92,1,54,1,0,0,920,15.60,0.00,0.00,3.07,1.0000,2,13.00,0,0,0,0,40.204,0,5.10,3
24133,0.00,4032,14.00,1,54,1,0,0,924,15.61,0.00,0.00,3.07,1.0000,2,13.50,0,0,0,0,37.662,0,5.10,3
24238,0.00,4032,14.00,1,54,1,0,0,914,15.58,0.00,0.00,2.82,1.0000,2,14.00,0,0,0,0,36.392,0,5.10,3
24341,0.00,4032,13.84,1,54,1,0,0,890,14.59,0.00,0.00,2.82,1.0000,2,14.00,0,0,0,0,35.756,0,5.10,3
24445,0.00,4032,13.68,1,54,1,0,0,862,14.10,0.00,0.00,2.82,1.0000,2,14.50,0,0,0,0,35.121,0,4.71,3
24549,0.00,4032,13.20,1,54,1,0,0,844,14.11,0.00,0.00,2.82,1.0000,2,14.50,0,0,0,0,35.439,0,5.10,3
24652,0.00,4032,13.20,1,54,1,0,0,841,13.38,0.00,0.00,2.82,1.0000,2,15.00,0,0,0,0,34.803,0,5.10,3
24757,0.00,4032,13.12,1,54,1,0,0,833,13.27,0.00,0.00,2.82,1.0000,2,15.00,0,0,0,0,34.803,0,4.71,3
24860,0.00,4032,12.96,1,54,1,0,0,848,13.11,0.00,0.00,2.82,1.0000,2,15.00,0,0,0,0,35.121,0,4.71,2
24964,0.00,4032,12.88,1,54,1,0,0,867,13.05,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,34.168,0,4.71,2
25068,0.00,4032,12.80,1,54,1,0,0,880,12.53,0.00,0.00,2.82,1.0000,2,15.00,0,0,0,0,33.850,0,4.71,2
25172,0.00,4032,12.72,1,54,1,0,0,889,12.55,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,33.215,0,4.71,2
25276,0.00,4032,12.72,1,54,1,0,0,902,12.59,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,32.580,0,4.71,2
25380,0.00,4032,12.64,1,54,1,0,0,906,12.57,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,32.262,0,4.71,2
25484,0.00,4032,12.64,1,54,1,0,0,912,12.58,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.944,0,4.71,2
25588,0.00,4032,12.64,1,54,1,0,0,910,12.56,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.627,0,4.71,2
25692,0.00,4032,12.64,1,54,1,0,0,909,12.57,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,2
25796,0.00,4032,12.56,1,54,1,0,0,924,12.57,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,2
25900,0.00,4032,12.56,1,54,1,0,0,922,13.05,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,2
26004,0.00,4032,12.56,1,54,1,0,0,926,13.11,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,30.673,0,4.71,2
26108,0.00,4032,12.56,1,54,1,0,0,930,13.09,0.00,0.00,2.56,1.0000,2,12.50,0,0,0,0,30.673,0,4.71,2
26212,0.00,4032,12.56,1,54,1,0,0,915,13.12,0.00,0.00,2.56,1.0000,2,14.00,0,0,0,0,30.673,0,4.71,2
26316,0.00,4032,12.56,1,54,1,0,0,921,13.09,0.00,0.00,2.56,1.0000,2,14.00,0,0,0,0,30.991,0,4.71,2
26419,0.39,4032,12.56,1,54,1,0,0,926,13.12,0.00,0.00,2.56,1.0000,2,13.00,0,0,0,0,30.991,0,4.71,2
26523,1.96,4032,12.56,1,54,1,0,0,932,13.15,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,32.580,0,5.88,2
26628,10.20,4032,12.56,1,54,1,0,0,952,13.12,0.00,0.00,2.56,1.0000,2,15.50,0,0,0,0,44.651,0,9.80,2
26731,10.98,4032,12.56,1,54,1,0,0,974,13.07,0.00,0.00,3.07,1.0000,2,16.00,0,0,0,0,69.430,0,16.86,2
26835,0.00,4032,12.48,1,54,1,0,0,1138,12.85,0.00,0.00,4.10,1.0000,2,15.50,0,0,0,0,63.394,0,9.80,2
26939,0.00,4032,12.48,1,54,1,0,0,1261,13.12,0.00,0.00,4.10,1.0000,2,16.00,0,0,0,0,48.463,0,5.49,2
27043,0.00,4032,12.48,1,54,1,0,0,1285,13.08,0.00,0.00,3.84,1.0000,2,14.00,0,0,0,0,38.933,0,5.10,2
27147,4.31,4032,12.48,1,54,1,0,0,1222,14.30,0.00,0.00,3.33,1.0000,2,16.50,0,0,0,0,37.027,0,7.06,2
27251,3.92,4032,12.48,1,54,1,0,0,1139,15.41,0.00,0.00,3.07,1.0000,2,16.50,0,0,0,0,43.381,0,9.41,3
27355,0.00,4032,12.48,1,54,1,0,0,1095,16.56,0.00,0.00,3.33,1.0000,2,16.00,0,0,0,0,42.428,0,6.27,3
27459,0.00,4032,12.56,1,54,1,0,0,1049,16.70,0.00,0.00,3.33,1.0000,2,15.00,0,0,0,0,37.345,0,5.10,3
27563,0.00,4032,12.48,1,54,1,0,0,982,15.58,0.00,0.00,3.07,1.0000,2,15.50,0,0,0,0,35.439,0,5.10,3
27667,0.00,4032,12.56,1,54,1,0,0,980,16.13,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,34.168,0,5.10,3
27771,0.00,4032,12.48,1,54,1,0,0,964,14.10,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,32.580,0,4.71,3
27875,0.00,4032,12.48,1,54,1,0,0,946,14.12,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,31.627,0,4.71,4
27978,0.00,4032,12.48,1,54,1,0,0,921,14.11,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,3
28082,0.00,4032,12.48,1,54,1,0,0,913,14.11,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,4
28187,0.00,4032,12.40,1,55,1,0,0,880,14.10,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.627,0,4.71,4
28290,0.00,4032,12.48,1,55,1,0,0,864,13.59,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.627,0,4.71,4
28394,0.00,4032,12.56,1,55,1,0,0,833,13.13,0.00,0.00,2.56,1.0000,2,15.50,0,0,0,0,31.944,0,4.71,4
28498,0.00,4032,12.48,1,55,1,0,0,822,13.06,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,33.533,0,4.71,4
28602,0.00,4032,12.56,1,55,1,0,0,674,13.15,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,35.439,0,4.71,4
28706,0.00,4032,12.40,1,55,1,0,0,598,13.12,0.00,0.00,2.82,1.0000,2,15.00,0,0,0,0,38.298,0,4.71,4
28810,0.00,4032,12.56,1,55,1,0,0,554,12.55,0.00,0.00,2.82,1.0000,2,15.00,0,0,0,0,42.110,0,5.10,5
28914,0.00,4032,12.24,1,55,1,0,0,591,12.83,0.00,0.00,3.07,1.0000,2,15.00,0,0,0,0,44.969,0,5.49,5
29018,0.00,4032,12.48,1,55,1,0,0,673,12.34,0.00,0.00,3.07,1.0000,2,15.00,0,0,0,0,46.240,0,5.49,5
29122,0.00,4032,12.56,1,55,1,0,0,767,12.88,0.00,0.00,3.33,1.0000,2,15.00,0,0,0,0,44.651,0,5.10,5
29226,0.00,4032,12.48,1,55,1,0,0,787,13.13,0.00,0.00,3.33,1.0000,2,15.00,0,0,0,0,42.110,0,5.10,5
29329,0.00,4032,12.40,1,55,1,0,0,918,13.12,0.00,0.00,3.07,1.0000,2,15.00,0,0,0,0,38.933,0,4.71,5
29434,0.00,4032,12.48,1,55,1,0,0,968,13.13,0.00,0.00,3.07,1.0000,2,15.00,0,0,0,0,37.027,0,4.71,5
29538,0.00,4032,12.48,1,55,1,0,0,997,13.36,0.00,0.00,3.07,1.0000,2,15.00,0,0,0,0,35.121,0,5.10,5
29642,0.00,4032,12.48,1,55,1,0,0,1016,13.57,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,33.533,0,4.71,5
29745,0.00,4032,12.48,1,55,1,0,0,1016,14.38,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,31.944,0,4.71,5
29849,0.00,4032,12.48,1,55,1,0,0,1006,14.30,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,30.991,0,4.71,5
29953,0.00,4032,12.48,1,55,1,0,0,986,14.62,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,30.991,0,4.71,5
30057,0.00,4032,12.48,1,55,1,0,0,1016,14.64,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,30.991,0,4.71,5
30161,0.00,4032,12.48,1,55,1,0,0,927,14.18,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,30.991,0,4.71,5
30266,0.00,4032,12.40,1,55,1,0,0,913,14.11,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,5
30370,0.00,4032,12.48,1,55,1,0,0,908,14.07,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.627,0,4.71,5
30474,0.00,4032,12.56,1,55,1,0,0,906,13.57,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.627,0,4.71,4
30578,0.00,4032,12.48,1,55,1,0,0,909,13.58,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.309,0,4.71,4
30681,0.39,4032,12.48,1,55,1,0,0,908,13.12,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.627,0,5.10,4
30785,2.75,4032,12.48,1,55,1,0,0,921,13.12,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,34.168,0,5.88,4
30889,5.49,4032,12.48,1,55,1,0,0,945,13.13,0.00,0.00,2.56,1.0000,2,15.50,0,0,0,0,44.334,0,9.80,4
30993,5.49,4032,12.56,1,55,1,0,0,970,13.07,0.00,0.00,3.07,1.0000,2,16.00,0,0,0,0,54.499,0,10.98,4
31096,3.92,4032,12.24,1,55,1,0,0,1016,12.89,0.00,0.00,3.58,1.0000,2,16.00,0,0,0,0,56.405,0,9.80,4
31200,3.92,4032,12.48,1,55,1,0,0,1072,13.52,0.00,0.00,3.84,1.0000,2,8.50,0,0,0,0,55.135,0,9.02,4
31304,3.92,4032,12.48,1,55,1,0,0,1114,13.59,0.00,0.00,3.84,1.0000,2,8.00,0,0,0,0,53.546,0,9.02,4
31410,3.92,4032,12.48,1,55,1,0,0,1157,14.64,0.00,0.00,3.84,1.0000,2,15.00,0,0,0,0,51.958,0,9.02,4
31514,3.92,4032,12.48,1,55,1,0,0,1142,15.59,0.00,0.00,3.84,1.0000,2,15.50,0,0,0,0,51.005,0,9.02,5
31618,3.92,4032,12.48,1,55,1,0,0,1147,17.61,0.00,0.00,3.84,1.0000,2,15.50,0,0,0,0,51.640,0,9.02,5
31721,3.92,4032,12.48,1,55,1,0,0,1016,18.12,0.00,0.00,3.84,1.0000,2,16.00,0,0,0,0,52.593,0,9.02,5
31826,4.31,4032,12.48,1,55,1,0,0,933,18.61,0.00,0.00,3.84,1.0000,2,16.50,0,0,0,0,56.088,0,9.80,5
31930,4.31,4032,12.48,1,55,1,0,0,854,18.14,0.00,0.00,3.84,1.0000,2,17.50,0,0,0,0,61.170,0,9.80,6
32035,3.92,4032,12.48,1,55,1,0,0,796,16.60,0.00,0.00,3.84,1.0000,2,18.00,0,0,0,0,64.347,0,9.80,6
32140,3.92,4032,12.48,1,55,1,0,0,753,16.69,0.00,0.00,4.10,1.0000,2,19.00,0,0,0,0,66.571,0,9.41,6
32244,3.92,4032,12.40,1,55,1,0,0,711,16.59,0.00,0.00,4.10,1.0000,2,19.00,0,0,0,0,69.111,0,9.41,6
32348,0.00,4032,12.32,1,55,1,0,0,693,16.61,0.00,0.00,4.10,1.0000,2,19.50,0,0,0,0,66.571,0,7.84,6
32452,0.00,4032,12.48,1,55,1,0,0,760,16.87,0.00,0.00,4.10,1.0000,2,12.50,0,0,0,0,59.582,0,5.10,6
32556,0.00,4032,12.32,1,55,1,0,0,948,16.62,0.00,0.00,4.10,1.0000,2,12.50,0,0,0,0,51.958,0,5.10,6
32660,0.00,4032,12.48,1,55,1,0,0,1081,16.48,0.00,0.00,3.84,1.0000,2,12.50,0,0,0,0,44.016,0,5.10,6
32764,0.00,4032,12.48,1,55,1,0,0,1153,18.40,0.00,0.00,3.58,1.0000,2,13.00,0,0,0,0,37.345,0,4.71,6
32868,0.00,4032,12.48,1,55,1,0,0,1132,17.29,0.00,0.00,3.07,1.0000,2,14.50,0,0,0,0,32.580,0,4.71,5
32971,0.00,4032,12.48,1,55,1,0,0,1074,16.88,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,30.991,0,4.71,5
33076,0.00,4032,12.48,1,55,1,0,0,974,16.22,0.00,0.00,2.82,1.0000,2,15.50,0,0,0,0,30.991,0,5.10,5
33180,0.00,4032,12.48,1,55,1,0,0,910,14.90,0.00,0.00,2.56,1.0000,2,15.50,0,0,0,0,31.944,0,5.10,4
33284,0.00,4032,12.48,1,55,1,0,0,881,14.60,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,31.944,0,5.10,4
33387,0.00,4032,12.48,1,55,1,0,0,842,14.12,0.00,0.00,2.56,1.0000,2,15.50,0,0,0,0,32.580,0,4.71,4
33491,0.39,4032,12.48,1,55,1,0,0,821,13.58,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,32.580,0,4.71,4
33596,5.10,4032,12.56,1,55,1,0,0,815,13.12,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,38.298,0,7.06,3
33699,6.27,4032,12.48,1,55,1,0,0,821,13.13,0.00,0.00,2.82,1.0000,2,14.50,0,0,0,0,54.182,0,11.37,3
33804,6.27,4032,12.48,1,55,1,0,0,890,12.58,0.00,0.00,3.33,1.0000,2,8.00,0,0,0,0,64.030,0,12.16,3
33908,6.27,4032,12.48,1,55,1,0,0,954,12.64,0.00,0.00,3.84,1.0000,2,8.50,0,0,0,0,69.431,0,12.55,2
34012,6.27,4032,12.48,1,55,1,0,0,971,12.57,0.00,0.00,4.10,1.0000,2,16.50,0,0,0,0,73.559,0,13.73,2
34116,6.27,4032,12.48,1,55,1,0,0,967,12.60,0.00,0.00,4.35,1.0000,2,19.50,0,0,0,0,78.643,0,15.29,0
34220,6.27,4032,12.48,1,55,1,0,0,967,13.05,0.00,0.00,4.86,1.0000,2,22.00,0,0,0,0,82.138,0,16.86,0
34324,6.27,4032,12.48,1,55,1,0,0,997,14.12,0.00,0.00,5.12,1.0000,2,23.50,0,0,0,0,83.089,0,17.25,0
34428,6.27,4032,12.24,1,55,1,0,0,1053,14.62,0.00,0.00,5.38,1.0000,2,23.50,0,0,0,0,82.774,0,17.25,0
34532,6.67,4032,12.48,1,55,1,0,0,1079,18.16,0.00,0.00,5.63,1.0000,2,22.00,0,0,0,0,81.818,0,17.25,0
34636,6.67,4032,12.56,1,55,1,0,0,1116,0.00,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,81.503,0,17.65,0
34740,6.67,4032,12.64,1,55,1,0,0,1145,0.00,0.00,0.00,6.14,1.0000,2,20.50,0,0,0,0,82.138,0,17.65,2
34844,6.67,4032,12.48,1,55,1,0,0,998,0.00,0.00,0.00,6.14,1.0000,2,20.00,0,0,0,0,83.409,0,17.65,3
34948,6.67,4032,12.48,1,55,1,0,0,858,18.50,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,86.267,0,17.65,4
35052,6.67,4032,12.48,1,55,1,0,0,756,16.62,0.00,0.00,5.63,1.0000,2,20.50,0,0,0,0,90.079,0,17.65,5
35155,6.67,4032,12.80,1,55,1,0,0,656,16.59,0.00,0.00,5.38,1.0000,2,21.50,0,0,0,0,89.444,0,17.65,6
35259,7.45,4032,12.48,1,55,1,0,0,868,15.98,0.00,0.00,5.38,1.0000,2,21.50,0,0,0,0,86.902,0,17.25,7
35363,7.84,4032,12.40,1,55,1,0,0,1015,15.99,0.00,0.00,5.63,1.0000,2,21.00,0,0,0,0,85.950,0,18.43,7
35467,7.84,4032,12.64,1,55,1,0,0,907,15.13,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,87.537,0,18.43,8
35571,9.02,4032,12.48,1,55,1,0,0,978,14.18,0.00,0.00,5.63,1.0000,2,20.50,0,0,0,0,86.266,0,18.43,9
35675,10.59,4032,12.48,1,55,1,0,0,1189,15.58,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,85.632,0,20.39,9
35778,10.59,4032,12.48,1,55,1,0,0,1232,16.14,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,85.631,0,20.78,10
35883,10.59,4032,12.40,1,55,1,0,0,1214,15.58,0.00,0.00,6.40,1.0000,2,18.00,0,0,0,0,85.631,0,20.78,10
35987,10.59,4032,12.40,1,55,1,0,0,1342,15.62,0.00,0.00,6.66,1.0000,2,18.00,0,0,0,0,84.996,0,20.78,11
36091,10.59,4032,12.32,1,55,1,0,0,1459,15.58,0.00,0.00,6.66,1.0000,2,17.50,0,0,0,0,82.455,0,20.78,12
36195,10.59,4032,12.48,1,55,1,0,0,1467,16.02,0.00,0.00,6.66,1.0000,2,17.50,0,0,0,0,82.455,0,20.78,12
36299,10.59,4032,12.48,1,55,1,0,0,1524,14.77,0.00,0.00,6.66,1.0000,2,17.50,0,0,0,0,82.455,0,20.78,13
36404,10.59,4032,12.48,1,55,1,0,0,1630,14.12,0.00,0.00,6.66,1.0000,2,17.50,0,0,0,0,80.232,0,20.78,13
36508,10.59,4032,12.24,1,55,1,0,0,1686,13.56,0.00,0.00,6.66,1.0000,2,17.50,0,0,0,0,79.913,0,20.78,14
36612,10.59,4032,12.48,1,55,1,0,0,1711,13.51,0.00,0.00,6.66,1.0000,2,18.00,0,0,0,0,79.277,0,20.78,15
36715,10.59,4032,12.48,1,55,1,0,0,1736,13.15,0.00,0.00,6.40,1.0000,2,18.00,0,0,0,0,77.690,0,20.78,15
36819,10.59,4032,12.48,1,55,1,0,0,1863,13.11,0.00,0.00,6.14,1.0000,2,18.50,0,0,0,0,76.101,0,20.78,15
36924,10.59,4032,12.48,1,55,1,0,0,1860,13.10,0.00,0.00,6.14,1.0000,2,19.00,0,0,0,0,74.831,0,20.78,16
