Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (4-byte)* (kPa absolute),Mass Airflow (g/s),Throttle Opening Angle (%)
42133,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1073,15.11,33536,50.0,0.6335,2.82,2.2650,33.33,15.00,20,40.36,12.29,7.45
42235,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1078,15.13,33536,50.0,0.6288,2.82,2.2655,33.33,15.00,20,40.44,12.28,7.45
42339,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1072,15.16,33792,50.0,0.6312,2.82,2.2698,33.33,15.00,20,40.44,12.26,7.45
42444,0.00,0.00,0.00,0.00,712,14.48,7,33,0.69,1074,15.35,35264,50.0,0.6430,2.82,2.2748,33.33,15.00,20,40.60,12.24,7.45
42548,0.00,0.00,0.00,0.00,712,14.40,7,33,0.69,1078,15.12,33664,50.0,0.6455,2.82,2.2778,33.33,15.00,20,40.52,12.40,7.45
42652,0.00,0.00,0.00,0.00,712,14.40,7,33,0.69,1084,15.13,33536,50.0,0.6478,2.82,2.2790,33.33,15.00,20,40.52,12.35,7.45
42756,0.00,0.00,0.00,0.00,712,14.40,7,33,0.69,1084,15.13,33280,50.0,0.6312,2.82,2.2788,33.33,15.00,20,40.36,12.36,7.45
42861,0.00,0.00,0.00,0.00,712,14.40,7,33,0.69,1086,15.11,33728,50.0,0.6408,2.82,2.2757,33.33,15.00,20,40.36,12.42,7.45
42964,0.00,0.00,0.00,0.00,712,14.32,7,33,0.69,1088,15.59,36736,50.0,0.6360,2.82,2.2717,33.33,15.00,20,40.20,12.41,7.45
43069,0.00,0.00,0.00,0.00,712,14.48,7,33,0.69,1082,15.15,33728,50.0,0.6382,2.82,2.2695,33.33,15.00,20,40.36,12.43,7.45
43172,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1083,15.12,33664,50.0,0.6620,2.82,2.2680,33.33,15.00,20,40.28,12.39,7.45
43277,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1082,15.11,33664,50.0,0.6312,2.82,2.2655,33.33,15.00,20,40.12,12.38,7.45
43380,0.00,0.00,0.00,0.00,712,14.16,7,33,0.68,1088,15.11,33408,50.0,0.6335,2.82,2.2637,33.33,15.00,20,40.20,12.28,7.45
43485,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1091,14.90,31936,50.0,0.6335,2.82,2.2603,33.33,15.00,20,40.20,12.31,7.45
43588,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1085,15.07,33664,50.0,0.6360,2.82,2.2590,33.33,15.00,20,40.20,12.20,7.45
43692,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1079,15.14,33984,50.0,0.6573,2.82,2.2590,33.33,15.00,20,40.20,12.31,7.45
43796,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1082,15.14,33536,50.0,0.6312,2.82,2.2597,33.33,15.00,20,40.28,12.28,7.45
43900,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1086,15.14,33280,50.0,0.6312,2.82,2.2563,33.33,15.00,20,40.20,12.42,7.45
44004,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1086,15.12,33600,50.0,0.6335,2.82,2.2557,33.33,15.00,20,40.20,12.29,7.45
44107,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1082,15.12,33728,50.0,0.6360,2.82,2.2572,33.33,15.00,20,40.28,12.32,7.45
44212,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1086,15.15,33728,50.0,0.6502,2.82,2.2595,33.33,15.00,20,40.36,12.38,7.45
44315,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1090,15.15,33280,50.0,0.6715,2.82,2.2580,33.33,15.00,20,40.20,12.38,7.45
44420,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1090,15.11,33728,50.0,0.6408,2.82,2.2553,33.33,15.00,20,40.20,12.41,7.45
44523,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1088,15.35,35264,50.0,0.6430,2.82,2.2548,33.33,15.00,20,40.12,12.28,7.45
44628,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1090,15.39,33728,50.0,0.6288,2.82,2.2532,33.33,15.00,20,40.12,12.32,7.45
44731,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1090,15.11,33472,50.0,0.6620,2.82,2.2510,33.33,15.00,20,40.20,12.30,7.45
44835,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1076,15.11,33664,50.0,0.6382,2.82,2.2508,33.33,15.00,20,40.20,12.37,7.45
44940,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1078,15.13,33600,50.0,0.6430,2.82,2.2513,33.33,15.00,20,40.12,12.38,7.45
45043,0.00,0.00,0.00,0.00,712,14.48,7,33,0.68,1083,15.14,33472,50.0,0.6455,2.82,2.2530,33.33,15.00,20,40.20,12.28,7.45
45147,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1088,15.12,33600,50.0,0.6288,2.82,2.2535,33.33,15.00,20,40.20,12.27,7.45
45251,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1083,15.12,33728,50.0,0.6598,2.82,2.2532,33.33,15.00,20,40.20,12.35,7.45
45355,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1078,15.14,33536,50.0,0.6408,2.82,2.2565,33.33,15.00,20,40.20,12.30,7.45
45459,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1081,15.15,33408,50.0,0.6382,2.82,2.2593,33.33,15.00,20,40.36,12.31,7.45
45563,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1081,15.06,32128,50.0,0.6382,2.82,2.2620,33.33,15.00,20,40.36,12.39,7.45
45668,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1085,14.86,32192,50.0,0.6335,2.82,2.2637,33.33,15.00,20,40.36,12.38,7.45
45772,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1085,15.15,33536,50.0,0.6382,2.82,2.2635,33.33,15.00,20,40.28,12.29,7.45
45877,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1088,15.14,33536,50.0,0.6573,2.82,2.2625,33.33,15.00,20,40.20,12.31,7.45
45981,0.00,0.00,0.00,0.00,712,14.48,7,33,0.68,1080,15.12,33728,50.0,0.6408,2.82,2.2628,33.33,15.00,20,40.36,12.25,7.45
46084,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1078,15.12,33664,50.0,0.6360,2.82,2.2643,33.33,15.00,20,40.44,12.24,7.45
46188,0.00,0.00,0.00,0.00,712,14.48,7,33,0.68,1078,15.14,33472,50.0,0.6312,2.82,2.2662,33.33,15.00,20,40.44,12.31,7.45
46293,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1081,15.12,33536,50.0,0.6335,2.82,2.2665,33.33,15.00,20,40.44,12.32,7.45
46397,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1084,15.11,33728,50.0,0.6408,2.82,2.2670,33.33,15.00,20,40.36,12.37,7.45
46500,0.00,0.00,0.00,0.00,712,14.48,7,33,0.68,1081,15.13,33536,50.0,0.6408,2.82,2.2670,33.33,15.00,20,40.36,12.39,7.45
46604,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1082,15.15,34816,50.0,0.6550,2.82,2.2673,33.33,15.00,20,40.36,12.41,7.45
46708,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1087,15.36,35200,50.0,0.6312,2.82,2.2675,33.33,15.00,20,40.36,12.44,7.45
46813,0.00,0.00,0.00,0.00,712,14.16,7,33,0.68,1096,15.11,33600,50.0,0.6335,2.82,2.2650,33.33,15.00,20,40.20,12.38,7.45
46917,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1096,15.13,33728,50.0,0.6312,2.82,2.2597,33.33,15.00,20,40.12,12.39,7.45
47021,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1096,15.14,33728,50.0,0.6645,2.82,2.2555,33.33,15.00,20,39.97,12.35,7.45
47126,0.00,0.00,0.00,0.00,712,14.48,7,33,0.68,1096,15.58,36800,50.0,0.6525,2.82,2.2513,33.33,15.00,20,40.04,12.35,7.45
47230,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1094,15.59,36672,50.0,0.6360,2.82,2.2462,33.33,15.00,20,39.89,12.36,7.45
47334,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1093,15.15,33728,50.0,0.6620,2.82,2.2405,33.33,15.00,20,39.89,12.22,7.45
47437,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1091,15.12,33280,50.0,0.6312,2.82,2.2365,33.33,15.00,20,39.89,12.27,7.45
47542,0.00,0.00,0.00,0.00,712,14.32,7,33,0.67,1094,15.11,33664,50.0,0.6360,2.82,2.2117,33.33,15.00,20,39.89,12.26,7.45
47646,0.00,0.00,0.00,0.00,712,14.40,7,33,0.67,1093,15.11,33600,50.0,0.6312,2.82,2.2080,33.33,15.00,20,39.81,12.26,7.45
47749,0.00,0.00,0.00,0.00,712,14.32,7,33,0.67,1090,14.89,31936,50.0,0.6408,2.82,2.2055,33.33,15.00,20,39.89,12.15,7.45
47854,0.00,0.00,0.00,0.00,712,14.32,7,33,0.67,1090,15.12,33600,50.0,0.6430,2.82,2.2070,33.33,15.00,20,39.89,12.24,7.45
47957,0.00,0.00,0.00,0.00,712,14.40,7,33,0.67,1085,15.13,33664,50.0,0.6645,2.82,2.2330,33.33,15.00,20,39.97,12.18,7.45
48061,0.00,0.00,0.00,0.00,712,14.40,7,33,0.67,1084,15.14,33728,50.0,0.6288,2.82,2.2370,33.33,15.00,20,40.12,12.34,7.45
48166,0.00,0.00,0.00,0.00,712,14.16,7,33,0.68,1082,15.14,33728,50.0,0.6288,2.82,2.2440,33.33,15.00,20,40.20,12.35,7.45
48269,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1083,15.11,33728,50.0,0.6598,2.82,2.2500,33.33,15.00,20,40.20,12.33,7.45
48374,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1079,15.13,33664,50.0,0.6360,2.82,2.2555,33.33,15.00,20,40.28,12.36,7.45
48477,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1079,15.14,33472,50.0,0.6382,2.82,2.2588,33.33,15.00,20,40.36,12.36,7.45
48581,0.00,0.00,0.00,0.00,712,14.40,7,33,0.68,1080,15.13,33280,50.0,0.6360,2.82,2.2615,33.33,15.00,20,40.36,12.36,7.45
48685,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1088,15.11,33792,50.0,0.6312,2.82,2.2633,33.33,15.00,20,40.36,12.41,7.45
48789,0.00,0.00,0.00,0.00,712,14.32,7,33,0.68,1090,15.59,36608,50.0,0.6312,2.82,2.2630,33.33,15.00,20,40.20,12.32,7.45
48893,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1091,15.61,38144,50.0,0.6335,2.82,2.2610,33.33,15.00,20,40.20,12.36,7.45
48997,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1085,15.59,36544,50.0,0.6408,2.82,2.2605,33.33,15.00,20,40.20,12.38,7.45
49101,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.59,36736,50.0,0.6645,2.82,2.2603,33.33,15.00,20,40.20,12.26,7.45
49205,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1088,15.60,36800,50.0,0.6312,2.82,2.2570,33.33,15.00,20,40.20,12.32,7.45
49309,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1088,15.60,36544,50.0,0.6335,2.82,2.2540,33.33,15.00,20,40.20,12.44,7.45
49413,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.60,36672,50.0,0.6312,2.82,2.2570,33.33,15.00,20,40.28,12.32,7.45
49517,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1089,15.58,36800,50.0,0.6620,2.82,2.2535,33.33,15.00,20,40.20,12.39,7.45
49622,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1088,15.62,36672,50.0,0.6382,2.82,2.2550,33.33,15.00,20,40.12,12.37,7.45
49726,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1088,15.11,33344,50.0,0.6430,2.82,2.2545,33.33,15.00,20,40.20,12.24,7.45
49829,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1090,14.88,32064,50.0,0.6312,2.82,2.2528,33.33,15.00,20,40.12,12.29,7.45
49933,0.00,0.00,0.00,0.00,712,14.16,7,34,0.68,1089,14.87,33216,50.0,0.6382,2.82,2.2520,33.33,15.00,20,40.20,12.29,7.45
50038,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1090,15.15,33536,50.0,0.6360,2.82,2.2510,33.33,15.00,20,40.12,12.28,7.45
50141,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1092,15.13,36416,50.0,0.6408,2.82,2.2505,33.33,15.00,20,40.20,12.36,7.45
50246,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1084,15.58,33664,50.0,0.6645,2.82,2.2490,33.33,15.00,20,40.12,12.40,7.45
50349,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1084,15.12,33536,50.0,0.6382,2.82,2.2490,33.33,15.00,20,40.12,12.31,7.45
50454,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1085,15.45,36480,50.0,0.6455,2.82,2.2492,33.33,15.00,20,40.12,12.43,7.45
50559,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1086,15.17,33600,50.0,0.6335,2.82,2.2505,33.33,15.00,20,40.20,12.25,7.45
50662,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1089,15.11,33664,50.0,0.6312,2.82,2.2523,33.33,15.00,20,40.20,12.34,7.45
50766,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1081,15.13,33536,50.0,0.6668,2.82,2.2545,33.33,15.00,20,40.20,12.23,7.45
50870,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1079,15.59,36544,50.0,0.6408,2.82,2.2557,33.33,15.00,20,40.20,12.29,7.45
50974,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1079,15.34,35072,50.0,0.6382,2.82,2.2570,33.33,15.00,20,40.20,12.32,7.45
51079,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1086,15.11,33536,50.0,0.6360,2.82,2.2590,33.33,15.00,20,40.20,12.28,7.45
51184,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1083,15.14,33664,50.0,0.6312,2.82,2.2590,33.33,15.00,20,40.20,12.28,7.45
51288,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1082,15.12,33344,50.0,0.6478,2.82,2.2595,33.33,15.00,20,40.36,12.30,7.45
51392,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1084,15.58,36736,50.0,0.6715,2.82,2.2608,33.33,15.00,20,40.36,12.32,7.45
51496,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.13,33600,50.0,0.6382,2.82,2.2615,33.33,15.00,20,40.20,12.34,7.45
51599,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1088,15.15,33280,50.0,0.6335,2.82,2.2590,33.33,15.00,20,40.20,12.28,7.45
51704,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1088,15.11,33664,50.0,0.6335,2.82,2.2582,33.33,15.00,20,40.20,12.30,7.45
51808,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1090,15.12,33600,50.0,0.6312,2.82,2.2572,33.33,15.00,20,40.12,12.41,7.45
51913,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1089,15.12,32896,50.0,0.6382,2.82,2.2557,33.33,15.00,20,40.12,12.35,7.45
52017,0.00,0.00,0.00,0.00,712,14.48,7,34,0.68,1082,14.89,31872,50.0,0.6430,2.82,2.2538,33.33,15.00,20,40.20,12.31,7.45
52121,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1082,15.12,33728,50.0,0.6645,2.82,2.2517,33.33,15.00,20,40.12,12.29,7.45
52225,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1083,15.13,36736,50.0,0.6288,2.82,2.2498,33.33,15.00,20,40.12,12.28,7.45
52329,0.00,0.00,0.00,0.00,712,14.16,7,34,0.68,1086,15.38,33728,50.0,0.6455,2.82,2.2485,33.33,15.00,20,40.12,12.24,7.45
52433,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1086,15.14,33728,50.0,0.6335,2.82,2.2477,33.33,15.00,20,40.20,12.25,7.45
52536,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1089,15.11,33728,50.0,0.6408,2.82,2.2485,33.33,15.00,20,40.12,12.21,7.45
52640,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1084,15.13,33536,50.0,0.6620,2.82,2.2500,33.33,15.00,20,40.20,12.23,7.45
52745,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1082,15.14,33472,50.0,0.6430,2.82,2.2500,33.33,15.00,20,40.20,12.22,7.45
52848,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1082,15.58,36352,50.0,0.6335,2.82,2.2488,33.33,15.00,20,40.20,12.28,7.45
52952,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.12,33984,50.0,0.6360,2.82,2.2492,33.33,15.00,20,40.12,12.32,7.45
53057,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1088,15.37,35136,50.0,0.6408,2.82,2.2492,33.33,15.00,20,40.12,12.34,7.45
53160,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1093,15.16,33472,50.0,0.6645,2.82,2.2483,33.33,15.00,20,39.97,12.29,7.45
53264,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1093,15.11,33344,50.0,0.6455,2.82,2.2475,33.33,15.00,20,40.04,12.28,7.45
53369,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1091,15.10,33664,50.0,0.6430,2.82,2.2470,33.33,15.00,20,40.05,12.22,7.45
53472,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1083,15.13,33536,50.0,0.6430,2.82,2.2465,33.33,15.00,20,40.20,12.24,7.45
53576,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1083,15.14,33664,50.0,0.6312,2.82,2.2462,33.33,15.00,20,40.12,12.23,7.45
53681,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1085,15.11,33728,50.0,0.6668,2.82,2.2460,33.33,15.00,20,40.20,12.25,7.45
53784,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1083,15.11,33664,50.0,0.6382,2.82,2.2470,33.33,15.00,20,40.20,12.42,7.45
53888,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1081,15.15,33536,50.0,0.6478,2.82,2.2488,33.33,15.00,20,40.20,12.18,7.45
53992,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1073,15.14,33280,50.0,0.6408,2.82,2.2500,33.33,15.00,20,40.20,12.29,7.45
54096,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1072,14.85,32064,50.0,0.6335,2.82,2.2548,33.33,15.00,20,40.36,12.21,7.45
54200,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1073,14.87,33600,50.0,0.6478,2.82,2.2585,33.33,15.00,20,40.36,12.24,7.45
54304,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1074,15.16,33600,50.0,0.6382,2.82,2.2650,33.33,15.00,20,40.44,12.39,7.45
54408,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1078,15.12,33344,50.0,0.6430,2.82,2.2690,33.33,15.00,20,40.44,12.27,7.45
54512,0.00,0.00,0.00,0.00,712,14.40,7,34,0.69,1074,15.12,33664,50.0,0.6430,2.82,2.2708,33.33,15.00,20,40.44,12.44,7.45
54616,0.00,0.00,0.00,0.00,712,14.40,7,34,0.69,1079,15.14,33728,50.0,0.6360,2.82,2.2723,33.33,15.00,20,40.52,12.34,7.45
54720,0.00,0.00,0.00,0.00,712,14.32,7,34,0.69,1079,15.14,33472,50.0,0.6382,2.82,2.2708,33.33,15.00,20,40.36,12.33,7.45
54823,0.00,0.00,0.00,0.00,712,14.40,7,34,0.69,1082,15.12,33600,50.0,0.6408,2.82,2.2710,33.33,15.00,20,40.44,12.43,7.45
54927,0.00,0.00,0.00,0.00,712,14.32,7,34,0.69,1088,15.11,33664,50.0,0.6573,2.82,2.2710,33.33,15.00,20,40.36,12.46,7.45
55032,0.00,0.00,0.00,0.00,712,14.40,7,34,0.69,1086,15.15,33536,50.0,0.6312,2.82,2.2710,33.33,15.00,20,40.36,12.38,7.45
55136,0.00,0.00,0.00,0.00,712,14.16,7,34,0.69,1086,15.23,35136,50.0,0.6335,2.82,2.2698,33.33,15.00,20,40.36,12.36,7.45
55240,0.00,0.00,0.00,0.00,712,14.40,7,34,0.69,1085,15.35,35264,50.0,0.6360,2.82,2.2692,33.33,15.00,20,40.28,12.38,7.45
55345,0.00,0.00,0.00,0.00,712,14.32,7,34,0.69,1086,15.13,33536,50.0,0.6408,2.82,2.2688,33.33,15.00,20,40.28,12.37,7.45
55450,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1081,15.14,33472,50.0,0.6478,2.82,2.2675,33.33,15.00,20,40.20,12.42,7.45
55554,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1083,15.12,33344,50.0,0.6668,2.82,2.2640,33.33,15.00,20,40.20,12.43,7.45
55658,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.12,33664,50.0,0.6288,2.82,2.2618,33.33,15.00,20,40.20,12.32,7.45
55762,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1092,15.13,33536,50.0,0.6360,2.82,2.2580,33.33,15.00,20,40.12,12.32,7.45
55867,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1091,15.15,33472,50.0,0.6382,2.82,2.2548,33.33,15.00,20,40.12,12.31,7.45
55971,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1088,15.11,33600,50.0,0.6668,2.82,2.2520,33.33,15.00,20,40.20,12.26,7.45
56074,0.00,0.00,0.00,0.00,712,14.48,7,34,0.68,1084,15.12,33664,50.0,0.6382,2.82,2.2500,33.33,15.00,20,40.20,12.38,7.45
56179,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1085,15.12,32128,50.0,0.6550,2.82,2.2500,33.33,15.00,20,40.12,12.25,7.45
56283,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1085,14.89,31936,50.0,0.6335,2.82,2.2510,33.33,15.00,20,40.20,12.31,7.45
56386,0.00,0.00,0.00,0.00,712,14.16,7,34,0.68,1088,15.10,33536,50.0,0.6408,2.82,2.2505,33.33,15.00,20,40.20,12.33,7.45
56490,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1089,15.14,33536,50.0,0.6360,2.82,2.2505,33.33,15.00,20,40.20,12.33,7.45
56594,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1094,15.14,33472,50.0,0.6455,2.82,2.2490,33.33,15.00,20,40.12,12.34,7.45
56699,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1097,15.12,33600,50.0,0.6408,2.82,2.2455,33.33,15.00,20,39.89,12.35,7.45
56803,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1098,15.13,33664,50.0,0.6620,2.82,2.2448,33.33,15.00,20,39.89,12.23,7.45
56906,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1098,15.13,33728,50.0,0.6335,2.82,2.2405,33.33,15.00,20,39.89,12.19,7.45
57010,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1090,15.13,33472,50.0,0.6360,2.82,2.2378,33.33,15.00,20,39.89,12.16,7.45
57114,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1085,15.12,33536,50.0,0.6288,2.82,2.2365,33.33,15.00,20,39.97,12.23,7.45
57219,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1083,15.13,33728,50.0,0.6573,2.82,2.2395,33.33,15.00,20,40.12,12.25,7.45
57322,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1080,15.38,35072,50.0,0.6382,2.82,2.2412,33.33,15.00,20,40.20,12.37,7.45
57426,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1078,14.58,30016,50.0,0.6408,2.82,2.2435,33.33,15.00,20,40.20,12.36,7.45
57530,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1076,14.55,30144,50.0,0.6360,2.82,2.2452,33.33,15.00,20,40.04,12.20,7.45
57633,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1084,14.61,32576,50.0,0.6335,2.82,2.2468,33.33,15.00,20,40.20,12.26,7.45
57737,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1088,15.15,33728,50.0,0.6408,2.82,2.2485,33.33,15.00,20,40.12,12.39,7.45
57842,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1084,15.12,33408,50.0,0.6550,2.82,2.2488,33.33,15.00,20,40.20,12.25,7.45
57945,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1085,15.12,33664,50.0,0.6382,2.82,2.2492,33.33,15.00,20,40.12,12.28,7.45
58050,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1088,15.13,33600,50.0,0.6430,2.82,2.2483,33.33,15.00,20,40.12,12.31,7.45
58153,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1095,15.14,33472,50.0,0.6288,2.82,2.2475,33.33,15.00,20,39.97,12.27,7.45
58257,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1094,15.11,33472,50.0,0.6360,2.82,2.2435,33.33,15.00,20,39.89,12.26,7.45
58362,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1091,14.87,32064,50.0,0.6430,2.82,2.2420,33.33,15.00,20,39.97,12.22,7.45
58465,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1087,14.92,33728,50.0,0.6620,2.82,2.2388,33.33,15.00,20,39.89,12.21,7.45
58569,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.16,33536,50.0,0.6408,2.82,2.2408,33.33,15.00,20,39.97,12.21,7.45
58673,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1086,15.11,33728,50.0,0.6360,2.82,2.2410,33.33,15.00,20,39.97,12.20,7.45
58777,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1084,15.12,33664,50.0,0.6455,2.82,2.2412,33.33,15.00,20,39.97,12.26,7.45
58882,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1086,15.14,33664,50.0,0.6312,2.82,2.2425,33.33,15.00,20,39.97,12.14,7.45
58985,0.00,0.00,0.00,0.00,712,14.32,7,34,0.68,1083,15.13,33472,50.0,0.6478,2.82,2.2425,33.33,15.00,20,40.12,12.27,7.45
59090,0.00,0.00,0.00,0.00,712,14.40,7,34,0.68,1082,14.57,30400,50.0,0.6693,2.82,2.2435,33.33,15.00,20,40.12,12.29,7.45
