Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (psi absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
50863,14.32,7,1,41,0.61,1180,15.58,36800,5.36,1.01,0.6502,2.56,2.0175,33.33,15.00,24,11.90,7.45,0.0000
50967,14.24,7,1,41,0.61,1175,15.60,36672,5.36,1.01,0.6408,2.56,2.0192,33.33,15.00,24,12.02,7.45,0.0000
51071,14.08,7,1,41,0.61,1173,15.61,36672,5.37,1.01,0.6478,2.56,2.0205,33.33,15.00,24,12.00,7.45,0.0000
51174,14.32,7,1,41,0.61,1174,15.59,36800,5.39,1.01,0.6645,2.56,2.0223,33.33,15.00,24,12.02,7.45,0.0000
51279,14.40,7,1,41,0.61,1174,15.11,35072,5.37,1.01,0.6502,2.82,2.0210,33.33,15.00,24,12.03,7.45,0.0000
51382,14.40,7,1,41,0.61,1176,15.60,37248,5.38,1.01,0.6668,2.56,2.0217,33.33,15.00,24,12.04,7.45,0.0000
51486,14.32,7,1,41,0.61,1177,15.83,36672,5.36,1.01,0.6455,2.56,2.0232,33.33,15.00,24,12.04,7.45,0.0000
51591,14.32,7,1,41,0.61,1179,15.61,36544,5.37,1.01,0.6360,2.56,2.0210,33.33,15.00,24,12.07,7.45,0.0000
51695,14.40,7,1,41,0.61,1179,15.58,36672,5.37,1.01,0.6455,2.56,2.0205,33.33,15.00,24,12.06,7.45,0.0000
51800,14.32,7,1,41,0.61,1177,15.59,34560,5.37,1.01,0.6360,2.56,2.0210,33.33,15.00,24,11.91,7.45,0.0000
51905,14.40,7,1,41,0.61,1180,15.14,36288,5.36,1.01,0.6408,2.56,2.0208,33.33,15.00,24,12.06,7.45,0.0000
52010,14.32,7,1,41,0.61,1180,15.58,36800,5.36,1.01,0.6430,2.56,2.0168,33.33,15.00,24,12.07,7.45,0.0000
52113,14.32,7,1,41,0.61,1180,15.61,36608,5.36,1.01,0.6382,2.56,2.0162,33.33,15.00,24,11.95,7.45,0.0000
52218,14.32,7,1,41,0.61,1178,15.62,36608,5.36,1.01,0.6408,2.56,2.0133,33.33,15.00,24,12.07,7.45,0.0000
52322,14.32,7,1,41,0.61,1180,15.56,35200,5.35,1.01,0.6550,2.56,2.0118,33.33,15.00,24,11.94,7.45,0.0000
52427,14.16,7,1,41,0.61,1187,15.35,35008,5.36,1.01,0.6430,2.56,2.0108,33.33,15.00,24,11.94,7.45,0.0000
52530,14.40,7,1,41,0.61,1184,15.60,36672,5.37,1.01,0.6668,2.56,2.0100,33.33,15.00,24,11.91,7.45,0.0000
52635,14.40,7,1,41,0.61,1182,15.59,36736,5.35,1.01,0.6478,2.56,2.0085,33.33,15.00,24,11.89,7.45,0.0000
52738,14.40,7,1,41,0.61,1180,15.62,36544,5.35,1.01,0.6408,2.56,2.0085,33.33,15.00,24,11.87,7.45,0.0000
52842,14.40,7,1,41,0.61,1183,15.60,36672,5.35,1.01,0.6502,2.56,2.0075,33.33,15.00,24,12.02,7.45,0.0000
52946,14.32,7,1,41,0.61,1186,15.59,36736,5.36,1.01,0.6335,2.56,2.0085,33.33,15.00,24,11.93,7.45,0.0000
53050,14.32,7,1,41,0.61,1186,15.14,33408,5.36,1.01,0.6382,2.56,2.0075,33.33,15.00,24,11.93,7.45,0.0000
53154,14.40,7,1,41,0.61,1177,15.58,36800,5.36,1.01,0.6478,2.56,2.0068,33.33,15.00,24,11.99,7.45,0.0000
53257,14.40,7,1,41,0.61,1176,15.59,36672,5.36,1.01,0.6382,2.56,2.0063,33.33,15.00,24,11.95,7.45,0.0000
53362,14.40,7,1,41,0.61,1171,15.60,36608,5.35,1.01,0.6408,2.56,2.0072,33.33,15.00,24,11.89,7.45,0.0000
53465,14.32,7,1,41,0.61,1171,15.59,36800,5.36,1.01,0.6360,2.56,2.0065,33.33,15.00,24,11.89,7.45,0.0000
53570,14.32,7,1,41,0.61,1174,15.84,38208,5.35,1.01,0.6430,2.56,2.0082,33.33,15.00,24,12.05,7.45,0.0000
53673,14.32,7,1,41,0.61,1173,15.60,36544,5.35,1.01,0.6360,2.56,2.0145,33.33,15.00,24,12.06,7.45,0.0000
53778,14.32,7,1,41,0.61,1174,15.58,36736,5.37,1.01,0.6382,2.56,2.0180,33.33,15.00,24,12.06,7.45,0.0000
53881,14.32,7,1,41,0.61,1176,15.61,36608,5.37,1.01,0.6502,2.56,2.0173,33.33,15.00,24,12.07,7.45,0.0000
53985,14.24,7,1,41,0.61,1180,15.60,36672,5.36,1.01,0.6455,2.56,2.0155,33.33,15.00,24,11.90,7.45,0.0000
54089,14.24,7,1,41,0.61,1183,15.59,36736,5.36,1.01,0.6620,2.56,2.0168,33.33,15.00,24,11.93,7.45,0.0000
54193,14.40,7,1,41,0.61,1183,15.62,33472,5.36,1.01,0.6430,2.56,2.0155,33.33,15.00,24,12.05,7.45,0.0000
54298,14.40,7,1,41,0.61,1186,15.12,36672,5.35,1.01,0.6408,2.56,2.0155,33.33,15.00,24,11.95,7.45,0.0000
54401,14.32,7,1,41,0.61,1180,15.57,36544,5.36,1.01,0.6573,2.56,2.0133,33.33,15.00,24,11.90,7.45,0.0000
54505,14.32,7,1,41,0.61,1182,15.37,34944,5.34,1.01,0.6455,2.56,2.0105,33.33,15.00,24,11.93,7.45,0.0000
54609,14.40,7,1,41,0.61,1184,15.41,36672,5.36,1.01,0.6382,2.56,2.0100,33.33,15.00,24,11.92,7.45,0.0000
54712,14.40,7,1,41,0.61,1184,15.60,36672,5.35,1.01,0.6408,2.56,2.0085,33.33,15.00,24,11.95,7.45,0.0000
54817,14.40,7,1,41,0.61,1183,15.61,36608,5.35,1.01,0.6335,2.56,2.0085,33.33,15.00,24,11.96,7.45,0.0000
54920,14.40,7,1,41,0.61,1180,15.57,36736,5.35,1.01,0.6430,2.56,2.0085,33.33,15.00,24,11.93,7.45,0.0000
55025,14.32,7,1,41,0.61,1185,15.60,36608,5.36,1.01,0.6455,2.56,2.0075,33.33,15.00,24,11.94,7.45,0.0000
55129,14.32,7,1,41,0.61,1187,15.61,36608,5.35,1.01,0.6430,2.56,2.0068,33.33,15.00,24,11.95,7.45,0.0000
55232,14.32,7,1,41,0.61,1188,15.59,36736,5.36,1.01,0.6408,2.56,2.0070,33.33,15.00,24,11.97,7.45,0.0000
55337,14.32,7,1,41,0.61,1184,15.61,36608,5.36,1.01,0.6693,2.56,2.0065,33.33,15.00,24,12.00,7.45,0.0000
55440,14.16,7,1,41,0.61,1185,15.59,36672,5.35,1.01,0.6478,2.56,2.0060,33.33,15.00,24,12.00,7.45,0.0000
55545,14.40,7,1,41,0.61,1184,15.58,36736,5.35,1.01,0.6408,2.56,2.0068,33.33,15.00,24,11.99,7.45,0.0000
55648,14.40,7,1,41,0.61,1183,15.61,38144,5.35,1.01,0.6598,2.56,2.0063,33.33,15.00,24,11.98,7.45,0.0000
55753,14.40,7,1,41,0.61,1178,15.72,36544,5.34,1.01,0.6430,2.56,2.0057,33.33,15.00,24,11.94,7.45,0.0000
55856,14.32,7,1,41,0.61,1178,15.59,36672,5.35,1.01,0.6693,2.56,2.0055,33.33,15.00,24,11.94,7.45,0.0000
55960,14.32,7,1,42,0.61,1177,15.61,36544,5.35,1.01,0.6382,2.56,2.0053,33.33,15.00,24,11.93,7.45,0.0000
56065,14.32,7,1,42,0.61,1176,15.58,36672,5.35,1.01,0.6382,2.56,2.0053,33.33,15.00,24,11.91,7.45,0.0000
56168,14.40,7,1,42,0.61,1170,15.60,33600,5.35,1.01,0.6430,2.56,2.0063,33.33,15.00,24,11.89,7.45,0.0000
56272,14.40,7,1,42,0.61,1170,15.15,36544,5.35,1.01,0.6430,2.56,2.0068,33.33,15.00,24,11.85,7.45,0.0000
56376,14.40,7,1,42,0.61,1169,15.58,36800,5.36,1.01,0.6455,2.56,2.0063,33.33,15.00,24,11.87,7.45,0.0000
56480,14.40,7,1,42,0.61,1172,15.59,36608,5.36,1.01,0.6455,2.56,2.0057,33.33,15.00,24,11.86,7.45,0.0000
56584,14.32,7,1,42,0.61,1174,15.58,35008,5.36,1.01,0.6335,2.56,2.0065,33.33,15.00,24,12.02,7.45,0.0000
56688,14.32,7,1,42,0.61,1174,15.34,35136,5.35,1.01,0.6408,2.56,2.0088,33.33,15.00,24,12.02,7.45,0.0000
56791,14.32,7,1,42,0.61,1172,15.61,36544,5.36,1.01,0.6550,2.56,2.0093,33.33,15.00,24,11.90,7.45,0.0000
56896,14.24,7,1,42,0.61,1171,15.59,36672,5.35,1.01,0.6408,2.56,2.0093,33.33,15.00,24,11.87,7.45,0.0000
57001,14.24,7,1,42,0.61,1178,15.58,36736,5.37,1.01,0.6525,2.56,2.0112,33.33,15.00,24,11.98,7.45,0.0000
57104,14.32,7,1,42,0.61,1180,15.61,36608,5.36,1.01,0.6408,2.56,2.0122,33.33,15.00,24,11.88,7.45,0.0000
57209,14.40,7,1,42,0.61,1178,15.13,33728,5.36,1.01,0.6573,2.56,2.0130,33.33,15.00,24,11.98,7.45,0.0000
57312,14.40,7,1,42,0.61,1181,15.59,36608,5.36,1.01,0.6408,2.56,2.0128,33.33,15.00,24,11.87,7.45,0.0000
57417,14.40,7,1,42,0.61,1184,15.61,36544,5.36,1.01,0.6598,2.56,2.0103,33.33,15.00,24,11.90,7.45,0.0000
57521,14.32,7,1,42,0.61,1186,15.57,36736,5.35,1.01,0.6430,2.56,2.0082,33.33,15.00,24,12.05,7.45,0.0000
57626,14.32,7,1,42,0.61,1184,15.59,36544,5.36,1.01,0.6382,2.56,2.0082,33.33,15.00,24,11.91,7.45,0.0000
57730,14.32,7,1,42,0.61,1178,15.60,36608,5.35,1.01,0.6408,2.56,2.0082,33.33,15.00,24,11.90,7.45,0.0000
57834,14.40,7,1,42,0.61,1181,15.82,36992,5.37,1.01,0.6335,2.56,2.0072,33.33,15.00,24,11.99,7.45,0.0000
57940,14.40,7,1,42,0.61,1180,15.59,36544,5.32,1.01,0.6408,2.56,2.0053,33.33,15.00,24,11.98,7.45,0.0000
58044,14.32,7,1,42,0.61,1177,15.60,36672,5.34,1.01,0.6478,2.56,2.0053,33.33,15.00,24,11.84,7.45,0.0000
58148,14.40,7,1,42,0.61,1177,15.58,36672,5.35,1.01,0.6478,2.56,2.0042,33.33,15.00,24,11.98,7.45,0.0000
58252,14.24,7,1,42,0.61,1178,15.62,36544,5.34,1.01,0.6455,2.56,2.0045,33.33,15.00,24,11.97,7.06,0.0000
58357,14.24,7,1,42,0.61,1182,15.58,36800,5.35,1.01,0.6502,2.56,2.0048,33.33,15.00,24,11.91,7.45,0.0000
58460,14.40,7,1,42,0.61,1183,15.61,36672,5.34,1.01,0.6430,2.56,2.0060,33.33,15.00,24,11.92,7.45,0.0000
58565,14.40,7,1,42,0.61,1184,15.62,36544,5.32,1.01,0.6645,2.56,2.0057,33.33,15.00,24,11.93,7.45,0.0000
58668,14.32,7,1,42,0.61,1185,15.56,36544,5.34,1.01,0.6478,2.56,2.0055,33.33,15.00,24,11.94,7.45,0.0000
58772,14.32,7,1,42,0.61,1184,15.35,34944,5.32,1.01,0.6478,2.56,2.0032,33.33,15.00,24,11.93,7.45,0.0000
58877,14.32,7,1,42,0.61,1182,15.59,36608,5.32,1.01,0.6430,2.56,2.0025,33.33,15.00,24,11.91,7.45,0.0000
58980,14.40,7,1,42,0.61,1186,15.58,36672,5.32,1.01,0.6408,2.56,2.0078,33.33,15.00,24,11.85,7.45,0.0000
59085,14.40,7,1,42,0.60,1184,15.62,36544,5.32,1.01,0.6382,2.56,1.9958,33.33,15.00,24,11.84,7.06,0.0000
59190,14.40,7,1,42,0.60,1185,15.58,36736,5.32,1.01,0.6455,2.56,1.9968,33.33,15.00,24,11.97,7.45,0.0000
59294,14.32,7,1,42,0.60,1184,15.59,36672,5.32,1.01,0.6455,2.56,1.9958,33.33,15.00,24,11.95,7.06,0.0000
59399,14.32,7,1,42,0.60,1180,15.62,36544,5.30,1.01,0.6360,2.56,1.9968,33.33,15.00,24,11.80,7.06,0.0000
59504,14.32,7,1,42,0.60,1176,15.58,34048,5.32,1.01,0.6715,2.56,1.9972,33.33,15.00,24,11.86,7.06,0.0000
59608,14.16,7,1,42,0.60,1174,15.13,36544,5.34,1.01,0.6430,2.56,1.9985,33.33,15.00,24,11.89,7.06,0.0000
59711,14.32,7,1,42,0.60,1170,15.61,36544,5.32,1.01,0.6620,2.56,1.9992,33.33,15.00,24,11.86,7.45,0.0000
59816,14.32,7,1,42,0.61,1166,15.57,36736,5.35,1.01,0.6382,2.56,2.0010,33.33,15.00,24,11.81,7.06,0.0000
59919,14.40,7,1,42,0.61,1166,15.62,38208,5.35,1.01,0.6430,2.56,2.0032,33.33,15.00,24,11.82,7.45,0.0000
60024,14.40,7,1,42,0.61,1166,15.59,36544,5.37,1.01,0.6525,2.56,2.0048,33.33,15.00,24,11.82,7.06,0.0000
60127,14.32,7,1,42,0.61,1167,15.59,36736,5.36,1.01,0.6693,2.56,2.0068,33.33,15.00,24,11.82,7.45,0.0000
60232,14.40,7,1,42,0.61,1168,15.63,33472,5.37,1.01,0.6478,2.56,2.0093,33.33,15.00,24,11.83,7.06,0.0000
60335,14.32,7,1,42,0.61,1167,15.43,36672,5.37,1.01,0.6478,2.56,2.0122,33.33,15.00,24,11.95,7.45,0.0000
60440,14.32,7,1,42,0.61,1168,15.13,33600,5.36,1.01,0.6620,2.56,2.0143,33.33,15.00,24,11.95,7.06,0.0000
60544,14.32,7,1,42,0.61,1169,15.60,36544,5.36,1.01,0.6430,2.56,2.0130,33.33,15.00,24,11.96,7.06,0.0000
60648,14.32,7,1,42,0.61,1169,15.58,36736,5.37,1.01,0.6382,2.56,2.0158,33.33,15.00,24,11.96,7.06,0.0000
60752,14.40,7,1,42,0.61,1168,15.59,36416,5.36,1.01,0.6478,2.56,2.0165,33.33,15.00,24,11.84,7.45,0.0000
60857,14.32,7,1,42,0.61,1168,15.37,34880,5.37,1.01,0.6360,2.56,2.0148,33.33,15.00,24,11.84,7.06,0.0000
60960,14.40,7,1,42,0.61,1164,15.44,36672,5.36,1.01,0.6360,2.56,2.0137,33.33,15.00,24,11.92,7.06,0.0000
61065,14.32,7,1,42,0.61,1164,15.14,33664,5.34,1.01,0.6430,2.56,2.0143,33.33,15.00,24,11.90,7.06,0.0000
61168,14.40,7,1,42,0.61,1167,15.60,36736,5.41,1.01,0.6382,2.56,2.0165,33.33,15.00,24,11.94,7.06,0.0000
61273,14.40,7,1,42,0.61,1171,15.58,36800,5.35,1.01,0.6430,2.56,2.0158,33.33,15.00,24,11.97,7.06,0.0000
61376,14.40,7,1,42,0.61,1174,15.60,36544,5.36,1.01,0.6408,2.56,2.0152,33.33,15.00,24,12.02,7.06,0.0000
61480,14.32,7,1,42,0.61,1172,15.57,36672,5.35,1.01,0.6455,2.56,2.0130,33.33,15.00,24,11.87,7.06,0.0000
61584,14.32,7,1,42,0.61,1173,15.59,36672,5.35,1.01,0.6430,2.56,2.0103,33.33,15.00,24,11.99,7.06,0.0000
61687,14.32,7,1,42,0.61,1172,15.61,36544,5.35,1.01,0.6360,2.56,2.0105,33.33,15.00,24,11.87,7.06,0.0000
61792,14.32,7,1,42,0.61,1174,15.58,36736,5.35,1.01,0.6408,2.56,2.0097,33.33,15.00,24,11.90,7.06,0.0000
61895,14.32,7,1,42,0.61,1174,15.60,36608,5.34,1.01,0.6573,2.56,2.0080,33.33,15.00,24,11.89,7.06,0.0000
62000,14.24,7,1,42,0.61,1180,15.61,36544,5.32,1.01,0.6455,2.56,2.0070,33.33,15.00,24,11.90,7.45,0.0000
62103,14.24,7,1,42,0.61,1179,15.82,36672,5.31,1.01,0.6598,2.56,2.0063,33.33,15.00,24,11.87,7.06,0.0000
62208,14.40,7,1,42,0.61,1181,15.60,36608,5.34,1.01,0.6430,2.56,2.0045,33.33,15.00,24,11.88,7.06,0.0000
62311,14.40,7,1,42,0.61,1182,15.61,36608,5.34,1.01,0.6645,2.56,2.0035,33.33,15.00,24,11.89,7.06,0.0000
62416,14.32,7,1,42,0.61,1182,16.45,43264,5.31,1.01,0.6430,2.56,1.9995,33.33,15.00,24,11.89,7.06,0.0000
62519,14.40,7,1,42,0.60,1182,15.62,36480,5.30,1.01,0.6668,2.56,1.9990,33.33,15.00,24,11.90,7.06,0.0000
62623,14.40,7,1,42,0.61,1182,15.12,33728,5.31,1.01,0.6430,2.56,1.9975,33.33,15.00,24,11.77,7.06,0.0000
62727,14.32,7,1,42,0.60,1179,15.58,36672,5.32,1.01,0.6360,2.56,1.9952,33.33,15.00,24,11.75,7.06,0.0000
62831,14.40,7,1,42,0.60,1170,15.61,36544,5.30,1.01,0.6408,2.56,1.9998,33.33,15.00,24,11.85,7.06,0.0000
62934,14.40,7,1,42,0.60,1170,16.10,38720,5.30,1.01,0.6382,2.56,1.9923,33.33,15.00,24,11.76,7.06,0.0000
63039,14.40,7,1,42,0.60,1168,15.33,35072,5.32,1.01,0.6335,2.56,1.9908,33.33,15.00,24,11.87,7.06,0.0000
63143,14.40,7,1,42,0.60,1167,15.60,36416,5.31,1.01,0.6408,2.56,1.9925,33.33,15.00,24,11.86,7.06,0.0000
63247,14.32,7,1,42,0.60,1168,15.12,35456,5.34,1.01,0.6382,2.56,1.9943,33.33,15.00,24,11.87,7.06,0.0000
63351,14.32,7,1,42,0.60,1168,15.62,36608,5.32,1.01,0.6430,2.56,1.9975,33.33,15.00,24,11.75,7.06,0.0000
63455,14.24,7,1,42,0.60,1164,15.61,36544,5.34,1.01,0.6382,2.56,1.9975,33.33,15.00,24,11.84,7.06,0.0000
63559,14.32,7,1,42,0.60,1165,15.59,36672,5.35,1.01,0.6360,2.56,1.9988,33.33,15.00,24,11.84,7.06,0.0000
63663,14.32,7,1,42,0.61,1162,15.61,36544,5.32,1.01,0.6382,2.56,2.0020,33.33,15.00,24,11.81,7.06,0.0000
63767,14.40,7,1,42,0.61,1158,15.60,36608,5.35,1.01,0.6455,2.56,2.0028,33.33,15.00,24,11.78,7.06,0.0000
63870,14.32,7,1,42,0.61,1160,15.58,36736,5.36,1.01,0.6455,2.56,2.0057,33.33,15.00,24,11.78,7.06,0.0000
63974,14.32,7,1,42,0.61,1161,15.61,36544,5.36,1.01,0.6430,2.56,2.0075,33.33,15.00,24,11.80,7.06,0.0000
64079,14.40,7,1,42,0.61,1158,15.59,36672,5.36,1.01,0.6525,2.56,2.0078,33.33,15.00,24,11.76,7.06,0.0000
64182,14.32,7,1,42,0.61,1157,15.69,38336,5.36,1.01,0.6502,2.56,2.0100,33.33,15.00,24,11.76,7.06,0.0000
64286,14.32,7,1,42,0.61,1156,15.59,36608,5.41,1.01,0.6550,2.56,2.0118,33.33,15.00,24,11.75,7.06,0.0000
64390,14.32,7,1,42,0.61,1155,15.58,36736,5.39,1.01,0.6668,2.56,2.0150,33.33,15.00,24,11.74,7.06,0.0000
64494,14.24,7,1,42,0.61,1154,15.59,36672,5.39,1.01,0.6668,2.56,2.0173,33.33,15.00,24,11.87,7.06,0.0000
64598,14.24,7,1,42,0.61,1161,15.61,36544,5.37,1.01,0.6382,2.56,2.0175,33.33,15.00,24,11.87,7.06,0.0000
64702,14.08,7,1,42,0.61,1166,15.11,33664,5.34,1.01,0.6478,2.82,2.0190,33.33,15.00,24,11.76,7.06,0.0000
64805,14.32,7,1,42,0.61,1172,16.12,40128,5.38,1.01,0.6502,2.56,2.0187,33.33,15.00,24,11.81,7.06,0.0000
64910,14.40,7,1,42,0.61,1177,15.60,36608,5.35,1.01,0.6408,2.56,2.0168,33.33,15.00,24,11.85,7.06,0.0000
65013,14.40,7,1,42,0.61,1181,15.59,36544,5.35,1.01,0.6598,2.56,2.0130,33.33,15.00,24,11.90,7.06,0.0000
65118,14.40,7,1,42,0.61,1183,15.35,34880,5.34,1.01,0.6408,2.56,2.0103,33.33,15.00,24,11.92,7.06,0.0000
65221,14.32,7,1,42,0.61,1182,15.35,36672,5.31,1.01,0.6645,2.56,2.0050,33.33,15.00,24,11.92,7.06,0.0000
65326,14.32,7,1,42,0.61,1180,15.58,36736,5.31,1.01,0.6455,2.56,2.0075,33.33,15.00,24,11.78,7.06,0.0000
65429,14.32,7,1,42,0.60,1178,15.61,36608,5.30,1.01,0.6335,2.56,1.9945,33.33,15.00,24,11.76,7.06,0.0000
65533,14.40,7,1,42,0.60,1174,15.59,36672,5.30,1.01,0.6408,2.56,1.9910,33.33,15.00,24,11.70,7.06,0.0000
65638,14.40,7,1,42,0.60,1172,15.59,36672,5.26,1.01,0.6382,2.56,1.9888,33.33,15.00,24,11.72,7.06,0.0000
65741,14.40,7,1,42,0.60,1168,15.61,33536,5.31,1.01,0.6360,2.56,1.9870,33.33,15.00,24,11.68,7.06,0.0000
65845,14.40,7,1,42,0.60,1169,15.10,36736,5.31,1.01,0.6382,2.56,1.9860,33.33,15.00,24,11.65,7.06,0.0000
65950,14.40,7,1,42,0.60,1166,15.59,36672,5.31,1.01,0.6408,2.56,1.9875,33.33,15.00,24,11.77,7.06,0.0000
66053,14.32,7,1,42,0.60,1164,15.63,33600,5.32,1.01,0.6408,2.56,1.9918,33.33,15.00,24,11.62,7.06,0.0000
66156,14.32,7,1,42,0.60,1164,15.30,36736,5.34,1.01,0.6360,2.56,1.9938,33.33,15.00,24,11.76,7.06,0.0000
66261,14.32,7,1,42,0.60,1164,15.60,37888,5.35,1.01,0.6360,2.56,1.9960,33.33,15.00,24,11.63,7.06,0.0000
66364,14.32,7,1,42,0.60,1166,15.88,36544,5.34,1.01,0.6382,2.56,1.9963,33.33,15.00,24,11.77,7.06,0.0000
66469,14.32,7,1,42,0.60,1164,15.12,33664,5.35,1.01,0.6478,2.56,1.9988,33.33,15.00,24,11.74,7.06,0.0000
66573,14.32,7,1,42,0.61,1162,15.15,33408,5.34,1.01,0.6382,2.56,2.0005,33.33,15.00,24,11.74,7.06,0.0000
66677,14.32,7,1,42,0.61,1164,15.60,36608,5.34,1.01,0.6382,2.56,1.9995,33.33,15.00,24,11.75,7.06,0.0000
66781,14.32,7,1,42,0.61,1160,15.12,33600,5.35,1.01,0.6360,2.56,2.0017,33.33,15.00,24,11.73,7.06,0.0000
66885,14.32,7,1,42,0.61,1159,15.15,33472,5.35,1.01,0.6335,2.56,2.0028,33.33,15.00,24,11.70,7.06,0.0000
66988,14.32,7,1,42,0.61,1162,15.58,36736,5.35,1.01,0.6335,2.56,2.0032,33.33,15.00,24,11.71,7.06,0.0000
67092,14.32,7,1,42,0.61,1166,15.13,33536,5.35,1.01,0.6455,2.56,2.0035,33.33,15.00,24,11.87,7.06,0.0000
67197,14.40,7,1,42,0.61,1167,15.12,31936,5.35,1.01,0.6408,2.56,2.0068,33.33,15.00,24,11.80,7.06,0.0000
67300,14.32,7,1,42,0.61,1169,14.86,34816,5.35,1.01,0.6430,2.56,2.0048,33.33,15.00,24,11.79,7.06,0.0000
67405,14.40,7,1,42,0.61,1164,15.60,36608,5.34,1.01,0.6525,2.56,2.0045,33.33,15.00,24,11.77,7.06,0.0000
67509,14.32,7,1,42,0.61,1164,15.60,33600,5.32,1.01,0.6573,2.56,2.0030,33.33,15.00,24,11.78,7.06,0.0000
67613,14.32,7,1,42,0.61,1162,15.11,36736,5.34,1.01,0.6715,2.56,2.0035,33.33,15.00,24,11.76,7.06,0.0000
67717,14.24,7,1,42,0.61,1159,15.60,36608,5.35,1.01,0.6668,2.56,2.0038,33.33,15.00,24,11.74,7.06,0.0000
67821,14.24,7,1,42,0.61,1156,15.59,36672,5.35,1.01,0.6408,2.56,2.0050,33.33,15.00,24,11.71,7.06,0.0000
67925,14.16,7,1,42,0.61,1158,15.58,36736,5.36,1.01,0.6430,2.56,2.0068,33.33,15.00,24,11.74,7.06,0.0000
68029,14.16,7,1,42,0.61,1158,15.58,40064,5.37,1.01,0.6382,2.56,2.0082,33.33,15.00,24,11.73,7.06,0.0000
68133,14.16,7,1,42,0.61,1160,15.85,36736,5.35,1.01,0.6430,2.56,2.0095,33.33,15.00,24,11.87,7.06,0.0000
68237,14.08,7,1,42,0.61,1159,15.14,34176,5.35,1.01,0.6430,2.56,2.0100,33.33,15.00,24,11.86,7.06,0.0000
68341,14.24,7,1,42,0.61,1161,15.39,35072,5.37,1.01,0.6478,2.56,2.0112,33.33,15.00,24,11.76,7.06,0.0000
68445,14.32,7,1,42,0.61,1160,15.11,33664,5.35,1.01,0.6550,2.56,2.0110,33.33,15.00,24,11.75,7.06,0.0000
68548,14.32,7,1,42,0.61,1160,14.99,33536,5.36,1.01,0.6620,2.56,2.0097,33.33,15.00,24,11.88,7.06,0.0000
68653,14.32,7,1,42,0.61,1162,15.14,33472,5.35,1.01,0.6668,2.56,2.0090,33.33,15.00,24,11.77,7.06,0.0000
68756,14.40,7,1,42,0.61,1162,15.11,33600,5.32,1.01,0.6408,2.56,2.0065,33.33,15.00,24,11.77,7.06,0.0000
68861,14.40,7,1,42,0.61,1164,15.14,33472,5.35,1.01,0.6455,2.56,2.0068,33.33,15.00,24,11.91,7.06,0.0000
68964,14.40,7,1,42,0.61,1164,15.13,33536,5.31,1.01,0.6550,2.56,2.0070,33.33,15.00,24,11.79,7.06,0.0000
69069,14.32,7,1,42,0.61,1159,15.59,35392,5.32,1.01,0.6620,2.56,2.0050,33.33,15.00,24,11.74,7.06,0.0000
69172,14.40,7,1,42,0.61,1155,15.15,35840,5.35,1.01,0.6693,2.56,2.0045,33.33,15.00,24,11.70,7.06,0.0000
69276,14.40,7,1,42,0.61,1156,15.57,33664,5.35,1.01,0.6620,2.56,2.0055,33.33,15.00,24,11.71,7.06,0.0000
69380,14.40,7,1,42,0.61,1157,14.86,35008,5.36,1.01,0.6693,2.56,2.0053,33.33,15.00,24,11.72,7.06,0.0000
69484,14.40,7,1,42,0.61,1155,15.38,33472,5.37,1.01,0.6668,2.56,2.0082,33.33,15.00,24,11.70,7.06,0.0000
69588,14.40,7,1,43,0.61,1152,15.13,33664,5.35,1.01,0.6715,2.56,2.0070,33.33,15.00,24,11.67,7.06,0.0000
69693,14.40,7,1,43,0.61,1150,15.13,33536,5.34,1.01,0.6668,2.56,2.0060,33.33,15.00,24,11.65,7.06,0.0000
69796,14.40,7,1,43,0.61,1148,15.13,33408,5.34,1.01,0.6598,2.56,2.0053,33.33,15.00,24,11.63,7.06,0.0000
69900,14.40,7,1,43,0.61,1148,15.11,33664,5.35,1.01,0.6550,2.56,2.0050,33.33,15.00,24,11.63,7.06,0.0000
70004,14.40,7,1,43,0.61,1150,15.14,33472,5.34,1.01,0.6525,2.56,2.0048,33.33,15.00,24,11.64,7.06,0.0000
70108,14.40,7,1,43,0.61,1143,15.14,33472,5.34,1.01,0.6408,2.56,2.0045,33.33,15.00,24,11.57,7.06,0.0000
70212,14.40,7,1,43,0.61,1139,15.11,33664,5.35,1.01,0.6668,2.56,2.0042,33.33,15.00,24,11.65,7.06,0.0000
70315,14.32,7,1,43,0.61,1138,15.13,33536,5.36,1.01,0.6573,2.56,2.0063,33.33,15.00,24,11.53,7.06,0.0000
70420,14.16,7,1,43,0.61,1142,15.37,35200,5.36,1.01,0.6408,2.56,2.0090,33.33,15.00,24,11.69,7.06,0.0000
